WP_004421256.1	lcl|NZ_JASEXN010000052.1_cds_WP_004462903.1_3299	94.186	86	106
WP_004421326.1	lcl|NZ_JASEXN010000052.1_cds_WP_061205762.1_3300	92.357	314	314
WP_004421326.1	lcl|NZ_JASEXN010000001.1_cds_WP_004461583.1_199	25.697	323	314
WP_004421326.1	lcl|NZ_JASEXN010000048.1_cds_WP_061205813.1_3255	21.300	277	314
WP_004421326.1	lcl|NZ_JASEXN010000064.1_cds_WP_004465060.1_3439	23.793	290	314
WP_004421326.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_370	24.074	216	314
WP_004421326.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_253	24.074	216	314
WP_004421442.1	lcl|NZ_JASEXN010000005.1_cds_WP_004460143.1_765	33.562	146	185
WP_004421375.1	lcl|NZ_JASEXN010000052.1_cds_WP_282965821.1_3303	31.138	334	329
WP_004421375.1	lcl|NZ_JASEXN010000001.1_cds_WP_004461583.1_199	29.841	315	329
WP_004421375.1	lcl|NZ_JASEXN010000048.1_cds_WP_061205813.1_3255	31.788	302	329
WP_004421375.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_370	32.154	311	329
WP_004421375.1	lcl|NZ_JASEXN010000002.1_cds_WP_004461234.1_253	32.154	311	329
WP_004421375.1	lcl|NZ_JASEXN010000064.1_cds_WP_004465060.1_3439	29.940	334	329
WP_004421375.1	lcl|NZ_JASEXN010000001.1_cds_WP_004472946.1_83	30.154	325	329
WP_004421375.1	lcl|NZ_JASEXN010000002.1_cds_WP_004467290.1_367	28.882	322	329
WP_004421375.1	lcl|NZ_JASEXN010000002.1_cds_WP_004467290.1_256	28.882	322	329
WP_004421375.1	lcl|NZ_JASEXN010000010.1_cds_WP_004466638.1_1473	26.045	311	329
WP_004421375.1	lcl|NZ_JASEXN010000062.1_cds_WP_061205836.1_3419	25.373	268	329
WP_004421375.1	lcl|NZ_JASEXN010000007.1_cds_WP_282965574.1_1203	26.549	339	329
WP_004421375.1	lcl|NZ_JASEXN010000052.1_cds_WP_061205762.1_3300	25.397	315	329
WP_004421375.1	lcl|NZ_JASEXN010000071.1_cds_WP_282968833.1_3507	27.500	240	329
WP_004421375.1	lcl|NZ_JASEXN010000013.1_cds_WP_004464543.1_1806	27.652	264	329
WP_004421375.1	lcl|NZ_JASEXN010000007.1_cds_WP_061205801.1_1150	26.923	286	329
WP_004421375.1	lcl|NZ_JASEXN010000062.1_cds_WP_282965809.1_3421	30.460	174	329
WP_004421375.1	lcl|NZ_JASEXN010000003.1_cds_WP_282965630.1_495	23.565	331	329
WP_004421375.1	lcl|NZ_JASEXN010000071.1_cds_WP_282965804.1_3508	24.434	221	329
WP_004421408.1	lcl|NZ_JASEXN010000048.1_cds_WP_282965817.1_3250	26.630	184	267
WP_004421408.1	lcl|NZ_JASEXN010000062.1_cds_WP_004477718.1_3422	26.442	208	267
WP_004421408.1	lcl|NZ_JASEXN010000010.1_cds_WP_004466848.1_1512	35.455	110	267
WP_004421408.1	lcl|NZ_JASEXN010000064.1_cds_WP_004475142.1_3440	26.842	190	267
WP_004421408.1	lcl|NZ_JASEXN010000002.1_cds_WP_016754360.1_400	37.209	86	267
WP_004421408.1	lcl|NZ_JASEXN010000002.1_cds_WP_016754360.1_223	37.209	86	267
WP_004421408.1	lcl|NZ_JASEXN010000010.1_cds_WP_004490253.1_1472	25.389	193	267
