WP_004421256.1	lcl|NZ_JAUOTF010000019.1_cds_WP_004462903.1_1683	94.186	86	106
WP_004421326.1	lcl|NZ_JAUOTF010000019.1_cds_WP_004464977.1_1682	92.903	310	314
WP_004421326.1	lcl|NZ_JAUOTF010000001.1_cds_WP_075918931.1_556	25.697	323	314
WP_004421326.1	lcl|NZ_JAUOTF010000019.1_cds_WP_004464967.1_1626	22.662	278	314
WP_004421326.1	lcl|NZ_JAUOTF010000019.1_cds_WP_004465002.1_1624	23.913	230	314
WP_004421326.1	lcl|NZ_JAUOTF010000031.1_cds_WP_303616387.1_2316	23.793	290	314
WP_004421326.1	lcl|NZ_JAUOTF010000053.1_cds_WP_004468319.1_2824	21.649	194	314
WP_004421326.1	lcl|NZ_JAUOTF010000014.1_cds_WP_004461234.1_1551	24.074	216	314
WP_004421442.1	lcl|NZ_JAUOTF010000019.1_cds_WP_075918475.1_1643	35.593	177	185
WP_004421442.1	lcl|NZ_JAUOTF010000003.1_cds_WP_004460143.1_3491	33.562	146	185
WP_004421375.1	lcl|NZ_JAUOTF010000019.1_cds_WP_004464967.1_1626	32.087	321	329
WP_004421375.1	lcl|NZ_JAUOTF010000001.1_cds_WP_075918931.1_556	29.841	315	329
WP_004421375.1	lcl|NZ_JAUOTF010000014.1_cds_WP_004461234.1_1551	32.154	311	329
WP_004421375.1	lcl|NZ_JAUOTF010000031.1_cds_WP_303616387.1_2316	29.641	334	329
WP_004421375.1	lcl|NZ_JAUOTF010000019.1_cds_WP_004465002.1_1624	30.164	305	329
WP_004421375.1	lcl|NZ_JAUOTF010000001.1_cds_WP_008396039.1_441	30.462	325	329
WP_004421375.1	lcl|NZ_JAUOTF010000014.1_cds_WP_004467290.1_1548	28.882	322	329
WP_004421375.1	lcl|NZ_JAUOTF010000053.1_cds_WP_004468319.1_2824	26.686	341	329
WP_004421375.1	lcl|NZ_JAUOTF010000017.1_cds_WP_032917901.1_2087	26.254	339	329
WP_004421375.1	lcl|NZ_JAUOTF010000019.1_cds_WP_004464977.1_1682	25.397	315	329
WP_004421375.1	lcl|NZ_JAUOTF010000002.1_cds_WP_008398679.1_1384	27.652	264	329
WP_004421375.1	lcl|NZ_JAUOTF010000019.1_cds_WP_004465101.1_1622	27.305	282	329
WP_004421375.1	lcl|NZ_JAUOTF010000008.1_cds_WP_004472818.1_2694	27.273	286	329
WP_004421375.1	lcl|NZ_JAUOTF010000008.1_cds_WP_004477645.1_2604	23.867	331	329
WP_004421408.1	lcl|NZ_JAUOTF010000019.1_cds_WP_004475169.1_1625	26.423	246	267
WP_004421408.1	lcl|NZ_JAUOTF010000026.1_cds_WP_004484915.1_1002	35.455	110	267
WP_004421408.1	lcl|NZ_JAUOTF010000031.1_cds_WP_004475142.1_2317	26.842	190	267
WP_004421408.1	lcl|NZ_JAUOTF010000014.1_cds_WP_016754360.1_1580	37.209	86	267
WP_004421408.1	lcl|NZ_JAUOTF010000053.1_cds_WP_004477855.1_2823	25.389	193	267
WP_004420971.1	lcl|NZ_JAUOTF010000012.1_cds_WP_004473482.1_2955	27.523	327	510
WP_004420971.1	lcl|NZ_JAUOTF010000012.1_cds_WP_303616140.1_2954	32.609	92	510
WP_004420971.1	lcl|NZ_JAUOTF010000012.1_cds_WP_004473482.1_2955	27.523	327	510
WP_004420971.1	lcl|NZ_JAUOTF010000012.1_cds_WP_303616140.1_2954	32.609	92	510
WP_004421253.1	lcl|NZ_JAUOTF010000014.1_cds_WP_004461234.1_1551	26.374	273	330
WP_004421253.1	lcl|NZ_JAUOTF010000019.1_cds_WP_004464967.1_1626	22.711	273	330
WP_004421253.1	lcl|NZ_JAUOTF010000001.1_cds_WP_075918931.1_556	28.623	276	330
WP_004421253.1	lcl|NZ_JAUOTF010000031.1_cds_WP_303616387.1_2316	25.826	333	330
WP_004421253.1	lcl|NZ_JAUOTF010000008.1_cds_WP_004477645.1_2604	25.926	243	330
WP_004421253.1	lcl|NZ_JAUOTF010000017.1_cds_WP_032917901.1_2087	25.676	222	330
WP_004421253.1	lcl|NZ_JAUOTF010000001.1_cds_WP_008396039.1_441	29.644	253	330
WP_004421253.1	lcl|NZ_JAUOTF010000053.1_cds_WP_004468319.1_2824	24.460	139	330
WP_004421253.1	lcl|NZ_JAUOTF010000002.1_cds_WP_008398679.1_1384	28.462	130	330
WP_004421253.1	lcl|NZ_JAUOTF010000007.1_cds_WP_004467770.1_2434	26.562	128	330
WP_004421253.1	lcl|NZ_JAUOTF010000014.1_cds_WP_004467290.1_1548	28.000	150	330
WP_004434729.1	lcl|NZ_JAUOTF010000020.1_cds_WP_046944142.1_975	40.329	243	265
WP_004434524.1	lcl|NZ_JAUOTF010000024.1_cds_WP_004462784.1_62	38.732	284	310
WP_004434524.1	lcl|NZ_JAUOTF010000039.1_cds_WP_004473577.1_1161	26.299	308	310
WP_004434524.1	lcl|NZ_JAUOTF010000002.1_cds_WP_008398687.1_1349	27.068	133	310
WP_004434524.1	lcl|NZ_JAUOTF010000024.1_cds_WP_004462784.1_62	38.732	284	310
WP_004434524.1	lcl|NZ_JAUOTF010000039.1_cds_WP_004473577.1_1161	26.299	308	310
WP_004434524.1	lcl|NZ_JAUOTF010000002.1_cds_WP_008398687.1_1349	27.068	133	310
WP_004434893.1	lcl|NZ_JAUOTF010000022.1_cds_WP_004462309.1_2856	41.270	63	144
WP_004421361.1	lcl|NZ_JAUOTF010000013.1_cds_WP_004472978.1_3209	27.723	101	221
WP_004434567.1	lcl|NZ_JAUOTF010000015.1_cds_WP_004459124.1_700	29.630	270	318
WP_004434567.1	lcl|NZ_JAUOTF010000036.1_cds_WP_004465813.1_2897	29.384	211	318
WP_004434567.1	lcl|NZ_JAUOTF010000024.1_cds_WP_004473695.1_93	25.436	287	318
WP_004434567.1	lcl|NZ_JAUOTF010000002.1_cds_WP_004460971.1_1313	27.703	296	318
WP_004434567.1	lcl|NZ_JAUOTF010000053.1_cds_WP_004459509.1_2825	28.235	170	318
WP_004434567.1	lcl|NZ_JAUOTF010000019.1_cds_WP_075918501.1_1680	29.897	97	318
