WP_004421256.1	lcl|NZ_RQFP01000014.1_cds_WP_100790840.1_3069	61.538	78	106
WP_004421326.1	lcl|NZ_RQFP01000014.1_cds_WP_100790839.1_3068	80.000	310	314
WP_004421326.1	lcl|NZ_RQFP01000001.1_cds_WP_100789090.1_986	27.726	321	314
WP_004421326.1	lcl|NZ_RQFP01000014.1_cds_WP_100790837.1_3065	23.466	277	314
WP_004421326.1	lcl|NZ_RQFP01000001.1_cds_WP_100789115.1_958	23.148	324	314
WP_004421326.1	lcl|NZ_RQFP01000014.1_cds_WP_135677263.1_3015	26.111	180	314
WP_004421326.1	lcl|NZ_RQFP01000008.1_cds_WP_100792235.1_3382	22.872	188	314
WP_004421326.1	lcl|NZ_RQFP01000008.1_cds_WP_208861468.1_3371	23.188	138	314
WP_004421442.1	lcl|NZ_RQFP01000014.1_cds_WP_100790120.1_2646	32.727	165	185
WP_004421375.1	lcl|NZ_RQFP01000014.1_cds_WP_100790837.1_3065	32.822	326	329
WP_004421375.1	lcl|NZ_RQFP01000001.1_cds_WP_100789115.1_958	30.892	314	329
WP_004421375.1	lcl|NZ_RQFP01000014.1_cds_WP_135677263.1_3015	28.829	333	329
WP_004421375.1	lcl|NZ_RQFP01000001.1_cds_WP_100789625.1_1516	30.769	312	329
WP_004421375.1	lcl|NZ_RQFP01000008.1_cds_WP_100792235.1_3382	28.152	341	329
WP_004421375.1	lcl|NZ_RQFP01000001.1_cds_WP_100789476.1_1345	28.750	320	329
WP_004421375.1	lcl|NZ_RQFP01000014.1_cds_WP_135677277.1_3049	28.767	219	329
WP_004421375.1	lcl|NZ_RQFP01000001.1_cds_WP_100789090.1_986	28.387	310	329
WP_004421375.1	lcl|NZ_RQFP01000014.1_cds_WP_100790839.1_3068	26.562	320	329
WP_004421375.1	lcl|NZ_RQFP01000014.1_cds_WP_100790960.1_3033	28.986	276	329
WP_004421375.1	lcl|NZ_RQFP01000001.1_cds_WP_100789422.1_895	29.412	170	329
WP_004421375.1	lcl|NZ_RQFP01000014.1_cds_WP_135677254.1_3000	25.735	272	329
WP_004421375.1	lcl|NZ_RQFP01000001.1_cds_WP_135676593.1_613	26.374	182	329
WP_004421375.1	lcl|NZ_RQFP01000008.1_cds_WP_208861468.1_3371	24.026	308	329
WP_004421375.1	lcl|NZ_RQFP01000014.1_cds_WP_100790807.1_3031	23.423	222	329
WP_004421408.1	lcl|NZ_RQFP01000014.1_cds_WP_100790833.1_3060	25.498	251	267
WP_004421408.1	lcl|NZ_RQFP01000014.1_cds_WP_100790739.1_2939	24.436	266	267
WP_004421408.1	lcl|NZ_RQFP01000001.1_cds_WP_100788841.1_1265	29.730	185	267
WP_004421408.1	lcl|NZ_RQFP01000008.1_cds_WP_135676976.1_3383	27.041	196	267
WP_004421408.1	lcl|NZ_RQFP01000014.1_cds_WP_135677262.1_3014	24.873	197	267
WP_004421408.1	lcl|NZ_RQFP01000001.1_cds_WP_135676725.1_1410	28.655	171	267
WP_004420971.1	lcl|NZ_RQFP01000014.1_cds_WP_100790496.1_2668	24.923	325	510
WP_004420971.1	lcl|NZ_RQFP01000014.1_cds_WP_100790101.1_2669	29.245	106	510
WP_004420971.1	lcl|NZ_RQFP01000014.1_cds_WP_100790496.1_2668	24.923	325	510
WP_004420971.1	lcl|NZ_RQFP01000014.1_cds_WP_100790101.1_2669	29.245	106	510
WP_004421253.1	lcl|NZ_RQFP01000014.1_cds_WP_100790837.1_3065	27.138	269	330
WP_004421253.1	lcl|NZ_RQFP01000001.1_cds_WP_100789625.1_1516	25.180	278	330
WP_004421253.1	lcl|NZ_RQFP01000001.1_cds_WP_100789090.1_986	26.347	334	330
WP_004421253.1	lcl|NZ_RQFP01000001.1_cds_WP_100789115.1_958	28.467	274	330
WP_004421253.1	lcl|NZ_RQFP01000014.1_cds_WP_135677263.1_3015	23.547	327	330
WP_004421253.1	lcl|NZ_RQFP01000001.1_cds_WP_135676713.1_1358	30.709	127	330
WP_004421253.1	lcl|NZ_RQFP01000001.1_cds_WP_135676593.1_613	24.242	264	330
WP_004421253.1	lcl|NZ_RQFP01000014.1_cds_WP_135677277.1_3049	24.074	216	330
WP_004421253.1	lcl|NZ_RQFP01000001.1_cds_WP_100789422.1_895	27.053	207	330
WP_004421253.1	lcl|NZ_RQFP01000008.1_cds_WP_100792235.1_3382	23.385	325	330
WP_004434729.1	lcl|NZ_RQFP01000001.1_cds_WP_100789867.1_1786	39.062	256	265
WP_004434729.1	lcl|NZ_RQFP01000001.1_cds_WP_135676539.1_381	25.882	170	265
WP_004434524.1	lcl|NZ_RQFP01000001.1_cds_WP_100789346.1_697	36.577	298	310
WP_004434524.1	lcl|NZ_RQFP01000001.1_cds_WP_135676539.1_381	29.642	307	310
WP_004434524.1	lcl|NZ_RQFP01000014.1_cds_WP_135677179.1_2580	24.809	262	310
WP_004434524.1	lcl|NZ_RQFP01000001.1_cds_WP_100789346.1_697	36.577	298	310
WP_004434524.1	lcl|NZ_RQFP01000001.1_cds_WP_135676539.1_381	29.642	307	310
WP_004434524.1	lcl|NZ_RQFP01000014.1_cds_WP_135677179.1_2580	24.809	262	310
WP_004434893.1	lcl|NZ_RQFP01000001.1_cds_WP_100791596.1_355	41.270	63	144
WP_004421361.1	lcl|NZ_RQFP01000014.1_cds_WP_135677164.1_2556	38.889	72	221
WP_004421361.1	lcl|NZ_RQFP01000008.1_cds_WP_100791954.1_3323	23.392	171	221
WP_004434567.1	lcl|NZ_RQFP01000014.1_cds_WP_135677256.1_3003	31.818	286	318
WP_004434567.1	lcl|NZ_RQFP01000014.1_cds_WP_100790787.1_3011	30.882	204	318
WP_004434567.1	lcl|NZ_RQFP01000001.1_cds_WP_100789693.1_1594	31.298	131	318
WP_004434567.1	lcl|NZ_RQFP01000001.1_cds_WP_100791219.1_38	26.695	236	318
WP_004434567.1	lcl|NZ_RQFP01000014.1_cds_WP_100790788.1_3012	28.261	92	318
WP_004434567.1	lcl|NZ_RQFP01000008.1_cds_WP_100792236.1_3381	24.157	178	318
WP_004434810.1	lcl|NZ_RQFP01000014.1_cds_WP_135677084.1_2262	26.882	93	242
WP_004434810.1	lcl|NZ_RQFP01000014.1_cds_WP_135677163.1_2555	25.625	160	242
WP_004434810.1	lcl|NZ_RQFP01000008.1_cds_WP_100791954.1_3323	25.688	109	242
WP_004434771.1	lcl|NZ_RQFP01000014.1_cds_WP_135677263.1_3015	25.369	339	333
WP_004434771.1	lcl|NZ_RQFP01000014.1_cds_WP_100790837.1_3065	32.035	231	333
WP_004434771.1	lcl|NZ_RQFP01000001.1_cds_WP_100789625.1_1516	26.786	336	333
WP_004434771.1	lcl|NZ_RQFP01000001.1_cds_WP_100789115.1_958	24.490	343	333
WP_004434771.1	lcl|NZ_RQFP01000008.1_cds_WP_100792235.1_3382	24.646	353	333
WP_004434771.1	lcl|NZ_RQFP01000014.1_cds_WP_135677277.1_3049	25.778	225	333
WP_004434771.1	lcl|NZ_RQFP01000001.1_cds_WP_100789090.1_986	29.915	234	333
WP_004434771.1	lcl|NZ_RQFP01000001.1_cds_WP_100789476.1_1345	31.410	156	333
WP_004434771.1	lcl|NZ_RQFP01000001.1_cds_WP_135676593.1_613	33.333	132	333
WP_004434771.1	lcl|NZ_RQFP01000008.1_cds_WP_208861468.1_3371	20.635	189	333
WP_004434477.1	lcl|NZ_RQFP01000014.1_cds_WP_100790839.1_3068	23.684	266	294
WP_004434477.1	lcl|NZ_RQFP01000014.1_cds_WP_135677277.1_3049	22.072	222	294
WP_004434477.1	lcl|NZ_RQFP01000001.1_cds_WP_100789090.1_986	24.268	239	294
WP_004434773.1	lcl|NZ_RQFP01000001.1_cds_WP_135676683.1_1168	26.241	141	174
WP_004434738.1	lcl|NZ_RQFP01000014.1_cds_WP_135677163.1_2555	30.827	133	416
WP_004434568.1	lcl|NZ_RQFP01000001.1_cds_WP_100788870.1_1229	27.621	391	361
WP_004434568.1	lcl|NZ_RQFP01000001.1_cds_WP_100789913.1_1838	24.390	369	361
WP_004434568.1	lcl|NZ_RQFP01000014.1_cds_WP_208861425.1_3064	30.142	282	361
WP_004434568.1	lcl|NZ_RQFP01000001.1_cds_WP_100791495.1_2185	28.077	260	361
WP_004434462.1	lcl|NZ_RQFP01000001.1_cds_WP_100791566.1_324	24.107	112	233
WP_004434462.1	lcl|NZ_RQFP01000014.1_cds_WP_100790836.1_3063	28.440	109	233
WP_004434462.1	lcl|NZ_RQFP01000001.1_cds_WP_100788872.1_1225	27.119	118	233
WP_004434874.1	lcl|NZ_RQFP01000014.1_cds_WP_341864918.1_3066	53.065	571	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_100791325.1_1993	41.991	231	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_100788908.1_1185	37.540	309	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_100788854.1_1249	38.866	247	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_100789629.1_1521	33.754	317	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_135676746.1_1523	35.965	228	592
WP_004434874.1	lcl|NZ_RQFP01000004.1_cds_WP_100791244.1_16	33.195	241	592
WP_004434874.1	lcl|NZ_RQFP01000009.1_cds_WP_100792018.1_3447	29.362	235	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_100789748.1_1653	29.091	220	592
WP_004434874.1	lcl|NZ_RQFP01000014.1_cds_WP_100790119.1_2647	28.632	234	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_100791582.1_340	29.694	229	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_100789283.1_764	30.222	225	592
WP_004434874.1	lcl|NZ_RQFP01000014.1_cds_WP_100790692.1_2885	28.049	246	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_100790013.1_1495	32.759	232	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_135676568.1_507	28.261	230	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_100791661.1_429	28.448	232	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_100789556.1_1435	27.876	226	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_135676749.1_1540	27.746	173	592
WP_004434874.1	lcl|NZ_RQFP01000013.1_cds_WP_100792295.1_3586	27.854	219	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_100791808.1_508	23.810	231	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_100791808.1_508	25.140	179	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_135676483.1_174	27.869	244	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_208861452.1_348	26.852	216	592
WP_004434874.1	lcl|NZ_RQFP01000014.1_cds_WP_100790495.1_2674	27.670	206	592
WP_004434874.1	lcl|NZ_RQFP01000014.1_cds_WP_100790243.1_2503	24.893	233	592
WP_004434874.1	lcl|NZ_RQFP01000014.1_cds_WP_100790748.1_2948	25.764	229	592
WP_004434874.1	lcl|NZ_RQFP01000014.1_cds_WP_135677247.1_2922	24.153	236	592
WP_004434874.1	lcl|NZ_RQFP01000014.1_cds_WP_100790360.1_2363	26.111	180	592
WP_004434874.1	lcl|NZ_RQFP01000001.1_cds_WP_135676743.1_1494	26.190	252	592
