WP_004421256.1	lcl|NZ_JADDXH010000004.1_cds_WP_002725873.1_2673	90.698	86	106
WP_004421326.1	lcl|NZ_JADDXH010000004.1_cds_WP_061209188.1_2674	91.961	311	314
WP_004421326.1	lcl|NZ_JADDXH010000106.1_cds_WP_061208146.1_152	23.077	325	314
WP_004421326.1	lcl|NZ_JADDXH010000186.1_cds_WP_061209097.1_1342	22.995	187	314
WP_004421326.1	lcl|NZ_JADDXH010000062.1_cds_WP_011671706.1_2892	24.138	290	314
WP_004421326.1	lcl|NZ_JADDXH010000039.1_cds_WP_061208650.1_2516	24.759	311	314
WP_004421326.1	lcl|NZ_JADDXH010000045.1_cds_WP_002729504.1_2617	22.941	170	314
WP_004421442.1	lcl|NZ_JADDXH010000172.1_cds_WP_002750963.1_1110	35.616	146	185
WP_004421375.1	lcl|NZ_JADDXH010000004.1_cds_WP_061208754.1_2678	31.143	350	329
WP_004421375.1	lcl|NZ_JADDXH010000106.1_cds_WP_061208146.1_152	30.794	315	329
WP_004421375.1	lcl|NZ_JADDXH010000186.1_cds_WP_061209097.1_1342	31.457	302	329
WP_004421375.1	lcl|NZ_JADDXH010000062.1_cds_WP_011671706.1_2892	31.045	335	329
WP_004421375.1	lcl|NZ_JADDXH010000039.1_cds_WP_061208650.1_2516	30.547	311	329
WP_004421375.1	lcl|NZ_JADDXH010000039.1_cds_WP_002754065.1_2513	28.485	330	329
WP_004421375.1	lcl|NZ_JADDXH010000078.1_cds_WP_061207995.1_3082	29.467	319	329
WP_004421375.1	lcl|NZ_JADDXH010000045.1_cds_WP_002729504.1_2617	26.686	341	329
WP_004421375.1	lcl|NZ_JADDXH010000025.1_cds_WP_061208029.1_2296	25.926	270	329
WP_004421375.1	lcl|NZ_JADDXH010000004.1_cds_WP_061209188.1_2674	27.309	249	329
WP_004421375.1	lcl|NZ_JADDXH010000025.1_cds_WP_061208022.1_2304	27.007	274	329
WP_004421375.1	lcl|NZ_JADDXH010000217.1_cds_WP_002751102.1_1787	27.170	265	329
WP_004421375.1	lcl|NZ_JADDXH010000047.1_cds_IQA81_RS03405_2643	31.544	149	329
WP_004421375.1	lcl|NZ_JADDXH010000117.1_cds_WP_061208495.1_311	30.000	170	329
WP_004421375.1	lcl|NZ_JADDXH010000189.1_cds_WP_011669202.1_1365	24.107	336	329
WP_004421375.1	lcl|NZ_JADDXH010000025.1_cds_WP_061208031.1_2294	30.460	174	329
WP_004421408.1	lcl|NZ_JADDXH010000186.1_cds_WP_061209102.1_1337	24.255	235	267
WP_004421408.1	lcl|NZ_JADDXH010000025.1_cds_WP_061208032.1_2293	25.962	208	267
WP_004421408.1	lcl|NZ_JADDXH010000062.1_cds_WP_061208084.1_2891	26.984	189	267
WP_004421408.1	lcl|NZ_JADDXH010000043.1_cds_WP_061208961.1_2572	32.727	110	267
WP_004421408.1	lcl|NZ_JADDXH010000061.1_cds_WP_002766579.1_2880	37.209	86	267
WP_004421408.1	lcl|NZ_JADDXH010000045.1_cds_WP_061209013.1_2616	24.868	189	267
WP_004420971.1	lcl|NZ_JADDXH010000222.1_cds_WP_061207534.1_1854	26.647	334	510
WP_004420971.1	lcl|NZ_JADDXH010000222.1_cds_WP_002751286.1_1855	31.111	90	510
WP_004420971.1	lcl|NZ_JADDXH010000222.1_cds_WP_061207534.1_1854	26.647	334	510
WP_004420971.1	lcl|NZ_JADDXH010000222.1_cds_WP_002751286.1_1855	31.111	90	510
WP_004421253.1	lcl|NZ_JADDXH010000039.1_cds_WP_061208650.1_2516	27.106	273	330
WP_004421253.1	lcl|NZ_JADDXH010000186.1_cds_WP_061209097.1_1342	25.368	272	330
WP_004421253.1	lcl|NZ_JADDXH010000062.1_cds_WP_011671706.1_2892	26.582	316	330
WP_004421253.1	lcl|NZ_JADDXH010000106.1_cds_WP_061208146.1_152	28.520	277	330
WP_004421253.1	lcl|NZ_JADDXH010000004.1_cds_WP_061208754.1_2678	28.448	232	330
WP_004421253.1	lcl|NZ_JADDXH010000078.1_cds_WP_061207995.1_3082	26.791	321	330
WP_004421253.1	lcl|NZ_JADDXH010000189.1_cds_WP_011669202.1_1365	25.403	248	330
WP_004421253.1	lcl|NZ_JADDXH010000047.1_cds_IQA81_RS03405_2643	25.275	91	330
WP_004421253.1	lcl|NZ_JADDXH010000047.1_cds_IQA81_RS03405_2643	28.689	122	330
WP_004421253.1	lcl|NZ_JADDXH010000025.1_cds_WP_061208029.1_2296	24.723	271	330
WP_004421253.1	lcl|NZ_JADDXH010000045.1_cds_WP_002729504.1_2617	25.352	142	330
WP_004421253.1	lcl|NZ_JADDXH010000171.1_cds_WP_081101368.1_1036	26.562	128	330
WP_004421253.1	lcl|NZ_JADDXH010000039.1_cds_WP_002754065.1_2513	28.000	150	330
WP_004421253.1	lcl|NZ_JADDXH010000217.1_cds_WP_002751102.1_1787	24.896	241	330
WP_004434729.1	lcl|NZ_JADDXH010000255.1_cds_WP_011669455.1_2242	41.152	243	265
WP_004434524.1	lcl|NZ_JADDXH010000016.1_cds_WP_061207877.1_1348	38.944	303	310
WP_004434524.1	lcl|NZ_JADDXH010000011.1_cds_WP_011669757.1_607	26.384	307	310
WP_004434524.1	lcl|NZ_JADDXH010000172.1_cds_WP_002727177.1_1159	28.571	133	310
WP_004434524.1	lcl|NZ_JADDXH010000016.1_cds_WP_061207877.1_1348	38.944	303	310
WP_004434524.1	lcl|NZ_JADDXH010000011.1_cds_WP_011669757.1_607	26.384	307	310
WP_004434524.1	lcl|NZ_JADDXH010000172.1_cds_WP_002727177.1_1159	28.571	133	310
WP_004434893.1	lcl|NZ_JADDXH010000146.1_cds_WP_026054147.1_704	39.683	63	144
WP_004421361.1	lcl|NZ_JADDXH010000042.1_cds_WP_061208385.1_2546	28.205	78	221
WP_004421361.1	lcl|NZ_JADDXH010000020.1_cds_WP_011669877.1_1919	28.037	107	221
WP_004434567.1	lcl|NZ_JADDXH010000199.1_cds_WP_011669670.1_1593	29.304	273	318
WP_004434567.1	lcl|NZ_JADDXH010000230.1_cds_WP_002723163.1_1950	29.858	211	318
WP_004434567.1	lcl|NZ_JADDXH010000023.1_cds_WP_002734441.1_2251	24.561	228	318
WP_004434567.1	lcl|NZ_JADDXH010000099.1_cds_WP_061207609.1_36	29.302	215	318
WP_004434567.1	lcl|NZ_JADDXH010000062.1_cds_WP_011669970.1_2896	32.609	92	318
WP_004434567.1	lcl|NZ_JADDXH010000062.1_cds_WP_061221477.1_2895	30.108	93	318
WP_004434567.1	lcl|NZ_JADDXH010000045.1_cds_WP_011670814.1_2618	27.647	170	318
WP_004434567.1	lcl|NZ_JADDXH010000004.1_cds_WP_061208757.1_2681	33.333	63	318
WP_004434810.1	lcl|NZ_JADDXH010000203.1_cds_WP_011669711.1_1619	25.532	94	242
WP_004434810.1	lcl|NZ_JADDXH010000061.1_cds_WP_061209067.1_2871	23.214	112	242
WP_004434810.1	lcl|NZ_JADDXH010000020.1_cds_WP_061208348.1_1920	24.706	85	242
WP_004434771.1	lcl|NZ_JADDXH010000004.1_cds_WP_061208754.1_2678	51.183	338	333
WP_004434771.1	lcl|NZ_JADDXH010000062.1_cds_WP_011671706.1_2892	25.513	341	333
WP_004434771.1	lcl|NZ_JADDXH010000186.1_cds_WP_061209097.1_1342	32.159	227	333
WP_004434771.1	lcl|NZ_JADDXH010000106.1_cds_WP_061208146.1_152	25.513	341	333
WP_004434771.1	lcl|NZ_JADDXH010000039.1_cds_WP_061208650.1_2516	24.540	326	333
WP_004434771.1	lcl|NZ_JADDXH010000045.1_cds_WP_002729504.1_2617	24.786	351	333
WP_004434771.1	lcl|NZ_JADDXH010000039.1_cds_WP_002754065.1_2513	30.769	156	333
WP_004434771.1	lcl|NZ_JADDXH010000078.1_cds_WP_061207995.1_3082	24.415	299	333
WP_004434771.1	lcl|NZ_JADDXH010000217.1_cds_WP_002751102.1_1787	24.926	337	333
WP_004434771.1	lcl|NZ_JADDXH010000025.1_cds_WP_061208031.1_2294	26.946	167	333
WP_004434771.1	lcl|NZ_JADDXH010000171.1_cds_WP_081101368.1_1036	25.000	192	333
WP_004434442.1	lcl|NZ_JADDXH010000033.1_cds_WP_155667776.1_2388	34.722	72	87
WP_004434442.1	lcl|NZ_JADDXH010000164.1_cds_IQA81_RS10260_940	47.368	57	87
WP_004434442.1	lcl|NZ_JADDXH010000164.1_cds_IQA81_RS10260_940	63.158	19	87
WP_061231972.1	lcl|NZ_JADDXH010000032.1_cds_WP_322621610.1_2384	79.412	68	103
WP_061231972.1	lcl|NZ_JADDXH010000099.1_cds_IQA81_RS06255_10	88.462	26	103
WP_061231972.1	lcl|NZ_JADDXH010000139.1_cds_IQA81_RS16725_615	90.000	20	103
WP_243829360.1	lcl|NZ_JADDXH010000050.1_cds_IQA81_RS03750_2731	83.051	59	57
WP_004434477.1	lcl|NZ_JADDXH010000004.1_cds_WP_061209188.1_2674	22.932	266	294
WP_004434477.1	lcl|NZ_JADDXH010000217.1_cds_WP_002751102.1_1787	28.261	184	294
WP_004434477.1	lcl|NZ_JADDXH010000004.1_cds_WP_061208754.1_2678	23.718	156	294
WP_004434477.1	lcl|NZ_JADDXH010000078.1_cds_WP_061207995.1_3082	25.630	238	294
WP_004434477.1	lcl|NZ_JADDXH010000062.1_cds_WP_011671706.1_2892	23.280	189	294
WP_004434477.1	lcl|NZ_JADDXH010000106.1_cds_WP_061208146.1_152	26.752	157	294
WP_004434773.1	lcl|NZ_JADDXH010000042.1_cds_WP_002756073.1_2552	24.286	140	174
WP_004434568.1	lcl|NZ_JADDXH010000228.1_cds_WP_061208571.1_1944	30.051	396	361
WP_004434568.1	lcl|NZ_JADDXH010000215.1_cds_WP_061209108.1_1727	29.167	384	361
WP_004434568.1	lcl|NZ_JADDXH010000062.1_cds_WP_061208080.1_2898	31.148	305	361
WP_004434568.1	lcl|NZ_JADDXH010000047.1_cds_WP_061208874.1_2644	23.140	363	361
WP_004434568.1	lcl|NZ_JADDXH010000186.1_cds_WP_061209098.1_1341	30.000	250	361
WP_004434462.1	lcl|NZ_JADDXH010000042.1_cds_WP_011671212.1_2529	29.474	95	233
WP_232436020.1	lcl|NZ_JADDXH010000042.1_cds_WP_011671212.1_2529	35.294	51	167
WP_004434874.1	lcl|NZ_JADDXH010000004.1_cds_WP_061208759.1_2676	53.846	585	592
WP_004434874.1	lcl|NZ_JADDXH010000116.1_cds_WP_061207593.1_257	39.768	259	592
WP_004434874.1	lcl|NZ_JADDXH010000127.1_cds_WP_061207469.1_502	38.174	241	592
WP_004434874.1	lcl|NZ_JADDXH010000167.1_cds_WP_011671171.1_956	32.000	375	592
WP_004434874.1	lcl|NZ_JADDXH010000193.1_cds_WP_061208601.1_1409	28.205	234	592
WP_004434874.1	lcl|NZ_JADDXH010000154.1_cds_WP_061209175.1_832	31.401	207	592
WP_004434874.1	lcl|NZ_JADDXH010000185.1_cds_WP_061207927.1_1320	29.956	227	592
WP_004434874.1	lcl|NZ_JADDXH010000222.1_cds_WP_061207529.1_1844	30.476	210	592
WP_004434874.1	lcl|NZ_JADDXH010000024.1_cds_WP_061209087.1_2267	28.319	226	592
WP_004434874.1	lcl|NZ_JADDXH010000086.1_cds_WP_061209043.1_3185	25.541	231	592
WP_004434874.1	lcl|NZ_JADDXH010000086.1_cds_WP_061209043.1_3185	25.974	154	592
WP_004434874.1	lcl|NZ_JADDXH010000216.1_cds_WP_061208575.1_1728	29.545	220	592
