WP_004421256.1	lcl|NZ_JADDWB010000005.1_cds_WP_002725873.1_2813	90.698	86	106
WP_004421326.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733579.1_2812	91.401	314	314
WP_004421326.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733534.1_2809	25.746	268	314
WP_004421326.1	lcl|NZ_JADDWB010000019.1_cds_WP_002722638.1_785	23.385	325	314
WP_004421326.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740024.1_2718	24.138	290	314
WP_004421326.1	lcl|NZ_JADDWB010000014.1_cds_WP_002743770.1_416	22.941	170	314
WP_004421326.1	lcl|NZ_JADDWB010000006.1_cds_WP_002728309.1_3068	24.759	311	314
WP_004421326.1	lcl|NZ_JADDWB010000005.1_cds_WP_016749081.1_2780	25.658	152	314
WP_243829361.1	lcl|NZ_JADDWB010000005.1_cds_WP_026054882.1_2811	87.397	365	365
WP_004421442.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733646.1_2810	95.135	185	185
WP_004421442.1	lcl|NZ_JADDWB010000004.1_cds_WP_002721790.1_2509	35.616	146	185
WP_004421375.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733534.1_2809	96.353	329	329
WP_004421375.1	lcl|NZ_JADDWB010000019.1_cds_WP_002722638.1_785	30.159	315	329
WP_004421375.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740024.1_2718	30.746	335	329
WP_004421375.1	lcl|NZ_JADDWB010000006.1_cds_WP_002728309.1_3068	30.225	311	329
WP_004421375.1	lcl|NZ_JADDWB010000006.1_cds_WP_002728316.1_3065	28.485	330	329
WP_004421375.1	lcl|NZ_JADDWB010000014.1_cds_WP_002743770.1_416	26.686	341	329
WP_004421375.1	lcl|NZ_JADDWB010000075.1_cds_WP_002741146.1_3115	29.467	319	329
WP_004421375.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733638.1_2772	27.826	345	329
WP_004421375.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733546.1_2743	26.296	270	329
WP_004421375.1	lcl|NZ_JADDWB010000007.1_cds_WP_002732331.1_3218	26.549	339	329
WP_004421375.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740721.1_2806	28.990	307	329
