WP_004421256.1	lcl|NZ_JADHZN010000021.1_cds_WP_002725873.1_911	90.698	86	106
WP_004421326.1	lcl|NZ_JADHZN010000021.1_cds_WP_011669917.1_912	91.613	310	314
WP_004421326.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669955.1_1099	21.724	290	314
WP_004421326.1	lcl|NZ_JADHZN010000022.1_cds_WP_011671202.1_986	23.077	325	314
WP_004421326.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669957.1_1097	24.731	186	314
WP_004421326.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669973.1_1073	24.138	290	314
WP_004421326.1	lcl|NZ_JADHZN010000070.1_cds_WP_011670961.1_2772	24.759	311	314
WP_004421326.1	lcl|NZ_JADHZN010000090.1_cds_WP_011670813.1_3153	22.941	170	314
WP_004421442.1	lcl|NZ_JADHZN010000001.1_cds_WP_002750963.1_785	35.616	146	185
WP_004421442.1	lcl|NZ_JADHZN010000021.1_cds_WP_011669938.1_943	34.463	177	185
WP_004421375.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669955.1_1099	30.841	321	329
WP_004421375.1	lcl|NZ_JADHZN010000022.1_cds_WP_011671202.1_986	30.794	315	329
WP_004421375.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669973.1_1073	30.240	334	329
WP_004421375.1	lcl|NZ_JADHZN010000070.1_cds_WP_011670961.1_2772	30.547	311	329
WP_004421375.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669957.1_1097	29.508	305	329
WP_004421375.1	lcl|NZ_JADHZN010000070.1_cds_WP_002754065.1_2775	28.485	330	329
WP_004421375.1	lcl|NZ_JADHZN010000020.1_cds_WP_011671143.1_865	29.781	319	329
WP_004421375.1	lcl|NZ_JADHZN010000090.1_cds_WP_011670813.1_3153	26.686	341	329
WP_004421375.1	lcl|NZ_JADHZN010000003.1_cds_WP_011671074.1_1757	25.959	339	329
WP_004421375.1	lcl|NZ_JADHZN010000021.1_cds_WP_011669917.1_912	27.586	261	329
WP_004421375.1	lcl|NZ_JADHZN010000013.1_cds_WP_017859386.1_330	27.170	265	329
WP_004421375.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669959.1_1095	28.767	219	329
WP_004421375.1	lcl|NZ_JADHZN010000056.1_cds_WP_011669202.1_2335	24.107	336	329
WP_004421408.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669956.1_1098	26.957	230	267
WP_004421408.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669974.1_1072	26.984	189	267
WP_004421408.1	lcl|NZ_JADHZN010000033.1_cds_WP_011670832.1_1519	32.727	110	267
WP_004421408.1	lcl|NZ_JADHZN010000084.1_cds_WP_002766579.1_3028	37.209	86	267
WP_004421408.1	lcl|NZ_JADHZN010000090.1_cds_WP_011670812.1_3154	24.868	189	267
WP_004420971.1	lcl|NZ_JADHZN010000016.1_cds_WP_011670269.1_524	28.041	296	510
WP_004420971.1	lcl|NZ_JADHZN010000016.1_cds_WP_002751286.1_523	31.111	90	510
WP_004420971.1	lcl|NZ_JADHZN010000016.1_cds_WP_011670269.1_524	28.041	296	510
WP_004420971.1	lcl|NZ_JADHZN010000016.1_cds_WP_002751286.1_523	31.111	90	510
WP_004421253.1	lcl|NZ_JADHZN010000070.1_cds_WP_011670961.1_2772	27.106	273	330
WP_004421253.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669955.1_1099	23.723	274	330
WP_004421253.1	lcl|NZ_JADHZN010000025.1_cds_WP_011669973.1_1073	26.582	316	330
WP_004421253.1	lcl|NZ_JADHZN010000022.1_cds_WP_011671202.1_986	28.520	277	330
WP_004421253.1	lcl|NZ_JADHZN010000020.1_cds_WP_011671143.1_865	27.640	322	330
WP_004421253.1	lcl|NZ_JADHZN010000056.1_cds_WP_011669202.1_2335	25.403	248	330
WP_004421253.1	lcl|NZ_JADHZN010000003.1_cds_WP_011671074.1_1757	25.862	232	330
WP_004421253.1	lcl|NZ_JADHZN010000090.1_cds_WP_011670813.1_3153	25.352	142	330
WP_004421253.1	lcl|NZ_JADHZN010000017.1_cds_WP_011671364.1_566	26.562	128	330
WP_004421253.1	lcl|NZ_JADHZN010000070.1_cds_WP_002754065.1_2775	28.000	150	330
WP_004421253.1	lcl|NZ_JADHZN010000013.1_cds_WP_017859386.1_330	24.896	241	330
WP_004434729.1	lcl|NZ_JADHZN010000086.1_cds_WP_011669455.1_3049	41.152	243	265
WP_004434524.1	lcl|NZ_JADHZN010000075.1_cds_WP_011670400.1_2856	38.944	303	310
WP_004434524.1	lcl|NZ_JADHZN010000044.1_cds_WP_011669757.1_1932	26.384	307	310
WP_004434524.1	lcl|NZ_JADHZN010000001.1_cds_WP_011670034.1_835	28.571	133	310
WP_004434524.1	lcl|NZ_JADHZN010000075.1_cds_WP_011670400.1_2856	38.944	303	310
WP_004434524.1	lcl|NZ_JADHZN010000044.1_cds_WP_011669757.1_1932	26.384	307	310
WP_004434524.1	lcl|NZ_JADHZN010000001.1_cds_WP_011670034.1_835	28.571	133	310
WP_004434893.1	lcl|NZ_JADHZN010000064.1_cds_WP_026054147.1_2593	39.683	63	144
WP_004421361.1	lcl|NZ_JADHZN010000021.1_cds_WP_004779550.1_928	35.577	104	221
WP_004421361.1	lcl|NZ_JADHZN010000022.1_cds_WP_011671228.1_955	28.205	78	221
WP_004421361.1	lcl|NZ_JADHZN010000032.1_cds_WP_011669877.1_1471	28.037	107	221
