WP_004421256.1	lcl|NZ_JAMQPT010000001.1_cds_WP_108958675.1_147	62.162	74	106
WP_004421326.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727191.1_148	83.871	310	314
WP_004421326.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725791.1_2661	23.148	324	314
WP_004421326.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396410.1_226	25.532	188	314
WP_004421326.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396612.1_1398	23.529	170	314
WP_004421326.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725412.1_2101	23.125	320	314
WP_243829361.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396395.1_152	55.249	362	365
WP_004421442.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100726709.1_611	34.109	129	185
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725791.1_2661	29.936	314	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725412.1_2101	31.392	309	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396410.1_226	29.129	333	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727146.1_194	30.476	315	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396612.1_1398	28.446	341	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725525.1_2272	27.900	319	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725767.1_2634	30.769	312	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727191.1_148	27.358	318	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727173.1_166	23.473	311	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100728892.1_2329	27.092	251	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_165780347.1_189	26.032	315	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396401.1_200	27.490	251	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396398.1_185	29.710	138	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727149.1_191	26.667	330	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725556.1_2321	24.164	269	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396399.1_186	27.737	137	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396614.1_1409	24.026	308	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396938.1_2713	27.811	169	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_238761156.1_240	25.092	271	329
WP_004421375.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265397047.1_3043	26.257	179	329
WP_004421408.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727166.1_173	25.000	200	267
WP_004421408.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727147.1_193	27.358	212	267
WP_004421408.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727872.1_301	24.812	266	267
WP_004421408.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725479.1_2207	28.161	174	267
WP_004421408.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100728131.1_227	24.615	195	267
WP_004421408.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727919.1_1397	29.592	196	267
WP_004420971.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100726724.1_589	26.364	330	510
WP_004420971.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100717065.1_588	34.483	58	510
WP_004420971.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100726724.1_589	26.364	330	510
WP_004420971.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100717065.1_588	34.483	58	510
WP_004421253.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727173.1_166	32.808	317	330
WP_004421253.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727149.1_191	32.686	309	330
WP_004421253.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725412.1_2101	23.741	278	330
WP_004421253.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100728892.1_2329	27.376	263	330
WP_004421253.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725791.1_2661	29.197	274	330
WP_004421253.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396410.1_226	24.308	325	330
WP_004421253.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725767.1_2634	27.019	322	330
WP_004421253.1	lcl|NZ_JAMQPT010000001.1_cds_WP_165780347.1_189	26.724	232	330
WP_004421253.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725556.1_2321	23.485	264	330
WP_004421253.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396612.1_1398	23.102	303	330
WP_004421253.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396398.1_185	28.676	136	330
