WP_004421256.1	lcl|NZ_CP092112.1_cds_WP_004421256.1_2266	100.000	86	106
WP_004421326.1	lcl|NZ_CP092112.1_cds_WP_004428880.1_2265	100.000	311	314
WP_004421326.1	lcl|NZ_CP092112.1_cds_WP_000699347.1_2261	23.871	310	314
WP_004421326.1	lcl|NZ_CP092112.1_cds_WP_004419974.1_49	25.617	324	314
WP_004421326.1	lcl|NZ_CP092112.1_cds_WP_243815160.1_2251	21.583	278	314
WP_004421326.1	lcl|NZ_CP092112.1_cds_WP_141597690.1_2195	23.103	290	314
WP_004421326.1	lcl|NZ_CP092112.1_cds_WP_181756935.1_349	22.182	275	314
WP_004421442.1	lcl|NZ_CP092112.1_cds_WP_004424034.1_1746	40.000	140	185
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_000699347.1_2261	30.086	349	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_004419974.1_49	31.111	315	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_243815160.1_2251	32.119	302	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_141597690.1_2195	30.240	334	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_181756935.1_349	31.833	311	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_243820358.1_216	29.538	325	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_002148036.1_339	29.193	322	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_141597703.1_2221	25.000	292	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_004450153.1_370	26.765	340	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_004428880.1_2265	24.684	316	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_243820047.1_2213	27.007	274	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_141597900.1_2007	27.341	267	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_004449697.1_1897	25.869	259	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_004432019.1_3670	26.230	244	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_141597705.1_2223	26.006	323	329
WP_004421375.1	lcl|NZ_CP092112.1_cds_WP_004450220.1_594	31.250	128	329
WP_004421408.1	lcl|NZ_CP092112.1_cds_WP_243820048.1_2224	27.751	209	267
WP_004421408.1	lcl|NZ_CP092112.1_cds_WP_243815156.1_2246	26.087	184	267
WP_004421408.1	lcl|NZ_CP092112.1_cds_WP_004421125.1_2194	26.984	189	267
WP_004421408.1	lcl|NZ_CP092112.1_cds_WP_141598612.1_3283	33.858	127	267
WP_004421408.1	lcl|NZ_CP092112.1_cds_WP_002146975.1_3220	36.047	86	267
WP_004420971.1	lcl|NZ_CP092112.1_cds_WP_243820022.1_2083	28.000	325	510
WP_004420971.1	lcl|NZ_CP092112.1_cds_WP_002148203.1_2082	30.435	92	510
WP_004420971.1	lcl|NZ_CP092112.1_cds_WP_243820022.1_2083	28.000	325	510
WP_004420971.1	lcl|NZ_CP092112.1_cds_WP_002148203.1_2082	30.435	92	510
WP_004421253.1	lcl|NZ_CP092112.1_cds_WP_181756935.1_349	26.937	271	330
WP_004421253.1	lcl|NZ_CP092112.1_cds_WP_141597690.1_2195	26.149	348	330
WP_004421253.1	lcl|NZ_CP092112.1_cds_WP_243815160.1_2251	25.448	279	330
WP_004421253.1	lcl|NZ_CP092112.1_cds_WP_004419974.1_49	28.623	276	330
WP_004421253.1	lcl|NZ_CP092112.1_cds_WP_004432019.1_3670	28.395	243	330
WP_004421253.1	lcl|NZ_CP092112.1_cds_WP_000699347.1_2261	24.609	256	330
WP_004421253.1	lcl|NZ_CP092112.1_cds_WP_243820358.1_216	29.412	255	330
WP_004421253.1	lcl|NZ_CP092112.1_cds_WP_004450153.1_370	26.009	223	330
WP_004421253.1	lcl|NZ_CP092112.1_cds_WP_141597703.1_2221	23.684	266	330
WP_004421253.1	lcl|NZ_CP092112.1_cds_WP_141597900.1_2007	27.143	210	330
WP_004421253.1	lcl|NZ_CP092112.1_cds_WP_004450220.1_594	25.342	292	330
WP_004421253.1	lcl|NZ_CP092112.1_cds_WP_004449697.1_1897	25.000	128	330
WP_004421253.1	lcl|NZ_CP092112.1_cds_WP_002148036.1_339	28.000	150	330
WP_004435000.1	lcl|NZ_CP092112.1_cds_WP_002149166.1_2229	37.705	61	535
WP_004435000.1	lcl|NZ_CP092112.1_cds_WP_002149166.1_2229	37.705	61	535
WP_004434729.1	lcl|NZ_CP092112.1_cds_WP_004425075.1_898	41.152	243	265
WP_004434524.1	lcl|NZ_CP092112.1_cds_WP_004421354.1_1315	37.627	295	310
WP_004434524.1	lcl|NZ_CP092112.1_cds_WP_004425933.1_2774	27.097	310	310
WP_004434524.1	lcl|NZ_CP092112.1_cds_WP_004452525.1_1665	27.068	133	310
WP_004434524.1	lcl|NZ_CP092112.1_cds_WP_004421354.1_1315	37.627	295	310
WP_004434524.1	lcl|NZ_CP092112.1_cds_WP_004425933.1_2774	27.097	310	310
WP_004434524.1	lcl|NZ_CP092112.1_cds_WP_004452525.1_1665	27.068	133	310
WP_004434893.1	lcl|NZ_CP092113.1_cds_WP_004426005.1_3896	42.857	56	144
WP_004421361.1	lcl|NZ_CP092112.1_cds_WP_141598524.1_76	28.205	78	221
WP_004421361.1	lcl|NZ_CP092112.1_cds_WP_004437382.1_1293	29.358	109	221
WP_004421361.1	lcl|NZ_CP092113.1_cds_WP_243820760.1_4011	25.828	151	221
WP_004434567.1	lcl|NZ_CP092112.1_cds_WP_004419365.1_1011	30.037	273	318
WP_004434567.1	lcl|NZ_CP092112.1_cds_WP_004420956.1_3248	29.577	213	318
WP_004434567.1	lcl|NZ_CP092112.1_cds_WP_004423591.1_1640	27.197	239	318
WP_004434567.1	lcl|NZ_CP092112.1_cds_WP_141597693.1_2200	32.609	92	318
WP_004434567.1	lcl|NZ_CP092112.1_cds_WP_243820041.1_2198	29.032	93	318
WP_004434567.1	lcl|NZ_CP092112.1_cds_WP_141599544.1_1106	33.684	95	318
WP_004434810.1	lcl|NZ_CP092112.1_cds_WP_004457192.1_1207	25.532	94	242
WP_004434810.1	lcl|NZ_CP092112.1_cds_WP_141598017.1_1292	25.352	142	242
WP_004434810.1	lcl|NZ_CP092112.1_cds_WP_004426483.1_2988	22.727	110	242
WP_004434771.1	lcl|NZ_CP092112.1_cds_WP_000699347.1_2261	49.429	350	333
WP_004434771.1	lcl|NZ_CP092112.1_cds_WP_141597690.1_2195	26.100	341	333
