WP_004421256.1	lcl|NZ_JASEXF010000011.1_cds_WP_004462903.1_1568	94.186	86	106
WP_004421326.1	lcl|NZ_JASEXF010000011.1_cds_WP_061205762.1_1569	92.357	314	314
WP_004421326.1	lcl|NZ_JASEXF010000004.1_cds_WP_004461583.1_835	25.697	323	314
WP_004421326.1	lcl|NZ_JASEXF010000011.1_cds_WP_282988125.1_1589	21.300	277	314
WP_004421326.1	lcl|NZ_JASEXF010000011.1_cds_WP_004465060.1_1647	23.793	290	314
WP_004421326.1	lcl|NZ_JASEXF010000001.1_cds_WP_004461234.1_43	24.074	216	314
WP_004421442.1	lcl|NZ_JASEXF010000031.1_cds_WP_004460143.1_2744	33.562	146	185
WP_004421375.1	lcl|NZ_JASEXF010000011.1_cds_WP_282965821.1_1572	31.138	334	329
WP_004421375.1	lcl|NZ_JASEXF010000004.1_cds_WP_004461583.1_835	29.841	315	329
WP_004421375.1	lcl|NZ_JASEXF010000011.1_cds_WP_282988125.1_1589	32.119	302	329
WP_004421375.1	lcl|NZ_JASEXF010000001.1_cds_WP_004461234.1_43	32.154	311	329
WP_004421375.1	lcl|NZ_JASEXF010000011.1_cds_WP_004465060.1_1647	29.940	334	329
WP_004421375.1	lcl|NZ_JASEXF010000012.1_cds_WP_004472946.1_1733	30.154	325	329
WP_004421375.1	lcl|NZ_JASEXF010000001.1_cds_WP_004467290.1_46	28.882	322	329
WP_004421375.1	lcl|NZ_JASEXF010000025.1_cds_WP_004466638.1_1210	26.045	311	329
WP_004421375.1	lcl|NZ_JASEXF010000011.1_cds_WP_061205836.1_1621	25.373	268	329
WP_004421375.1	lcl|NZ_JASEXF010000008.1_cds_WP_282965574.1_1425	26.549	339	329
WP_004421375.1	lcl|NZ_JASEXF010000011.1_cds_WP_061205762.1_1569	25.397	315	329
WP_004421375.1	lcl|NZ_JASEXF010000064.1_cds_WP_004464543.1_3536	27.652	264	329
WP_004421375.1	lcl|NZ_JASEXF010000011.1_cds_WP_004479697.1_1629	27.386	241	329
WP_004421375.1	lcl|NZ_JASEXF010000008.1_cds_WP_061205801.1_1479	26.923	286	329
