WP_004421256.1	lcl|NZ_JQQX01000039.1_cds_WP_002725873.1_1077	90.698	86	106
WP_004421326.1	lcl|NZ_JQQX01000039.1_cds_WP_002733579.1_1076	91.401	314	314
WP_004421326.1	lcl|NZ_JQQX01000039.1_cds_WP_002733534.1_1073	25.746	268	314
WP_004421326.1	lcl|NZ_JQQX01000069.1_cds_WP_002722638.1_1679	23.385	325	314
WP_004421326.1	lcl|NZ_JQQX01000102.1_cds_WP_002740024.1_2547	24.138	290	314
WP_004421326.1	lcl|NZ_JQQX01000055.1_cds_WP_002743770.1_1399	22.941	170	314
WP_004421326.1	lcl|NZ_JQQX01000081.1_cds_WP_002728309.1_2188	24.759	311	314
WP_004421326.1	lcl|NZ_JQQX01000039.1_cds_WP_016749081.1_1044	25.658	152	314
WP_243829361.1	lcl|NZ_JQQX01000039.1_cds_WP_026054882.1_1075	87.397	365	365
WP_004421442.1	lcl|NZ_JQQX01000039.1_cds_WP_002733646.1_1074	95.135	185	185
WP_004421442.1	lcl|NZ_JQQX01000088.1_cds_WP_002721790.1_2360	35.616	146	185
WP_004421375.1	lcl|NZ_JQQX01000039.1_cds_WP_002733534.1_1073	96.353	329	329
WP_004421375.1	lcl|NZ_JQQX01000069.1_cds_WP_002722638.1_1679	30.159	315	329
WP_004421375.1	lcl|NZ_JQQX01000102.1_cds_WP_002740024.1_2547	30.746	335	329
WP_004421375.1	lcl|NZ_JQQX01000081.1_cds_WP_002728309.1_2188	30.225	311	329
WP_004421375.1	lcl|NZ_JQQX01000053.1_cds_WP_002728316.1_1377	28.485	330	329
WP_004421375.1	lcl|NZ_JQQX01000055.1_cds_WP_002743770.1_1399	26.686	341	329
WP_004421375.1	lcl|NZ_JQQX01000078.1_cds_WP_002741146.1_2104	29.467	319	329
WP_004421375.1	lcl|NZ_JQQX01000039.1_cds_WP_002733638.1_1036	27.826	345	329
WP_004421375.1	lcl|NZ_JQQX01000009.1_cds_WP_002733546.1_236	26.296	270	329
WP_004421375.1	lcl|NZ_JQQX01000072.1_cds_WP_002732331.1_1877	26.549	339	329
WP_004421375.1	lcl|NZ_JQQX01000039.1_cds_WP_002740721.1_1070	28.990	307	329
WP_004421375.1	lcl|NZ_JQQX01000039.1_cds_WP_002733579.1_1076	27.309	249	329
WP_004421375.1	lcl|NZ_JQQX01000039.1_cds_WP_002744551.1_1042	29.520	271	329
WP_004421375.1	lcl|NZ_JQQX01000009.1_cds_WP_002733698.1_244	27.007	274	329
WP_004421375.1	lcl|NZ_JQQX01000048.1_cds_WP_002740236.1_1322	27.170	265	329
WP_004421375.1	lcl|NZ_JQQX01000039.1_cds_WP_016749081.1_1044	23.344	317	329
WP_004421375.1	lcl|NZ_JQQX01000128.1_cds_WP_002739935.1_2880	29.412	170	329
WP_004421375.1	lcl|NZ_JQQX01000150.1_cds_WP_002721725.1_3197	24.702	336	329
WP_004421375.1	lcl|NZ_JQQX01000009.1_cds_WP_002733757.1_234	31.034	174	329
WP_004421408.1	lcl|NZ_JQQX01000039.1_cds_WP_002733627.1_1072	94.007	267	267
WP_004421408.1	lcl|NZ_JQQX01000039.1_cds_WP_002740926.1_1031	26.178	191	267
WP_004421408.1	lcl|NZ_JQQX01000009.1_cds_WP_002738295.1_233	25.481	208	267
WP_004421408.1	lcl|NZ_JQQX01000102.1_cds_WP_002727921.1_2548	26.984	189	267
