WP_004421256.1	150501	90.698	86	106
WP_004421326.1	150501	90.675	311	314
WP_004421326.1	150501	24.812	266	314
WP_004421326.1	150582	25.077	323	314
WP_004421326.1	150583	23.132	281	314
WP_004421326.1	150429	20.856	187	314
WP_004421326.1	150429	26.923	104	314
WP_004421326.1	150408	21.765	170	314
WP_243829361.1	150501	86.301	365	365
WP_004421442.1	150501	95.676	185	185
WP_004421442.1	150601	34.247	146	185
WP_004421375.1	150501	93.617	329	329
WP_004421375.1	150501	30.769	260	329
WP_004421375.1	150501	27.778	252	329
WP_004421375.1	150429	32.390	318	329
WP_004421375.1	150429	28.438	320	329
WP_004421375.1	150429	23.028	317	329
WP_004421375.1	150582	31.111	315	329
WP_004421375.1	150583	29.641	334	329
WP_004421375.1	150542	30.868	311	329
WP_004421375.1	150542	28.571	322	329
WP_004421375.1	150526	30.671	313	329
WP_004421375.1	150408	26.393	341	329
WP_004421375.1	150621	25.342	292	329
WP_004421375.1	150621	30.409	171	329
WP_004421375.1	150503	26.549	339	329
WP_004421375.1	150391	27.083	240	329
WP_004421375.1	150532	27.184	309	329
WP_004421375.1	150421	28.514	249	329
WP_004421375.1	150513	24.848	330	329
WP_004421408.1	150501	89.888	267	267
WP_004421408.1	150456	26.702	191	267
WP_004421408.1	150621	26.442	208	267
WP_004421408.1	150583	26.842	190	267
WP_004421408.1	150515	33.636	110	267
WP_004421408.1	150552	26.882	186	267
WP_004421408.1	150408	25.521	192	267
WP_004420971.1	150501	87.426	509	510
WP_004420971.1	150440	27.246	334	510
WP_004420971.1	150440	30.435	92	510
WP_004420971.1	150501	87.426	509	510
WP_004420971.1	150440	27.246	334	510
WP_004420971.1	150440	30.435	92	510
WP_004421253.1	150501	93.333	330	330
WP_004421253.1	150501	28.197	305	330
WP_004421253.1	150501	24.620	329	330
WP_004421253.1	150429	28.146	302	330
WP_004421253.1	150429	26.740	273	330
WP_004421253.1	150429	29.412	221	330
WP_004421253.1	150542	26.740	273	330
WP_004421253.1	150542	28.105	153	330
WP_004421253.1	150583	25.449	334	330
WP_004421253.1	150582	28.261	276	330
WP_004421253.1	150526	31.621	253	330
WP_004421253.1	150513	25.806	248	330
WP_004421253.1	150503	26.638	229	330
WP_004421253.1	150621	24.815	270	330
WP_004421253.1	150408	25.153	163	330
WP_004421253.1	150625	26.562	128	330
WP_004435000.1	150501	82.868	537	535
WP_004435000.1	150501	82.868	537	535
