WP_004421256.1	lcl|NZ_JADDUS010000005.1_cds_WP_002725873.1_2765	90.698	86	106
WP_004421326.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733579.1_2764	91.401	314	314
WP_004421326.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733534.1_2761	25.746	268	314
WP_004421326.1	lcl|NZ_JADDUS010000017.1_cds_WP_002722638.1_589	23.385	325	314
WP_004421326.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740024.1_2670	24.138	290	314
WP_004421326.1	lcl|NZ_JADDUS010000020.1_cds_WP_002743770.1_892	22.941	170	314
WP_004421326.1	lcl|NZ_JADDUS010000006.1_cds_WP_002728309.1_3028	24.759	311	314
WP_004421326.1	lcl|NZ_JADDUS010000005.1_cds_WP_016749081.1_2732	25.658	152	314
WP_243829361.1	lcl|NZ_JADDUS010000005.1_cds_WP_026054882.1_2763	87.397	365	365
WP_004421442.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733646.1_2762	95.135	185	185
WP_004421442.1	lcl|NZ_JADDUS010000003.1_cds_WP_002721790.1_1911	35.616	146	185
WP_004421375.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733534.1_2761	96.353	329	329
WP_004421375.1	lcl|NZ_JADDUS010000017.1_cds_WP_002722638.1_589	30.159	315	329
WP_004421375.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740024.1_2670	30.746	335	329
WP_004421375.1	lcl|NZ_JADDUS010000006.1_cds_WP_002728309.1_3028	30.225	311	329
WP_004421375.1	lcl|NZ_JADDUS010000006.1_cds_WP_002728316.1_3025	28.485	330	329
WP_004421375.1	lcl|NZ_JADDUS010000020.1_cds_WP_002743770.1_892	26.686	341	329
WP_004421375.1	lcl|NZ_JADDUS010000076.1_cds_WP_002741146.1_3081	29.467	319	329
WP_004421375.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733638.1_2724	27.826	345	329
