WP_004421256.1	lcl|NZ_AP025028.1_cds_WP_109019586.1_2140	69.014	71	106
WP_004421326.1	lcl|NZ_AP025028.1_cds_WP_109019372.1_2139	81.613	310	314
WP_004421326.1	lcl|NZ_AP025028.1_cds_WP_109019587.1_2110	50.161	311	314
WP_004421326.1	lcl|NZ_AP025028.1_cds_WP_109021488.1_3379	23.708	329	314
WP_004421326.1	lcl|NZ_AP025028.1_cds_WP_174705662.1_3407	24.918	305	314
WP_004421326.1	lcl|NZ_AP025028.1_cds_WP_109019369.1_2143	23.024	291	314
WP_004421442.1	lcl|NZ_AP025028.1_cds_WP_109019914.1_1896	37.143	140	185
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_109021488.1_3379	31.132	318	329
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_109019369.1_2143	29.538	325	329
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_109021381.1_3260	28.963	328	329
WP_004421375.1	lcl|NZ_AP025029.1_cds_WP_109022336.1_3786	28.228	333	329
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_174705662.1_3407	28.526	312	329
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_109021812.1_132	26.708	322	329
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_109019418.1_2089	25.429	350	329
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_109019372.1_2139	27.358	318	329
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_109019587.1_2110	22.152	316	329
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_109019408.1_2099	25.000	320	329
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_109019438.1_2069	25.271	277	329
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_109020381.1_2658	22.394	259	329
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_109021434.1_3319	28.514	249	329
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_109022003.1_339	27.869	122	329
WP_004421375.1	lcl|NZ_AP025028.1_cds_WP_109020090.1_579	23.194	263	329
