WP_004421256.1	lcl|NZ_RQFX01000189.1_cds_WP_035983633.1_812	60.256	78	106
WP_004421326.1	lcl|NZ_RQFX01000189.1_cds_WP_135748742.1_809	80.968	310	314
WP_004421326.1	lcl|NZ_RQFX01000192.1_cds_WP_135748906.1_640	26.752	314	314
WP_004421326.1	lcl|NZ_RQFX01000192.1_cds_WP_135748927.1_667	24.528	318	314
WP_004421326.1	lcl|NZ_RQFX01000189.1_cds_WP_135748743.1_810	23.846	260	314
WP_004421326.1	lcl|NZ_RQFX01000254.1_cds_WP_135749866.1_2639	22.872	188	314
WP_004421442.1	lcl|NZ_RQFX01000230.1_cds_WP_135749621.1_465	32.727	165	185
WP_004421375.1	lcl|NZ_RQFX01000192.1_cds_WP_135748927.1_667	30.892	314	329
WP_004421375.1	lcl|NZ_RQFX01000129.1_cds_WP_135748100.1_1418	30.769	312	329
WP_004421375.1	lcl|NZ_RQFX01000189.1_cds_WP_135748743.1_810	28.280	343	329
WP_004421375.1	lcl|NZ_RQFX01000254.1_cds_WP_135749866.1_2639	27.976	336	329
WP_004421375.1	lcl|NZ_RQFX01000208.1_cds_WP_135696004.1_3312	26.646	319	329
WP_004421375.1	lcl|NZ_RQFX01000192.1_cds_WP_135748906.1_640	28.344	314	329
WP_004421375.1	lcl|NZ_RQFX01000222.1_cds_WP_135749550.1_3161	28.405	257	329
WP_004421375.1	lcl|NZ_RQFX01000189.1_cds_WP_135748742.1_809	24.528	318	329
WP_004421375.1	lcl|NZ_RQFX01000098.1_cds_WP_135747765.1_3484	32.335	167	329
WP_004421375.1	lcl|NZ_RQFX01000120.1_cds_WP_135747942.1_796	25.000	268	329
WP_004421375.1	lcl|NZ_RQFX01000242.1_cds_WP_135749799.1_973	27.374	179	329
WP_004421375.1	lcl|NZ_RQFX01000254.1_cds_WP_208727372.1_2628	24.026	308	329
WP_004421375.1	lcl|NZ_RQFX01000189.1_cds_WP_135748741.1_808	25.090	279	329
WP_004421375.1	lcl|NZ_RQFX01000204.1_cds_WP_135749044.1_3060	24.000	250	329
WP_004421375.1	lcl|NZ_RQFX01000073.1_cds_WP_135747429.1_3730	33.708	89	329
WP_004421408.1	lcl|NZ_RQFX01000120.1_cds_WP_135693628.1_735	24.436	266	267
WP_004421408.1	lcl|NZ_RQFX01000206.1_cds_WP_135749127.1_2766	33.065	124	267
WP_004421408.1	lcl|NZ_RQFX01000073.1_cds_WP_135747430.1_3731	23.944	213	267
WP_004421408.1	lcl|NZ_RQFX01000108.1_cds_WP_135747821.1_2684	28.646	192	267
WP_004421408.1	lcl|NZ_RQFX01000189.1_cds_WP_135748744.1_811	24.339	189	267
