WP_004421256.1	lcl|NZ_JADDVH010000006.1_cds_WP_002725873.1_3054	90.698	86	106
WP_004421326.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733579.1_3053	91.401	314	314
WP_004421326.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733534.1_3050	25.746	268	314
WP_004421326.1	lcl|NZ_JADDVH010000018.1_cds_WP_002722638.1_666	23.385	325	314
WP_004421326.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740024.1_2959	24.138	290	314
WP_004421326.1	lcl|NZ_JADDVH010000014.1_cds_WP_002743770.1_438	22.941	170	314
WP_004421326.1	lcl|NZ_JADDVH010000007.1_cds_WP_002728309.1_3100	24.759	311	314
WP_004421326.1	lcl|NZ_JADDVH010000006.1_cds_WP_016749081.1_3021	25.658	152	314
WP_243829361.1	lcl|NZ_JADDVH010000006.1_cds_WP_026054882.1_3052	87.397	365	365
WP_004421442.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733646.1_3051	95.135	185	185
WP_004421442.1	lcl|NZ_JADDVH010000003.1_cds_WP_002721790.1_1968	35.616	146	185
WP_004421375.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733534.1_3050	96.353	329	329
WP_004421375.1	lcl|NZ_JADDVH010000018.1_cds_WP_002722638.1_666	30.159	315	329
WP_004421375.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740024.1_2959	30.746	335	329
WP_004421375.1	lcl|NZ_JADDVH010000007.1_cds_WP_002728309.1_3100	30.225	311	329
WP_004421375.1	lcl|NZ_JADDVH010000007.1_cds_WP_002728316.1_3103	28.485	330	329
WP_004421375.1	lcl|NZ_JADDVH010000014.1_cds_WP_002743770.1_438	26.686	341	329
WP_004421375.1	lcl|NZ_JADDVH010000073.1_cds_WP_002741146.1_3080	29.467	319	329
WP_004421375.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733638.1_3013	27.826	345	329
WP_004421375.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733546.1_2984	26.296	270	329
WP_004421375.1	lcl|NZ_JADDVH010000008.1_cds_WP_002732331.1_3233	26.549	339	329
WP_004421375.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740721.1_3047	28.990	307	329
WP_004421375.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733579.1_3053	27.309	249	329
WP_004421375.1	lcl|NZ_JADDVH010000006.1_cds_WP_002744551.1_3019	29.520	271	329
WP_004421375.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733698.1_2976	27.007	274	329
WP_004421375.1	lcl|NZ_JADDVH010000057.1_cds_WP_002740236.1_2658	27.170	265	329
WP_004421375.1	lcl|NZ_JADDVH010000006.1_cds_WP_016749081.1_3021	23.344	317	329
WP_004421375.1	lcl|NZ_JADDVH010000004.1_cds_WP_002739935.1_2480	29.412	170	329
WP_004421375.1	lcl|NZ_JADDVH010000004.1_cds_WP_002721725.1_2392	24.702	336	329
WP_004421375.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733757.1_2986	31.034	174	329
WP_004421408.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733627.1_3049	94.007	267	267
WP_004421408.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740926.1_3008	26.178	191	267
WP_004421408.1	lcl|NZ_JADDVH010000006.1_cds_WP_002738295.1_2987	25.481	208	267
WP_004421408.1	lcl|NZ_JADDVH010000006.1_cds_WP_002727921.1_2958	26.984	189	267
WP_004421408.1	lcl|NZ_JADDVH010000026.1_cds_WP_002729040.1_1273	32.727	110	267
WP_004421408.1	lcl|NZ_JADDVH010000002.1_cds_WP_002766579.1_1546	37.209	86	267
WP_004421408.1	lcl|NZ_JADDVH010000014.1_cds_WP_002729513.1_439	24.868	189	267
WP_004420971.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740779.1_3048	95.686	510	510
WP_004420971.1	lcl|NZ_JADDVH010000005.1_cds_WP_002728536.1_2744	27.134	328	510
WP_004420971.1	lcl|NZ_JADDVH010000005.1_cds_WP_002728534.1_2745	31.111	90	510
WP_004420971.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740779.1_3048	95.686	510	510
WP_004420971.1	lcl|NZ_JADDVH010000005.1_cds_WP_002728536.1_2744	27.134	328	510
WP_004420971.1	lcl|NZ_JADDVH010000005.1_cds_WP_002728534.1_2745	31.111	90	510
WP_004421253.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740721.1_3047	95.455	330	330
WP_004421253.1	lcl|NZ_JADDVH010000006.1_cds_WP_002744551.1_3019	27.491	291	330
WP_004421253.1	lcl|NZ_JADDVH010000007.1_cds_WP_002728309.1_3100	26.740	273	330
WP_004421253.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733534.1_3050	28.990	307	330
WP_004421253.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740024.1_2959	26.582	316	330
WP_004421253.1	lcl|NZ_JADDVH010000006.1_cds_WP_016749081.1_3021	29.412	221	330
WP_004421253.1	lcl|NZ_JADDVH010000018.1_cds_WP_002722638.1_666	28.520	277	330
WP_004421253.1	lcl|NZ_JADDVH010000004.1_cds_WP_002721725.1_2392	25.403	248	330
