WP_004421256.1	lcl|NZ_JADDXK010000017.1_cds_WP_002725873.1_1156	90.698	86	106
WP_004421326.1	lcl|NZ_JADDXK010000017.1_cds_WP_061209188.1_1155	91.961	311	314
WP_004421326.1	lcl|NZ_JADDXK010000259.1_cds_WP_061208146.1_1852	23.077	325	314
WP_004421326.1	lcl|NZ_JADDXK010000155.1_cds_WP_061209097.1_686	22.995	187	314
WP_004421326.1	lcl|NZ_JADDXK010000304.1_cds_WP_011671706.1_2422	24.138	290	314
WP_004421326.1	lcl|NZ_JADDXK010000231.1_cds_WP_061208650.1_1563	24.759	311	314
WP_004421326.1	lcl|NZ_JADDXK010000181.1_cds_WP_002729504.1_974	22.941	170	314
WP_004421442.1	lcl|NZ_JADDXK010000209.1_cds_WP_002750963.1_1380	35.616	146	185
WP_004421375.1	lcl|NZ_JADDXK010000308.1_cds_WP_061208754.1_2483	31.143	350	329
WP_004421375.1	lcl|NZ_JADDXK010000259.1_cds_WP_061208146.1_1852	30.794	315	329
WP_004421375.1	lcl|NZ_JADDXK010000155.1_cds_WP_061209097.1_686	31.457	302	329
WP_004421375.1	lcl|NZ_JADDXK010000304.1_cds_WP_011671706.1_2422	31.045	335	329
WP_004421375.1	lcl|NZ_JADDXK010000231.1_cds_WP_061208650.1_1563	30.547	311	329
WP_004421375.1	lcl|NZ_JADDXK010000231.1_cds_WP_002754065.1_1560	28.485	330	329
WP_004421375.1	lcl|NZ_JADDXK010000094.1_cds_WP_061207995.1_3262	29.467	319	329
WP_004421375.1	lcl|NZ_JADDXK010000181.1_cds_WP_002729504.1_974	26.686	341	329
WP_004421375.1	lcl|NZ_JADDXK010000273.1_cds_WP_061208029.1_2090	25.926	270	329
WP_004421375.1	lcl|NZ_JADDXK010000017.1_cds_WP_061209188.1_1155	27.309	249	329
WP_004421375.1	lcl|NZ_JADDXK010000036.1_cds_WP_061208022.1_2568	27.007	274	329
WP_004421375.1	lcl|NZ_JADDXK010000262.1_cds_WP_002751102.1_1916	27.170	265	329
WP_004421375.1	lcl|NZ_JADDXK010000049.1_cds_IP954_RS02375_2707	31.544	149	329
WP_004421375.1	lcl|NZ_JADDXK010000213.1_cds_WP_061208495.1_1460	30.000	170	329
WP_004421375.1	lcl|NZ_JADDXK010000273.1_cds_WP_061208031.1_2088	30.460	174	329
WP_004421375.1	lcl|NZ_JADDXK010000135.1_cds_WP_193825486.1_457	25.967	181	329
WP_004421408.1	lcl|NZ_JADDXK010000155.1_cds_WP_061209102.1_681	24.255	235	267
WP_004421408.1	lcl|NZ_JADDXK010000273.1_cds_WP_061208032.1_2087	25.962	208	267
