WP_004421256.1	lcl|NZ_RQHD01000007.1_cds_WP_135576183.1_3020	61.538	78	106
WP_004421326.1	lcl|NZ_RQHD01000007.1_cds_WP_135737733.1_3019	79.677	310	314
WP_004421326.1	lcl|NZ_RQHD01000003.1_cds_WP_135576905.1_388	22.531	324	314
WP_004421326.1	lcl|NZ_RQHD01000007.1_cds_WP_135737736.1_3015	24.211	190	314
WP_004421326.1	lcl|NZ_RQHD01000011.1_cds_WP_012476594.1_2808	23.529	170	314
WP_004421326.1	lcl|NZ_RQHD01000003.1_cds_WP_135736992.1_961	22.910	323	314
WP_004421442.1	lcl|NZ_RQHD01000007.1_cds_WP_135576144.1_3000	32.895	152	185
WP_004421442.1	lcl|NZ_RQHD01000003.1_cds_WP_135575519.1_2155	32.353	170	185
WP_004421375.1	lcl|NZ_RQHD01000003.1_cds_WP_135576905.1_388	30.892	314	329
WP_004421375.1	lcl|NZ_RQHD01000007.1_cds_WP_135737736.1_3015	31.562	320	329
WP_004421375.1	lcl|NZ_RQHD01000003.1_cds_WP_135736992.1_961	30.380	316	329
WP_004421375.1	lcl|NZ_RQHD01000011.1_cds_WP_012476594.1_2808	28.446	341	329
WP_004421375.1	lcl|NZ_RQHD01000003.1_cds_WP_135577455.1_780	28.125	320	329
WP_004421375.1	lcl|NZ_RQHD01000003.1_cds_WP_012390182.1_416	28.846	312	329
WP_004421375.1	lcl|NZ_RQHD01000007.1_cds_WP_135737748.1_2990	26.740	273	329
WP_004421375.1	lcl|NZ_RQHD01000007.1_cds_WP_135737733.1_3019	25.392	319	329
WP_004421375.1	lcl|NZ_RQHD01000003.1_cds_WP_135737528.1_724	27.600	250	329
WP_004421375.1	lcl|NZ_RQHD01000003.1_cds_WP_135577379.1_732	26.493	268	329
WP_004421375.1	lcl|NZ_RQHD01000001.1_cds_WP_135737779.1_3394	26.568	271	329
WP_004421375.1	lcl|NZ_RQHD01000003.1_cds_WP_135737281.1_336	28.916	249	329
WP_004421375.1	lcl|NZ_RQHD01000011.1_cds_WP_210415130.1_2797	24.351	308	329
