WP_004421256.1	lcl|NZ_JQQJ01000075.1_cds_WP_000340715.1_2155	98.837	86	106
WP_004421326.1	lcl|NZ_JQQJ01000075.1_cds_WP_000410275.1_2154	94.516	310	314
WP_004421326.1	lcl|NZ_JQQJ01000026.1_cds_WP_000744700.1_871	25.926	324	314
WP_004421326.1	lcl|NZ_JQQJ01000075.1_cds_WP_000723078.1_2106	22.662	278	314
WP_004421326.1	lcl|NZ_JQQJ01000075.1_cds_WP_000723090.1_2086	22.917	288	314
WP_004421326.1	lcl|NZ_JQQJ01000075.1_cds_WP_000567887.1_2104	23.478	230	314
WP_004421442.1	lcl|NZ_JQQJ01000059.1_cds_WP_000351733.1_1746	39.286	140	185
WP_004421442.1	lcl|NZ_JQQJ01000075.1_cds_WP_001047905.1_2123	34.463	177	185
WP_004421375.1	lcl|NZ_JQQJ01000026.1_cds_WP_000744700.1_871	32.381	315	329
WP_004421375.1	lcl|NZ_JQQJ01000075.1_cds_WP_000723078.1_2106	30.841	321	329
WP_004421375.1	lcl|NZ_JQQJ01000075.1_cds_WP_000723090.1_2086	30.448	335	329
WP_004421375.1	lcl|NZ_JQQJ01000024.1_cds_WP_001984071.1_777	31.935	310	329
WP_004421375.1	lcl|NZ_JQQJ01000075.1_cds_WP_000567887.1_2104	29.508	305	329
WP_004421375.1	lcl|NZ_JQQJ01000111.1_cds_WP_000649923.1_2837	30.031	323	329
WP_004421375.1	lcl|NZ_JQQJ01000241.1_cds_WP_000709513.1_3949	29.091	330	329
WP_004421375.1	lcl|NZ_JQQJ01000024.1_cds_WP_000688696.1_757	29.348	276	329
WP_004421375.1	lcl|NZ_JQQJ01000075.1_cds_WP_000410275.1_2154	26.101	318	329
WP_004421375.1	lcl|NZ_JQQJ01000031.1_cds_WP_001074784.1_1013	28.302	265	329
WP_004421375.1	lcl|NZ_JQQJ01000075.1_cds_WP_000460023.1_2102	26.950	282	329
WP_004421375.1	lcl|NZ_JQQJ01000045.1_cds_WP_001003556.1_1415	24.699	332	329
WP_004421408.1	lcl|NZ_JQQJ01000075.1_cds_WP_000043898.1_2105	26.016	246	267
WP_004421408.1	lcl|NZ_JQQJ01000075.1_cds_WP_000842260.1_2085	26.842	190	267
WP_004421408.1	lcl|NZ_JQQJ01000087.1_cds_WP_000667727.1_2331	33.636	110	267
WP_004421408.1	lcl|NZ_JQQJ01000028.1_cds_WP_061283666.1_929	33.333	102	267
WP_004420971.1	lcl|NZ_JQQJ01000015.1_cds_WP_000291586.1_520	27.077	325	510
WP_004420971.1	lcl|NZ_JQQJ01000015.1_cds_WP_000364507.1_519	31.111	90	510
WP_004420971.1	lcl|NZ_JQQJ01000015.1_cds_WP_000291586.1_520	27.077	325	510
WP_004420971.1	lcl|NZ_JQQJ01000015.1_cds_WP_000364507.1_519	31.111	90	510
WP_004421253.1	lcl|NZ_JQQJ01000075.1_cds_WP_000723078.1_2106	22.344	273	330
WP_004421253.1	lcl|NZ_JQQJ01000024.1_cds_WP_001984071.1_777	26.199	271	330
WP_004421253.1	lcl|NZ_JQQJ01000026.1_cds_WP_000744700.1_871	26.899	316	330
WP_004421253.1	lcl|NZ_JQQJ01000075.1_cds_WP_000723090.1_2086	24.096	332	330
WP_004421253.1	lcl|NZ_JQQJ01000045.1_cds_WP_001003556.1_1415	29.218	243	330
WP_004421253.1	lcl|NZ_JQQJ01000111.1_cds_WP_000649923.1_2837	29.688	256	330
WP_004421253.1	lcl|NZ_JQQJ01000024.1_cds_WP_000688696.1_757	26.577	222	330
WP_004421253.1	lcl|NZ_JQQJ01000241.1_cds_WP_000709513.1_3949	28.000	150	330
WP_004421253.1	lcl|NZ_JQQJ01000114.1_cds_WP_000457972.1_2890	25.000	128	330
WP_004434729.1	lcl|NZ_JQQJ01000027.1_cds_WP_001002663.1_916	40.741	243	265
WP_004434524.1	lcl|NZ_JQQJ01000033.1_cds_WP_000501205.1_1149	36.964	303	310
WP_004434524.1	lcl|NZ_JQQJ01000120.1_cds_WP_001183723.1_2972	28.571	273	310
WP_004434524.1	lcl|NZ_JQQJ01000092.1_cds_WP_000279894.1_2435	27.068	133	310
WP_004434524.1	lcl|NZ_JQQJ01000033.1_cds_WP_000501205.1_1149	36.964	303	310
WP_004434524.1	lcl|NZ_JQQJ01000120.1_cds_WP_001183723.1_2972	28.571	273	310
WP_004434524.1	lcl|NZ_JQQJ01000092.1_cds_WP_000279894.1_2435	27.068	133	310
WP_004434893.1	lcl|NZ_JQQJ01000067.1_cds_WP_002069656.1_1873	41.071	56	144
WP_004421361.1	lcl|NZ_JQQJ01000026.1_cds_WP_001082180.1_900	29.487	78	221
WP_004421361.1	lcl|NZ_JQQJ01000030.1_cds_WP_001069832.1_973	28.440	109	221
WP_004421361.1	lcl|NZ_JQQJ01000075.1_cds_WP_001075146.1_2138	33.654	104	221
WP_004434567.1	lcl|NZ_JQQJ01000068.1_cds_WP_000840860.1_1958	30.037	273	318
WP_004434567.1	lcl|NZ_JQQJ01000117.1_cds_WP_000868621.1_2905	30.047	213	318
WP_004434567.1	lcl|NZ_JQQJ01000006.1_cds_WP_000728671.1_159	26.778	239	318
WP_004434567.1	lcl|NZ_JQQJ01000075.1_cds_WP_025177750.1_2090	29.508	122	318
WP_004434567.1	lcl|NZ_JQQJ01000075.1_cds_WP_002076509.1_2152	29.897	97	318
WP_004434567.1	lcl|NZ_JQQJ01000075.1_cds_WP_061283862.1_2089	31.183	93	318
WP_004434567.1	lcl|NZ_JQQJ01000075.1_cds_WP_000651739.1_2111	29.167	96	318
WP_004434810.1	lcl|NZ_JQQJ01000004.1_cds_WP_000402846.1_68	25.773	97	242
WP_004434810.1	lcl|NZ_JQQJ01000030.1_cds_WP_000347676.1_974	25.157	159	242
WP_004434771.1	lcl|NZ_JQQJ01000075.1_cds_WP_000723090.1_2086	26.979	341	333
WP_004434771.1	lcl|NZ_JQQJ01000075.1_cds_WP_000723078.1_2106	29.778	225	333
WP_004434771.1	lcl|NZ_JQQJ01000024.1_cds_WP_001984071.1_777	26.453	344	333
WP_004434771.1	lcl|NZ_JQQJ01000026.1_cds_WP_000744700.1_871	24.556	338	333
WP_004434771.1	lcl|NZ_JQQJ01000241.1_cds_WP_000709513.1_3949	30.769	156	333
WP_004434771.1	lcl|NZ_JQQJ01000111.1_cds_WP_000649923.1_2837	28.402	169	333
WP_004434771.1	lcl|NZ_JQQJ01000031.1_cds_WP_001074784.1_1013	26.582	237	333
WP_004434771.1	lcl|NZ_JQQJ01000114.1_cds_WP_000457972.1_2890	25.197	127	333
WP_004434771.1	lcl|NZ_JQQJ01000045.1_cds_WP_001003556.1_1415	26.291	213	333
WP_004434442.1	lcl|NZ_JQQJ01000210.1_cds_WP_225740614.1_3837	95.946	74	87
WP_004434442.1	lcl|NZ_JQQJ01000037.1_cds_JG61_RS24680_1251	47.727	44	87
WP_061231972.1	lcl|NZ_JQQJ01000210.1_cds_WP_082271316.1_3836	96.939	98	103
WP_061231972.1	lcl|NZ_JQQJ01000256.1_cds_JG61_RS25040_3993	75.862	58	103
WP_061231972.1	lcl|NZ_JQQJ01000076.1_cds_WP_061283875.1_2164	74.138	58	103
WP_061231972.1	lcl|NZ_JQQJ01000037.1_cds_JG61_RS06420_1250	40.000	70	103
WP_243829360.1	lcl|NZ_JQQJ01000039.1_cds_JG61_RS06770_1316	84.746	59	57
WP_243829360.1	lcl|NZ_JQQJ01000088.1_cds_JG61_RS22125_2348	59.677	62	57
WP_243829359.1	lcl|NZ_JQQJ01000118.1_cds_JG61_RS14910_2921	88.889	18	59
WP_004434624.1	lcl|NZ_JQQJ01000089.1_cds_WP_000283289.1_2363	22.321	112	229
WP_004434477.1	lcl|NZ_JQQJ01000075.1_cds_WP_000410275.1_2154	22.556	266	294
WP_004434477.1	lcl|NZ_JQQJ01000026.1_cds_WP_000744700.1_871	28.025	157	294
