WP_004421256.1	lcl|NZ_JQRX01000029.1_cds_WP_002733653.1_1180	89.535	86	106
WP_004421326.1	lcl|NZ_JQRX01000029.1_cds_WP_002733579.1_1181	91.401	314	314
WP_004421326.1	lcl|NZ_JQRX01000029.1_cds_WP_002733534.1_1184	25.746	268	314
WP_004421326.1	lcl|NZ_JQRX01000025.1_cds_WP_002722638.1_963	23.385	325	314
WP_004421326.1	lcl|NZ_JQRX01000075.1_cds_WP_002727919.1_2619	24.138	290	314
WP_004421326.1	lcl|NZ_JQRX01000123.1_cds_WP_002729504.1_3246	22.941	170	314
WP_004421326.1	lcl|NZ_JQRX01000001.1_cds_WP_002728309.1_3	24.759	311	314
WP_004421326.1	lcl|NZ_JQRX01000029.1_cds_WP_016749081.1_1208	25.658	152	314
WP_243829361.1	lcl|NZ_JQRX01000029.1_cds_WP_026054882.1_1182	87.397	365	365
WP_004421442.1	lcl|NZ_JQRX01000029.1_cds_WP_002733646.1_1183	95.135	185	185
WP_004421442.1	lcl|NZ_JQRX01000059.1_cds_WP_002721790.1_2262	35.616	146	185
WP_004421375.1	lcl|NZ_JQRX01000029.1_cds_WP_002733534.1_1184	96.353	329	329
WP_004421375.1	lcl|NZ_JQRX01000025.1_cds_WP_002722638.1_963	30.159	315	329
WP_004421375.1	lcl|NZ_JQRX01000075.1_cds_WP_002727919.1_2619	29.341	334	329
WP_004421375.1	lcl|NZ_JQRX01000001.1_cds_WP_002728309.1_3	30.225	311	329
WP_004421375.1	lcl|NZ_JQRX01000078.1_cds_WP_002735602.1_2693	28.485	330	329
WP_004421375.1	lcl|NZ_JQRX01000123.1_cds_WP_002729504.1_3246	26.686	341	329
WP_004421375.1	lcl|NZ_JQRX01000054.1_cds_WP_002732362.1_2105	29.467	319	329
WP_004421375.1	lcl|NZ_JQRX01000029.1_cds_WP_002733638.1_1216	27.826	345	329
WP_004421375.1	lcl|NZ_JQRX01000029.1_cds_WP_002733546.1_1251	26.296	270	329
WP_004421375.1	lcl|NZ_JQRX01000033.1_cds_WP_002732331.1_1375	26.549	339	329
WP_004421375.1	lcl|NZ_JQRX01000029.1_cds_WP_016749079.1_1187	28.990	307	329
WP_004421375.1	lcl|NZ_JQRX01000029.1_cds_WP_002733579.1_1181	27.309	249	329
WP_004421375.1	lcl|NZ_JQRX01000029.1_cds_WP_002744551.1_1210	29.520	271	329
WP_004421375.1	lcl|NZ_JQRX01000029.1_cds_WP_002733698.1_1259	27.007	274	329
WP_004421375.1	lcl|NZ_JQRX01000019.1_cds_WP_002728462.1_669	27.170	265	329
WP_004421375.1	lcl|NZ_JQRX01000029.1_cds_WP_016749081.1_1208	23.344	317	329
WP_004421375.1	lcl|NZ_JQRX01000010.1_cds_WP_002728696.1_339	30.000	170	329
WP_004421375.1	lcl|NZ_JQRX01000034.1_cds_WP_002732574.1_1478	24.390	328	329
WP_004421375.1	lcl|NZ_JQRX01000029.1_cds_WP_002733757.1_1249	31.034	174	329
WP_004421408.1	lcl|NZ_JQRX01000029.1_cds_WP_002733627.1_1185	94.007	267	267
WP_004421408.1	lcl|NZ_JQRX01000029.1_cds_WP_002733775.1_1221	25.654	191	267
WP_004421408.1	lcl|NZ_JQRX01000029.1_cds_WP_002733554.1_1248	25.481	208	267
WP_004421408.1	lcl|NZ_JQRX01000075.1_cds_WP_002727921.1_2620	26.984	189	267
WP_004421408.1	lcl|NZ_JQRX01000076.1_cds_WP_002729040.1_2648	32.727	110	267
WP_004421408.1	lcl|NZ_JQRX01000056.1_cds_WP_002766579.1_2183	37.209	86	267
WP_004421408.1	lcl|NZ_JQRX01000123.1_cds_WP_002729513.1_3247	24.868	189	267
WP_004420971.1	lcl|NZ_JQRX01000029.1_cds_WP_002738292.1_1186	95.882	510	510
WP_004420971.1	lcl|NZ_JQRX01000042.1_cds_WP_002728536.1_1746	27.134	328	510
WP_004420971.1	lcl|NZ_JQRX01000042.1_cds_WP_002728534.1_1745	31.111	90	510
WP_004420971.1	lcl|NZ_JQRX01000029.1_cds_WP_002738292.1_1186	95.882	510	510
WP_004420971.1	lcl|NZ_JQRX01000042.1_cds_WP_002728536.1_1746	27.134	328	510
WP_004420971.1	lcl|NZ_JQRX01000042.1_cds_WP_002728534.1_1745	31.111	90	510
WP_004421253.1	lcl|NZ_JQRX01000029.1_cds_WP_016749079.1_1187	95.152	330	330
WP_004421253.1	lcl|NZ_JQRX01000029.1_cds_WP_002744551.1_1210	27.491	291	330
WP_004421253.1	lcl|NZ_JQRX01000001.1_cds_WP_002728309.1_3	26.740	273	330
WP_004421253.1	lcl|NZ_JQRX01000029.1_cds_WP_002733534.1_1184	28.990	307	330
WP_004421253.1	lcl|NZ_JQRX01000075.1_cds_WP_002727919.1_2619	26.582	316	330
WP_004421253.1	lcl|NZ_JQRX01000029.1_cds_WP_016749081.1_1208	29.412	221	330
WP_004421253.1	lcl|NZ_JQRX01000025.1_cds_WP_002722638.1_963	28.520	277	330
WP_004421253.1	lcl|NZ_JQRX01000034.1_cds_WP_002732574.1_1478	25.403	248	330
WP_004421253.1	lcl|NZ_JQRX01000054.1_cds_WP_002732362.1_2105	28.261	322	330
