WP_004421256.1	lcl|NZ_JASEXA010000054.1_cds_WP_004462903.1_3143	94.186	86	106
WP_004421326.1	lcl|NZ_JASEXA010000054.1_cds_WP_282969326.1_3144	93.226	310	314
WP_004421326.1	lcl|NZ_JASEXA010000030.1_cds_WP_004461583.1_2583	25.697	323	314
WP_004421326.1	lcl|NZ_JASEXA010000077.1_cds_WP_282969373.1_3443	21.661	277	314
WP_004421326.1	lcl|NZ_JASEXA010000048.1_cds_WP_004481568.1_3001	24.206	252	314
WP_004421326.1	lcl|NZ_JASEXA010000024.1_cds_WP_004468319.1_2229	21.649	194	314
WP_004421326.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461234.1_2180	24.074	216	314
WP_004421442.1	lcl|NZ_JASEXA010000006.1_cds_WP_004460143.1_708	33.562	146	185
WP_004421375.1	lcl|NZ_JASEXA010000096.1_cds_WP_004462894.1_3578	31.138	334	329
WP_004421375.1	lcl|NZ_JASEXA010000030.1_cds_WP_004461583.1_2583	29.841	315	329
WP_004421375.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461234.1_2180	32.154	311	329
WP_004421375.1	lcl|NZ_JASEXA010000077.1_cds_WP_282969373.1_3443	31.457	302	329
WP_004421375.1	lcl|NZ_JASEXA010000048.1_cds_WP_004481568.1_3001	29.641	334	329
WP_004421375.1	lcl|NZ_JASEXA010000001.1_cds_WP_282968917.1_78	30.462	325	329
WP_004421375.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461242.1_2183	29.091	330	329
WP_004421375.1	lcl|NZ_JASEXA010000024.1_cds_WP_004468319.1_2229	26.686	341	329
WP_004421375.1	lcl|NZ_JASEXA010000070.1_cds_WP_008394668.1_3379	25.517	290	329
WP_004421375.1	lcl|NZ_JASEXA010000011.1_cds_WP_282969019.1_1174	26.254	339	329
WP_004421375.1	lcl|NZ_JASEXA010000054.1_cds_WP_282969326.1_3144	24.920	313	329
WP_004421375.1	lcl|NZ_JASEXA010000087.1_cds_WP_004470510.1_3533	27.652	264	329
WP_004421375.1	lcl|NZ_JASEXA010000084.1_cds_WP_004479697.1_3508	27.386	241	329
WP_004421375.1	lcl|NZ_JASEXA010000011.1_cds_WP_004472818.1_1227	27.273	286	329
