WP_004421256.1	lcl|NZ_BOPX01000004.1_cds_WP_002733653.1_1117	89.535	86	106
WP_004421326.1	lcl|NZ_BOPX01000004.1_cds_WP_002733579.1_1116	91.401	314	314
WP_004421326.1	lcl|NZ_BOPX01000004.1_cds_WP_002733534.1_1113	25.746	268	314
WP_004421326.1	lcl|NZ_BOPX01000001.1_cds_WP_002722638.1_267	23.385	325	314
WP_004421326.1	lcl|NZ_BOPX01000004.1_cds_WP_002727919.1_1022	24.138	290	314
WP_004421326.1	lcl|NZ_BOPX01000005.1_cds_WP_002729504.1_1177	22.941	170	314
WP_004421326.1	lcl|NZ_BOPX01000002.1_cds_WP_002728309.1_445	24.759	311	314
WP_004421326.1	lcl|NZ_BOPX01000004.1_cds_WP_016749081.1_1089	25.658	152	314
WP_243829361.1	lcl|NZ_BOPX01000004.1_cds_WP_026054882.1_1115	87.397	365	365
WP_004421442.1	lcl|NZ_BOPX01000004.1_cds_WP_002733646.1_1114	95.135	185	185
WP_004421442.1	lcl|NZ_BOPX01000003.1_cds_WP_002721790.1_835	35.616	146	185
WP_004421375.1	lcl|NZ_BOPX01000004.1_cds_WP_002733534.1_1113	96.353	329	329
WP_004421375.1	lcl|NZ_BOPX01000001.1_cds_WP_002722638.1_267	30.159	315	329
WP_004421375.1	lcl|NZ_BOPX01000004.1_cds_WP_002727919.1_1022	29.341	334	329
WP_004421375.1	lcl|NZ_BOPX01000002.1_cds_WP_002728309.1_445	30.225	311	329
WP_004421375.1	lcl|NZ_BOPX01000002.1_cds_WP_002735602.1_448	28.485	330	329
WP_004421375.1	lcl|NZ_BOPX01000005.1_cds_WP_002729504.1_1177	26.686	341	329
WP_004421375.1	lcl|NZ_BOPX01000001.1_cds_WP_002732362.1_142	29.467	319	329
WP_004421375.1	lcl|NZ_BOPX01000004.1_cds_WP_002733638.1_1081	27.826	345	329
WP_004421375.1	lcl|NZ_BOPX01000004.1_cds_WP_002733546.1_1047	26.296	270	329
WP_004421375.1	lcl|NZ_BOPX01000001.1_cds_WP_002732331.1_53	26.549	339	329
WP_004421375.1	lcl|NZ_BOPX01000004.1_cds_WP_016749079.1_1110	28.990	307	329
WP_004421375.1	lcl|NZ_BOPX01000004.1_cds_WP_002733579.1_1116	27.309	249	329
WP_004421375.1	lcl|NZ_BOPX01000004.1_cds_WP_002744551.1_1087	29.520	271	329
WP_004421375.1	lcl|NZ_BOPX01000004.1_cds_WP_002733698.1_1039	27.007	274	329
WP_004421375.1	lcl|NZ_BOPX01000006.1_cds_WP_002728462.1_1490	27.170	265	329
WP_004421375.1	lcl|NZ_BOPX01000004.1_cds_WP_016749081.1_1089	23.344	317	329
WP_004421375.1	lcl|NZ_BOPX01000018.1_cds_WP_002728696.1_2716	30.000	170	329
WP_004421375.1	lcl|NZ_BOPX01000031.1_cds_WP_002732574.1_3260	24.390	328	329
WP_004421375.1	lcl|NZ_BOPX01000004.1_cds_WP_002733757.1_1049	31.034	174	329
WP_004421408.1	lcl|NZ_BOPX01000004.1_cds_WP_002733627.1_1112	94.007	267	267
WP_004421408.1	lcl|NZ_BOPX01000004.1_cds_WP_002733775.1_1076	25.654	191	267
WP_004421408.1	lcl|NZ_BOPX01000004.1_cds_WP_002733554.1_1050	25.481	208	267
WP_004421408.1	lcl|NZ_BOPX01000004.1_cds_WP_002727921.1_1021	26.984	189	267
WP_004421408.1	lcl|NZ_BOPX01000002.1_cds_WP_002729040.1_625	32.727	110	267
WP_004421408.1	lcl|NZ_BOPX01000023.1_cds_WP_002766579.1_3040	37.209	86	267
WP_004421408.1	lcl|NZ_BOPX01000005.1_cds_WP_002729513.1_1176	24.868	189	267
WP_004420971.1	lcl|NZ_BOPX01000004.1_cds_WP_002738292.1_1111	95.882	510	510
WP_004420971.1	lcl|NZ_BOPX01000006.1_cds_WP_002728536.1_1417	27.134	328	510
WP_004420971.1	lcl|NZ_BOPX01000006.1_cds_WP_002728534.1_1418	31.111	90	510
WP_004420971.1	lcl|NZ_BOPX01000004.1_cds_WP_002738292.1_1111	95.882	510	510
WP_004420971.1	lcl|NZ_BOPX01000006.1_cds_WP_002728536.1_1417	27.134	328	510
WP_004420971.1	lcl|NZ_BOPX01000006.1_cds_WP_002728534.1_1418	31.111	90	510
WP_004421253.1	lcl|NZ_BOPX01000004.1_cds_WP_016749079.1_1110	95.152	330	330
WP_004421253.1	lcl|NZ_BOPX01000004.1_cds_WP_002744551.1_1087	27.491	291	330
WP_004421253.1	lcl|NZ_BOPX01000002.1_cds_WP_002728309.1_445	26.740	273	330
WP_004421253.1	lcl|NZ_BOPX01000004.1_cds_WP_002733534.1_1113	28.990	307	330
WP_004421253.1	lcl|NZ_BOPX01000004.1_cds_WP_002727919.1_1022	26.582	316	330
WP_004421253.1	lcl|NZ_BOPX01000004.1_cds_WP_016749081.1_1089	29.412	221	330
WP_004421253.1	lcl|NZ_BOPX01000001.1_cds_WP_002722638.1_267	28.520	277	330
WP_004421253.1	lcl|NZ_BOPX01000031.1_cds_WP_002732574.1_3260	25.403	248	330
WP_004421253.1	lcl|NZ_BOPX01000001.1_cds_WP_002732362.1_142	28.261	322	330
WP_004421253.1	lcl|NZ_BOPX01000001.1_cds_WP_002732331.1_53	26.407	231	330
WP_004421253.1	lcl|NZ_BOPX01000004.1_cds_WP_002733546.1_1047	24.723	271	330
WP_004421253.1	lcl|NZ_BOPX01000004.1_cds_WP_002733638.1_1081	24.653	288	330
WP_004421253.1	lcl|NZ_BOPX01000005.1_cds_WP_002729504.1_1177	25.352	142	330
WP_004421253.1	lcl|NZ_BOPX01000011.1_cds_WP_002739707.1_2153	26.562	128	330
WP_004421253.1	lcl|NZ_BOPX01000002.1_cds_WP_002735602.1_448	28.000	150	330
WP_004435000.1	lcl|NZ_BOPX01000004.1_cds_WP_002733528.1_1109	82.682	537	535
WP_004435000.1	lcl|NZ_BOPX01000004.1_cds_WP_002733528.1_1109	82.682	537	535
WP_004434729.1	lcl|NZ_BOPX01000004.1_cds_WP_002733670.1_1108	93.182	264	265
WP_004434729.1	lcl|NZ_BOPX01000023.1_cds_WP_002722928.1_3009	41.564	243	265
WP_004434524.1	lcl|NZ_BOPX01000004.1_cds_WP_002733687.1_1107	90.323	310	310
WP_004434524.1	lcl|NZ_BOPX01000040.1_cds_WP_002730863.1_3369	38.614	303	310
WP_004434524.1	lcl|NZ_BOPX01000020.1_cds_WP_002727287.1_2875	27.036	307	310
WP_004434524.1	lcl|NZ_BOPX01000003.1_cds_WP_002727177.1_782	28.571	133	310
WP_004434524.1	lcl|NZ_BOPX01000004.1_cds_WP_002733687.1_1107	90.323	310	310
WP_004434524.1	lcl|NZ_BOPX01000040.1_cds_WP_002730863.1_3369	38.614	303	310
WP_004434524.1	lcl|NZ_BOPX01000020.1_cds_WP_002727287.1_2875	27.036	307	310
WP_004434524.1	lcl|NZ_BOPX01000003.1_cds_WP_002727177.1_782	28.571	133	310
WP_004434516.1	lcl|NZ_BOPX01000004.1_cds_WP_002733549.1_1106	95.833	264	264
WP_004421278.1	lcl|NZ_BOPX01000004.1_cds_WP_002733551.1_1105	96.154	130	130
WP_004434893.1	lcl|NZ_BOPX01000004.1_cds_WP_017853480.1_1104	93.750	144	144
WP_004434893.1	lcl|NZ_BOPX01000020.1_cds_WP_026054147.1_2885	39.683	63	144
WP_004421361.1	lcl|NZ_BOPX01000004.1_cds_WP_002733760.1_1103	95.023	221	221
WP_004421361.1	lcl|NZ_BOPX01000001.1_cds_WP_011671435.1_238	28.205	78	221
WP_004421361.1	lcl|NZ_BOPX01000009.1_cds_WP_002727076.1_1860	28.037	107	221
WP_004434567.1	lcl|NZ_BOPX01000013.1_cds_WP_002731944.1_2333	29.304	273	318
WP_004434567.1	lcl|NZ_BOPX01000002.1_cds_WP_002723163.1_396	29.858	211	318
WP_004434567.1	lcl|NZ_BOPX01000015.1_cds_WP_002734441.1_2502	24.561	228	318
WP_004434567.1	lcl|NZ_BOPX01000003.1_cds_WP_002727159.1_742	29.302	215	318
WP_004434567.1	lcl|NZ_BOPX01000004.1_cds_WP_002733776.1_1026	32.609	92	318
WP_004434567.1	lcl|NZ_BOPX01000004.1_cds_WP_002733605.1_1025	31.183	93	318
WP_004434567.1	lcl|NZ_BOPX01000005.1_cds_WP_002729510.1_1178	28.235	170	318
WP_004434810.1	lcl|NZ_BOPX01000013.1_cds_WP_016749152.1_2387	25.532	94	242
WP_004434810.1	lcl|NZ_BOPX01000023.1_cds_WP_002766450.1_3049	23.214	112	242
WP_004434810.1	lcl|NZ_BOPX01000009.1_cds_WP_002732829.1_1859	24.706	85	242
WP_004434771.1	lcl|NZ_BOPX01000004.1_cds_WP_002733534.1_1113	29.552	335	333
WP_004434771.1	lcl|NZ_BOPX01000004.1_cds_WP_002727919.1_1022	25.220	341	333
WP_004434771.1	lcl|NZ_BOPX01000001.1_cds_WP_002722638.1_267	25.806	341	333
WP_004434771.1	lcl|NZ_BOPX01000002.1_cds_WP_002728309.1_445	24.540	326	333
WP_004434771.1	lcl|NZ_BOPX01000005.1_cds_WP_002729504.1_1177	24.786	351	333
WP_004434771.1	lcl|NZ_BOPX01000004.1_cds_WP_002733638.1_1081	26.629	353	333
WP_004434771.1	lcl|NZ_BOPX01000002.1_cds_WP_002735602.1_448	30.769	156	333
WP_004434771.1	lcl|NZ_BOPX01000001.1_cds_WP_002732362.1_142	24.000	300	333
WP_004434771.1	lcl|NZ_BOPX01000006.1_cds_WP_002728462.1_1490	26.271	236	333
WP_004434771.1	lcl|NZ_BOPX01000004.1_cds_WP_016749079.1_1110	28.372	215	333
WP_004434771.1	lcl|NZ_BOPX01000004.1_cds_WP_016749081.1_1089	25.974	231	333
WP_004434771.1	lcl|NZ_BOPX01000004.1_cds_WP_002733757.1_1049	26.946	167	333
WP_004434771.1	lcl|NZ_BOPX01000011.1_cds_WP_002739707.1_2153	25.000	192	333
WP_004434771.1	lcl|NZ_BOPX01000004.1_cds_WP_002744551.1_1087	29.167	216	333
WP_004434442.1	lcl|NZ_BOPX01000009.1_cds_WP_240427006.1_1842	89.474	76	87
