WP_004421256.1	lcl|NZ_NPDO01000001.1_cds_WP_040913380.1_295	94.186	86	106
WP_004421326.1	lcl|NZ_NPDO01000001.1_cds_WP_100736432.1_294	91.290	310	314
WP_004421326.1	lcl|NZ_NPDO01000006.1_cds_WP_100737763.1_3372	23.692	325	314
WP_004421326.1	lcl|NZ_NPDO01000001.1_cds_WP_100736420.1_281	23.592	284	314
WP_004421326.1	lcl|NZ_NPDO01000001.1_cds_WP_100736389.1_232	23.810	336	314
WP_004421326.1	lcl|NZ_NPDO01000003.1_cds_WP_010576029.1_2515	21.765	170	314
WP_004421442.1	lcl|NZ_NPDO01000009.1_cds_WP_010574925.1_3955	37.671	146	185
WP_004421375.1	lcl|NZ_NPDO01000003.1_cds_WP_207765004.1_2308	32.573	307	329
WP_004421375.1	lcl|NZ_NPDO01000006.1_cds_WP_100737763.1_3372	30.794	315	329
WP_004421375.1	lcl|NZ_NPDO01000001.1_cds_WP_100736420.1_281	33.113	302	329
WP_004421375.1	lcl|NZ_NPDO01000001.1_cds_WP_100736389.1_232	30.240	334	329
WP_004421375.1	lcl|NZ_NPDO01000003.1_cds_WP_100737016.1_2180	29.283	321	329
WP_004421375.1	lcl|NZ_NPDO01000003.1_cds_WP_010576029.1_2515	26.686	341	329
WP_004421375.1	lcl|NZ_NPDO01000003.1_cds_WP_040913715.1_2420	29.394	330	329
WP_004421375.1	lcl|NZ_NPDO01000001.1_cds_WP_100736405.1_255	25.159	314	329
WP_004421375.1	lcl|NZ_NPDO01000005.1_cds_WP_100737667.1_3221	26.686	341	329
WP_004421375.1	lcl|NZ_NPDO01000007.1_cds_WP_100737905.1_3601	25.826	333	329
WP_004421375.1	lcl|NZ_NPDO01000001.1_cds_WP_100736432.1_294	25.157	318	329
WP_004421375.1	lcl|NZ_NPDO01000002.1_cds_WP_010574654.1_1680	26.592	267	329
WP_004421375.1	lcl|NZ_NPDO01000001.1_cds_WP_010575184.1_247	26.250	240	329
WP_004421375.1	lcl|NZ_NPDO01000003.1_cds_WP_100737173.1_2473	34.127	126	329
WP_004421375.1	lcl|NZ_NPDO01000006.1_cds_WP_100737717.1_3282	23.810	336	329
WP_004421375.1	lcl|NZ_NPDO01000004.1_cds_WP_100737529.1_2931	25.746	268	329
WP_004421375.1	lcl|NZ_NPDO01000001.1_cds_WP_100736406.1_257	25.714	280	329
WP_004421375.1	lcl|NZ_NPDO01000001.1_cds_WP_010575208.1_270	21.901	242	329
WP_004421408.1	lcl|NZ_NPDO01000001.1_cds_WP_010575214.1_276	25.217	230	267
WP_004421408.1	lcl|NZ_NPDO01000001.1_cds_WP_100736407.1_258	26.442	208	267
WP_004421408.1	lcl|NZ_NPDO01000001.1_cds_WP_010575168.1_231	26.984	189	267
WP_004421408.1	lcl|NZ_NPDO01000005.1_cds_WP_010573628.1_3032	35.455	110	267
WP_004421408.1	lcl|NZ_NPDO01000003.1_cds_WP_207765005.1_2514	26.020	196	267
WP_004421408.1	lcl|NZ_NPDO01000005.1_cds_WP_100737621.1_3137	31.959	97	267
WP_004420971.1	lcl|NZ_NPDO01000009.1_cds_WP_100738198.1_4107	27.219	338	510
WP_004420971.1	lcl|NZ_NPDO01000009.1_cds_WP_010574788.1_4108	30.435	92	510
WP_004420971.1	lcl|NZ_NPDO01000009.1_cds_WP_100738198.1_4107	27.219	338	510
WP_004420971.1	lcl|NZ_NPDO01000009.1_cds_WP_010574788.1_4108	30.435	92	510
WP_004421253.1	lcl|NZ_NPDO01000003.1_cds_WP_207765004.1_2308	27.306	271	330
WP_004421253.1	lcl|NZ_NPDO01000001.1_cds_WP_100736420.1_281	27.509	269	330
WP_004421253.1	lcl|NZ_NPDO01000001.1_cds_WP_100736389.1_232	27.410	332	330
