WP_004421256.1	lcl|NZ_AFLZ02000005.1_cds_WP_000340715.1_3777	98.837	86	106
WP_004421326.1	lcl|NZ_AFLZ02000005.1_cds_WP_002079029.1_3776	93.949	314	314
WP_004421326.1	lcl|NZ_AFLZ02000005.1_cds_WP_000646249.1_3773	26.493	268	314
WP_004421326.1	lcl|NZ_AFLZ02000024.1_cds_WP_000744700.1_1752	25.926	324	314
WP_004421326.1	lcl|NZ_AFLZ02000005.1_cds_WP_000600886.1_3743	26.425	193	314
WP_004421326.1	lcl|NZ_AFLZ02000005.1_cds_WP_000723090.1_3691	22.917	288	314
WP_004421326.1	lcl|NZ_AFLZ02000005.1_cds_WP_000025487.1_3749	22.601	323	314
WP_004421326.1	lcl|NZ_AFLZ02000005.1_cds_WP_001067557.1_3770	25.000	328	314
WP_243829361.1	lcl|NZ_AFLZ02000005.1_cds_WP_000604524.1_3775	90.685	365	365
WP_004421442.1	lcl|NZ_AFLZ02000005.1_cds_WP_000884059.1_3774	96.216	185	185
WP_004421442.1	lcl|NZ_AFLZ02000006.1_cds_WP_000351733.1_3568	39.286	140	185
WP_004421375.1	lcl|NZ_AFLZ02000005.1_cds_WP_000646249.1_3773	96.657	329	329
WP_004421375.1	lcl|NZ_AFLZ02000024.1_cds_WP_000744700.1_1752	32.381	315	329
WP_004421375.1	lcl|NZ_AFLZ02000005.1_cds_WP_000723090.1_3691	30.448	335	329
WP_004421375.1	lcl|NZ_AFLZ02000005.1_cds_WP_000600886.1_3743	31.013	316	329
WP_004421375.1	lcl|NZ_AFLZ02000024.1_cds_WP_001984071.1_1545	31.935	310	329
WP_004421375.1	lcl|NZ_AFLZ02000024.1_cds_WP_000649924.1_1910	30.031	323	329
WP_004421375.1	lcl|NZ_AFLZ02000024.1_cds_WP_000709511.1_1556	28.788	330	329
WP_004421375.1	lcl|NZ_AFLZ02000005.1_cds_WP_000601375.1_3717	25.667	300	329
WP_004421375.1	lcl|NZ_AFLZ02000024.1_cds_WP_000688696.1_1525	29.348	276	329
WP_004421375.1	lcl|NZ_AFLZ02000005.1_cds_WP_001067557.1_3770	29.804	255	329
WP_004421375.1	lcl|NZ_AFLZ02000005.1_cds_WP_002079020.1_3747	29.889	271	329
WP_004421375.1	lcl|NZ_AFLZ02000005.1_cds_WP_000025487.1_3749	24.451	319	329
WP_004421375.1	lcl|NZ_AFLZ02000005.1_cds_WP_002079029.1_3776	26.101	318	329
WP_004421375.1	lcl|NZ_AFLZ02000005.1_cds_WP_000475901.1_3708	27.519	258	329
WP_004421375.1	lcl|NZ_AFLZ02000006.1_cds_WP_001074785.1_3360	28.302	265	329
WP_004421375.1	lcl|NZ_AFLZ02000024.1_cds_WP_001003557.1_1622	24.096	332	329
WP_004421375.1	lcl|NZ_AFLZ02000005.1_cds_WP_000487322.1_3719	27.077	325	329
WP_004421408.1	lcl|NZ_AFLZ02000005.1_cds_WP_000774260.1_3772	94.757	267	267
WP_004421408.1	lcl|NZ_AFLZ02000005.1_cds_WP_000859505.1_3720	27.885	208	267
WP_004421408.1	lcl|NZ_AFLZ02000005.1_cds_WP_000800438.1_3738	26.702	191	267
WP_004421408.1	lcl|NZ_AFLZ02000005.1_cds_WP_000842260.1_3690	26.842	190	267
WP_004421408.1	lcl|NZ_AFLZ02000024.1_cds_WP_000667727.1_1501	33.636	110	267
WP_004421408.1	lcl|NZ_AFLZ02000026.1_cds_WP_000805360.1_1301	37.209	86	267
WP_004420971.1	lcl|NZ_AFLZ02000005.1_cds_WP_000612793.1_3771	95.294	510	510
WP_004420971.1	lcl|NZ_AFLZ02000006.1_cds_WP_000291581.1_3287	27.077	325	510
WP_004420971.1	lcl|NZ_AFLZ02000006.1_cds_WP_000364504.1_3288	31.111	90	510
WP_004420971.1	lcl|NZ_AFLZ02000005.1_cds_WP_000612793.1_3771	95.294	510	510
WP_004420971.1	lcl|NZ_AFLZ02000006.1_cds_WP_000291581.1_3287	27.077	325	510
WP_004420971.1	lcl|NZ_AFLZ02000006.1_cds_WP_000364504.1_3288	31.111	90	510
WP_004421253.1	lcl|NZ_AFLZ02000005.1_cds_WP_001067557.1_3770	96.364	330	330
WP_004421253.1	lcl|NZ_AFLZ02000005.1_cds_WP_002079020.1_3747	28.866	291	330
WP_004421253.1	lcl|NZ_AFLZ02000005.1_cds_WP_000646249.1_3773	28.664	307	330
WP_004421253.1	lcl|NZ_AFLZ02000005.1_cds_WP_000600886.1_3743	26.692	266	330
WP_004421253.1	lcl|NZ_AFLZ02000024.1_cds_WP_001984071.1_1545	26.199	271	330
WP_004421253.1	lcl|NZ_AFLZ02000005.1_cds_WP_000025487.1_3749	30.317	221	330
WP_004421253.1	lcl|NZ_AFLZ02000024.1_cds_WP_000744700.1_1752	26.899	316	330
WP_004421253.1	lcl|NZ_AFLZ02000005.1_cds_WP_000723090.1_3691	24.096	332	330
WP_004421253.1	lcl|NZ_AFLZ02000024.1_cds_WP_001003557.1_1622	29.218	243	330
WP_004421253.1	lcl|NZ_AFLZ02000024.1_cds_WP_000649924.1_1910	29.688	256	330
WP_004421253.1	lcl|NZ_AFLZ02000024.1_cds_WP_000688696.1_1525	26.577	222	330
WP_004421253.1	lcl|NZ_AFLZ02000005.1_cds_WP_000601375.1_3717	25.725	276	330
WP_004421253.1	lcl|NZ_AFLZ02000024.1_cds_WP_000709511.1_1556	28.000	150	330
WP_004421253.1	lcl|NZ_AFLZ02000043.1_cds_WP_000457972.1_195	25.000	128	330
WP_004435000.1	lcl|NZ_AFLZ02000005.1_cds_WP_000689746.1_3767	37.430	537	535
WP_004435000.1	lcl|NZ_AFLZ02000005.1_cds_WP_000689746.1_3767	37.430	537	535
WP_004434729.1	lcl|NZ_AFLZ02000005.1_cds_WP_000342716.1_3766	66.667	264	265
WP_004434729.1	lcl|NZ_AFLZ02000023.1_cds_WP_001002663.1_2144	40.741	243	265
WP_004434524.1	lcl|NZ_AFLZ02000005.1_cds_WP_001246620.1_3765	84.516	310	310
WP_004434524.1	lcl|NZ_AFLZ02000035.1_cds_WP_000501205.1_751	36.964	303	310
WP_004434524.1	lcl|NZ_AFLZ02000020.1_cds_WP_001183723.1_2490	28.571	273	310
WP_004434524.1	lcl|NZ_AFLZ02000009.1_cds_WP_000279894.1_3138	27.068	133	310
WP_004434524.1	lcl|NZ_AFLZ02000005.1_cds_WP_001246620.1_3765	84.516	310	310
WP_004434524.1	lcl|NZ_AFLZ02000035.1_cds_WP_000501205.1_751	36.964	303	310
WP_004434524.1	lcl|NZ_AFLZ02000020.1_cds_WP_001183723.1_2490	28.571	273	310
WP_004434524.1	lcl|NZ_AFLZ02000009.1_cds_WP_000279894.1_3138	27.068	133	310
WP_004434516.1	lcl|NZ_AFLZ02000005.1_cds_WP_000479978.1_3764	94.318	264	264
WP_004421278.1	lcl|NZ_AFLZ02000005.1_cds_WP_000715958.1_3763	93.023	129	130
WP_004434893.1	lcl|NZ_AFLZ02000005.1_cds_WP_001088863.1_3762	93.056	144	144
WP_004434893.1	lcl|NZ_AFLZ02000043.1_cds_WP_002069656.1_122	41.071	56	144
WP_004421361.1	lcl|NZ_AFLZ02000005.1_cds_WP_000517243.1_3761	93.665	221	221
WP_004421361.1	lcl|NZ_AFLZ02000024.1_cds_WP_001082180.1_1781	29.487	78	221
WP_004421361.1	lcl|NZ_AFLZ02000035.1_cds_WP_001069832.1_731	28.440	109	221
WP_004434567.1	lcl|NZ_AFLZ02000025.1_cds_WP_000840860.1_1351	30.037	273	318
WP_004434567.1	lcl|NZ_AFLZ02000026.1_cds_WP_000868624.1_1323	30.047	213	318
WP_004434567.1	lcl|NZ_AFLZ02000009.1_cds_WP_000728671.1_3164	26.778	239	318
WP_004434567.1	lcl|NZ_AFLZ02000005.1_cds_WP_000282884.1_3695	33.333	93	318
WP_004434810.1	lcl|NZ_AFLZ02000027.1_cds_WP_000402846.1_1087	25.773	97	242
WP_004434810.1	lcl|NZ_AFLZ02000035.1_cds_WP_000347675.1_730	25.157	159	242
WP_004434771.1	lcl|NZ_AFLZ02000005.1_cds_WP_000646249.1_3773	30.149	335	333
WP_004434771.1	lcl|NZ_AFLZ02000005.1_cds_WP_000723090.1_3691	26.979	341	333
WP_004434771.1	lcl|NZ_AFLZ02000005.1_cds_WP_000600886.1_3743	29.778	225	333
WP_004434771.1	lcl|NZ_AFLZ02000024.1_cds_WP_001984071.1_1545	26.453	344	333
WP_004434771.1	lcl|NZ_AFLZ02000024.1_cds_WP_000744700.1_1752	24.556	338	333
