WP_004421256.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002725873.1_2694	90.698	86	106
WP_004421326.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733579.1_2695	91.401	314	314
WP_004421326.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733534.1_2698	25.746	268	314
WP_004421326.1	lcl|NZ_JADDWJ010000017.1_cds_WP_002722638.1_631	23.385	325	314
WP_004421326.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740024.1_2789	24.138	290	314
WP_004421326.1	lcl|NZ_JADDWJ010000030.1_cds_WP_002743770.1_1590	22.941	170	314
WP_004421326.1	lcl|NZ_JADDWJ010000006.1_cds_WP_002728309.1_3052	24.759	311	314
WP_004421326.1	lcl|NZ_JADDWJ010000005.1_cds_WP_016749081.1_2727	25.658	152	314
WP_243829361.1	lcl|NZ_JADDWJ010000005.1_cds_WP_026054882.1_2696	87.397	365	365
WP_004421442.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733646.1_2697	95.135	185	185
WP_004421442.1	lcl|NZ_JADDWJ010000003.1_cds_WP_002721790.1_1941	35.616	146	185
WP_004421375.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733534.1_2698	96.353	329	329
WP_004421375.1	lcl|NZ_JADDWJ010000017.1_cds_WP_002722638.1_631	30.159	315	329
WP_004421375.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740024.1_2789	30.746	335	329
WP_004421375.1	lcl|NZ_JADDWJ010000006.1_cds_WP_002728309.1_3052	30.225	311	329
WP_004421375.1	lcl|NZ_JADDWJ010000006.1_cds_WP_002728316.1_3049	28.485	330	329
WP_004421375.1	lcl|NZ_JADDWJ010000030.1_cds_WP_002743770.1_1590	26.686	341	329
WP_004421375.1	lcl|NZ_JADDWJ010000076.1_cds_WP_002741146.1_3110	29.467	319	329
WP_004421375.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733638.1_2735	27.826	345	329
WP_004421375.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733546.1_2764	26.296	270	329
WP_004421375.1	lcl|NZ_JADDWJ010000007.1_cds_WP_002732331.1_3137	26.549	339	329
WP_004421375.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740721.1_2701	28.990	307	329
WP_004421375.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733579.1_2695	27.309	249	329
WP_004421375.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002744551.1_2729	29.520	271	329
WP_004421375.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733698.1_2772	27.007	274	329
WP_004421375.1	lcl|NZ_JADDWJ010000060.1_cds_WP_002740236.1_2798	27.170	265	329
WP_004421375.1	lcl|NZ_JADDWJ010000005.1_cds_WP_016749081.1_2727	23.344	317	329
WP_004421375.1	lcl|NZ_JADDWJ010000004.1_cds_WP_002739935.1_2450	29.412	170	329
WP_004421375.1	lcl|NZ_JADDWJ010000004.1_cds_WP_002721725.1_2362	24.702	336	329
WP_004421375.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733757.1_2762	31.034	174	329
WP_004421408.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733627.1_2699	94.007	267	267
WP_004421408.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740926.1_2740	26.178	191	267
WP_004421408.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002738295.1_2761	25.481	208	267
WP_004421408.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002727921.1_2790	26.984	189	267
WP_004421408.1	lcl|NZ_JADDWJ010000024.1_cds_WP_002729040.1_1165	32.727	110	267
WP_004421408.1	lcl|NZ_JADDWJ010000002.1_cds_WP_002766579.1_1452	37.209	86	267
WP_004421408.1	lcl|NZ_JADDWJ010000030.1_cds_WP_002729513.1_1591	24.868	189	267
WP_004420971.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740779.1_2700	95.686	510	510
WP_004420971.1	lcl|NZ_JADDWJ010000010.1_cds_WP_002728536.1_73	27.134	328	510
WP_004420971.1	lcl|NZ_JADDWJ010000010.1_cds_WP_002728534.1_72	31.111	90	510
WP_004420971.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740779.1_2700	95.686	510	510
WP_004420971.1	lcl|NZ_JADDWJ010000010.1_cds_WP_002728536.1_73	27.134	328	510
WP_004420971.1	lcl|NZ_JADDWJ010000010.1_cds_WP_002728534.1_72	31.111	90	510
WP_004421253.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740721.1_2701	95.455	330	330
WP_004421253.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002744551.1_2729	27.491	291	330
WP_004421253.1	lcl|NZ_JADDWJ010000006.1_cds_WP_002728309.1_3052	26.740	273	330
WP_004421253.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733534.1_2698	28.990	307	330
WP_004421253.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740024.1_2789	26.582	316	330
WP_004421253.1	lcl|NZ_JADDWJ010000005.1_cds_WP_016749081.1_2727	29.412	221	330
WP_004421253.1	lcl|NZ_JADDWJ010000017.1_cds_WP_002722638.1_631	28.520	277	330
WP_004421253.1	lcl|NZ_JADDWJ010000004.1_cds_WP_002721725.1_2362	25.403	248	330
WP_004421253.1	lcl|NZ_JADDWJ010000076.1_cds_WP_002741146.1_3110	28.920	287	330
WP_004421253.1	lcl|NZ_JADDWJ010000007.1_cds_WP_002732331.1_3137	26.407	231	330
WP_004421253.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733546.1_2764	24.723	271	330
WP_004421253.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733638.1_2735	24.653	288	330
WP_004421253.1	lcl|NZ_JADDWJ010000030.1_cds_WP_002743770.1_1590	24.648	142	330
WP_004421253.1	lcl|NZ_JADDWJ010000060.1_cds_WP_002740236.1_2798	25.620	242	330
WP_004421253.1	lcl|NZ_JADDWJ010000039.1_cds_WP_002739707.1_1928	26.562	128	330
WP_004421253.1	lcl|NZ_JADDWJ010000006.1_cds_WP_002728316.1_3049	28.000	150	330
WP_004435000.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740729.1_2704	37.132	544	535
WP_004435000.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740729.1_2704	37.132	544	535
WP_004434729.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740998.1_2705	66.415	265	265
WP_004434729.1	lcl|NZ_JADDWJ010000002.1_cds_WP_002742191.1_1421	41.152	243	265
WP_004434524.1	lcl|NZ_JADDWJ010000005.1_cds_WP_032853071.1_2706	86.774	310	310
WP_004434524.1	lcl|NZ_JADDWJ010000036.1_cds_WP_002741402.1_1801	38.614	303	310
WP_004434524.1	lcl|NZ_JADDWJ010000019.1_cds_WP_002727287.1_740	27.036	307	310
WP_004434524.1	lcl|NZ_JADDWJ010000003.1_cds_WP_002727177.1_1993	28.571	133	310
WP_004434524.1	lcl|NZ_JADDWJ010000005.1_cds_WP_032853071.1_2706	86.774	310	310
WP_004434524.1	lcl|NZ_JADDWJ010000036.1_cds_WP_002741402.1_1801	38.614	303	310
WP_004434524.1	lcl|NZ_JADDWJ010000019.1_cds_WP_002727287.1_740	27.036	307	310
WP_004434524.1	lcl|NZ_JADDWJ010000003.1_cds_WP_002727177.1_1993	28.571	133	310
WP_004434516.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740848.1_2707	96.591	264	264
WP_004421278.1	lcl|NZ_JADDWJ010000005.1_cds_WP_032853450.1_2708	95.385	130	130
WP_004434893.1	lcl|NZ_JADDWJ010000005.1_cds_WP_004777167.1_2709	94.444	144	144
WP_004434893.1	lcl|NZ_JADDWJ010000019.1_cds_WP_026054147.1_749	39.683	63	144
WP_004421361.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740917.1_2710	95.928	221	221
WP_004421361.1	lcl|NZ_JADDWJ010000017.1_cds_WP_011671435.1_602	28.205	78	221
WP_004421361.1	lcl|NZ_JADDWJ010000040.1_cds_WP_002727076.1_2080	28.037	107	221
WP_004434567.1	lcl|NZ_JADDWJ010000018.1_cds_WP_002731944.1_674	29.304	273	318
WP_004434567.1	lcl|NZ_JADDWJ010000013.1_cds_WP_002723163.1_337	29.858	211	318
WP_004434567.1	lcl|NZ_JADDWJ010000009.1_cds_WP_002726501.1_3359	24.561	228	318
WP_004434567.1	lcl|NZ_JADDWJ010000003.1_cds_WP_002727159.1_2031	29.302	215	318
WP_004434567.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002742128.1_2785	32.609	92	318
WP_004434567.1	lcl|NZ_JADDWJ010000030.1_cds_WP_002743863.1_1589	28.235	170	318
WP_004434567.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002742120.1_2786	30.108	93	318
WP_004434810.1	lcl|NZ_JADDWJ010000068.1_cds_WP_016749152.1_2931	25.532	94	242
WP_004434810.1	lcl|NZ_JADDWJ010000002.1_cds_WP_032853239.1_1461	23.214	112	242
WP_004434810.1	lcl|NZ_JADDWJ010000040.1_cds_WP_002740458.1_2079	24.706	85	242
WP_004434771.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733534.1_2698	29.552	335	333
WP_004434771.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740024.1_2789	25.513	341	333
WP_004434771.1	lcl|NZ_JADDWJ010000017.1_cds_WP_002722638.1_631	25.806	341	333
WP_004434771.1	lcl|NZ_JADDWJ010000006.1_cds_WP_002728309.1_3052	24.540	326	333
WP_004434771.1	lcl|NZ_JADDWJ010000030.1_cds_WP_002743770.1_1590	24.786	351	333
WP_004434771.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733638.1_2735	26.629	353	333
WP_004434771.1	lcl|NZ_JADDWJ010000006.1_cds_WP_002728316.1_3049	30.769	156	333
WP_004434771.1	lcl|NZ_JADDWJ010000076.1_cds_WP_002741146.1_3110	24.000	300	333
WP_004434771.1	lcl|NZ_JADDWJ010000060.1_cds_WP_002740236.1_2798	26.271	236	333
WP_004434771.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740721.1_2701	28.372	215	333
WP_004434771.1	lcl|NZ_JADDWJ010000005.1_cds_WP_016749081.1_2727	25.974	231	333
WP_004434771.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733757.1_2762	26.946	167	333
WP_004434771.1	lcl|NZ_JADDWJ010000039.1_cds_WP_002739707.1_1928	25.000	192	333
WP_004434771.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002744551.1_2729	29.167	216	333
WP_004434442.1	lcl|NZ_JADDWJ010000005.1_cds_WP_193810172.1_2795	92.647	68	87
WP_004434442.1	lcl|NZ_JADDWJ010000011.1_cds_WP_016762595.1_115	71.111	45	87
WP_004434442.1	lcl|NZ_JADDWJ010000005.1_cds_WP_139363593.1_2745	51.351	74	87
WP_004434442.1	lcl|NZ_JADDWJ010000068.1_cds_WP_134771539.1_2922	51.351	74	87
WP_004434442.1	lcl|NZ_JADDWJ010000043.1_cds_IQA80_RS13710_2168	45.070	71	87
WP_061231972.1	lcl|NZ_JADDWJ010000068.1_cds_WP_228003619.1_2928	89.535	86	103
WP_061231972.1	lcl|NZ_JADDWJ010000125.1_cds_WP_322619329.1_293	95.745	47	103
WP_061231972.1	lcl|NZ_JADDWJ010000005.1_cds_WP_139363593.1_2745	35.417	96	103
WP_061231972.1	lcl|NZ_JADDWJ010000068.1_cds_WP_134771539.1_2922	34.375	96	103
WP_061231972.1	lcl|NZ_JADDWJ010000030.1_cds_IQA80_RS11450_1576	32.979	94	103
WP_061231972.1	lcl|NZ_JADDWJ010000043.1_cds_IQA80_RS13715_2169	70.000	20	103
WP_061231972.1	lcl|NZ_JADDWJ010000011.1_cds_WP_016762595.1_115	71.429	21	103
WP_004434732.1	lcl|NZ_JADDWJ010000005.1_cds_WP_230456811.1_2713	31.068	103	186
WP_243829360.1	lcl|NZ_JADDWJ010000039.1_cds_IQA80_RS13080_1906	84.746	59	57
WP_232417461.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740804.1_2719	25.368	272	390
WP_004434624.1	lcl|NZ_JADDWJ010000005.1_cds_IQA80_RS17075_2711	47.305	167	229
WP_004434624.1	lcl|NZ_JADDWJ010000005.1_cds_IQA80_RS17075_2711	68.571	35	229
WP_004434477.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733579.1_2695	22.932	266	294
WP_004434477.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733534.1_2698	27.064	218	294
WP_004434477.1	lcl|NZ_JADDWJ010000060.1_cds_WP_002740236.1_2798	27.473	182	294
WP_004434477.1	lcl|NZ_JADDWJ010000007.1_cds_WP_002732331.1_3137	28.319	113	294
WP_004434477.1	lcl|NZ_JADDWJ010000076.1_cds_WP_002741146.1_3110	26.415	212	294
WP_004434477.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740024.1_2789	23.280	189	294
WP_004434477.1	lcl|NZ_JADDWJ010000017.1_cds_WP_002722638.1_631	26.582	158	294
WP_004434477.1	lcl|NZ_JADDWJ010000006.1_cds_WP_002728309.1_3052	25.714	175	294
WP_004434773.1	lcl|NZ_JADDWJ010000017.1_cds_WP_002727846.1_596	24.286	140	174
WP_004434738.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740977.1_2722	28.537	410	416
WP_004434568.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740861.1_2703	36.095	338	361
WP_004434568.1	lcl|NZ_JADDWJ010000024.1_cds_WP_002728994.1_1171	30.303	396	361
WP_004434568.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733737.1_2723	31.935	310	361
WP_004434568.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740826.1_2702	30.812	357	361
WP_004434568.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740294.1_2783	28.652	356	361
WP_004434568.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733599.1_2736	26.302	384	361
WP_004434568.1	lcl|NZ_JADDWJ010000007.1_cds_WP_002724641.1_3138	23.140	363	361
WP_004434462.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002733696.1_2737	24.074	108	233
WP_004434462.1	lcl|NZ_JADDWJ010000017.1_cds_WP_002727844.1_619	29.474	95	233
WP_232436020.1	lcl|NZ_JADDWJ010000017.1_cds_WP_002727844.1_619	35.294	51	167
WP_004434874.1	lcl|NZ_JADDWJ010000067.1_cds_WP_002742222.1_2914	39.382	259	592
WP_004434874.1	lcl|NZ_JADDWJ010000001.1_cds_WP_002723347.1_766	38.174	241	592
WP_004434874.1	lcl|NZ_JADDWJ010000031.1_cds_WP_002741286.1_1644	31.903	373	592
WP_004434874.1	lcl|NZ_JADDWJ010000005.1_cds_WP_002740724.1_2720	35.193	233	592
WP_004434874.1	lcl|NZ_JADDWJ010000005.1_cds_IQA80_RS03060_2731	36.797	231	592
WP_004434874.1	lcl|NZ_JADDWJ010000054.1_cds_WP_002738485.1_2593	31.401	207	592
WP_004434874.1	lcl|NZ_JADDWJ010000008.1_cds_WP_002739451.1_3309	28.205	234	592
WP_004434874.1	lcl|NZ_JADDWJ010000010.1_cds_WP_032854486.1_83	30.952	210	592
WP_004434874.1	lcl|NZ_JADDWJ010000002.1_cds_WP_002734207.1_1494	29.956	227	592
WP_004434874.1	lcl|NZ_JADDWJ010000009.1_cds_WP_002726143.1_3378	28.761	226	592
WP_004434874.1	lcl|NZ_JADDWJ010000032.1_cds_WP_032853264.1_1688	25.541	231	592
