WP_004421256.1	lcl|NZ_JASEXM010000033.1_cds_WP_004462903.1_2181	94.186	86	106
WP_004421326.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472299.1_2180	92.903	310	314
WP_004421326.1	lcl|NZ_JASEXM010000003.1_cds_WP_004461583.1_329	25.697	323	314
WP_004421326.1	lcl|NZ_JASEXM010000033.1_cds_WP_004479538.1_2177	26.119	268	314
WP_004421326.1	lcl|NZ_JASEXM010000250.1_cds_WP_282987555.1_3683	22.527	182	314
WP_004421326.1	lcl|NZ_JASEXM010000050.1_cds_WP_282987175.1_2778	23.793	290	314
WP_004421326.1	lcl|NZ_JASEXM010000008.1_cds_WP_004468319.1_873	21.649	194	314
WP_004421326.1	lcl|NZ_JASEXM010000007.1_cds_WP_004461234.1_752	24.074	216	314
WP_243829361.1	lcl|NZ_JASEXM010000033.1_cds_WP_004479563.1_2179	84.384	365	365
WP_004421442.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472170.1_2178	95.676	185	185
WP_004421442.1	lcl|NZ_JASEXM010000001.1_cds_WP_004460143.1_105	33.562	146	185
WP_004421375.1	lcl|NZ_JASEXM010000033.1_cds_WP_004479538.1_2177	94.207	328	329
WP_004421375.1	lcl|NZ_JASEXM010000003.1_cds_WP_004461583.1_329	29.841	315	329
WP_004421375.1	lcl|NZ_JASEXM010000050.1_cds_WP_282987175.1_2778	30.240	334	329
WP_004421375.1	lcl|NZ_JASEXM010000007.1_cds_WP_004461234.1_752	32.154	311	329
WP_004421375.1	lcl|NZ_JASEXM010000250.1_cds_WP_282987555.1_3683	30.400	250	329
WP_004421375.1	lcl|NZ_JASEXM010000010.1_cds_WP_004487738.1_1110	30.462	325	329
WP_004421375.1	lcl|NZ_JASEXM010000007.1_cds_WP_004467290.1_749	28.882	322	329
WP_004421375.1	lcl|NZ_JASEXM010000008.1_cds_WP_004468319.1_873	26.686	341	329
WP_004421375.1	lcl|NZ_JASEXM010000033.1_cds_WP_020783865.1_2174	30.980	255	329
WP_004421375.1	lcl|NZ_JASEXM010000061.1_cds_WP_282987224.1_3007	26.549	339	329
WP_004421375.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472299.1_2180	25.397	315	329
WP_004421375.1	lcl|NZ_JASEXM010000050.1_cds_WP_004472277.1_2796	27.801	241	329
WP_004421375.1	lcl|NZ_JASEXM010000116.1_cds_WP_004464543.1_3536	27.652	264	329
WP_004421375.1	lcl|NZ_JASEXM010000023.1_cds_WP_004459320.1_1801	27.273	286	329
WP_004421375.1	lcl|NZ_JASEXM010000073.1_cds_WP_004471043.1_3127	24.169	331	329
WP_004421375.1	lcl|NZ_JASEXM010000178.1_cds_WP_282987503.1_3788	30.275	109	329
WP_004421408.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472235.1_2176	91.011	267	267
WP_004421408.1	lcl|NZ_JASEXM010000146.1_cds_WP_282965817.1_3689	26.630	184	267
WP_004421408.1	lcl|NZ_JASEXM010000008.1_cds_WP_004466848.1_841	35.455	110	267
WP_004421408.1	lcl|NZ_JASEXM010000050.1_cds_WP_004475142.1_2777	26.842	190	267
WP_004421408.1	lcl|NZ_JASEXM010000007.1_cds_WP_016754360.1_781	37.209	86	267
WP_004421408.1	lcl|NZ_JASEXM010000008.1_cds_WP_061206628.1_874	25.000	188	267
WP_004420971.1	lcl|NZ_JASEXM010000033.1_cds_WP_020783862.1_2175	87.623	509	510
WP_004420971.1	lcl|NZ_JASEXM010000021.1_cds_WP_282986962.1_1696	27.523	327	510
WP_004420971.1	lcl|NZ_JASEXM010000021.1_cds_WP_004460640.1_1697	32.609	92	510
WP_004420971.1	lcl|NZ_JASEXM010000033.1_cds_WP_020783862.1_2175	87.623	509	510
WP_004420971.1	lcl|NZ_JASEXM010000021.1_cds_WP_282986962.1_1696	27.523	327	510
WP_004420971.1	lcl|NZ_JASEXM010000021.1_cds_WP_004460640.1_1697	32.609	92	510
WP_004421253.1	lcl|NZ_JASEXM010000033.1_cds_WP_020783865.1_2174	92.727	330	330
WP_004421253.1	lcl|NZ_JASEXM010000033.1_cds_WP_004479538.1_2177	29.316	307	330
WP_004421253.1	lcl|NZ_JASEXM010000007.1_cds_WP_004461234.1_752	26.374	273	330
WP_004421253.1	lcl|NZ_JASEXM010000003.1_cds_WP_004461583.1_329	28.986	276	330
WP_004421253.1	lcl|NZ_JASEXM010000050.1_cds_WP_282987175.1_2778	26.126	333	330
WP_004421253.1	lcl|NZ_JASEXM010000250.1_cds_WP_282987555.1_3683	24.096	249	330
WP_004421253.1	lcl|NZ_JASEXM010000073.1_cds_WP_004471043.1_3127	25.926	243	330
WP_004421253.1	lcl|NZ_JASEXM010000061.1_cds_WP_282987224.1_3007	25.676	222	330
WP_004421253.1	lcl|NZ_JASEXM010000010.1_cds_WP_004487738.1_1110	29.482	251	330
WP_004421253.1	lcl|NZ_JASEXM010000008.1_cds_WP_004468319.1_873	24.460	139	330
WP_004421253.1	lcl|NZ_JASEXM010000142.1_cds_WP_282987448.1_3672	26.351	148	330
WP_004421253.1	lcl|NZ_JASEXM010000116.1_cds_WP_004464543.1_3536	28.462	130	330
WP_004421253.1	lcl|NZ_JASEXM010000012.1_cds_WP_004467770.1_1244	26.562	128	330
