WP_004421256.1	lcl|NZ_LSSR01000011.1_cds_WP_004462903.1_1115	94.186	86	106
WP_004421326.1	lcl|NZ_LSSR01000011.1_cds_WP_004464977.1_1116	92.903	310	314
WP_004421326.1	lcl|NZ_LSSR01000033.1_cds_WP_004476620.1_2418	25.697	323	314
WP_004421326.1	lcl|NZ_LSSR01000011.1_cds_WP_004464967.1_1167	22.662	278	314
WP_004421326.1	lcl|NZ_LSSR01000011.1_cds_WP_004465002.1_1169	23.913	230	314
WP_004421326.1	lcl|NZ_LSSR01000011.1_cds_WP_061526069.1_1190	24.206	252	314
WP_004421326.1	lcl|NZ_LSSR01000009.1_cds_WP_004486477.1_721	21.649	194	314
WP_004421326.1	lcl|NZ_LSSR01000066.1_cds_WP_004461234.1_3301	24.074	216	314
WP_004421442.1	lcl|NZ_LSSR01000011.1_cds_WP_004475196.1_1150	35.593	177	185
WP_004421442.1	lcl|NZ_LSSR01000022.1_cds_WP_004460143.1_2031	33.562	146	185
WP_004421375.1	lcl|NZ_LSSR01000011.1_cds_WP_004464967.1_1167	32.087	321	329
WP_004421375.1	lcl|NZ_LSSR01000033.1_cds_WP_004476620.1_2418	30.159	315	329
WP_004421375.1	lcl|NZ_LSSR01000066.1_cds_WP_004461234.1_3301	32.154	311	329
WP_004421375.1	lcl|NZ_LSSR01000011.1_cds_WP_061526069.1_1190	30.448	335	329
WP_004421375.1	lcl|NZ_LSSR01000011.1_cds_WP_004465002.1_1169	30.164	305	329
WP_004421375.1	lcl|NZ_LSSR01000033.1_cds_WP_004484594.1_2301	30.154	325	329
WP_004421375.1	lcl|NZ_LSSR01000066.1_cds_WP_004469301.1_3304	29.091	330	329
WP_004421375.1	lcl|NZ_LSSR01000009.1_cds_WP_004486477.1_721	26.686	341	329
WP_004421375.1	lcl|NZ_LSSR01000077.1_cds_WP_032916356.1_3415	26.254	339	329
WP_004421375.1	lcl|NZ_LSSR01000011.1_cds_WP_004464977.1_1116	25.397	315	329
WP_004421375.1	lcl|NZ_LSSR01000022.1_cds_WP_004483289.1_1838	27.273	264	329
WP_004421375.1	lcl|NZ_LSSR01000011.1_cds_WP_004465101.1_1171	27.305	282	329
WP_004421375.1	lcl|NZ_LSSR01000077.1_cds_WP_004485000.1_3469	29.412	170	329
WP_004421375.1	lcl|NZ_LSSR01000033.1_cds_WP_004476349.1_2513	23.867	331	329
WP_004421408.1	lcl|NZ_LSSR01000011.1_cds_WP_004475169.1_1168	26.423	246	267
WP_004421408.1	lcl|NZ_LSSR01000009.1_cds_WP_004484915.1_756	35.455	110	267
WP_004421408.1	lcl|NZ_LSSR01000011.1_cds_WP_004483056.1_1191	26.842	190	267
WP_004421408.1	lcl|NZ_LSSR01000066.1_cds_WP_016754360.1_3272	37.209	86	267
WP_004421408.1	lcl|NZ_LSSR01000009.1_cds_WP_004477855.1_720	25.389	193	267
WP_004420971.1	lcl|NZ_LSSR01000002.1_cds_WP_004463881.1_154	27.523	327	510
WP_004420971.1	lcl|NZ_LSSR01000002.1_cds_WP_004460640.1_155	32.609	92	510
WP_004420971.1	lcl|NZ_LSSR01000002.1_cds_WP_004463881.1_154	27.523	327	510
WP_004420971.1	lcl|NZ_LSSR01000002.1_cds_WP_004460640.1_155	32.609	92	510
WP_004421253.1	lcl|NZ_LSSR01000066.1_cds_WP_004461234.1_3301	26.374	273	330
WP_004421253.1	lcl|NZ_LSSR01000011.1_cds_WP_004464967.1_1167	22.711	273	330
WP_004421253.1	lcl|NZ_LSSR01000033.1_cds_WP_004476620.1_2418	28.986	276	330
WP_004421253.1	lcl|NZ_LSSR01000011.1_cds_WP_061526069.1_1190	26.126	333	330
WP_004421253.1	lcl|NZ_LSSR01000033.1_cds_WP_004476349.1_2513	25.926	243	330
WP_004421253.1	lcl|NZ_LSSR01000077.1_cds_WP_032916356.1_3415	25.676	222	330
WP_004421253.1	lcl|NZ_LSSR01000033.1_cds_WP_004484594.1_2301	29.675	246	330
WP_004421253.1	lcl|NZ_LSSR01000009.1_cds_WP_004486477.1_721	24.324	148	330
WP_004421253.1	lcl|NZ_LSSR01000022.1_cds_WP_004483289.1_1838	30.769	130	330
WP_004421253.1	lcl|NZ_LSSR01000044.1_cds_WP_004467770.1_2753	26.562	128	330
WP_004421253.1	lcl|NZ_LSSR01000066.1_cds_WP_004469301.1_3304	28.000	150	330
WP_004434729.1	lcl|NZ_LSSR01000014.1_cds_WP_004457662.1_1473	40.741	243	265
WP_004434524.1	lcl|NZ_LSSR01000016.1_cds_WP_004474516.1_1531	39.085	284	310
WP_004434524.1	lcl|NZ_LSSR01000008.1_cds_WP_004461490.1_646	26.299	308	310
WP_004434524.1	lcl|NZ_LSSR01000022.1_cds_WP_004462208.1_1804	27.820	133	310
WP_004434524.1	lcl|NZ_LSSR01000016.1_cds_WP_004474516.1_1531	39.085	284	310
WP_004434524.1	lcl|NZ_LSSR01000008.1_cds_WP_004461490.1_646	26.299	308	310
WP_004434524.1	lcl|NZ_LSSR01000022.1_cds_WP_004462208.1_1804	27.820	133	310
WP_004434893.1	lcl|NZ_LSSR01000008.1_cds_WP_004462309.1_673	41.270	63	144
WP_004421361.1	lcl|NZ_LSSR01000010.1_cds_WP_004462594.1_787	27.723	101	221
