WP_004421256.1	lcl|NZ_AHPW01000048.1_cds_WP_000340715.1_3093	98.837	86	106
WP_004421326.1	lcl|NZ_AHPW01000048.1_cds_WP_000712242.1_3094	93.949	314	314
WP_004421326.1	lcl|NZ_AHPW01000045.1_cds_WP_000744700.1_3305	25.926	324	314
WP_004421326.1	lcl|NZ_AHPW01000048.1_cds_WP_000646251.1_3097	26.119	268	314
WP_004421326.1	lcl|NZ_AHPW01000048.1_cds_WP_000600890.1_3127	26.425	193	314
WP_004421326.1	lcl|NZ_AHPW01000048.1_cds_WP_000723092.1_3178	22.837	289	314
WP_004421326.1	lcl|NZ_AHPW01000048.1_cds_WP_000025485.1_3121	22.601	323	314
WP_004421326.1	lcl|NZ_AHPW01000048.1_cds_WP_001067557.1_3100	25.000	328	314
WP_243829361.1	lcl|NZ_AHPW01000048.1_cds_WP_000604524.1_3095	90.685	365	365
WP_004421442.1	lcl|NZ_AHPW01000048.1_cds_WP_000884059.1_3096	96.216	185	185
WP_004421442.1	lcl|NZ_AHPW01000041.1_cds_WP_000351733.1_3519	39.286	140	185
WP_004421375.1	lcl|NZ_AHPW01000048.1_cds_WP_000646251.1_3097	97.264	329	329
WP_004421375.1	lcl|NZ_AHPW01000045.1_cds_WP_000744700.1_3305	32.381	315	329
WP_004421375.1	lcl|NZ_AHPW01000048.1_cds_WP_000723092.1_3178	30.448	335	329
WP_004421375.1	lcl|NZ_AHPW01000048.1_cds_WP_000600890.1_3127	31.661	319	329
WP_004421375.1	lcl|NZ_AHPW01000228.1_cds_WP_001984071.1_688	31.935	310	329
WP_004421375.1	lcl|NZ_AHPW01000309.1_cds_WP_000649925.1_291	30.031	323	329
WP_004421375.1	lcl|NZ_AHPW01000242.1_cds_WP_000709511.1_541	28.788	330	329
WP_004421375.1	lcl|NZ_AHPW01000048.1_cds_WP_000601375.1_3153	25.667	300	329
WP_004421375.1	lcl|NZ_AHPW01000139.1_cds_WP_000688694.1_2102	29.348	276	329
WP_004421375.1	lcl|NZ_AHPW01000048.1_cds_WP_001067557.1_3100	29.804	255	329
WP_004421375.1	lcl|NZ_AHPW01000048.1_cds_WP_002079020.1_3123	29.889	271	329
WP_004421375.1	lcl|NZ_AHPW01000048.1_cds_WP_000025485.1_3121	24.921	317	329
WP_004421375.1	lcl|NZ_AHPW01000048.1_cds_WP_000712242.1_3094	26.101	318	329
WP_004421375.1	lcl|NZ_AHPW01000048.1_cds_WP_000475904.1_3161	27.737	274	329
WP_004421375.1	lcl|NZ_AHPW01000106.1_cds_WP_001074784.1_2284	28.302	265	329
WP_004421375.1	lcl|NZ_AHPW01000043.1_cds_WP_001003556.1_3397	24.699	332	329
WP_004421375.1	lcl|NZ_AHPW01000048.1_cds_WP_000487322.1_3151	27.077	325	329
WP_004421408.1	lcl|NZ_AHPW01000048.1_cds_WP_000774260.1_3098	94.757	267	267
WP_004421408.1	lcl|NZ_AHPW01000048.1_cds_WP_000859505.1_3150	27.885	208	267
WP_004421408.1	lcl|NZ_AHPW01000048.1_cds_WP_000800438.1_3132	26.702	191	267
WP_004421408.1	lcl|NZ_AHPW01000048.1_cds_WP_000842260.1_3179	26.842	190	267
WP_004421408.1	lcl|NZ_AHPW01000056.1_cds_WP_000667727.1_2845	33.636	110	267
WP_004421408.1	lcl|NZ_AHPW01000037.1_cds_WP_000805357.1_3636	33.333	102	267
WP_004420971.1	lcl|NZ_AHPW01000048.1_cds_WP_000612792.1_3099	95.098	510	510
WP_004420971.1	lcl|NZ_AHPW01000183.1_cds_WP_000291586.1_1335	27.077	325	510
WP_004420971.1	lcl|NZ_AHPW01000183.1_cds_WP_000364507.1_1334	31.111	90	510
WP_004420971.1	lcl|NZ_AHPW01000048.1_cds_WP_000612792.1_3099	95.098	510	510
WP_004420971.1	lcl|NZ_AHPW01000183.1_cds_WP_000291586.1_1335	27.077	325	510
WP_004420971.1	lcl|NZ_AHPW01000183.1_cds_WP_000364507.1_1334	31.111	90	510
WP_004421253.1	lcl|NZ_AHPW01000048.1_cds_WP_001067557.1_3100	96.364	330	330
WP_004421253.1	lcl|NZ_AHPW01000048.1_cds_WP_002079020.1_3123	28.866	291	330
WP_004421253.1	lcl|NZ_AHPW01000048.1_cds_WP_000646251.1_3097	28.990	307	330
WP_004421253.1	lcl|NZ_AHPW01000048.1_cds_WP_000600890.1_3127	26.692	266	330
WP_004421253.1	lcl|NZ_AHPW01000228.1_cds_WP_001984071.1_688	26.199	271	330
WP_004421253.1	lcl|NZ_AHPW01000048.1_cds_WP_000025485.1_3121	30.317	221	330
WP_004421253.1	lcl|NZ_AHPW01000045.1_cds_WP_000744700.1_3305	26.899	316	330
WP_004421253.1	lcl|NZ_AHPW01000048.1_cds_WP_000723092.1_3178	24.096	332	330
WP_004421253.1	lcl|NZ_AHPW01000043.1_cds_WP_001003556.1_3397	29.218	243	330
WP_004421253.1	lcl|NZ_AHPW01000309.1_cds_WP_000649925.1_291	29.688	256	330
WP_004421253.1	lcl|NZ_AHPW01000139.1_cds_WP_000688694.1_2102	26.577	222	330
WP_004421253.1	lcl|NZ_AHPW01000048.1_cds_WP_000601375.1_3153	25.725	276	330
WP_004421253.1	lcl|NZ_AHPW01000242.1_cds_WP_000709511.1_541	28.000	150	330
WP_004421253.1	lcl|NZ_AHPW01000205.1_cds_WP_000457972.1_930	25.000	128	330
WP_004435000.1	lcl|NZ_AHPW01000048.1_cds_WP_000689746.1_3103	37.430	537	535
WP_004435000.1	lcl|NZ_AHPW01000048.1_cds_WP_000689746.1_3103	37.430	537	535
WP_004434729.1	lcl|NZ_AHPW01000048.1_cds_WP_000342716.1_3104	66.667	264	265
WP_004434729.1	lcl|NZ_AHPW01000171.1_cds_WP_001002663.1_1491	40.741	243	265
WP_004434524.1	lcl|NZ_AHPW01000048.1_cds_WP_001246617.1_3105	82.903	310	310
WP_004434524.1	lcl|NZ_AHPW01000164.1_cds_WP_000501205.1_1607	36.964	303	310
WP_004434524.1	lcl|NZ_AHPW01000008.1_cds_WP_001183719.1_3822	28.571	273	310
WP_004434524.1	lcl|NZ_AHPW01000150.1_cds_WP_000279894.1_1860	27.068	133	310
WP_004434524.1	lcl|NZ_AHPW01000048.1_cds_WP_001246617.1_3105	82.903	310	310
WP_004434524.1	lcl|NZ_AHPW01000164.1_cds_WP_000501205.1_1607	36.964	303	310
WP_004434524.1	lcl|NZ_AHPW01000008.1_cds_WP_001183719.1_3822	28.571	273	310
WP_004434524.1	lcl|NZ_AHPW01000150.1_cds_WP_000279894.1_1860	27.068	133	310
WP_004434516.1	lcl|NZ_AHPW01000048.1_cds_WP_000479980.1_3106	95.455	264	264
WP_004421278.1	lcl|NZ_AHPW01000048.1_cds_WP_000715958.1_3107	93.023	129	130
WP_004434893.1	lcl|NZ_AHPW01000048.1_cds_WP_001088866.1_3108	93.056	144	144
WP_004434893.1	lcl|NZ_AHPW01000158.1_cds_WP_002069656.1_1676	41.071	56	144
WP_004421361.1	lcl|NZ_AHPW01000048.1_cds_WP_000517242.1_3109	94.118	221	221
WP_004421361.1	lcl|NZ_AHPW01000045.1_cds_WP_001082178.1_3333	29.487	78	221
WP_004421361.1	lcl|NZ_AHPW01000243.1_cds_WP_001069832.1_534	28.440	109	221
WP_004434567.1	lcl|NZ_AHPW01000057.1_cds_WP_000840860.1_2821	30.037	273	318
WP_004434567.1	lcl|NZ_AHPW01000037.1_cds_WP_000868621.1_3658	30.047	213	318
WP_004434567.1	lcl|NZ_AHPW01000011.1_cds_WP_000728671.1_3785	26.778	239	318
WP_004434567.1	lcl|NZ_AHPW01000048.1_cds_WP_000282881.1_3174	33.333	93	318
WP_004434810.1	lcl|NZ_AHPW01000179.1_cds_WP_000402845.1_1368	25.773	97	242
WP_004434810.1	lcl|NZ_AHPW01000243.1_cds_WP_000347675.1_533	25.157	159	242
WP_004434771.1	lcl|NZ_AHPW01000048.1_cds_WP_000646251.1_3097	29.851	335	333
WP_004434771.1	lcl|NZ_AHPW01000048.1_cds_WP_000723092.1_3178	26.879	346	333
WP_004434771.1	lcl|NZ_AHPW01000048.1_cds_WP_000600890.1_3127	29.778	225	333
WP_004434771.1	lcl|NZ_AHPW01000228.1_cds_WP_001984071.1_688	26.453	344	333
WP_004434771.1	lcl|NZ_AHPW01000045.1_cds_WP_000744700.1_3305	24.556	338	333
WP_004434771.1	lcl|NZ_AHPW01000242.1_cds_WP_000709511.1_541	30.769	156	333
WP_004434771.1	lcl|NZ_AHPW01000309.1_cds_WP_000649925.1_291	28.402	169	333
WP_004434771.1	lcl|NZ_AHPW01000048.1_cds_WP_000025485.1_3121	26.407	231	333
WP_004434771.1	lcl|NZ_AHPW01000048.1_cds_WP_001067557.1_3100	27.907	215	333
WP_004434771.1	lcl|NZ_AHPW01000106.1_cds_WP_001074784.1_2284	26.582	237	333
WP_004434771.1	lcl|NZ_AHPW01000048.1_cds_WP_000487322.1_3151	27.545	167	333
WP_004434771.1	lcl|NZ_AHPW01000205.1_cds_WP_000457972.1_930	25.197	127	333
WP_004434771.1	lcl|NZ_AHPW01000048.1_cds_WP_002079020.1_3123	30.093	216	333
WP_004434771.1	lcl|NZ_AHPW01000043.1_cds_WP_001003556.1_3397	26.291	213	333
WP_004434442.1	lcl|NZ_AHPW01000095.1_cds_LEP2GSC031_RS1000000128385_2376	52.273	44	87
WP_061231972.1	lcl|NZ_AHPW01000095.1_cds_LEP2GSC031_RS0108865_2375	40.000	70	103
WP_004434732.1	lcl|NZ_AHPW01000048.1_cds_WP_002082140.1_3139	29.524	105	186
WP_004434732.1	lcl|NZ_AHPW01000048.1_cds_WP_002095414.1_3112	30.612	98	186
WP_243829360.1	lcl|NZ_AHPW01000317.1_cds_WP_000801548.1_119	84.746	59	57
WP_232417461.1	lcl|NZ_AHPW01000048.1_cds_WP_000667982.1_3115	23.377	231	390
WP_004434624.1	lcl|NZ_AHPW01000048.1_cds_WP_002095391.1_3110	51.592	157	229
WP_004434624.1	lcl|NZ_AHPW01000084.1_cds_WP_000283289.1_2536	22.321	112	229
WP_004434477.1	lcl|NZ_AHPW01000048.1_cds_WP_000646251.1_3097	26.697	221	294
WP_004434477.1	lcl|NZ_AHPW01000048.1_cds_WP_000712242.1_3094	22.556	266	294
WP_004434477.1	lcl|NZ_AHPW01000045.1_cds_WP_000744700.1_3305	28.025	157	294
WP_004434477.1	lcl|NZ_AHPW01000048.1_cds_WP_000723092.1_3178	22.632	190	294
WP_004434477.1	lcl|NZ_AHPW01000106.1_cds_WP_001074784.1_2284	24.699	166	294
WP_004434477.1	lcl|NZ_AHPW01000139.1_cds_WP_000688694.1_2102	29.204	113	294
WP_004434773.1	lcl|NZ_AHPW01000045.1_cds_WP_001206947.1_3340	24.286	140	174
WP_004434738.1	lcl|NZ_AHPW01000048.1_cds_WP_000815073.1_3116	29.064	406	416
WP_004434568.1	lcl|NZ_AHPW01000048.1_cds_WP_000608287.1_3102	35.799	338	361
WP_004434568.1	lcl|NZ_AHPW01000139.1_cds_WP_001281953.1_2086	30.435	391	361
WP_004434568.1	lcl|NZ_AHPW01000048.1_cds_WP_000947842.1_3128	35.600	250	361
WP_004434568.1	lcl|NZ_AHPW01000048.1_cds_WP_000575398.1_3117	31.935	310	361
WP_004434568.1	lcl|NZ_AHPW01000048.1_cds_WP_000575178.1_3172	32.950	261	361
WP_004434568.1	lcl|NZ_AHPW01000048.1_cds_WP_001198107.1_3101	36.842	228	361
WP_004434568.1	lcl|NZ_AHPW01000048.1_cds_WP_000346036.1_3135	29.433	282	361
WP_004434568.1	lcl|NZ_AHPW01000068.1_cds_WP_001982414.1_2643	23.691	363	361
WP_004434462.1	lcl|NZ_AHPW01000060.1_cds_WP_000007746.1_2774	74.779	226	233
WP_004434462.1	lcl|NZ_AHPW01000045.1_cds_WP_000462634.1_3315	31.579	95	233
WP_004434462.1	lcl|NZ_AHPW01000048.1_cds_WP_000516589.1_3129	22.794	136	233
WP_004434462.1	lcl|NZ_AHPW01000186.1_cds_WP_000644956.1_1217	26.667	90	233
WP_232436020.1	lcl|NZ_AHPW01000052.1_cds_WP_001180333.1_2929	45.455	77	167
WP_232436020.1	lcl|NZ_AHPW01000048.1_cds_WP_000231291.1_3142	50.847	59	167
WP_232436020.1	lcl|NZ_AHPW01000060.1_cds_WP_000007746.1_2774	32.456	114	167
WP_232436020.1	lcl|NZ_AHPW01000045.1_cds_WP_000462634.1_3315	32.584	89	167
WP_004434874.1	lcl|NZ_AHPW01000239.1_cds_WP_042710234.1_580	39.768	259	592
WP_004434874.1	lcl|NZ_AHPW01000214.1_cds_WP_000667643.1_837	41.026	234	592
WP_004434874.1	lcl|NZ_AHPW01000177.1_cds_WP_000828456.1_1413	37.727	220	592
WP_004434874.1	lcl|NZ_AHPW01000048.1_cds_WP_000797356.1_3125	36.797	231	592
WP_004434874.1	lcl|NZ_AHPW01000232.1_cds_WP_000510778.1_664	28.992	238	592
WP_004434874.1	lcl|NZ_AHPW01000044.1_cds_WP_000942282.1_3388	30.172	232	592
WP_004434874.1	lcl|NZ_AHPW01000203.1_cds_WP_000619174.1_948	31.646	237	592
WP_004434874.1	lcl|NZ_AHPW01000043.1_cds_WP_001052495.1_3418	26.087	253	592
WP_004434874.1	lcl|NZ_AHPW01000041.1_cds_WP_001089498.1_3520	31.799	239	592
WP_004434874.1	lcl|NZ_AHPW01000215.1_cds_WP_000184524.1_818	28.986	207	592
WP_004434874.1	lcl|NZ_AHPW01000184.1_cds_WP_001161019.1_1275	27.434	226	592
WP_004434874.1	lcl|NZ_AHPW01000041.1_cds_WP_000666552.1_3540	28.326	233	592
WP_004434874.1	lcl|NZ_AHPW01000157.1_cds_WP_001982953.1_1705	26.891	238	592
WP_004434874.1	lcl|NZ_AHPW01000046.1_cds_WP_000598571.1_3250	27.854	219	592
WP_004434874.1	lcl|NZ_AHPW01000051.1_cds_WP_000603361.1_2945	26.549	226	592
WP_004434874.1	lcl|NZ_AHPW01000203.1_cds_WP_000218840.1_947	27.642	246	592
WP_004434874.1	lcl|NZ_AHPW01000113.1_cds_WP_000536746.1_2210	28.251	223	592
WP_004434874.1	lcl|NZ_AHPW01000153.1_cds_WP_000052667.1_1796	26.522	230	592
WP_004434874.1	lcl|NZ_AHPW01000310.1_cds_WP_000590867.1_241	24.675	231	592
WP_004434874.1	lcl|NZ_AHPW01000310.1_cds_WP_000590867.1_241	22.727	154	592
WP_004434874.1	lcl|NZ_AHPW01000183.1_cds_WP_000047473.1_1329	26.168	214	592
WP_004434874.1	lcl|NZ_AHPW01000198.1_cds_WP_001288326.1_1022	26.957	230	592
WP_004434874.1	lcl|NZ_AHPW01000062.1_cds_WP_001141158.1_2738	28.163	245	592
