WP_004421256.1	lcl|NZ_AHOJ02000028.1_cds_WP_004462903.1_1418	94.186	86	106
WP_004421326.1	lcl|NZ_AHOJ02000028.1_cds_WP_004464977.1_1419	92.903	310	314
WP_004421326.1	lcl|NZ_AHOJ02000010.1_cds_WP_004461583.1_2896	25.697	323	314
WP_004421326.1	lcl|NZ_AHOJ02000008.1_cds_WP_004464967.1_3249	22.662	278	314
WP_004421326.1	lcl|NZ_AHOJ02000008.1_cds_WP_004465002.1_3251	23.913	230	314
WP_004421326.1	lcl|NZ_AHOJ02000008.1_cds_WP_004481568.1_3272	24.206	252	314
WP_004421326.1	lcl|NZ_AHOJ02000020.1_cds_WP_004468319.1_2167	21.649	194	314
WP_004421326.1	lcl|NZ_AHOJ02000032.1_cds_WP_004461234.1_748	24.074	216	314
WP_004421442.1	lcl|NZ_AHOJ02000008.1_cds_WP_004475196.1_3232	35.593	177	185
WP_004421442.1	lcl|NZ_AHOJ02000025.1_cds_WP_004460143.1_1639	33.562	146	185
WP_004421375.1	lcl|NZ_AHOJ02000008.1_cds_WP_004464967.1_3249	32.087	321	329
WP_004421375.1	lcl|NZ_AHOJ02000010.1_cds_WP_004461583.1_2896	29.841	315	329
WP_004421375.1	lcl|NZ_AHOJ02000032.1_cds_WP_004461234.1_748	32.154	311	329
WP_004421375.1	lcl|NZ_AHOJ02000008.1_cds_WP_004481568.1_3272	29.641	334	329
WP_004421375.1	lcl|NZ_AHOJ02000008.1_cds_WP_004465002.1_3251	30.164	305	329
WP_004421375.1	lcl|NZ_AHOJ02000032.1_cds_WP_004461242.1_751	29.091	330	329
WP_004421375.1	lcl|NZ_AHOJ02000032.1_cds_WP_004482714.1_449	30.154	325	329
WP_004421375.1	lcl|NZ_AHOJ02000020.1_cds_WP_004468319.1_2167	26.686	341	329
WP_004421375.1	lcl|NZ_AHOJ02000006.1_cds_WP_032916356.1_3428	26.254	339	329
WP_004421375.1	lcl|NZ_AHOJ02000028.1_cds_WP_004464977.1_1419	25.397	315	329
WP_004421375.1	lcl|NZ_AHOJ02000024.1_cds_WP_004470510.1_1951	27.652	264	329
WP_004421375.1	lcl|NZ_AHOJ02000008.1_cds_WP_004481531.1_3253	27.305	282	329
WP_004421375.1	lcl|NZ_AHOJ02000006.1_cds_WP_004459320.1_3372	27.273	286	329
WP_004421375.1	lcl|NZ_AHOJ02000010.1_cds_WP_004477645.1_2995	23.867	331	329
WP_004421408.1	lcl|NZ_AHOJ02000008.1_cds_WP_004475169.1_3250	26.423	246	267
WP_004421408.1	lcl|NZ_AHOJ02000020.1_cds_WP_004474348.1_2202	35.455	110	267
WP_004421408.1	lcl|NZ_AHOJ02000008.1_cds_WP_004476528.1_3273	26.842	190	267
WP_004421408.1	lcl|NZ_AHOJ02000032.1_cds_WP_016754360.1_718	37.209	86	267
WP_004421408.1	lcl|NZ_AHOJ02000020.1_cds_WP_004477855.1_2166	25.389	193	267
WP_004420971.1	lcl|NZ_AHOJ02000030.1_cds_WP_004463881.1_1040	27.523	327	510
WP_004420971.1	lcl|NZ_AHOJ02000030.1_cds_WP_004460640.1_1039	32.609	92	510
WP_004420971.1	lcl|NZ_AHOJ02000030.1_cds_WP_004463881.1_1040	27.523	327	510
WP_004420971.1	lcl|NZ_AHOJ02000030.1_cds_WP_004460640.1_1039	32.609	92	510
WP_004421253.1	lcl|NZ_AHOJ02000032.1_cds_WP_004461234.1_748	26.374	273	330
WP_004421253.1	lcl|NZ_AHOJ02000008.1_cds_WP_004464967.1_3249	22.711	273	330
WP_004421253.1	lcl|NZ_AHOJ02000010.1_cds_WP_004461583.1_2896	28.986	276	330
WP_004421253.1	lcl|NZ_AHOJ02000008.1_cds_WP_004481568.1_3272	26.126	333	330
