WP_004421256.1	lcl|NZ_JQRO01000045.1_cds_WP_002614501.1_1719	88.372	86	106
WP_004421326.1	lcl|NZ_JQRO01000045.1_cds_WP_004494857.1_1720	91.290	310	314
WP_004421326.1	lcl|NZ_JQRO01000090.1_cds_WP_061219382.1_2853	22.744	277	314
WP_004421326.1	lcl|NZ_JQRO01000066.1_cds_WP_002615921.1_2327	25.387	323	314
WP_004421326.1	lcl|NZ_JQRO01000011.1_cds_WP_016759276.1_526	24.483	290	314
WP_004421326.1	lcl|NZ_JQRO01000090.1_cds_WP_002614506.1_2855	23.009	226	314
WP_004421326.1	lcl|NZ_JQRO01000122.1_cds_WP_061219479.1_3127	22.508	311	314
WP_004421442.1	lcl|NZ_JQRO01000011.1_cds_WP_002630958.1_418	34.247	146	185
WP_004421442.1	lcl|NZ_JQRO01000090.1_cds_WP_004498097.1_2832	33.898	177	185
WP_004421375.1	lcl|NZ_JQRO01000090.1_cds_WP_061219382.1_2853	31.464	321	329
WP_004421375.1	lcl|NZ_JQRO01000066.1_cds_WP_002615921.1_2327	30.794	315	329
WP_004421375.1	lcl|NZ_JQRO01000011.1_cds_WP_016759276.1_526	29.940	334	329
WP_004421375.1	lcl|NZ_JQRO01000122.1_cds_WP_061219479.1_3127	30.547	311	329
WP_004421375.1	lcl|NZ_JQRO01000090.1_cds_WP_061219379.1_2847	26.990	289	329
WP_004421375.1	lcl|NZ_JQRO01000090.1_cds_WP_002614506.1_2855	30.164	305	329
WP_004421375.1	lcl|NZ_JQRO01000030.1_cds_WP_004498401.1_1098	29.781	319	329
WP_004421375.1	lcl|NZ_JQRO01000049.1_cds_WP_004495465.1_1812	28.882	322	329
WP_004421375.1	lcl|NZ_JQRO01000081.1_cds_WP_061219308.1_2677	26.190	336	329
WP_004421375.1	lcl|NZ_JQRO01000033.1_cds_WP_002619620.1_1152	26.844	339	329
WP_004421375.1	lcl|NZ_JQRO01000045.1_cds_WP_004494857.1_1720	27.778	252	329
WP_004421375.1	lcl|NZ_JQRO01000090.1_cds_WP_002614509.1_2858	28.623	276	329
WP_004421375.1	lcl|NZ_JQRO01000034.1_cds_WP_004496193.1_1208	27.757	263	329
WP_004421375.1	lcl|NZ_JQRO01000088.1_cds_WP_004495316.1_2808	28.824	170	329
WP_004421375.1	lcl|NZ_JQRO01000067.1_cds_WP_002615392.1_2366	23.263	331	329
WP_004421375.1	lcl|NZ_JQRO01000090.1_cds_WP_002632185.1_2845	33.913	115	329
WP_004421408.1	lcl|NZ_JQRO01000090.1_cds_WP_020781937.1_2854	26.122	245	267
WP_004421408.1	lcl|NZ_JQRO01000090.1_cds_WP_002632186.1_2844	27.273	209	267
WP_004421408.1	lcl|NZ_JQRO01000074.1_cds_WP_061219264.1_2537	29.442	197	267
WP_004421408.1	lcl|NZ_JQRO01000011.1_cds_WP_002620407.1_525	26.842	190	267
WP_004421408.1	lcl|NZ_JQRO01000081.1_cds_WP_004495535.1_2676	25.000	188	267
WP_004421408.1	lcl|NZ_JQRO01000002.1_cds_WP_026054267.1_51	33.333	102	267
WP_004420971.1	lcl|NZ_JQRO01000034.1_cds_WP_004503246.1_1278	26.524	328	510
WP_004420971.1	lcl|NZ_JQRO01000034.1_cds_WP_061216517.1_1277	29.348	92	510
WP_004420971.1	lcl|NZ_JQRO01000034.1_cds_WP_004503246.1_1278	26.524	328	510
WP_004420971.1	lcl|NZ_JQRO01000034.1_cds_WP_061216517.1_1277	29.348	92	510
WP_004421253.1	lcl|NZ_JQRO01000122.1_cds_WP_061219479.1_3127	27.106	273	330
WP_004421253.1	lcl|NZ_JQRO01000090.1_cds_WP_061219382.1_2853	23.443	273	330
WP_004421253.1	lcl|NZ_JQRO01000066.1_cds_WP_002615921.1_2327	28.623	276	330
WP_004421253.1	lcl|NZ_JQRO01000011.1_cds_WP_016759276.1_526	25.000	332	330
WP_004421253.1	lcl|NZ_JQRO01000067.1_cds_WP_002615392.1_2366	24.242	264	330
WP_004421253.1	lcl|NZ_JQRO01000033.1_cds_WP_002619620.1_1152	26.407	231	330
WP_004421253.1	lcl|NZ_JQRO01000030.1_cds_WP_004498401.1_1098	30.830	253	330
WP_004421253.1	lcl|NZ_JQRO01000081.1_cds_WP_061219308.1_2677	25.352	142	330
WP_004421253.1	lcl|NZ_JQRO01000034.1_cds_WP_004496193.1_1208	26.531	245	330
WP_004434729.1	lcl|NZ_JQRO01000002.1_cds_WP_004496886.1_105	41.564	243	265
WP_004434524.1	lcl|NZ_JQRO01000051.1_cds_WP_061219052.1_1860	39.249	293	310
WP_004434524.1	lcl|NZ_JQRO01000061.1_cds_WP_002619450.1_2205	27.362	307	310
WP_004434524.1	lcl|NZ_JQRO01000083.1_cds_JF95_RS14105_2726	27.820	133	310
WP_004434524.1	lcl|NZ_JQRO01000051.1_cds_WP_061219052.1_1860	39.249	293	310
WP_004434524.1	lcl|NZ_JQRO01000061.1_cds_WP_002619450.1_2205	27.362	307	310
WP_004434524.1	lcl|NZ_JQRO01000083.1_cds_JF95_RS14105_2726	27.820	133	310
WP_004434893.1	lcl|NZ_JQRO01000061.1_cds_WP_004462309.1_2195	41.270	63	144
WP_004421361.1	lcl|NZ_JQRO01000066.1_cds_WP_061219203.1_2300	28.205	78	221
WP_004421361.1	lcl|NZ_JQRO01000064.1_cds_WP_016758852.1_2267	28.713	101	221
WP_004434567.1	lcl|NZ_JQRO01000076.1_cds_WP_061219297.1_2630	29.670	273	318
WP_004434567.1	lcl|NZ_JQRO01000043.1_cds_WP_002635104.1_1627	30.332	211	318
WP_004434567.1	lcl|NZ_JQRO01000210.1_cds_WP_002617392.1_3628	25.000	228	318
WP_004434567.1	lcl|NZ_JQRO01000139.1_cds_WP_061219537.1_3273	29.767	215	318
WP_004434567.1	lcl|NZ_JQRO01000081.1_cds_WP_061219309.1_2678	28.235	170	318
WP_004434567.1	lcl|NZ_JQRO01000011.1_cds_WP_061218654.1_530	34.783	92	318
WP_004434567.1	lcl|NZ_JQRO01000045.1_cds_WP_004498743.1_1722	29.897	97	318
WP_004434810.1	lcl|NZ_JQRO01000060.1_cds_WP_312845847.1_2145	27.660	94	242
WP_004434810.1	lcl|NZ_JQRO01000082.1_cds_WP_004500927.1_2709	22.321	112	242
WP_004434810.1	lcl|NZ_JQRO01000064.1_cds_WP_002619726.1_2266	24.706	85	242
WP_004434771.1	lcl|NZ_JQRO01000011.1_cds_WP_016759276.1_526	24.706	340	333
WP_004434771.1	lcl|NZ_JQRO01000090.1_cds_WP_061219382.1_2853	24.556	338	333
WP_004434771.1	lcl|NZ_JQRO01000066.1_cds_WP_002615921.1_2327	24.852	338	333
WP_004434771.1	lcl|NZ_JQRO01000122.1_cds_WP_061219479.1_3127	24.566	346	333
WP_004434771.1	lcl|NZ_JQRO01000081.1_cds_WP_061219308.1_2677	24.771	327	333
WP_004434771.1	lcl|NZ_JQRO01000030.1_cds_WP_004498401.1_1098	27.966	236	333
WP_004434771.1	lcl|NZ_JQRO01000034.1_cds_WP_004496193.1_1208	25.656	343	333
WP_004434771.1	lcl|NZ_JQRO01000049.1_cds_WP_004495465.1_1812	30.769	156	333
WP_004434771.1	lcl|NZ_JQRO01000073.1_cds_WP_061219256.1_2518	26.042	192	333
WP_004434771.1	lcl|NZ_JQRO01000090.1_cds_WP_002632185.1_2845	30.973	113	333
WP_004434442.1	lcl|NZ_JQRO01000218.1_cds_WP_155717514.1_3647	34.568	81	87
WP_004434442.1	lcl|NZ_JQRO01000056.1_cds_JF95_RS21605_1997	45.455	77	87
WP_004434442.1	lcl|NZ_JQRO01000157.1_cds_WP_235596355.1_3401	34.940	83	87
WP_004434442.1	lcl|NZ_JQRO01000025.1_cds_JF95_RS19870_808	61.765	34	87
WP_004434442.1	lcl|NZ_JQRO01000119.1_cds_JF95_RS23000_3121	45.098	51	87
WP_004434442.1	lcl|NZ_JQRO01000052.1_cds_WP_155722400.1_1938	60.870	23	87
WP_004434442.1	lcl|NZ_JQRO01000255.1_cds_JF95_RS21275_3723	60.870	23	87
WP_061231972.1	lcl|NZ_JQRO01000099.1_cds_WP_235596336.1_2927	82.759	58	103
WP_061231972.1	lcl|NZ_JQRO01000099.1_cds_WP_235596336.1_2927	69.231	26	103
WP_061231972.1	lcl|NZ_JQRO01000004.1_cds_JF95_RS19590_158	86.667	30	103
WP_061231972.1	lcl|NZ_JQRO01000056.1_cds_JF95_RS21605_1997	34.694	98	103
WP_061231972.1	lcl|NZ_JQRO01000242.1_cds_JF95_RS21260_3699	73.913	23	103
WP_061231972.1	lcl|NZ_JQRO01000001.1_cds_JF95_RS21315_1	73.913	23	103
WP_061231972.1	lcl|NZ_JQRO01000157.1_cds_WP_235596355.1_3401	28.037	107	103
WP_243829360.1	lcl|NZ_JQRO01000001.1_cds_JF95_RS19500_2	84.746	59	57
WP_004434477.1	lcl|NZ_JQRO01000045.1_cds_WP_004494857.1_1720	22.932	266	294
WP_004434477.1	lcl|NZ_JQRO01000034.1_cds_WP_004496193.1_1208	27.607	163	294
WP_004434477.1	lcl|NZ_JQRO01000090.1_cds_WP_002614506.1_2855	25.926	189	294
WP_004434477.1	lcl|NZ_JQRO01000011.1_cds_WP_016759276.1_526	23.711	194	294
WP_004434477.1	lcl|NZ_JQRO01000030.1_cds_WP_004498401.1_1098	25.000	204	294
WP_004434477.1	lcl|NZ_JQRO01000066.1_cds_WP_002615921.1_2327	26.752	157	294
WP_004434477.1	lcl|NZ_JQRO01000033.1_cds_WP_002619620.1_1152	27.434	113	294
WP_004434773.1	lcl|NZ_JQRO01000066.1_cds_WP_051064896.1_2294	24.286	140	174
WP_004434568.1	lcl|NZ_JQRO01000090.1_cds_WP_002630753.1_2826	31.565	377	361
