WP_004421256.1	lcl|NZ_RQFD01000015.1_cds_WP_135594790.1_2675	62.162	74	106
WP_004421326.1	lcl|NZ_RQFD01000015.1_cds_WP_135754333.1_2674	81.847	314	314
WP_004421326.1	lcl|NZ_RQFD01000003.1_cds_WP_135753425.1_911	22.840	324	314
WP_004421326.1	lcl|NZ_RQFD01000015.1_cds_WP_135754283.1_2622	22.383	277	314
WP_004421326.1	lcl|NZ_RQFD01000015.1_cds_WP_135754281.1_2620	22.150	307	314
WP_004421326.1	lcl|NZ_RQFD01000010.1_cds_WP_135753811.1_3270	23.529	170	314
WP_004421326.1	lcl|NZ_RQFD01000008.1_cds_WP_135753584.1_2831	23.438	320	314
WP_004421442.1	lcl|NZ_RQFD01000015.1_cds_WP_135754301.1_2642	31.606	193	185
WP_004421442.1	lcl|NZ_RQFD01000015.1_cds_WP_135754091.1_2231	33.571	140	185
WP_004421375.1	lcl|NZ_RQFD01000015.1_cds_WP_135754283.1_2622	32.399	321	329
WP_004421375.1	lcl|NZ_RQFD01000015.1_cds_WP_135754281.1_2620	31.879	298	329
WP_004421375.1	lcl|NZ_RQFD01000003.1_cds_WP_135753425.1_911	30.573	314	329
WP_004421375.1	lcl|NZ_RQFD01000008.1_cds_WP_135753584.1_2831	30.744	309	329
WP_004421375.1	lcl|NZ_RQFD01000010.1_cds_WP_135753811.1_3270	28.446	341	329
WP_004421375.1	lcl|NZ_RQFD01000008.1_cds_WP_135753675.1_3012	28.438	320	329
WP_004421375.1	lcl|NZ_RQFD01000003.1_cds_WP_135740016.1_938	28.571	308	329
WP_004421375.1	lcl|NZ_RQFD01000015.1_cds_WP_135754333.1_2674	28.616	318	329
WP_004421375.1	lcl|NZ_RQFD01000015.1_cds_WP_135754289.1_2629	22.846	267	329
WP_004421375.1	lcl|NZ_RQFD01000015.1_cds_WP_135754291.1_2632	33.548	155	329
WP_004421375.1	lcl|NZ_RQFD01000013.1_cds_WP_135753867.1_3317	24.701	251	329
WP_004421375.1	lcl|NZ_RQFD01000015.1_cds_WP_135754280.1_2618	25.556	270	329
WP_004421375.1	lcl|NZ_RQFD01000010.1_cds_WP_208730825.1_3259	24.351	308	329
WP_004421375.1	lcl|NZ_RQFD01000015.1_cds_WP_135754253.1_2589	26.354	277	329
WP_004421375.1	lcl|NZ_RQFD01000008.1_cds_WP_135753702.1_3055	23.134	268	329
WP_004421375.1	lcl|NZ_RQFD01000003.1_cds_WP_135753398.1_859	27.811	169	329
WP_004421375.1	lcl|NZ_RQFD01000003.1_cds_WP_135753234.1_570	25.140	179	329
WP_004421408.1	lcl|NZ_RQFD01000015.1_cds_WP_135754282.1_2621	26.939	245	267
WP_004421408.1	lcl|NZ_RQFD01000015.1_cds_WP_135754290.1_2630	27.670	206	267
WP_004421408.1	lcl|NZ_RQFD01000015.1_cds_WP_135754241.1_2528	24.812	266	267
WP_004421408.1	lcl|NZ_RQFD01000008.1_cds_WP_135753645.1_2946	28.736	174	267
WP_004421408.1	lcl|NZ_RQFD01000010.1_cds_WP_135753812.1_3271	25.000	232	267
WP_004420971.1	lcl|NZ_RQFD01000015.1_cds_WP_135754100.1_2253	25.836	329	510
WP_004420971.1	lcl|NZ_RQFD01000015.1_cds_WP_135741940.1_2254	27.358	106	510
WP_004420971.1	lcl|NZ_RQFD01000015.1_cds_WP_135754100.1_2253	25.836	329	510
WP_004420971.1	lcl|NZ_RQFD01000015.1_cds_WP_135741940.1_2254	27.358	106	510
WP_004421253.1	lcl|NZ_RQFD01000003.1_cds_WP_135740016.1_938	29.846	325	330
WP_004421253.1	lcl|NZ_RQFD01000015.1_cds_WP_135754283.1_2622	23.810	273	330
WP_004421253.1	lcl|NZ_RQFD01000003.1_cds_WP_135753425.1_911	29.197	274	330
WP_004421253.1	lcl|NZ_RQFD01000008.1_cds_WP_135753584.1_2831	24.101	278	330
WP_004421253.1	lcl|NZ_RQFD01000013.1_cds_WP_135753867.1_3317	28.571	231	330
WP_004421253.1	lcl|NZ_RQFD01000008.1_cds_WP_135753702.1_3055	25.097	259	330
WP_004421253.1	lcl|NZ_RQFD01000010.1_cds_WP_135753811.1_3270	23.102	303	330
WP_004421253.1	lcl|NZ_RQFD01000015.1_cds_WP_135754289.1_2629	20.833	264	330
WP_004421253.1	lcl|NZ_RQFD01000003.1_cds_WP_135753398.1_859	25.592	211	330
WP_004421253.1	lcl|NZ_RQFD01000008.1_cds_WP_135753675.1_3012	28.000	150	330
WP_004421253.1	lcl|NZ_RQFD01000003.1_cds_WP_135753234.1_570	25.112	223	330
WP_004421253.1	lcl|NZ_RQFD01000015.1_cds_WP_135754333.1_2674	23.077	234	330
WP_004434729.1	lcl|NZ_RQFD01000016.1_cds_WP_135741060.1_1236	39.526	253	265
WP_004434729.1	lcl|NZ_RQFD01000003.1_cds_WP_135753101.1_333	24.706	170	265
WP_004434524.1	lcl|NZ_RQFD01000003.1_cds_WP_135739768.1_666	36.877	301	310
WP_004434524.1	lcl|NZ_RQFD01000003.1_cds_WP_135753101.1_333	29.904	311	310
WP_004434524.1	lcl|NZ_RQFD01000015.1_cds_WP_135741862.1_2167	24.809	262	310
WP_004434524.1	lcl|NZ_RQFD01000003.1_cds_WP_135739768.1_666	36.877	301	310
WP_004434524.1	lcl|NZ_RQFD01000003.1_cds_WP_135753101.1_333	29.904	311	310
WP_004434524.1	lcl|NZ_RQFD01000015.1_cds_WP_135741862.1_2167	24.809	262	310
WP_004434893.1	lcl|NZ_RQFD01000003.1_cds_WP_135740703.1_307	41.270	63	144
WP_004421361.1	lcl|NZ_RQFD01000015.1_cds_WP_135754045.1_2146	28.704	108	221
WP_004421361.1	lcl|NZ_RQFD01000016.1_cds_WP_135754483.1_1183	27.381	84	221
WP_004421361.1	lcl|NZ_RQFD01000010.1_cds_WP_135742641.1_3211	30.303	99	221
WP_004434567.1	lcl|NZ_RQFD01000015.1_cds_WP_135754257.1_2593	31.985	272	318
WP_004434567.1	lcl|NZ_RQFD01000015.1_cds_WP_135754264.1_2601	30.882	204	318
WP_004434567.1	lcl|NZ_RQFD01000003.1_cds_WP_135752929.1_24	27.572	243	318
WP_004434567.1	lcl|NZ_RQFD01000015.1_cds_WP_135754265.1_2602	27.174	92	318
WP_004434810.1	lcl|NZ_RQFD01000016.1_cds_WP_135754839.1_1847	29.762	84	242
WP_004434810.1	lcl|NZ_RQFD01000015.1_cds_WP_208731055.1_2200	25.000	96	242
WP_004434810.1	lcl|NZ_RQFD01000015.1_cds_WP_135754263.1_2600	26.442	208	242
WP_004434771.1	lcl|NZ_RQFD01000015.1_cds_WP_135754283.1_2622	26.163	344	333
WP_004434771.1	lcl|NZ_RQFD01000003.1_cds_WP_135753425.1_911	24.781	343	333
WP_004434771.1	lcl|NZ_RQFD01000008.1_cds_WP_135753584.1_2831	26.730	318	333
WP_004434771.1	lcl|NZ_RQFD01000010.1_cds_WP_135753811.1_3270	24.929	353	333
WP_004434771.1	lcl|NZ_RQFD01000008.1_cds_WP_135753675.1_3012	32.692	156	333
WP_004434771.1	lcl|NZ_RQFD01000003.1_cds_WP_135740016.1_938	28.632	234	333
WP_004434771.1	lcl|NZ_RQFD01000015.1_cds_WP_135754291.1_2632	29.240	171	333
WP_004434771.1	lcl|NZ_RQFD01000013.1_cds_WP_135753867.1_3317	28.218	202	333
WP_004434771.1	lcl|NZ_RQFD01000008.1_cds_WP_135753702.1_3055	26.257	179	333
WP_004434771.1	lcl|NZ_RQFD01000010.1_cds_WP_208730825.1_3259	23.280	189	333
WP_004434771.1	lcl|NZ_RQFD01000003.1_cds_WP_135753234.1_570	28.030	132	333
WP_004434732.1	lcl|NZ_RQFD01000015.1_cds_WP_135754044.1_2145	30.000	80	186
WP_004434477.1	lcl|NZ_RQFD01000015.1_cds_WP_135754333.1_2674	24.242	264	294
WP_004434477.1	lcl|NZ_RQFD01000013.1_cds_WP_135753867.1_3317	25.191	131	294
WP_004434477.1	lcl|NZ_RQFD01000015.1_cds_WP_135754253.1_2589	27.326	172	294
WP_004434773.1	lcl|NZ_RQFD01000013.1_cds_WP_135740179.1_3444	25.472	106	174
WP_004434568.1	lcl|NZ_RQFD01000015.1_cds_WP_135754321.1_2662	37.542	301	361
WP_004434568.1	lcl|NZ_RQFD01000015.1_cds_WP_135754330.1_2671	28.191	376	361
WP_004434568.1	lcl|NZ_RQFD01000013.1_cds_WP_135753973.1_3382	27.226	393	361
WP_004434568.1	lcl|NZ_RQFD01000015.1_cds_WP_135754307.1_2648	26.873	387	361
WP_004434568.1	lcl|NZ_RQFD01000016.1_cds_WP_135754545.1_1287	25.068	367	361
WP_004434568.1	lcl|NZ_RQFD01000016.1_cds_WP_135741414.1_1641	29.344	259	361
WP_004434462.1	lcl|NZ_RQFD01000003.1_cds_WP_135753070.1_277	24.107	112	233
WP_232436020.1	lcl|NZ_RQFD01000015.1_cds_WP_135754317.1_2658	34.483	116	167
WP_232436020.1	lcl|NZ_RQFD01000015.1_cds_WP_135754295.1_2636	46.000	50	167
WP_004434874.1	lcl|NZ_RQFD01000015.1_cds_WP_167881980.1_2672	31.271	582	592
WP_004434874.1	lcl|NZ_RQFD01000016.1_cds_WP_135741237.1_1444	43.723	231	592
WP_004434874.1	lcl|NZ_RQFD01000013.1_cds_WP_135753924.1_3427	41.228	228	592
WP_004434874.1	lcl|NZ_RQFD01000013.1_cds_WP_135740247.1_3364	33.333	324	592
WP_004434874.1	lcl|NZ_RQFD01000008.1_cds_WP_135753581.1_2825	38.095	231	592
WP_004434874.1	lcl|NZ_RQFD01000008.1_cds_WP_135753580.1_2823	33.480	227	592
WP_004434874.1	lcl|NZ_RQFD01000003.1_cds_WP_135752919.1_11	31.154	260	592
WP_004434874.1	lcl|NZ_RQFD01000016.1_cds_WP_135741548.1_1794	27.706	231	592
WP_004434874.1	lcl|NZ_RQFD01000008.1_cds_WP_135740827.1_2850	31.602	231	592
WP_004434874.1	lcl|NZ_RQFD01000016.1_cds_WP_135754447.1_1104	27.727	220	592
WP_004434874.1	lcl|NZ_RQFD01000003.1_cds_WP_135753079.1_292	28.986	207	592
WP_004434874.1	lcl|NZ_RQFD01000001.1_cds_WP_135752867.1_3575	29.515	227	592
WP_004434874.1	lcl|NZ_RQFD01000015.1_cds_WP_135742140.1_2473	28.085	235	592
