WP_004421256.1	lcl|NZ_AOUW01000022.1_cds_WP_002733653.1_3107	89.535	86	106
WP_004421326.1	lcl|NZ_AOUW01000022.1_cds_WP_002733579.1_3106	91.401	314	314
WP_004421326.1	lcl|NZ_AOUW01000022.1_cds_WP_002733534.1_3103	25.746	268	314
WP_004421326.1	lcl|NZ_AOUW01000029.1_cds_WP_002722638.1_2819	23.385	325	314
WP_004421326.1	lcl|NZ_AOUW01000045.1_cds_WP_002727919.1_2337	24.138	290	314
WP_004421326.1	lcl|NZ_AOUW01000087.1_cds_WP_002729504.1_142	22.941	170	314
WP_004421326.1	lcl|NZ_AOUW01000009.1_cds_WP_002728309.1_3267	24.759	311	314
WP_004421326.1	lcl|NZ_AOUW01000031.1_cds_WP_016749081.1_2766	25.658	152	314
WP_243829361.1	lcl|NZ_AOUW01000022.1_cds_WP_026054882.1_3105	87.397	365	365
WP_004421442.1	lcl|NZ_AOUW01000022.1_cds_WP_002733646.1_3104	95.135	185	185
WP_004421442.1	lcl|NZ_AOUW01000043.1_cds_WP_002721790.1_2395	35.616	146	185
WP_004421375.1	lcl|NZ_AOUW01000022.1_cds_WP_002733534.1_3103	96.353	329	329
WP_004421375.1	lcl|NZ_AOUW01000029.1_cds_WP_002722638.1_2819	30.159	315	329
WP_004421375.1	lcl|NZ_AOUW01000045.1_cds_WP_002727919.1_2337	29.341	334	329
WP_004421375.1	lcl|NZ_AOUW01000009.1_cds_WP_002728309.1_3267	30.225	311	329
WP_004421375.1	lcl|NZ_AOUW01000009.1_cds_WP_002735602.1_3264	28.485	330	329
WP_004421375.1	lcl|NZ_AOUW01000087.1_cds_WP_002729504.1_142	26.686	341	329
WP_004421375.1	lcl|NZ_AOUW01000027.1_cds_WP_002732362.1_2923	29.467	319	329
WP_004421375.1	lcl|NZ_AOUW01000031.1_cds_WP_002733638.1_2758	27.826	345	329
WP_004421375.1	lcl|NZ_AOUW01000031.1_cds_WP_002733546.1_2724	26.296	270	329
WP_004421375.1	lcl|NZ_AOUW01000073.1_cds_WP_002732331.1_1035	26.549	339	329
WP_004421375.1	lcl|NZ_AOUW01000022.1_cds_WP_016749079.1_3100	28.990	307	329
WP_004421375.1	lcl|NZ_AOUW01000022.1_cds_WP_002733579.1_3106	27.309	249	329
WP_004421375.1	lcl|NZ_AOUW01000031.1_cds_WP_002744551.1_2764	29.520	271	329
WP_004421375.1	lcl|NZ_AOUW01000031.1_cds_WP_002733698.1_2716	27.007	274	329
WP_004421375.1	lcl|NZ_AOUW01000077.1_cds_WP_002728462.1_556	27.170	265	329
WP_004421375.1	lcl|NZ_AOUW01000031.1_cds_WP_016749081.1_2766	23.344	317	329
WP_004421375.1	lcl|NZ_AOUW01000075.1_cds_WP_002728696.1_715	30.000	170	329
WP_004421375.1	lcl|NZ_AOUW01000065.1_cds_WP_002732574.1_1385	24.390	328	329
WP_004421375.1	lcl|NZ_AOUW01000031.1_cds_WP_002733757.1_2726	31.034	174	329
WP_004421408.1	lcl|NZ_AOUW01000022.1_cds_WP_002733627.1_3102	94.007	267	267
WP_004421408.1	lcl|NZ_AOUW01000031.1_cds_WP_002733775.1_2753	25.654	191	267
WP_004421408.1	lcl|NZ_AOUW01000031.1_cds_WP_002733554.1_2727	25.481	208	267
WP_004421408.1	lcl|NZ_AOUW01000045.1_cds_WP_002727921.1_2336	26.984	189	267
WP_004421408.1	lcl|NZ_AOUW01000088.1_cds_WP_002729040.1_29	32.727	110	267
WP_004421408.1	lcl|NZ_AOUW01000079.1_cds_WP_002766579.1_344	37.209	86	267
WP_004421408.1	lcl|NZ_AOUW01000087.1_cds_WP_002729513.1_141	24.868	189	267
WP_004420971.1	lcl|NZ_AOUW01000022.1_cds_WP_002738292.1_3101	95.882	510	510
WP_004420971.1	lcl|NZ_AOUW01000077.1_cds_WP_002728536.1_483	27.134	328	510
WP_004420971.1	lcl|NZ_AOUW01000077.1_cds_WP_002728534.1_484	31.111	90	510
WP_004420971.1	lcl|NZ_AOUW01000022.1_cds_WP_002738292.1_3101	95.882	510	510
WP_004420971.1	lcl|NZ_AOUW01000077.1_cds_WP_002728536.1_483	27.134	328	510
WP_004420971.1	lcl|NZ_AOUW01000077.1_cds_WP_002728534.1_484	31.111	90	510
WP_004421253.1	lcl|NZ_AOUW01000022.1_cds_WP_016749079.1_3100	95.152	330	330
WP_004421253.1	lcl|NZ_AOUW01000031.1_cds_WP_002744551.1_2764	27.491	291	330
WP_004421253.1	lcl|NZ_AOUW01000009.1_cds_WP_002728309.1_3267	26.740	273	330
WP_004421253.1	lcl|NZ_AOUW01000022.1_cds_WP_002733534.1_3103	28.990	307	330
WP_004421253.1	lcl|NZ_AOUW01000045.1_cds_WP_002727919.1_2337	26.582	316	330
WP_004421253.1	lcl|NZ_AOUW01000031.1_cds_WP_016749081.1_2766	29.412	221	330
WP_004421253.1	lcl|NZ_AOUW01000029.1_cds_WP_002722638.1_2819	28.520	277	330
WP_004421253.1	lcl|NZ_AOUW01000065.1_cds_WP_002732574.1_1385	25.403	248	330
WP_004421253.1	lcl|NZ_AOUW01000027.1_cds_WP_002732362.1_2923	28.261	322	330
WP_004421253.1	lcl|NZ_AOUW01000073.1_cds_WP_002732331.1_1035	26.407	231	330
WP_004421253.1	lcl|NZ_AOUW01000031.1_cds_WP_002733546.1_2724	24.723	271	330
WP_004421253.1	lcl|NZ_AOUW01000031.1_cds_WP_002733638.1_2758	24.653	288	330
WP_004421253.1	lcl|NZ_AOUW01000087.1_cds_WP_002729504.1_142	25.352	142	330
WP_004421253.1	lcl|NZ_AOUW01000055.1_cds_WP_002739707.1_1975	26.562	128	330
WP_004421253.1	lcl|NZ_AOUW01000009.1_cds_WP_002735602.1_3264	28.000	150	330
WP_004435000.1	lcl|NZ_AOUW01000022.1_cds_WP_002733528.1_3099	82.682	537	535
WP_004435000.1	lcl|NZ_AOUW01000022.1_cds_WP_002733528.1_3099	82.682	537	535
WP_004434729.1	lcl|NZ_AOUW01000022.1_cds_WP_002733670.1_3098	93.182	264	265
WP_004434729.1	lcl|NZ_AOUW01000079.1_cds_WP_002722928.1_313	41.564	243	265
WP_004434524.1	lcl|NZ_AOUW01000022.1_cds_WP_002733687.1_3097	90.323	310	310
WP_004434524.1	lcl|NZ_AOUW01000034.1_cds_WP_002730863.1_2697	38.614	303	310
WP_004434524.1	lcl|NZ_AOUW01000059.1_cds_WP_002727287.1_1704	27.036	307	310
WP_004434524.1	lcl|NZ_AOUW01000026.1_cds_WP_002727177.1_2967	28.571	133	310
WP_004434524.1	lcl|NZ_AOUW01000022.1_cds_WP_002733687.1_3097	90.323	310	310
WP_004434524.1	lcl|NZ_AOUW01000034.1_cds_WP_002730863.1_2697	38.614	303	310
WP_004434524.1	lcl|NZ_AOUW01000059.1_cds_WP_002727287.1_1704	27.036	307	310
WP_004434524.1	lcl|NZ_AOUW01000026.1_cds_WP_002727177.1_2967	28.571	133	310
WP_004434516.1	lcl|NZ_AOUW01000022.1_cds_WP_002733549.1_3096	95.833	264	264
WP_004421278.1	lcl|NZ_AOUW01000022.1_cds_WP_002733551.1_3095	96.154	130	130
WP_004434893.1	lcl|NZ_AOUW01000022.1_cds_WP_017853480.1_3094	93.750	144	144
WP_004434893.1	lcl|NZ_AOUW01000059.1_cds_WP_026054147.1_1714	39.683	63	144
WP_004421361.1	lcl|NZ_AOUW01000022.1_cds_WP_002733760.1_3093	95.023	221	221
WP_004421361.1	lcl|NZ_AOUW01000029.1_cds_WP_011671435.1_2790	28.205	78	221
WP_004421361.1	lcl|NZ_AOUW01000018.1_cds_WP_002727076.1_3132	28.037	107	221
WP_004434567.1	lcl|NZ_AOUW01000046.1_cds_WP_002731944.1_2213	29.304	273	318
WP_004434567.1	lcl|NZ_AOUW01000076.1_cds_WP_002723163.1_608	29.858	211	318
WP_004434567.1	lcl|NZ_AOUW01000060.1_cds_WP_002734441.1_1602	24.561	228	318
WP_004434567.1	lcl|NZ_AOUW01000026.1_cds_WP_002727159.1_3007	29.302	215	318
WP_004434567.1	lcl|NZ_AOUW01000045.1_cds_WP_002733776.1_2341	32.609	92	318
WP_004434567.1	lcl|NZ_AOUW01000045.1_cds_WP_002733605.1_2340	31.183	93	318
WP_004434567.1	lcl|NZ_AOUW01000087.1_cds_WP_002729510.1_143	28.235	170	318
WP_004434810.1	lcl|NZ_AOUW01000046.1_cds_WP_016749152.1_2267	25.532	94	242
WP_004434810.1	lcl|NZ_AOUW01000079.1_cds_WP_002766450.1_353	23.214	112	242
