WP_004421256.1	lcl|NZ_JAMQPS010000002.1_cds_WP_108958675.1_2277	62.162	74	106
WP_004421326.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356155.1_2278	83.226	310	314
WP_004421326.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356025.1_2323	25.228	329	314
WP_004421326.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355771.1_1771	23.457	324	314
WP_004421326.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356016.1_2314	24.540	326	314
WP_004421326.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356037.1_2343	25.939	293	314
WP_004421326.1	lcl|NZ_JAMQPS010000005.1_cds_WP_100715920.1_3571	23.529	170	314
WP_004421326.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135653092.1_1208	23.100	329	314
WP_243829361.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265355984.1_2280	56.145	358	365
WP_004421442.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265355999.1_2296	33.333	171	185
WP_004421442.1	lcl|NZ_JAMQPS010000002.1_cds_WP_135591902.1_2718	34.884	129	185
WP_004421375.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355771.1_1771	29.936	314	329
WP_004421375.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135653092.1_1208	31.392	309	329
WP_004421375.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356016.1_2314	29.467	319	329
WP_004421375.1	lcl|NZ_JAMQPS010000005.1_cds_WP_100715920.1_3571	28.446	341	329
WP_004421375.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356025.1_2323	29.739	306	329
WP_004421375.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356037.1_2343	26.888	331	329
WP_004421375.1	lcl|NZ_JAMQPS010000001.1_cds_WP_100725525.1_1387	27.900	319	329
WP_004421375.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135639720.1_1744	29.808	312	329
WP_004421375.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356020.1_2318	27.742	310	329
WP_004421375.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356007.1_2305	27.106	273	329
WP_004421375.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356155.1_2278	27.358	318	329
WP_004421375.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135688711.1_1439	27.490	251	329
WP_004421375.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355665.1_1431	24.164	269	329
WP_004421375.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356029.1_2327	26.692	266	329
WP_004421375.1	lcl|NZ_JAMQPS010000005.1_cds_WP_208730464.1_3582	24.026	308	329
WP_004421375.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355922.1_1823	27.811	169	329
WP_004421375.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356045.1_2360	25.182	274	329
WP_004421375.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135661930.1_2110	26.257	179	329
WP_004421408.1	lcl|NZ_JAMQPS010000002.1_cds_WP_100727872.1_2421	24.812	266	267
WP_004421408.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356024.1_2322	23.558	208	267
WP_004421408.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265355997.1_2293	28.934	197	267
WP_004421408.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135594434.1_1321	28.161	174	267
WP_004421408.1	lcl|NZ_JAMQPS010000002.1_cds_WP_135604079.1_2344	25.381	197	267
WP_004421408.1	lcl|NZ_JAMQPS010000005.1_cds_WP_135637818.1_3570	28.866	194	267
WP_004420971.1	lcl|NZ_JAMQPS010000002.1_cds_WP_100717124.1_2696	26.364	330	510
WP_004420971.1	lcl|NZ_JAMQPS010000002.1_cds_WP_100717065.1_2695	34.483	58	510
WP_004420971.1	lcl|NZ_JAMQPS010000002.1_cds_WP_100717124.1_2696	26.364	330	510
WP_004420971.1	lcl|NZ_JAMQPS010000002.1_cds_WP_100717065.1_2695	34.483	58	510
WP_004421253.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356022.1_2320	33.798	287	330
WP_004421253.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135688711.1_1439	27.376	263	330
WP_004421253.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135653092.1_1208	23.741	278	330
WP_004421253.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355771.1_1771	29.197	274	330
WP_004421253.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135639720.1_1744	27.187	320	330
WP_004421253.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356037.1_2343	24.845	322	330
WP_004421253.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356007.1_2305	26.515	264	330
WP_004421253.1	lcl|NZ_JAMQPS010000002.1_cds_WP_265356016.1_2314	27.354	223	330
WP_004421253.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355665.1_1431	23.485	264	330
WP_004421253.1	lcl|NZ_JAMQPS010000005.1_cds_WP_100715920.1_3571	23.102	303	330
WP_004421253.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355922.1_1823	25.592	211	330
WP_004421253.1	lcl|NZ_JAMQPS010000001.1_cds_WP_135661930.1_2110	28.289	152	330
WP_004421253.1	lcl|NZ_JAMQPS010000001.1_cds_WP_100725525.1_1387	27.333	150	330
WP_004434729.1	lcl|NZ_JAMQPS010000001.1_cds_WP_100715657.1_930	38.735	253	265
WP_004434729.1	lcl|NZ_JAMQPS010000003.1_cds_WP_100717700.1_3007	22.333	300	265
WP_004434524.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355846.1_2014	36.913	298	310
WP_004434524.1	lcl|NZ_JAMQPS010000003.1_cds_WP_100717700.1_3007	30.225	311	310
WP_004434524.1	lcl|NZ_JAMQPS010000002.1_cds_WP_135798927.1_2781	23.664	262	310
WP_004434524.1	lcl|NZ_JAMQPS010000001.1_cds_WP_265355846.1_2014	36.913	298	310
WP_004434524.1	lcl|NZ_JAMQPS010000003.1_cds_WP_100717700.1_3007	30.225	311	310
