WP_004421256.1	lcl|NZ_AHOK02000014.1_cds_WP_004462903.1_2236	94.186	86	106
WP_004421326.1	lcl|NZ_AHOK02000014.1_cds_WP_004477867.1_2237	92.357	314	314
WP_004421326.1	lcl|NZ_AHOK02000022.1_cds_WP_004476620.1_1260	25.697	323	314
WP_004421326.1	lcl|NZ_AHOK02000014.1_cds_WP_004483438.1_2256	21.300	277	314
WP_004421326.1	lcl|NZ_AHOK02000005.1_cds_WP_004483044.1_3149	23.793	290	314
WP_004421326.1	lcl|NZ_AHOK02000021.1_cds_WP_004468319.1_1532	21.649	194	314
WP_004421326.1	lcl|NZ_AHOK02000010.1_cds_WP_004461234.1_2764	24.074	216	314
WP_004421442.1	lcl|NZ_AHOK02000004.1_cds_WP_004460143.1_3416	33.562	146	185
WP_004421375.1	lcl|NZ_AHOK02000014.1_cds_WP_004462894.1_2241	31.138	334	329
WP_004421375.1	lcl|NZ_AHOK02000022.1_cds_WP_004476620.1_1260	30.159	315	329
WP_004421375.1	lcl|NZ_AHOK02000014.1_cds_WP_004483438.1_2256	31.788	302	329
WP_004421375.1	lcl|NZ_AHOK02000010.1_cds_WP_004461234.1_2764	32.154	311	329
WP_004421375.1	lcl|NZ_AHOK02000005.1_cds_WP_004483044.1_3149	30.746	335	329
WP_004421375.1	lcl|NZ_AHOK02000010.1_cds_WP_004483153.1_3008	30.462	325	329
WP_004421375.1	lcl|NZ_AHOK02000010.1_cds_WP_004467290.1_2761	28.882	322	329
WP_004421375.1	lcl|NZ_AHOK02000021.1_cds_WP_004468319.1_1532	26.686	341	329
WP_004421375.1	lcl|NZ_AHOK02000005.1_cds_WP_004483004.1_3123	25.517	290	329
WP_004421375.1	lcl|NZ_AHOK02000002.1_cds_WP_032808862.1_3575	26.254	339	329
WP_004421375.1	lcl|NZ_AHOK02000014.1_cds_WP_004477867.1_2237	25.397	315	329
WP_004421375.1	lcl|NZ_AHOK02000005.1_cds_WP_004472277.1_3131	27.801	241	329
WP_004421375.1	lcl|NZ_AHOK02000013.1_cds_WP_004483289.1_2424	27.273	264	329
WP_004421375.1	lcl|NZ_AHOK02000002.1_cds_WP_004472818.1_3523	27.273	286	329
WP_004421375.1	lcl|NZ_AHOK02000022.1_cds_WP_004483653.1_1354	23.867	331	329
WP_004421375.1	lcl|NZ_AHOK02000005.1_cds_WP_004477807.1_3121	30.460	174	329
WP_004421408.1	lcl|NZ_AHOK02000014.1_cds_WP_004462133.1_2261	26.630	184	267
WP_004421408.1	lcl|NZ_AHOK02000005.1_cds_WP_004483051.1_3120	26.442	208	267
WP_004421408.1	lcl|NZ_AHOK02000021.1_cds_WP_004477560.1_1500	35.455	110	267
WP_004421408.1	lcl|NZ_AHOK02000005.1_cds_WP_004483056.1_3150	26.842	190	267
WP_004421408.1	lcl|NZ_AHOK02000010.1_cds_WP_016754360.1_2794	37.209	86	267
WP_004421408.1	lcl|NZ_AHOK02000021.1_cds_WP_004477855.1_1533	25.389	193	267
WP_004420971.1	lcl|NZ_AHOK02000020.1_cds_WP_004483518.1_1782	27.217	327	510
WP_004420971.1	lcl|NZ_AHOK02000020.1_cds_WP_004460640.1_1783	32.609	92	510
WP_004420971.1	lcl|NZ_AHOK02000020.1_cds_WP_004483518.1_1782	27.217	327	510
WP_004420971.1	lcl|NZ_AHOK02000020.1_cds_WP_004460640.1_1783	32.609	92	510
WP_004421253.1	lcl|NZ_AHOK02000010.1_cds_WP_004461234.1_2764	26.374	273	330
WP_004421253.1	lcl|NZ_AHOK02000014.1_cds_WP_004483438.1_2256	25.725	276	330
WP_004421253.1	lcl|NZ_AHOK02000022.1_cds_WP_004476620.1_1260	28.986	276	330
WP_004421253.1	lcl|NZ_AHOK02000005.1_cds_WP_004483044.1_3149	26.126	333	330
WP_004421253.1	lcl|NZ_AHOK02000022.1_cds_WP_004483653.1_1354	25.926	243	330
WP_004421253.1	lcl|NZ_AHOK02000014.1_cds_WP_004462894.1_2241	27.586	232	330
WP_004421253.1	lcl|NZ_AHOK02000002.1_cds_WP_032808862.1_3575	25.676	222	330
WP_004421253.1	lcl|NZ_AHOK02000010.1_cds_WP_004483153.1_3008	29.482	251	330
WP_004421253.1	lcl|NZ_AHOK02000021.1_cds_WP_004468319.1_1532	24.460	139	330
WP_004421253.1	lcl|NZ_AHOK02000005.1_cds_WP_004483004.1_3123	23.881	268	330
WP_004421253.1	lcl|NZ_AHOK02000013.1_cds_WP_004483289.1_2424	30.769	130	330
WP_004421253.1	lcl|NZ_AHOK02000032.1_cds_WP_004478741.1_474	26.562	128	330
WP_004421253.1	lcl|NZ_AHOK02000010.1_cds_WP_004467290.1_2761	28.000	150	330
WP_004434729.1	lcl|NZ_AHOK02000029.1_cds_WP_004457662.1_903	40.741	243	265
WP_004434524.1	lcl|NZ_AHOK02000020.1_cds_WP_004474516.1_1736	39.085	284	310
WP_004434524.1	lcl|NZ_AHOK02000033.1_cds_WP_004473577.1_406	26.299	308	310
WP_004434524.1	lcl|NZ_AHOK02000013.1_cds_WP_004462208.1_2393	27.820	133	310
WP_004434524.1	lcl|NZ_AHOK02000020.1_cds_WP_004474516.1_1736	39.085	284	310
WP_004434524.1	lcl|NZ_AHOK02000033.1_cds_WP_004473577.1_406	26.299	308	310
WP_004434524.1	lcl|NZ_AHOK02000013.1_cds_WP_004462208.1_2393	27.820	133	310
