WP_017214669.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360260.1_2313	63.514	74	106
WP_017214670.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360372.1_2314	82.903	310	314
WP_017214670.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360263.1_2317	24.159	327	314
WP_017214670.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100725791.1_1808	24.074	324	314
WP_017214670.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135638554.1_2365	26.738	187	314
WP_017214670.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360278.1_2333	20.259	232	314
WP_017214670.1	lcl|NZ_JAMQPU010000006.1_cds_WP_100715920.1_3461	24.118	170	314
WP_017214670.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265359989.1_1246	23.248	314	314
WP_017214672.1	lcl|NZ_JAMQPU010000007.1_cds_WP_135591902.1_3556	32.558	129	185
WP_017214673.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360263.1_2317	31.153	321	329
WP_017214673.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100725791.1_1808	30.573	314	329
WP_017214673.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265359989.1_1246	31.046	306	329
WP_017214673.1	lcl|NZ_JAMQPU010000006.1_cds_WP_100715920.1_3461	28.739	341	329
WP_017214673.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135638554.1_2365	27.492	331	329
WP_017214673.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265360115.1_1781	31.111	315	329
WP_017214673.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265360024.1_1424	27.187	320	329
WP_017214673.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360278.1_2333	26.087	253	329
WP_017214673.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135688711.1_1476	28.000	250	329
WP_017214673.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360372.1_2314	25.316	316	329
WP_017214673.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360294.1_2349	29.084	251	329
WP_017214673.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265360034.1_1468	24.535	269	329
WP_017214673.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360318.1_2382	25.461	271	329
WP_017214673.1	lcl|NZ_JAMQPU010000006.1_cds_WP_208730464.1_3472	24.675	308	329
WP_017214673.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265355922.1_1860	28.235	170	329
WP_017214673.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135661930.1_2151	25.698	179	329
WP_017214673.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360295.1_2350	21.973	223	329
WP_017214674.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360268.1_2322	26.160	237	267
WP_017214674.1	lcl|NZ_JAMQPU010000003.1_cds_WP_100727872.1_2443	24.138	261	267
WP_017214674.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135675432.1_1358	27.586	174	267
WP_017214674.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135604079.1_2366	25.381	197	267
WP_017214674.1	lcl|NZ_JAMQPU010000006.1_cds_WP_100715921.1_3460	28.866	194	267
WP_017214675.1	lcl|NZ_JAMQPU010000007.1_cds_WP_100717124.1_3578	24.771	327	510
WP_017214675.1	lcl|NZ_JAMQPU010000007.1_cds_WP_135604374.1_3579	32.759	58	510
WP_017214675.1	lcl|NZ_JAMQPU010000007.1_cds_WP_100717124.1_3578	24.771	327	510
WP_017214675.1	lcl|NZ_JAMQPU010000007.1_cds_WP_135604374.1_3579	32.759	58	510
WP_017214676.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360263.1_2317	27.574	272	330
WP_017214676.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135688711.1_1476	27.925	265	330
WP_017214676.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265359989.1_1246	23.741	278	330
WP_017214676.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100725791.1_1808	28.261	276	330
WP_017214676.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265360115.1_1781	27.187	320	330
WP_017214676.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265360034.1_1468	23.864	264	330
WP_017214676.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135638554.1_2365	24.224	322	330
WP_017214676.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360278.1_2333	26.389	216	330
