WP_017214669.1	lcl|NZ_NPDU01000025.1_cds_WP_100785494.1_1795	93.023	86	106
WP_017214670.1	lcl|NZ_NPDU01000025.1_cds_WP_100785493.1_1794	87.097	310	314
WP_017214670.1	lcl|NZ_NPDU01000113.1_cds_WP_100788499.1_487	23.100	329	314
WP_017214670.1	lcl|NZ_NPDU01000025.1_cds_WP_100785482.1_1781	25.668	187	314
WP_017214670.1	lcl|NZ_NPDU01000099.1_cds_WP_100784057.1_4393	23.158	285	314
WP_017214670.1	lcl|NZ_NPDU01000025.1_cds_WP_100785490.1_1791	24.719	178	314
WP_017214670.1	lcl|NZ_NPDU01000008.1_cds_WP_100785093.1_4007	22.353	170	314
WP_017214672.1	lcl|NZ_NPDU01000002.1_cds_WP_100783838.1_1359	40.000	140	185
WP_017214673.1	lcl|NZ_NPDU01000113.1_cds_WP_100788499.1_487	31.111	315	329
WP_017214673.1	lcl|NZ_NPDU01000099.1_cds_WP_100784057.1_4393	30.723	332	329
WP_017214673.1	lcl|NZ_NPDU01000071.1_cds_WP_100785313.1_3774	30.968	310	329
WP_017214673.1	lcl|NZ_NPDU01000025.1_cds_WP_100785490.1_1791	28.818	347	329
WP_017214673.1	lcl|NZ_NPDU01000025.1_cds_WP_100785482.1_1781	32.157	255	329
WP_017214673.1	lcl|NZ_NPDU01000008.1_cds_WP_100785093.1_4007	27.859	341	329
WP_017214673.1	lcl|NZ_NPDU01000011.1_cds_WP_100788022.1_446	30.341	323	329
WP_017214673.1	lcl|NZ_NPDU01000036.1_cds_WP_100785421.1_2409	28.529	333	329
WP_017214673.1	lcl|NZ_NPDU01000025.1_cds_WP_100788080.1_1748	23.649	296	329
WP_017214673.1	lcl|NZ_NPDU01000025.1_cds_WP_100785493.1_1794	26.606	327	329
WP_017214673.1	lcl|NZ_NPDU01000007.1_cds_WP_100786824.1_3648	25.731	342	329
WP_017214673.1	lcl|NZ_NPDU01000035.1_cds_WP_100784669.1_2363	25.911	247	329
WP_017214673.1	lcl|NZ_NPDU01000025.1_cds_WP_100788082.1_1750	25.069	363	329
WP_017214673.1	lcl|NZ_NPDU01000082.1_cds_WP_100786396.1_4045	26.136	264	329
WP_017214673.1	lcl|NZ_NPDU01000075.1_cds_WP_100786480.1_3860	24.627	268	329
WP_017214673.1	lcl|NZ_NPDU01000025.1_cds_WP_100788076.1_1744	29.651	172	329
WP_017214673.1	lcl|NZ_NPDU01000041.1_cds_WP_100785072.1_2702	26.721	247	329
WP_017214674.1	lcl|NZ_NPDU01000025.1_cds_WP_100785477.1_1776	29.614	233	267
WP_017214674.1	lcl|NZ_NPDU01000006.1_cds_WP_100787580.1_3349	34.211	114	267
WP_017214674.1	lcl|NZ_NPDU01000025.1_cds_WP_100788100.1_1751	22.768	224	267
WP_017214674.1	lcl|NZ_NPDU01000099.1_cds_WP_100784056.1_4392	24.868	189	267
WP_017214674.1	lcl|NZ_NPDU01000007.1_cds_WP_100786755.1_3727	31.373	102	267
WP_017214674.1	lcl|NZ_NPDU01000095.1_cds_WP_207769151.1_4330	34.375	64	267
WP_017214675.1	lcl|NZ_NPDU01000020.1_cds_WP_100787282.1_1408	26.331	338	510
WP_017214675.1	lcl|NZ_NPDU01000009.1_cds_WP_100785542.1_4220	33.898	59	510
WP_017214675.1	lcl|NZ_NPDU01000020.1_cds_WP_100787282.1_1408	26.331	338	510
WP_017214675.1	lcl|NZ_NPDU01000009.1_cds_WP_100785542.1_4220	33.898	59	510
WP_017214676.1	lcl|NZ_NPDU01000071.1_cds_WP_100785313.1_3774	28.315	279	330
WP_017214676.1	lcl|NZ_NPDU01000113.1_cds_WP_100788499.1_487	28.986	276	330
WP_017214676.1	lcl|NZ_NPDU01000025.1_cds_WP_100785482.1_1781	27.652	264	330
WP_017214676.1	lcl|NZ_NPDU01000099.1_cds_WP_100784057.1_4393	25.926	324	330
WP_017214676.1	lcl|NZ_NPDU01000035.1_cds_WP_100784669.1_2363	29.114	237	330
WP_017214676.1	lcl|NZ_NPDU01000058.1_cds_WP_100784571.1_3311	29.688	256	330
WP_017214676.1	lcl|NZ_NPDU01000011.1_cds_WP_100788022.1_446	28.521	284	330
WP_017214676.1	lcl|NZ_NPDU01000007.1_cds_WP_100786824.1_3648	24.554	224	330
WP_017214676.1	lcl|NZ_NPDU01000025.1_cds_WP_100785490.1_1791	24.153	236	330
WP_017214676.1	lcl|NZ_NPDU01000025.1_cds_WP_100788082.1_1750	24.188	277	330
WP_017214676.1	lcl|NZ_NPDU01000008.1_cds_WP_100785093.1_4007	24.648	142	330
WP_017214676.1	lcl|NZ_NPDU01000082.1_cds_WP_100786396.1_4045	27.604	192	330
WP_017214676.1	lcl|NZ_NPDU01000041.1_cds_WP_100785072.1_2702	26.457	223	330
WP_017214678.1	lcl|NZ_NPDU01000022.1_cds_WP_100785202.1_1566	41.152	243	264
WP_020981179.1	lcl|NZ_NPDU01000061.1_cds_WP_100784298.1_3484	37.748	302	310
WP_020981179.1	lcl|NZ_NPDU01000057.1_cds_WP_100787664.1_3283	27.465	284	310
WP_020981179.1	lcl|NZ_NPDU01000091.1_cds_WP_243394644.1_4285	25.792	221	310
WP_020981179.1	lcl|NZ_NPDU01000061.1_cds_WP_100784298.1_3484	37.748	302	310
WP_020981179.1	lcl|NZ_NPDU01000057.1_cds_WP_100787664.1_3283	27.465	284	310
WP_020981179.1	lcl|NZ_NPDU01000091.1_cds_WP_243394644.1_4285	25.792	221	310
WP_017214683.1	lcl|NZ_NPDU01000021.1_cds_WP_100785959.1_1526	41.071	56	144
WP_017214684.1	lcl|NZ_NPDU01000053.1_cds_WP_100788242.1_3167	29.487	78	221
WP_017214684.1	lcl|NZ_NPDU01000010.1_cds_WP_100786901.1_208	30.496	141	221
WP_017214685.1	lcl|NZ_NPDU01000025.1_cds_WP_100788100.1_1751	48.062	258	260
WP_017214685.1	lcl|NZ_NPDU01000025.1_cds_WP_100785477.1_1776	27.751	209	260
WP_017214685.1	lcl|NZ_NPDU01000007.1_cds_WP_100786755.1_3727	32.877	73	260
WP_017214686.1	lcl|NZ_NPDU01000025.1_cds_WP_100788082.1_1750	45.961	359	374
WP_017214686.1	lcl|NZ_NPDU01000011.1_cds_WP_100788022.1_446	25.784	287	374
WP_017214686.1	lcl|NZ_NPDU01000099.1_cds_WP_100784057.1_4393	27.619	315	374
WP_017214686.1	lcl|NZ_NPDU01000025.1_cds_WP_100785482.1_1781	25.333	300	374
WP_017214686.1	lcl|NZ_NPDU01000036.1_cds_WP_100785421.1_2409	24.832	298	374
WP_017214686.1	lcl|NZ_NPDU01000008.1_cds_WP_100785093.1_4007	22.408	299	374
WP_017214686.1	lcl|NZ_NPDU01000113.1_cds_WP_100788499.1_487	24.709	344	374
WP_017214686.1	lcl|NZ_NPDU01000025.1_cds_WP_100788076.1_1744	25.000	232	374
WP_017214686.1	lcl|NZ_NPDU01000025.1_cds_WP_100785490.1_1791	31.667	60	374
WP_017214689.1	lcl|NZ_NPDU01000025.1_cds_WP_100788084.1_1753	55.309	405	413
WP_017214689.1	lcl|NZ_NPDU01000061.1_cds_WP_100784270.1_3465	25.490	204	413
WP_020981159.1	lcl|NZ_NPDU01000025.1_cds_WP_243394651.1_1735	33.770	305	324
WP_020981159.1	lcl|NZ_NPDU01000043.1_cds_WP_100787025.1_2783	33.861	316	324
WP_020981159.1	lcl|NZ_NPDU01000065.1_cds_WP_100786476.1_3556	26.351	148	324
WP_020981159.1	lcl|NZ_NPDU01000037.1_cds_WP_100785358.1_2445	33.577	137	324
WP_020981159.1	lcl|NZ_NPDU01000005.1_cds_WP_100783910.1_3043	29.921	127	324
WP_020981159.1	lcl|NZ_NPDU01000008.1_cds_WP_133124660.1_4008	27.642	123	324
WP_020981159.1	lcl|NZ_NPDU01000031.1_cds_WP_100784248.1_2195	26.842	190	324
WP_020981159.1	lcl|NZ_NPDU01000025.1_cds_WP_100788079.1_1747	26.630	184	324
WP_017214691.1	lcl|NZ_NPDU01000010.1_cds_WP_100786901.1_208	28.846	104	229
WP_017214691.1	lcl|NZ_NPDU01000053.1_cds_WP_100788242.1_3167	22.727	132	229
WP_017214692.1	lcl|NZ_NPDU01000025.1_cds_WP_100788083.1_1752	37.538	325	366
WP_020981272.1	lcl|NZ_NPDU01000013.1_cds_WP_100784937.1_675	23.214	112	236
WP_017214696.1	lcl|NZ_NPDU01000025.1_cds_WP_100785493.1_1794	25.651	269	294
WP_017214696.1	lcl|NZ_NPDU01000099.1_cds_WP_100784057.1_4393	22.642	212	294
WP_017214696.1	lcl|NZ_NPDU01000082.1_cds_WP_100786396.1_4045	25.000	168	294
WP_017214696.1	lcl|NZ_NPDU01000011.1_cds_WP_100788022.1_446	23.415	205	294
WP_017214698.1	lcl|NZ_NPDU01000053.1_cds_WP_243398281.1_3173	26.277	137	174
WP_017214699.1	lcl|NZ_NPDU01000025.1_cds_WP_100788084.1_1753	23.499	383	416
WP_017214700.1	lcl|NZ_NPDU01000006.1_cds_WP_207767213.1_3354	29.293	396	361
