WP_017214669.1	lcl|NZ_AFKY01000030.1_cds_WP_000340715.1_2920	97.674	86	106
WP_017214670.1	lcl|NZ_AFKY01000030.1_cds_WP_000410273.1_2921	94.268	314	314
WP_017214670.1	lcl|NZ_AFKY01000030.1_cds_WP_000093099.1_2941	59.677	62	314
WP_017214670.1	lcl|NZ_AFKY01000030.1_cds_WP_000646250.1_2924	26.493	268	314
WP_017214670.1	lcl|NZ_AFKY01000066.1_cds_WP_000744700.1_2081	25.776	322	314
WP_017214670.1	lcl|NZ_AFKY01000030.1_cds_WP_000723090.1_3003	23.958	288	314
WP_017214670.1	lcl|NZ_AFKY01000030.1_cds_WP_000600889.1_2950	24.599	187	314
WP_017214671.1	lcl|NZ_AFKY01000030.1_cds_WP_000604524.1_2922	91.507	365	365
WP_017214672.1	lcl|NZ_AFKY01000030.1_cds_WP_000884059.1_2923	96.757	185	185
WP_017214672.1	lcl|NZ_AFKY01000126.1_cds_WP_000351733.1_1293	40.714	140	185
WP_017214673.1	lcl|NZ_AFKY01000030.1_cds_WP_000646250.1_2924	94.529	329	329
WP_017214673.1	lcl|NZ_AFKY01000066.1_cds_WP_000744700.1_2081	32.063	315	329
WP_017214673.1	lcl|NZ_AFKY01000030.1_cds_WP_000600889.1_2950	32.595	316	329
WP_017214673.1	lcl|NZ_AFKY01000030.1_cds_WP_000723090.1_3003	31.045	335	329
WP_017214673.1	lcl|NZ_AFKY01000053.1_cds_WP_001984071.1_2296	31.270	307	329
WP_017214673.1	lcl|NZ_AFKY01000032.1_cds_WP_000649925.1_2836	30.341	323	329
WP_017214673.1	lcl|NZ_AFKY01000271.1_cds_WP_000709511.1_179	27.879	330	329
WP_017214673.1	lcl|NZ_AFKY01000030.1_cds_WP_000601375.1_2977	25.333	300	329
WP_017214673.1	lcl|NZ_AFKY01000030.1_cds_WP_001067557.1_2927	30.196	255	329
WP_017214673.1	lcl|NZ_AFKY01000053.1_cds_WP_000688695.1_2276	28.623	276	329
WP_017214673.1	lcl|NZ_AFKY01000030.1_cds_WP_000475904.1_2986	28.467	274	329
WP_017214673.1	lcl|NZ_AFKY01000030.1_cds_WP_000410273.1_2921	27.530	247	329
WP_017214673.1	lcl|NZ_AFKY01000084.1_cds_WP_001074785.1_1849	27.925	265	329
WP_017214673.1	lcl|NZ_AFKY01000152.1_cds_WP_001003555.1_858	23.964	338	329
WP_017214673.1	lcl|NZ_AFKY01000030.1_cds_WP_000487322.1_2975	26.398	322	329
WP_017214674.1	lcl|NZ_AFKY01000030.1_cds_WP_000774262.1_2925	94.007	267	267
WP_017214674.1	lcl|NZ_AFKY01000030.1_cds_WP_000859505.1_2974	26.295	251	267
WP_017214674.1	lcl|NZ_AFKY01000030.1_cds_WP_000800438.1_2955	25.630	238	267
WP_017214674.1	lcl|NZ_AFKY01000030.1_cds_WP_000842260.1_3004	26.842	190	267
WP_017214674.1	lcl|NZ_AFKY01000058.1_cds_WP_000667727.1_2182	32.727	110	267
WP_017214674.1	lcl|NZ_AFKY01000023.1_cds_WP_000805357.1_3206	33.333	102	267
WP_017214675.1	lcl|NZ_AFKY01000030.1_cds_WP_000612797.1_2926	94.706	510	510
WP_017214675.1	lcl|NZ_AFKY01000029.1_cds_WP_000291591.1_3061	26.154	325	510
WP_017214675.1	lcl|NZ_AFKY01000029.1_cds_WP_000364507.1_3060	31.111	90	510
WP_017214675.1	lcl|NZ_AFKY01000030.1_cds_WP_000612797.1_2926	94.706	510	510
WP_017214675.1	lcl|NZ_AFKY01000029.1_cds_WP_000291591.1_3061	26.154	325	510
WP_017214675.1	lcl|NZ_AFKY01000029.1_cds_WP_000364507.1_3060	31.111	90	510
WP_017214676.1	lcl|NZ_AFKY01000030.1_cds_WP_001067557.1_2927	96.364	330	330
WP_017214676.1	lcl|NZ_AFKY01000030.1_cds_WP_000646250.1_2924	28.525	305	330
WP_017214676.1	lcl|NZ_AFKY01000030.1_cds_WP_000600889.1_2950	26.692	266	330
WP_017214676.1	lcl|NZ_AFKY01000053.1_cds_WP_001984071.1_2296	25.547	274	330
WP_017214676.1	lcl|NZ_AFKY01000066.1_cds_WP_000744700.1_2081	26.582	316	330
WP_017214676.1	lcl|NZ_AFKY01000152.1_cds_WP_001003555.1_858	29.218	243	330
WP_017214676.1	lcl|NZ_AFKY01000030.1_cds_WP_000723090.1_3003	24.625	333	330
WP_017214676.1	lcl|NZ_AFKY01000032.1_cds_WP_000649925.1_2836	29.688	256	330
WP_017214676.1	lcl|NZ_AFKY01000053.1_cds_WP_000688695.1_2276	26.244	221	330
WP_017214676.1	lcl|NZ_AFKY01000030.1_cds_WP_000601375.1_2977	25.540	278	330
WP_017214677.1	lcl|NZ_AFKY01000030.1_cds_WP_000689743.1_2930	38.122	543	538
WP_017214677.1	lcl|NZ_AFKY01000030.1_cds_WP_000689743.1_2930	38.122	543	538
WP_017214678.1	lcl|NZ_AFKY01000030.1_cds_WP_000342713.1_2931	67.045	264	264
WP_017214678.1	lcl|NZ_AFKY01000278.1_cds_WP_001002663.1_95	41.152	243	264
WP_020981179.1	lcl|NZ_AFKY01000030.1_cds_WP_001246618.1_2932	87.097	310	310
WP_020981179.1	lcl|NZ_AFKY01000004.1_cds_WP_000501205.1_3659	36.304	303	310
WP_020981179.1	lcl|NZ_AFKY01000016.1_cds_WP_001183723.1_3545	28.629	248	310
WP_020981179.1	lcl|NZ_AFKY01000037.1_cds_WP_000279894.1_2667	25.339	221	310
WP_020981179.1	lcl|NZ_AFKY01000030.1_cds_WP_001246618.1_2932	87.097	310	310
WP_020981179.1	lcl|NZ_AFKY01000004.1_cds_WP_000501205.1_3659	36.304	303	310
WP_020981179.1	lcl|NZ_AFKY01000016.1_cds_WP_001183723.1_3545	28.629	248	310
WP_020981179.1	lcl|NZ_AFKY01000037.1_cds_WP_000279894.1_2667	25.339	221	310
WP_202900251.1	lcl|NZ_AFKY01000281.1_cds_WP_229309472.1_75	92.481	133	265
WP_202900251.1	lcl|NZ_AFKY01000281.1_cds_WP_042709618.1_74	83.505	97	265
WP_202900251.1	lcl|NZ_AFKY01000297.1_cds_LEP2GSC135_RS0121505_1	40.698	86	265
WP_202900251.1	lcl|NZ_AFKY01000175.1_cds_LEP2GSC135_RS1000000125780_588	53.488	43	265
WP_202900251.1	lcl|NZ_AFKY01000175.1_cds_LEP2GSC135_RS1000000125780_588	45.000	20	265
WP_202900251.1	lcl|NZ_AFKY01000281.1_cds_WP_229309472.1_75	92.481	133	265
WP_202900251.1	lcl|NZ_AFKY01000281.1_cds_WP_042709618.1_74	83.505	97	265
WP_202900251.1	lcl|NZ_AFKY01000297.1_cds_LEP2GSC135_RS0121505_1	40.698	86	265
WP_202900251.1	lcl|NZ_AFKY01000175.1_cds_LEP2GSC135_RS1000000125780_588	53.488	43	265
WP_202900251.1	lcl|NZ_AFKY01000175.1_cds_LEP2GSC135_RS1000000125780_588	45.000	20	265
WP_017214681.1	lcl|NZ_AFKY01000030.1_cds_WP_000479982.1_2933	94.697	264	264
WP_017214682.1	lcl|NZ_AFKY01000030.1_cds_WP_000715958.1_2934	86.047	129	130
WP_017214683.1	lcl|NZ_AFKY01000030.1_cds_WP_001088866.1_2935	88.889	144	144
WP_017214683.1	lcl|NZ_AFKY01000114.1_cds_WP_002069656.1_1539	41.071	56	144
WP_017214683.1	lcl|NZ_AFKY01000263.1_cds_WP_000360599.1_304	28.571	112	144
WP_017214684.1	lcl|NZ_AFKY01000030.1_cds_WP_000517242.1_2936	93.213	221	221
WP_017214684.1	lcl|NZ_AFKY01000066.1_cds_WP_001082180.1_2109	28.205	78	221
WP_017214684.1	lcl|NZ_AFKY01000082.1_cds_WP_001069834.1_1876	26.606	109	221
WP_017214685.1	lcl|NZ_AFKY01000030.1_cds_WP_000859505.1_2974	54.651	258	260
WP_017214685.1	lcl|NZ_AFKY01000030.1_cds_WP_000800438.1_2955	27.179	195	260
WP_017214685.1	lcl|NZ_AFKY01000030.1_cds_WP_000774262.1_2925	21.790	257	260
WP_017214685.1	lcl|NZ_AFKY01000023.1_cds_WP_000805357.1_3206	25.581	215	260
WP_017214686.1	lcl|NZ_AFKY01000030.1_cds_WP_000487322.1_2975	41.972	355	374
WP_017214686.1	lcl|NZ_AFKY01000030.1_cds_WP_000723090.1_3003	28.399	331	374
WP_017214686.1	lcl|NZ_AFKY01000032.1_cds_WP_000649925.1_2836	26.950	282	374
WP_017214686.1	lcl|NZ_AFKY01000030.1_cds_WP_000600889.1_2950	24.648	284	374
WP_017214686.1	lcl|NZ_AFKY01000271.1_cds_WP_000709511.1_179	25.839	298	374
WP_017214686.1	lcl|NZ_AFKY01000030.1_cds_WP_000475904.1_2986	26.545	275	374
WP_017214686.1	lcl|NZ_AFKY01000066.1_cds_WP_000744700.1_2081	23.392	342	374
WP_017214686.1	lcl|NZ_AFKY01000145.1_cds_WP_000457972.1_941	25.434	173	374
WP_017214689.1	lcl|NZ_AFKY01000030.1_cds_WP_001015422.1_2938	26.923	390	413
WP_017214689.1	lcl|NZ_AFKY01000082.1_cds_WP_000347681.1_1877	25.123	203	413
WP_020981159.1	lcl|NZ_AFKY01000136.1_cds_WP_000840858.1_1102	32.317	328	324
WP_020981159.1	lcl|NZ_AFKY01000030.1_cds_WP_000579813.1_2947	25.786	318	324
WP_020981159.1	lcl|NZ_AFKY01000023.1_cds_WP_000868621.1_3228	34.307	137	324
WP_020981159.1	lcl|NZ_AFKY01000037.1_cds_WP_000728671.1_2641	29.134	127	324
WP_020981159.1	lcl|NZ_AFKY01000030.1_cds_WP_001068986.1_2978	28.723	94	324
WP_020981159.1	lcl|NZ_AFKY01000030.1_cds_WP_000854002.1_3000	29.167	96	324
WP_017214691.1	lcl|NZ_AFKY01000030.1_cds_WP_000517242.1_2936	33.333	93	229
WP_017214691.1	lcl|NZ_AFKY01000082.1_cds_WP_001069834.1_1876	26.316	95	229
WP_020981249.1	lcl|NZ_AFKY01000030.1_cds_WP_001106774.1_2943	24.473	237	477
WP_020981272.1	lcl|NZ_AFKY01000185.1_cds_WP_000283287.1_498	22.321	112	236
WP_017214696.1	lcl|NZ_AFKY01000030.1_cds_WP_000646250.1_2924	27.149	221	294
WP_017214696.1	lcl|NZ_AFKY01000030.1_cds_WP_000410273.1_2921	23.792	269	294
WP_017214696.1	lcl|NZ_AFKY01000066.1_cds_WP_000744700.1_2081	28.662	157	294
WP_017214696.1	lcl|NZ_AFKY01000030.1_cds_WP_000723090.1_3003	21.717	198	294
WP_017214696.1	lcl|NZ_AFKY01000084.1_cds_WP_001074785.1_1849	25.414	181	294
WP_017214696.1	lcl|NZ_AFKY01000053.1_cds_WP_000688695.1_2276	30.088	113	294
WP_020981225.1	lcl|NZ_AFKY01000030.1_cds_WP_001015422.1_2938	22.271	229	403
WP_017214698.1	lcl|NZ_AFKY01000030.1_cds_WP_000611594.1_2937	49.102	167	174
WP_017214698.1	lcl|NZ_AFKY01000270.1_cds_WP_001206947.1_213	25.000	140	174
WP_017214699.1	lcl|NZ_AFKY01000030.1_cds_WP_001015422.1_2938	37.561	410	416
WP_017214700.1	lcl|NZ_AFKY01000030.1_cds_WP_000582222.1_2939	82.353	357	361
WP_017214700.1	lcl|NZ_AFKY01000030.1_cds_WP_000608295.1_2929	42.060	233	361
WP_017214700.1	lcl|NZ_AFKY01000204.1_cds_WP_001281953.1_396	30.179	391	361
WP_017214700.1	lcl|NZ_AFKY01000030.1_cds_WP_000947844.1_2951	35.600	250	361
WP_017214700.1	lcl|NZ_AFKY01000030.1_cds_WP_001198107.1_2928	36.842	228	361
WP_017214700.1	lcl|NZ_AFKY01000030.1_cds_WP_000575178.1_2997	32.950	261	361
WP_017214700.1	lcl|NZ_AFKY01000030.1_cds_WP_000346036.1_2958	29.433	282	361
WP_017214700.1	lcl|NZ_AFKY01000272.1_cds_WP_001982414.1_164	23.416	363	361
WP_017214701.1	lcl|NZ_AFKY01000045.1_cds_WP_000007746.1_2425	74.779	226	233
WP_017214701.1	lcl|NZ_AFKY01000030.1_cds_WP_223809837.1_2942	69.668	211	233
WP_017214701.1	lcl|NZ_AFKY01000030.1_cds_WP_000516588.1_2952	23.140	121	233
WP_017214701.1	lcl|NZ_AFKY01000066.1_cds_WP_000462634.1_2091	30.526	95	233
WP_235592100.1	lcl|NZ_AFKY01000076.1_cds_WP_001181527.1_1915	46.753	77	167
WP_235592100.1	lcl|NZ_AFKY01000045.1_cds_WP_000007746.1_2425	32.456	114	167
WP_235592100.1	lcl|NZ_AFKY01000030.1_cds_WP_223809837.1_2942	52.500	40	167
WP_235592100.1	lcl|NZ_AFKY01000066.1_cds_WP_000462634.1_2091	31.461	89	167
WP_020981137.1	lcl|NZ_AFKY01000042.1_cds_WP_000172202.1_2531	41.333	225	592
WP_020981137.1	lcl|NZ_AFKY01000139.1_cds_WP_000667646.1_1061	40.693	231	592
WP_020981137.1	lcl|NZ_AFKY01000075.1_cds_WP_000828455.1_1942	37.727	220	592
WP_020981137.1	lcl|NZ_AFKY01000030.1_cds_WP_000834715.1_2944	34.498	229	592
WP_020981137.1	lcl|NZ_AFKY01000193.1_cds_WP_000510777.1_454	28.692	237	592
WP_020981137.1	lcl|NZ_AFKY01000042.1_cds_WP_000942282.1_2545	30.172	232	592
WP_020981137.1	lcl|NZ_AFKY01000019.1_cds_WP_000619175.1_3353	31.224	237	592
WP_020981137.1	lcl|NZ_AFKY01000123.1_cds_WP_001052498.1_1414	26.054	261	592
WP_020981137.1	lcl|NZ_AFKY01000126.1_cds_WP_001089500.1_1292	31.799	239	592
WP_020981137.1	lcl|NZ_AFKY01000051.1_cds_WP_000184524.1_2352	28.986	207	592
WP_020981137.1	lcl|NZ_AFKY01000018.1_cds_WP_001161019.1_3404	27.602	221	592
WP_020981137.1	lcl|NZ_AFKY01000050.1_cds_WP_000666552.1_2367	28.326	233	592
WP_020981137.1	lcl|NZ_AFKY01000133.1_cds_WP_001982953.1_1145	26.891	238	592
WP_020981137.1	lcl|NZ_AFKY01000014.1_cds_WP_000598571.1_3621	27.854	219	592
WP_020981137.1	lcl|NZ_AFKY01000179.1_cds_WP_000603361.1_538	26.549	226	592
WP_020981137.1	lcl|NZ_AFKY01000019.1_cds_WP_000218838.1_3352	26.877	253	592
WP_020981137.1	lcl|NZ_AFKY01000268.1_cds_WP_001288326.1_242	27.155	232	592
WP_020981137.1	lcl|NZ_AFKY01000085.1_cds_WP_000052667.1_1818	26.522	230	592
WP_020981137.1	lcl|NZ_AFKY01000201.1_cds_WP_000590867.1_403	24.675	231	592
WP_020981137.1	lcl|NZ_AFKY01000201.1_cds_WP_000590867.1_403	22.727	154	592
WP_020981137.1	lcl|NZ_AFKY01000022.1_cds_WP_000536762.1_3262	29.798	198	592
WP_020981137.1	lcl|NZ_AFKY01000029.1_cds_WP_000047473.1_3055	26.168	214	592
