WP_017214669.1	lcl|NZ_RQFL01000026.1_cds_WP_035983633.1_2810	61.538	78	106
WP_017214670.1	lcl|NZ_RQFL01000026.1_cds_WP_135748742.1_2813	80.323	310	314
WP_017214670.1	lcl|NZ_RQFL01000011.1_cds_WP_135748906.1_1035	27.389	314	314
WP_017214670.1	lcl|NZ_RQFL01000011.1_cds_WP_135748927.1_1008	24.843	318	314
WP_017214670.1	lcl|NZ_RQFL01000026.1_cds_WP_135748743.1_2812	23.846	260	314
WP_017214670.1	lcl|NZ_RQFL01000009.1_cds_WP_135749866.1_3178	23.404	188	314
WP_017214672.1	lcl|NZ_RQFL01000024.1_cds_WP_135749621.1_72	30.909	165	185
WP_017214673.1	lcl|NZ_RQFL01000011.1_cds_WP_135748927.1_1008	31.529	314	329
WP_017214673.1	lcl|NZ_RQFL01000026.1_cds_WP_135748743.1_2812	29.240	342	329
WP_017214673.1	lcl|NZ_RQFL01000007.1_cds_WP_135748100.1_2550	30.128	312	329
WP_017214673.1	lcl|NZ_RQFL01000009.1_cds_WP_135749866.1_3178	29.167	336	329
WP_017214673.1	lcl|NZ_RQFL01000011.1_cds_WP_135748906.1_1035	28.344	314	329
WP_017214673.1	lcl|NZ_RQFL01000011.1_cds_WP_135696004.1_1419	25.705	319	329
WP_017214673.1	lcl|NZ_RQFL01000011.1_cds_WP_135749550.1_1351	29.572	257	329
WP_017214673.1	lcl|NZ_RQFL01000026.1_cds_WP_135748742.1_2813	24.367	316	329
WP_017214673.1	lcl|NZ_RQFL01000026.1_cds_WP_135747942.1_2870	25.660	265	329
WP_017214673.1	lcl|NZ_RQFL01000021.1_cds_WP_135749799.1_3525	26.519	181	329
WP_017214673.1	lcl|NZ_RQFL01000011.1_cds_WP_135747765.1_955	31.548	168	329
WP_017214673.1	lcl|NZ_RQFL01000011.1_cds_WP_135749044.1_1359	24.800	250	329
WP_017214673.1	lcl|NZ_RQFL01000009.1_cds_WP_208727372.1_3167	24.675	308	329
WP_017214673.1	lcl|NZ_RQFL01000026.1_cds_WP_135747429.1_2823	22.264	265	329
WP_017214673.1	lcl|NZ_RQFL01000026.1_cds_WP_135750024.1_2830	23.288	292	329
WP_017214674.1	lcl|NZ_RQFL01000026.1_cds_WP_135693628.1_2931	23.755	261	267
WP_017214674.1	lcl|NZ_RQFL01000011.1_cds_WP_135749127.1_1323	33.065	124	267
WP_017214674.1	lcl|NZ_RQFL01000026.1_cds_WP_135747430.1_2822	23.944	213	267
WP_017214674.1	lcl|NZ_RQFL01000007.1_cds_WP_135747821.1_2662	28.125	192	267
WP_017214674.1	lcl|NZ_RQFL01000026.1_cds_WP_135748744.1_2811	24.339	189	267
WP_017214674.1	lcl|NZ_RQFL01000009.1_cds_WP_135749867.1_3179	27.835	194	267
WP_017214675.1	lcl|NZ_RQFL01000024.1_cds_WP_135749640.1_50	24.620	329	510
WP_017214675.1	lcl|NZ_RQFL01000024.1_cds_WP_135693237.1_49	27.358	106	510
WP_017214675.1	lcl|NZ_RQFL01000024.1_cds_WP_135749640.1_50	24.620	329	510
WP_017214675.1	lcl|NZ_RQFL01000024.1_cds_WP_135693237.1_49	27.358	106	510
WP_017214676.1	lcl|NZ_RQFL01000007.1_cds_WP_135748100.1_2550	25.540	278	330
WP_017214676.1	lcl|NZ_RQFL01000011.1_cds_WP_135748927.1_1008	27.536	276	330
WP_017214676.1	lcl|NZ_RQFL01000011.1_cds_WP_135749550.1_1351	30.342	234	330
WP_017214676.1	lcl|NZ_RQFL01000011.1_cds_WP_135748906.1_1035	26.205	332	330
WP_017214676.1	lcl|NZ_RQFL01000011.1_cds_WP_135749044.1_1359	27.165	254	330
WP_017214676.1	lcl|NZ_RQFL01000026.1_cds_WP_135748743.1_2812	26.718	262	330
WP_017214676.1	lcl|NZ_RQFL01000011.1_cds_WP_135749161.1_1432	33.333	111	330
WP_017214676.1	lcl|NZ_RQFL01000026.1_cds_WP_135748741.1_2814	28.906	128	330
WP_017214676.1	lcl|NZ_RQFL01000009.1_cds_WP_135749866.1_3178	23.762	303	330
WP_017214676.1	lcl|NZ_RQFL01000021.1_cds_WP_135749799.1_3525	30.921	152	330
WP_017214676.1	lcl|NZ_RQFL01000011.1_cds_WP_135747765.1_955	26.341	205	330
WP_017214676.1	lcl|NZ_RQFL01000011.1_cds_WP_135696004.1_1419	28.667	150	330
WP_017214678.1	lcl|NZ_RQFL01000007.1_cds_WP_100741966.1_2278	37.500	256	264
WP_017214678.1	lcl|NZ_RQFL01000031.1_cds_WP_135749488.1_1704	24.000	300	264
WP_020981179.1	lcl|NZ_RQFL01000021.1_cds_WP_135747739.1_3434	35.906	298	310
WP_020981179.1	lcl|NZ_RQFL01000031.1_cds_WP_135749488.1_1704	30.263	304	310
WP_020981179.1	lcl|NZ_RQFL01000024.1_cds_WP_135749572.1_137	24.427	262	310
WP_020981179.1	lcl|NZ_RQFL01000021.1_cds_WP_135747739.1_3434	35.906	298	310
WP_020981179.1	lcl|NZ_RQFL01000031.1_cds_WP_135749488.1_1704	30.263	304	310
WP_020981179.1	lcl|NZ_RQFL01000024.1_cds_WP_135749572.1_137	24.427	262	310
WP_017214683.1	lcl|NZ_RQFL01000031.1_cds_WP_135694130.1_1728	42.857	56	144
WP_017214684.1	lcl|NZ_RQFL01000009.1_cds_WP_135749297.1_3374	29.293	99	221
