WP_017214669.1	lcl|NZ_ANOJ01000058.1_cds_WP_000340715.1_1072	97.674	86	106
WP_017214670.1	lcl|NZ_ANOJ01000058.1_cds_WP_000410273.1_1071	94.268	314	314
WP_017214670.1	lcl|NZ_ANOJ01000210.1_cds_WP_000744700.1_3575	25.776	322	314
WP_017214670.1	lcl|NZ_ANOJ01000058.1_cds_WP_000646251.1_1068	26.119	268	314
WP_017214670.1	lcl|NZ_ANOJ01000058.1_cds_WP_000723090.1_989	23.958	288	314
WP_017214670.1	lcl|NZ_ANOJ01000058.1_cds_LEP1GSC111_RS01000000127555_1052	64.444	45	314
WP_017214670.1	lcl|NZ_ANOJ01000058.1_cds_WP_000600886.1_1043	24.599	187	314
WP_017214671.1	lcl|NZ_ANOJ01000058.1_cds_WP_000604524.1_1070	91.507	365	365
WP_017214672.1	lcl|NZ_ANOJ01000058.1_cds_WP_000884059.1_1069	96.757	185	185
WP_017214672.1	lcl|NZ_ANOJ01000159.1_cds_WP_004752075.1_2598	41.429	140	185
WP_017214673.1	lcl|NZ_ANOJ01000058.1_cds_WP_000646251.1_1068	95.137	329	329
WP_017214673.1	lcl|NZ_ANOJ01000210.1_cds_WP_000744700.1_3575	32.063	315	329
WP_017214673.1	lcl|NZ_ANOJ01000058.1_cds_WP_000600886.1_1043	32.595	316	329
WP_017214673.1	lcl|NZ_ANOJ01000058.1_cds_WP_000723090.1_989	31.045	335	329
WP_017214673.1	lcl|NZ_ANOJ01000140.1_cds_WP_001984071.1_2217	31.270	307	329
WP_017214673.1	lcl|NZ_ANOJ01000039.1_cds_WP_000649923.1_599	30.341	323	329
WP_017214673.1	lcl|NZ_ANOJ01000007.1_cds_WP_000709513.1_123	27.879	330	329
WP_017214673.1	lcl|NZ_ANOJ01000058.1_cds_WP_020784363.1_1015	25.333	300	329
WP_017214673.1	lcl|NZ_ANOJ01000058.1_cds_WP_001067558.1_1065	30.588	255	329
WP_017214673.1	lcl|NZ_ANOJ01000140.1_cds_WP_000688696.1_2197	28.623	276	329
WP_017214673.1	lcl|NZ_ANOJ01000058.1_cds_WP_000475904.1_1006	28.467	274	329
WP_017214673.1	lcl|NZ_ANOJ01000058.1_cds_WP_000410273.1_1071	27.530	247	329
WP_017214673.1	lcl|NZ_ANOJ01000132.1_cds_WP_001074783.1_2110	27.547	265	329
WP_017214673.1	lcl|NZ_ANOJ01000103.1_cds_WP_001003562.1_1775	23.653	334	329
WP_017214673.1	lcl|NZ_ANOJ01000058.1_cds_WP_000487322.1_1017	26.398	322	329
WP_017214674.1	lcl|NZ_ANOJ01000058.1_cds_WP_000774261.1_1067	94.757	267	267
WP_017214674.1	lcl|NZ_ANOJ01000058.1_cds_WP_000859505.1_1018	26.295	251	267
WP_017214674.1	lcl|NZ_ANOJ01000058.1_cds_WP_000800438.1_1038	25.630	238	267
WP_017214674.1	lcl|NZ_ANOJ01000058.1_cds_WP_000842260.1_988	26.842	190	267
WP_017214674.1	lcl|NZ_ANOJ01000186.1_cds_WP_000667727.1_3096	32.727	110	267
WP_017214674.1	lcl|NZ_ANOJ01000043.1_cds_WP_000805357.1_747	33.333	102	267
WP_017214675.1	lcl|NZ_ANOJ01000058.1_cds_WP_000612798.1_1066	95.294	510	510
WP_017214675.1	lcl|NZ_ANOJ01000239.1_cds_WP_000291585.1_4113	26.154	325	510
WP_017214675.1	lcl|NZ_ANOJ01000239.1_cds_WP_000364507.1_4112	31.111	90	510
WP_017214675.1	lcl|NZ_ANOJ01000058.1_cds_WP_000612798.1_1066	95.294	510	510
WP_017214675.1	lcl|NZ_ANOJ01000239.1_cds_WP_000291585.1_4113	26.154	325	510
WP_017214675.1	lcl|NZ_ANOJ01000239.1_cds_WP_000364507.1_4112	31.111	90	510
WP_017214676.1	lcl|NZ_ANOJ01000058.1_cds_WP_001067558.1_1065	95.758	330	330
WP_017214676.1	lcl|NZ_ANOJ01000058.1_cds_WP_000646251.1_1068	28.852	305	330
WP_017214676.1	lcl|NZ_ANOJ01000058.1_cds_WP_000600886.1_1043	26.692	266	330
WP_017214676.1	lcl|NZ_ANOJ01000140.1_cds_WP_001984071.1_2217	25.547	274	330
WP_017214676.1	lcl|NZ_ANOJ01000210.1_cds_WP_000744700.1_3575	26.582	316	330
WP_017214676.1	lcl|NZ_ANOJ01000103.1_cds_WP_001003562.1_1775	28.807	243	330
WP_017214676.1	lcl|NZ_ANOJ01000058.1_cds_WP_000723090.1_989	24.625	333	330
WP_017214676.1	lcl|NZ_ANOJ01000039.1_cds_WP_000649923.1_599	29.688	256	330
WP_017214676.1	lcl|NZ_ANOJ01000140.1_cds_WP_000688696.1_2197	26.244	221	330
WP_017214676.1	lcl|NZ_ANOJ01000058.1_cds_WP_020784363.1_1015	24.460	278	330
WP_017214677.1	lcl|NZ_ANOJ01000058.1_cds_WP_000776640.1_1064	89.405	538	538
WP_017214677.1	lcl|NZ_ANOJ01000058.1_cds_WP_000776640.1_1064	89.405	538	538
WP_017214678.1	lcl|NZ_ANOJ01000058.1_cds_WP_000424609.1_1063	93.939	264	264
WP_017214678.1	lcl|NZ_ANOJ01000232.1_cds_WP_001002663.1_3907	41.152	243	264
WP_020981179.1	lcl|NZ_ANOJ01000058.1_cds_WP_002074065.1_1062	93.548	310	310
WP_020981179.1	lcl|NZ_ANOJ01000170.1_cds_WP_000501205.1_2873	36.304	303	310
WP_020981179.1	lcl|NZ_ANOJ01000117.1_cds_WP_001183723.1_1894	28.629	248	310
WP_020981179.1	lcl|NZ_ANOJ01000001.1_cds_WP_000279894.1_24	25.339	221	310
WP_020981179.1	lcl|NZ_ANOJ01000058.1_cds_WP_002074065.1_1062	93.548	310	310
WP_020981179.1	lcl|NZ_ANOJ01000170.1_cds_WP_000501205.1_2873	36.304	303	310
WP_020981179.1	lcl|NZ_ANOJ01000117.1_cds_WP_001183723.1_1894	28.629	248	310
WP_020981179.1	lcl|NZ_ANOJ01000001.1_cds_WP_000279894.1_24	25.339	221	310
WP_202900251.1	lcl|NZ_ANOJ01000145.1_cds_WP_330981618.1_2309	88.608	158	265
WP_202900251.1	lcl|NZ_ANOJ01000145.1_cds_WP_025183078.1_2310	82.609	115	265
WP_202900251.1	lcl|NZ_ANOJ01000069.1_cds_LEP1GSC111_RS1000000131640_1273	96.875	32	265
WP_202900251.1	lcl|NZ_ANOJ01000044.1_cds_LEP1GSC111_RS0105715_778	35.354	99	265
WP_202900251.1	lcl|NZ_ANOJ01000044.1_cds_LEP1GSC111_RS1000000132475_777	50.000	44	265
WP_202900251.1	lcl|NZ_ANOJ01000044.1_cds_LEP1GSC111_RS1000000132475_777	45.000	20	265
WP_202900251.1	lcl|NZ_ANOJ01000041.1_cds_LEP1GSC111_RS1000000129210_692	29.787	94	265
WP_202900251.1	lcl|NZ_ANOJ01000041.1_cds_LEP1GSC111_RS1000000129210_692	45.000	60	265
WP_202900251.1	lcl|NZ_ANOJ01000145.1_cds_WP_330981618.1_2309	88.608	158	265
WP_202900251.1	lcl|NZ_ANOJ01000145.1_cds_WP_025183078.1_2310	82.609	115	265
WP_202900251.1	lcl|NZ_ANOJ01000069.1_cds_LEP1GSC111_RS1000000131640_1273	96.875	32	265
WP_202900251.1	lcl|NZ_ANOJ01000044.1_cds_LEP1GSC111_RS0105715_778	35.354	99	265
WP_202900251.1	lcl|NZ_ANOJ01000044.1_cds_LEP1GSC111_RS1000000132475_777	50.000	44	265
WP_202900251.1	lcl|NZ_ANOJ01000044.1_cds_LEP1GSC111_RS1000000132475_777	45.000	20	265
WP_202900251.1	lcl|NZ_ANOJ01000041.1_cds_LEP1GSC111_RS1000000129210_692	29.787	94	265
WP_202900251.1	lcl|NZ_ANOJ01000041.1_cds_LEP1GSC111_RS1000000129210_692	45.000	60	265
WP_017214681.1	lcl|NZ_ANOJ01000058.1_cds_WP_000479988.1_1061	93.939	264	264
WP_017214682.1	lcl|NZ_ANOJ01000058.1_cds_WP_000715958.1_1060	86.047	129	130
WP_017214683.1	lcl|NZ_ANOJ01000058.1_cds_LEP1GSC111_RS01000000127560_1059	86.842	76	144
WP_017214683.1	lcl|NZ_ANOJ01000058.1_cds_LEP1GSC111_RS01000000127560_1059	94.118	68	144
WP_017214683.1	lcl|NZ_ANOJ01000169.1_cds_WP_002069656.1_2863	41.071	56	144
WP_017214683.1	lcl|NZ_ANOJ01000153.1_cds_WP_025180064.1_2459	30.263	76	144
WP_017214684.1	lcl|NZ_ANOJ01000058.1_cds_WP_000517242.1_1058	93.213	221	221
WP_017214684.1	lcl|NZ_ANOJ01000210.1_cds_WP_001082180.1_3546	28.205	78	221
WP_017214684.1	lcl|NZ_ANOJ01000160.1_cds_WP_001069828.1_2714	26.606	109	221
WP_017214685.1	lcl|NZ_ANOJ01000058.1_cds_WP_000859505.1_1018	54.651	258	260
WP_017214685.1	lcl|NZ_ANOJ01000058.1_cds_WP_000800438.1_1038	27.179	195	260
WP_017214685.1	lcl|NZ_ANOJ01000058.1_cds_WP_000774261.1_1067	23.671	207	260
WP_017214685.1	lcl|NZ_ANOJ01000043.1_cds_WP_000805357.1_747	25.581	215	260
WP_017214686.1	lcl|NZ_ANOJ01000058.1_cds_WP_000487322.1_1017	41.972	355	374
WP_017214686.1	lcl|NZ_ANOJ01000058.1_cds_WP_000723090.1_989	28.399	331	374
WP_017214686.1	lcl|NZ_ANOJ01000039.1_cds_WP_000649923.1_599	27.305	282	374
WP_017214686.1	lcl|NZ_ANOJ01000058.1_cds_WP_000600886.1_1043	24.648	284	374
WP_017214686.1	lcl|NZ_ANOJ01000007.1_cds_WP_000709513.1_123	25.503	298	374
WP_017214686.1	lcl|NZ_ANOJ01000058.1_cds_WP_000475904.1_1006	26.545	275	374
WP_017214686.1	lcl|NZ_ANOJ01000210.1_cds_WP_000744700.1_3575	23.392	342	374
WP_017214686.1	lcl|NZ_ANOJ01000237.1_cds_WP_000457972.1_4003	25.434	173	374
WP_017214689.1	lcl|NZ_ANOJ01000058.1_cds_WP_002118484.1_1055	27.621	391	413
WP_017214689.1	lcl|NZ_ANOJ01000058.1_cds_WP_020784355.1_1057	28.934	197	413
WP_017214689.1	lcl|NZ_ANOJ01000160.1_cds_WP_020784678.1_2715	25.481	208	413
WP_020981159.1	lcl|NZ_ANOJ01000218.1_cds_WP_000840860.1_3742	32.317	328	324
WP_020981159.1	lcl|NZ_ANOJ01000058.1_cds_WP_000579813.1_1046	25.786	318	324
WP_020981159.1	lcl|NZ_ANOJ01000070.1_cds_WP_000868621.1_1303	34.307	137	324
