WP_017214669.1	lcl|NZ_JADDVS010000006.1_cds_WP_002725873.1_3029	90.698	86	106
WP_017214670.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733579.1_3028	92.038	314	314
WP_017214670.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733534.1_3025	25.746	268	314
WP_017214670.1	lcl|NZ_JADDVS010000018.1_cds_WP_002722638.1_691	23.765	324	314
WP_017214670.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740024.1_2934	24.138	290	314
WP_017214670.1	lcl|NZ_JADDVS010000006.1_cds_WP_016749081.1_2996	27.815	151	314
WP_017214670.1	lcl|NZ_JADDVS010000007.1_cds_WP_002728309.1_3099	25.311	241	314
WP_017214670.1	lcl|NZ_JADDVS010000014.1_cds_WP_002743770.1_441	22.353	170	314
WP_017214671.1	lcl|NZ_JADDVS010000006.1_cds_WP_026054882.1_3027	87.945	365	365
WP_017214672.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733646.1_3026	96.216	185	185
WP_017214672.1	lcl|NZ_JADDVS010000003.1_cds_WP_002721790.1_1930	36.986	146	185
WP_017214673.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733534.1_3025	94.225	329	329
WP_017214673.1	lcl|NZ_JADDVS010000018.1_cds_WP_002722638.1_691	30.476	315	329
WP_017214673.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740024.1_2934	30.539	334	329
WP_017214673.1	lcl|NZ_JADDVS010000007.1_cds_WP_002728309.1_3099	29.904	311	329
WP_017214673.1	lcl|NZ_JADDVS010000014.1_cds_WP_002743770.1_441	27.859	341	329
WP_017214673.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733638.1_2988	28.000	350	329
WP_017214673.1	lcl|NZ_JADDVS010000075.1_cds_WP_002741146.1_3075	29.781	319	329
WP_017214673.1	lcl|NZ_JADDVS010000007.1_cds_WP_002728316.1_3102	27.576	330	329
WP_017214673.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733546.1_2959	23.129	294	329
WP_017214673.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740721.1_3022	28.808	302	329
WP_017214673.1	lcl|NZ_JADDVS010000008.1_cds_WP_002732331.1_3236	25.959	339	329
WP_017214673.1	lcl|NZ_JADDVS010000006.1_cds_WP_016749081.1_2996	23.975	317	329
WP_017214673.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733579.1_3028	27.530	247	329
WP_017214673.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733698.1_2951	27.737	274	329
WP_017214673.1	lcl|NZ_JADDVS010000058.1_cds_WP_002740236.1_2632	27.170	265	329
WP_017214673.1	lcl|NZ_JADDVS010000006.1_cds_WP_002744551.1_2994	28.519	270	329
WP_017214673.1	lcl|NZ_JADDVS010000004.1_cds_WP_002721725.1_2446	23.780	328	329
WP_017214673.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733757.1_2961	31.034	174	329
WP_017214673.1	lcl|NZ_JADDVS010000004.1_cds_WP_002739935.1_2359	28.287	251	329
WP_017214674.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733627.1_3024	93.633	267	267
WP_017214674.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740926.1_2983	25.210	238	267
WP_017214674.1	lcl|NZ_JADDVS010000006.1_cds_WP_002738295.1_2962	24.303	251	267
WP_017214674.1	lcl|NZ_JADDVS010000006.1_cds_WP_002727921.1_2933	26.984	189	267
WP_017214674.1	lcl|NZ_JADDVS010000024.1_cds_WP_002729040.1_1174	32.727	110	267
WP_017214674.1	lcl|NZ_JADDVS010000002.1_cds_WP_002766579.1_1464	37.209	86	267
WP_017214674.1	lcl|NZ_JADDVS010000014.1_cds_WP_002729513.1_442	24.868	189	267
WP_017214675.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740779.1_3023	94.706	510	510
WP_017214675.1	lcl|NZ_JADDVS010000005.1_cds_WP_002728536.1_2728	26.689	296	510
WP_017214675.1	lcl|NZ_JADDVS010000005.1_cds_WP_002728534.1_2727	31.111	90	510
WP_017214675.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740779.1_3023	94.706	510	510
WP_017214675.1	lcl|NZ_JADDVS010000005.1_cds_WP_002728536.1_2728	26.689	296	510
WP_017214675.1	lcl|NZ_JADDVS010000005.1_cds_WP_002728534.1_2727	31.111	90	510
WP_017214676.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740721.1_3022	95.152	330	330
WP_017214676.1	lcl|NZ_JADDVS010000007.1_cds_WP_002728309.1_3099	27.106	273	330
WP_017214676.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733534.1_3025	28.852	305	330
WP_017214676.1	lcl|NZ_JADDVS010000006.1_cds_WP_002744551.1_2994	27.491	291	330
WP_017214676.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740024.1_2934	26.582	316	330
WP_017214676.1	lcl|NZ_JADDVS010000018.1_cds_WP_002722638.1_691	28.159	277	330
WP_017214676.1	lcl|NZ_JADDVS010000006.1_cds_WP_016749081.1_2996	29.864	221	330
WP_017214676.1	lcl|NZ_JADDVS010000008.1_cds_WP_002732331.1_3236	26.577	222	330
WP_017214676.1	lcl|NZ_JADDVS010000075.1_cds_WP_002741146.1_3075	29.268	287	330
WP_017214676.1	lcl|NZ_JADDVS010000004.1_cds_WP_002721725.1_2446	25.403	248	330
WP_017214676.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733546.1_2959	25.000	268	330
WP_017214676.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733638.1_2988	23.958	288	330
WP_017214676.1	lcl|NZ_JADDVS010000058.1_cds_WP_002740236.1_2632	26.337	243	330
WP_017214676.1	lcl|NZ_JADDVS010000014.1_cds_WP_002743770.1_441	23.944	142	330
WP_017214676.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733579.1_3028	23.547	327	330
WP_017214677.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740729.1_3019	38.462	546	538
WP_017214677.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740729.1_3019	38.462	546	538
WP_017214678.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740998.1_3018	67.045	264	264
WP_017214678.1	lcl|NZ_JADDVS010000002.1_cds_WP_002742191.1_1433	41.564	243	264
WP_020981179.1	lcl|NZ_JADDVS010000006.1_cds_WP_032853071.1_3017	90.000	310	310
WP_020981179.1	lcl|NZ_JADDVS010000035.1_cds_WP_002741402.1_1761	37.294	303	310
WP_020981179.1	lcl|NZ_JADDVS010000020.1_cds_WP_002727287.1_939	27.305	282	310
WP_020981179.1	lcl|NZ_JADDVS010000003.1_cds_WP_002727177.1_1983	26.244	221	310
WP_020981179.1	lcl|NZ_JADDVS010000006.1_cds_WP_032853071.1_3017	90.000	310	310
