WP_017214669.1	lcl|NZ_AFJZ01000786.1_cds_WP_000340715.1_44	97.674	86	106
WP_017214670.1	lcl|NZ_AFJZ01000786.1_cds_WP_000410271.1_43	94.585	277	314
WP_017214670.1	lcl|NZ_AFJZ01000316.1_cds_WP_000093099.1_2335	59.677	62	314
WP_017214670.1	lcl|NZ_AFJZ01000316.1_cds_LEP2GSC100_RS21845_2355	90.909	33	314
WP_017214670.1	lcl|NZ_AFJZ01000316.1_cds_WP_000646250.1_2352	26.493	268	314
WP_017214670.1	lcl|NZ_AFJZ01000285.1_cds_WP_000744700.1_2876	25.776	322	314
WP_017214670.1	lcl|NZ_AFJZ01000718.1_cds_WP_000723090.1_332	23.958	288	314
WP_017214670.1	lcl|NZ_AFJZ01000365.1_cds_WP_000600889.1_1861	24.599	187	314
WP_017214671.1	lcl|NZ_AFJZ01000316.1_cds_WP_000604524.1_2354	91.507	365	365
WP_017214672.1	lcl|NZ_AFJZ01000316.1_cds_WP_000884059.1_2353	96.757	185	185
WP_017214672.1	lcl|NZ_AFJZ01000290.1_cds_WP_000351733.1_2816	40.714	140	185
WP_017214673.1	lcl|NZ_AFJZ01000316.1_cds_WP_000646250.1_2352	94.529	329	329
WP_017214673.1	lcl|NZ_AFJZ01000285.1_cds_WP_000744700.1_2876	32.063	315	329
WP_017214673.1	lcl|NZ_AFJZ01000365.1_cds_WP_000600889.1_1861	32.595	316	329
WP_017214673.1	lcl|NZ_AFJZ01000718.1_cds_WP_000723090.1_332	31.045	335	329
WP_017214673.1	lcl|NZ_AFJZ01000545.1_cds_WP_001984071.1_827	31.270	307	329
WP_017214673.1	lcl|NZ_AFJZ01000406.1_cds_WP_000649928.1_1586	30.341	323	329
WP_017214673.1	lcl|NZ_AFJZ01000721.1_cds_WP_000709511.1_303	27.879	330	329
WP_017214673.1	lcl|NZ_AFJZ01000170.1_cds_WP_000601375.1_3257	25.333	300	329
WP_017214673.1	lcl|NZ_AFJZ01000316.1_cds_WP_001067557.1_2349	30.196	255	329
WP_017214673.1	lcl|NZ_AFJZ01000497.1_cds_WP_000688695.1_1212	28.623	276	329
WP_017214673.1	lcl|NZ_AFJZ01000132.1_cds_WP_000475899.1_3385	28.112	249	329
WP_017214673.1	lcl|NZ_AFJZ01000363.1_cds_WP_001074785.1_1885	27.925	265	329
WP_017214673.1	lcl|NZ_AFJZ01000786.1_cds_WP_000410271.1_43	29.469	207	329
WP_017214673.1	lcl|NZ_AFJZ01000711.1_cds_WP_001003555.1_423	23.964	338	329
WP_017214673.1	lcl|NZ_AFJZ01000189.1_cds_WP_000487322.1_3213	26.398	322	329
WP_017214674.1	lcl|NZ_AFJZ01000316.1_cds_WP_000774262.1_2351	94.007	267	267
WP_017214674.1	lcl|NZ_AFJZ01000189.1_cds_WP_000859505.1_3212	26.295	251	267
WP_017214674.1	lcl|NZ_AFJZ01000175.1_cds_WP_000800438.1_3242	25.630	238	267
WP_017214674.1	lcl|NZ_AFJZ01000718.1_cds_WP_000842260.1_333	26.842	190	267
WP_017214674.1	lcl|NZ_AFJZ01000389.1_cds_WP_000667727.1_1729	32.727	110	267
WP_017214674.1	lcl|NZ_AFJZ01000110.1_cds_WP_000805357.1_3486	33.333	102	267
WP_017214675.1	lcl|NZ_AFJZ01000316.1_cds_WP_000612797.1_2350	94.706	510	510
WP_017214675.1	lcl|NZ_AFJZ01000411.1_cds_WP_000291593.1_1544	26.154	325	510
WP_017214675.1	lcl|NZ_AFJZ01000411.1_cds_WP_000364507.1_1543	31.111	90	510
WP_017214675.1	lcl|NZ_AFJZ01000316.1_cds_WP_000612797.1_2350	94.706	510	510
WP_017214675.1	lcl|NZ_AFJZ01000411.1_cds_WP_000291593.1_1544	26.154	325	510
WP_017214675.1	lcl|NZ_AFJZ01000411.1_cds_WP_000364507.1_1543	31.111	90	510
