WP_017214669.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000340715.1_782	97.674	86	106
WP_017214670.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000410273.1_783	94.268	314	314
WP_017214670.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000093099.1_803	59.677	62	314
WP_017214670.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000646250.1_786	26.493	268	314
WP_017214670.1	lcl|NZ_JAGGCL010000008.1_cds_WP_000744700.1_1390	25.776	322	314
WP_017214670.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000723090.1_865	23.958	288	314
WP_017214670.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000600889.1_812	24.599	187	314
WP_017214671.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000604524.1_784	91.507	365	365
WP_017214672.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000884059.1_785	96.757	185	185
WP_017214672.1	lcl|NZ_JAGGCL010000002.1_cds_WP_000351733.1_509	40.714	140	185
WP_017214673.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000646250.1_786	94.529	329	329
WP_017214673.1	lcl|NZ_JAGGCL010000008.1_cds_WP_000744700.1_1390	32.063	315	329
WP_017214673.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000600889.1_812	32.595	316	329
WP_017214673.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000723090.1_865	31.045	335	329
WP_017214673.1	lcl|NZ_JAGGCL010000026.1_cds_WP_001984071.1_2817	31.270	307	329
WP_017214673.1	lcl|NZ_JAGGCL010000010.1_cds_WP_000649925.1_1617	30.341	323	329
WP_017214673.1	lcl|NZ_JAGGCL010000063.1_cds_WP_000709511.1_3687	27.879	330	329
WP_017214673.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000601375.1_839	25.333	300	329
WP_017214673.1	lcl|NZ_JAGGCL010000004.1_cds_WP_001067557.1_789	30.196	255	329
WP_017214673.1	lcl|NZ_JAGGCL010000026.1_cds_WP_000688695.1_2797	28.623	276	329
WP_017214673.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000475904.1_848	28.467	274	329
WP_017214673.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000410273.1_783	27.530	247	329
WP_017214673.1	lcl|NZ_JAGGCL010000002.1_cds_WP_001074785.1_304	27.925	265	329
WP_017214673.1	lcl|NZ_JAGGCL010000017.1_cds_WP_001003555.1_2235	23.964	338	329
WP_017214673.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000487322.1_837	26.398	322	329
WP_017214674.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000774262.1_787	94.007	267	267
WP_017214674.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000859505.1_836	26.295	251	267
WP_017214674.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000800438.1_817	25.630	238	267
WP_017214674.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000842260.1_866	26.842	190	267
WP_017214674.1	lcl|NZ_JAGGCL010000023.1_cds_WP_000667727.1_2641	32.727	110	267
WP_017214674.1	lcl|NZ_JAGGCL010000019.1_cds_WP_000805357.1_2424	33.333	102	267
WP_017214675.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000612797.1_788	94.706	510	510
WP_017214675.1	lcl|NZ_JAGGCL010000018.1_cds_WP_000291591.1_2361	26.154	325	510
WP_017214675.1	lcl|NZ_JAGGCL010000018.1_cds_WP_000364507.1_2360	31.111	90	510
WP_017214675.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000612797.1_788	94.706	510	510
WP_017214675.1	lcl|NZ_JAGGCL010000018.1_cds_WP_000291591.1_2361	26.154	325	510
WP_017214675.1	lcl|NZ_JAGGCL010000018.1_cds_WP_000364507.1_2360	31.111	90	510
WP_017214676.1	lcl|NZ_JAGGCL010000004.1_cds_WP_001067557.1_789	96.364	330	330
WP_017214676.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000646250.1_786	28.525	305	330
WP_017214676.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000600889.1_812	26.692	266	330
WP_017214676.1	lcl|NZ_JAGGCL010000026.1_cds_WP_001984071.1_2817	25.547	274	330
WP_017214676.1	lcl|NZ_JAGGCL010000008.1_cds_WP_000744700.1_1390	26.582	316	330
WP_017214676.1	lcl|NZ_JAGGCL010000017.1_cds_WP_001003555.1_2235	29.218	243	330
WP_017214676.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000723090.1_865	24.625	333	330
WP_017214676.1	lcl|NZ_JAGGCL010000010.1_cds_WP_000649925.1_1617	29.688	256	330
WP_017214676.1	lcl|NZ_JAGGCL010000026.1_cds_WP_000688695.1_2797	26.244	221	330
WP_017214676.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000601375.1_839	25.540	278	330
WP_017214677.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000689743.1_792	38.122	543	538
WP_017214677.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000689743.1_792	38.122	543	538
WP_017214678.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000342713.1_793	67.045	264	264
WP_017214678.1	lcl|NZ_JAGGCL010000054.1_cds_WP_001002663.1_3581	41.152	243	264
WP_020981179.1	lcl|NZ_JAGGCL010000004.1_cds_WP_001246618.1_794	87.097	310	310
WP_020981179.1	lcl|NZ_JAGGCL010000035.1_cds_WP_000501205.1_3138	36.304	303	310
WP_020981179.1	lcl|NZ_JAGGCL010000034.1_cds_WP_001183723.1_3099	28.629	248	310
WP_020981179.1	lcl|NZ_JAGGCL010000015.1_cds_WP_000279894.1_2089	25.339	221	310
WP_020981179.1	lcl|NZ_JAGGCL010000004.1_cds_WP_001246618.1_794	87.097	310	310
WP_020981179.1	lcl|NZ_JAGGCL010000035.1_cds_WP_000501205.1_3138	36.304	303	310
WP_020981179.1	lcl|NZ_JAGGCL010000034.1_cds_WP_001183723.1_3099	28.629	248	310
WP_020981179.1	lcl|NZ_JAGGCL010000015.1_cds_WP_000279894.1_2089	25.339	221	310
WP_202900251.1	lcl|NZ_JAGGCL010000015.1_cds_WP_229309472.1_2152	92.481	133	265
WP_202900251.1	lcl|NZ_JAGGCL010000015.1_cds_WP_042709618.1_2151	83.505	97	265
WP_202900251.1	lcl|NZ_JAGGCL010000073.1_cds_J6375_RS18585_3721	40.698	86	265
WP_202900251.1	lcl|NZ_JAGGCL010000073.1_cds_J6375_RS18590_3722	53.488	43	265
WP_202900251.1	lcl|NZ_JAGGCL010000073.1_cds_J6375_RS18590_3722	45.000	20	265
WP_202900251.1	lcl|NZ_JAGGCL010000015.1_cds_WP_229309472.1_2152	92.481	133	265
WP_202900251.1	lcl|NZ_JAGGCL010000015.1_cds_WP_042709618.1_2151	83.505	97	265
WP_202900251.1	lcl|NZ_JAGGCL010000073.1_cds_J6375_RS18585_3721	40.698	86	265
WP_202900251.1	lcl|NZ_JAGGCL010000073.1_cds_J6375_RS18590_3722	53.488	43	265
WP_202900251.1	lcl|NZ_JAGGCL010000073.1_cds_J6375_RS18590_3722	45.000	20	265
WP_017214681.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000479982.1_795	94.697	264	264
WP_017214682.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000715958.1_796	86.047	129	130
WP_017214683.1	lcl|NZ_JAGGCL010000004.1_cds_WP_001088866.1_797	88.889	144	144
WP_017214683.1	lcl|NZ_JAGGCL010000001.1_cds_WP_002069656.1_70	41.071	56	144
WP_017214683.1	lcl|NZ_JAGGCL010000003.1_cds_WP_000360599.1_571	28.571	112	144
WP_017214684.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000517242.1_798	93.213	221	221
WP_017214684.1	lcl|NZ_JAGGCL010000008.1_cds_WP_001082180.1_1419	28.205	78	221
WP_017214684.1	lcl|NZ_JAGGCL010000048.1_cds_WP_001069834.1_3469	26.606	109	221
WP_017214685.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000859505.1_836	54.651	258	260
WP_017214685.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000800438.1_817	27.179	195	260
WP_017214685.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000774262.1_787	21.790	257	260
WP_017214685.1	lcl|NZ_JAGGCL010000019.1_cds_WP_000805357.1_2424	25.581	215	260
WP_017214686.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000487322.1_837	41.972	355	374
