WP_017214669.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357622.1_1218	63.514	74	106
WP_017214670.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357623.1_1219	81.847	314	314
WP_017214670.1	lcl|NZ_JAMQPR010000001.1_cds_WP_108960553.1_106	24.074	324	314
WP_017214670.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357674.1_1272	22.848	302	314
WP_017214670.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357672.1_1270	22.383	277	314
WP_017214670.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357692.1_1290	27.174	184	314
WP_017214670.1	lcl|NZ_JAMQPR010000002.1_cds_WP_100715920.1_3458	24.118	170	314
WP_017214670.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357665.1_1263	19.331	269	314
WP_017214670.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358962.1_2903	23.353	334	314
WP_017214672.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357652.1_1250	32.642	193	185
WP_017214672.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358002.1_1702	32.558	129	185
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357672.1_1270	32.087	321	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357674.1_1272	31.208	298	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_108960553.1_106	30.573	314	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358962.1_2903	31.373	306	329
WP_017214673.1	lcl|NZ_JAMQPR010000002.1_cds_WP_100715920.1_3458	28.739	341	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357692.1_1290	26.888	331	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265356697.1_79	32.907	313	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_100725525.1_3078	27.500	320	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357623.1_1219	27.848	316	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357665.1_1263	23.221	267	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359129.1_3130	27.200	250	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357662.1_1260	33.548	155	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359122.1_3122	23.985	271	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357676.1_1274	27.481	262	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357707.1_1307	25.651	269	329
WP_017214673.1	lcl|NZ_JAMQPR010000002.1_cds_WP_265359508.1_3447	24.675	308	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359318.1_159	28.144	167	329
WP_017214673.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357011.1_460	24.581	179	329
WP_017214674.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357673.1_1271	26.939	245	267
WP_017214674.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357664.1_1262	28.155	206	267
WP_017214674.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357729.1_1368	24.138	261	267
