WP_017214669.1	lcl|NZ_JADDVK010000007.1_cds_WP_002725873.1_3170	90.698	86	106
WP_017214670.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733579.1_3171	92.038	314	314
WP_017214670.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733534.1_3174	25.746	268	314
WP_017214670.1	lcl|NZ_JADDVK010000009.1_cds_WP_002722638.1_3426	23.765	324	314
WP_017214670.1	lcl|NZ_JADDVK010000007.1_cds_WP_002740024.1_3265	24.138	290	314
WP_017214670.1	lcl|NZ_JADDVK010000007.1_cds_WP_016749081.1_3203	27.815	151	314
WP_017214670.1	lcl|NZ_JADDVK010000001.1_cds_WP_002728309.1_1018	25.311	241	314
WP_017214670.1	lcl|NZ_JADDVK010000010.1_cds_WP_002743770.1_74	22.353	170	314
WP_017214671.1	lcl|NZ_JADDVK010000007.1_cds_WP_026054882.1_3172	87.945	365	365
WP_017214672.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733646.1_3173	96.216	185	185
WP_017214672.1	lcl|NZ_JADDVK010000004.1_cds_WP_002721790.1_2734	36.986	146	185
WP_017214673.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733534.1_3174	94.225	329	329
WP_017214673.1	lcl|NZ_JADDVK010000009.1_cds_WP_002722638.1_3426	30.476	315	329
WP_017214673.1	lcl|NZ_JADDVK010000007.1_cds_WP_002740024.1_3265	30.539	334	329
WP_017214673.1	lcl|NZ_JADDVK010000001.1_cds_WP_002728309.1_1018	29.904	311	329
WP_017214673.1	lcl|NZ_JADDVK010000010.1_cds_WP_002743770.1_74	27.859	341	329
WP_017214673.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733638.1_3211	28.000	350	329
WP_017214673.1	lcl|NZ_JADDVK010000006.1_cds_WP_002741146.1_3145	29.781	319	329
WP_017214673.1	lcl|NZ_JADDVK010000001.1_cds_WP_002728316.1_1015	27.576	330	329
WP_017214673.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733546.1_3240	23.129	294	329
WP_017214673.1	lcl|NZ_JADDVK010000007.1_cds_WP_002740721.1_3177	28.808	302	329
WP_017214673.1	lcl|NZ_JADDVK010000006.1_cds_WP_002732331.1_3056	25.959	339	329
WP_017214673.1	lcl|NZ_JADDVK010000007.1_cds_WP_016749081.1_3203	23.975	317	329
WP_017214673.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733579.1_3171	27.530	247	329
WP_017214673.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733698.1_3248	27.737	274	329
WP_017214673.1	lcl|NZ_JADDVK010000051.1_cds_WP_002740236.1_2762	27.170	265	329
WP_017214673.1	lcl|NZ_JADDVK010000007.1_cds_WP_002744551.1_3205	28.519	270	329
WP_017214673.1	lcl|NZ_JADDVK010000146.1_cds_WP_193822074.1_511	34.615	104	329
WP_017214673.1	lcl|NZ_JADDVK010000002.1_cds_WP_002721725.1_1768	23.780	328	329
WP_017214673.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733757.1_3238	31.034	174	329
WP_017214673.1	lcl|NZ_JADDVK010000002.1_cds_WP_002739935.1_1679	28.287	251	329
WP_017214674.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733627.1_3175	93.633	267	267
WP_017214674.1	lcl|NZ_JADDVK010000007.1_cds_WP_002740926.1_3216	25.210	238	267
WP_017214674.1	lcl|NZ_JADDVK010000007.1_cds_WP_002738295.1_3237	24.303	251	267
WP_017214674.1	lcl|NZ_JADDVK010000007.1_cds_WP_002727921.1_3266	26.984	189	267
WP_017214674.1	lcl|NZ_JADDVK010000024.1_cds_WP_002729040.1_1406	32.727	110	267
WP_017214674.1	lcl|NZ_JADDVK010000028.1_cds_WP_002766579.1_1613	37.209	86	267
WP_017214674.1	lcl|NZ_JADDVK010000010.1_cds_WP_002729513.1_75	24.868	189	267
WP_017214675.1	lcl|NZ_JADDVK010000007.1_cds_WP_002740779.1_3176	94.706	510	510
WP_017214675.1	lcl|NZ_JADDVK010000008.1_cds_WP_002728536.1_3326	26.689	296	510
WP_017214675.1	lcl|NZ_JADDVK010000008.1_cds_WP_002728534.1_3327	31.111	90	510
WP_017214675.1	lcl|NZ_JADDVK010000007.1_cds_WP_002740779.1_3176	94.706	510	510
WP_017214675.1	lcl|NZ_JADDVK010000008.1_cds_WP_002728536.1_3326	26.689	296	510
WP_017214675.1	lcl|NZ_JADDVK010000008.1_cds_WP_002728534.1_3327	31.111	90	510
WP_017214676.1	lcl|NZ_JADDVK010000007.1_cds_WP_002740721.1_3177	95.152	330	330
WP_017214676.1	lcl|NZ_JADDVK010000001.1_cds_WP_002728309.1_1018	27.106	273	330
WP_017214676.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733534.1_3174	28.852	305	330
WP_017214676.1	lcl|NZ_JADDVK010000007.1_cds_WP_002744551.1_3205	27.491	291	330
WP_017214676.1	lcl|NZ_JADDVK010000007.1_cds_WP_002740024.1_3265	26.582	316	330
WP_017214676.1	lcl|NZ_JADDVK010000009.1_cds_WP_002722638.1_3426	28.159	277	330
WP_017214676.1	lcl|NZ_JADDVK010000007.1_cds_WP_016749081.1_3203	29.864	221	330
WP_017214676.1	lcl|NZ_JADDVK010000006.1_cds_WP_002732331.1_3056	26.577	222	330
WP_017214676.1	lcl|NZ_JADDVK010000006.1_cds_WP_002741146.1_3145	29.268	287	330
WP_017214676.1	lcl|NZ_JADDVK010000002.1_cds_WP_002721725.1_1768	25.403	248	330
WP_017214676.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733546.1_3240	25.000	268	330
WP_017214676.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733638.1_3211	23.958	288	330
WP_017214676.1	lcl|NZ_JADDVK010000146.1_cds_WP_193822074.1_511	35.135	74	330
WP_017214676.1	lcl|NZ_JADDVK010000051.1_cds_WP_002740236.1_2762	26.337	243	330
WP_017214676.1	lcl|NZ_JADDVK010000010.1_cds_WP_002743770.1_74	23.944	142	330
WP_017214676.1	lcl|NZ_JADDVK010000007.1_cds_WP_002733579.1_3171	23.547	327	330
WP_017214677.1	lcl|NZ_JADDVK010000007.1_cds_WP_002740729.1_3180	38.462	546	538
WP_017214677.1	lcl|NZ_JADDVK010000007.1_cds_WP_002740729.1_3180	38.462	546	538
WP_017214678.1	lcl|NZ_JADDVK010000007.1_cds_WP_002740998.1_3181	67.045	264	264
WP_017214678.1	lcl|NZ_JADDVK010000028.1_cds_WP_002742191.1_1582	41.564	243	264
WP_020981179.1	lcl|NZ_JADDVK010000007.1_cds_WP_032853071.1_3182	90.000	310	310
WP_020981179.1	lcl|NZ_JADDVK010000017.1_cds_WP_002741402.1_681	37.294	303	310
WP_020981179.1	lcl|NZ_JADDVK010000123.1_cds_IQA79_RS17240_217	73.333	135	310
WP_020981179.1	lcl|NZ_JADDVK010000021.1_cds_WP_002727287.1_1216	27.305	282	310
WP_020981179.1	lcl|NZ_JADDVK010000004.1_cds_WP_002727177.1_2683	26.244	221	310
WP_020981179.1	lcl|NZ_JADDVK010000007.1_cds_WP_032853071.1_3182	90.000	310	310
WP_020981179.1	lcl|NZ_JADDVK010000017.1_cds_WP_002741402.1_681	37.294	303	310
WP_020981179.1	lcl|NZ_JADDVK010000123.1_cds_IQA79_RS17240_217	73.333	135	310
WP_020981179.1	lcl|NZ_JADDVK010000021.1_cds_WP_002727287.1_1216	27.305	282	310
WP_020981179.1	lcl|NZ_JADDVK010000004.1_cds_WP_002727177.1_2683	26.244	221	310
WP_202900251.1	lcl|NZ_JADDVK010000086.1_cds_WP_228029434.1_3279	94.309	123	265
WP_202900251.1	lcl|NZ_JADDVK010000086.1_cds_WP_228029434.1_3279	94.118	17	265
WP_202900251.1	lcl|NZ_JADDVK010000057.1_cds_WP_228003619.1_2856	94.444	108	265
WP_202900251.1	lcl|NZ_JADDVK010000007.1_cds_WP_139363593.1_3221	44.531	256	265
WP_202900251.1	lcl|NZ_JADDVK010000057.1_cds_WP_134771539.1_2850	44.141	256	265
WP_202900251.1	lcl|NZ_JADDVK010000086.1_cds_WP_230456801.1_3278	87.368	95	265
WP_202900251.1	lcl|NZ_JADDVK010000014.1_cds_WP_193818150.1_510	97.183	71	265
WP_202900251.1	lcl|NZ_JADDVK010000013.1_cds_WP_016762595.1_318	71.264	87	265
WP_202900251.1	lcl|NZ_JADDVK010000041.1_cds_IQA79_RS15015_2391	42.478	113	265
WP_202900251.1	lcl|NZ_JADDVK010000065.1_cds_IQA79_RS17940_3033	100.000	36	265
WP_202900251.1	lcl|NZ_JADDVK010000057.1_cds_IQA79_RS17905_2863	100.000	36	265
WP_202900251.1	lcl|NZ_JADDVK010000051.1_cds_IQA79_RS17875_2759	100.000	36	265
WP_202900251.1	lcl|NZ_JADDVK010000013.1_cds_IQA79_RS17565_404	100.000	36	265
WP_202900251.1	lcl|NZ_JADDVK010000052.1_cds_IQA79_RS17885_2789	100.000	35	265
WP_202900251.1	lcl|NZ_JADDVK010000004.1_cds_IQA79_RS17445_2603	100.000	35	265
