WP_017214669.1	lcl|NZ_LIHE01000147.1_cds_WP_000340715.1_865	97.674	86	106
WP_017214670.1	lcl|NZ_LIHE01000147.1_cds_WP_000410273.1_864	94.268	314	314
WP_017214670.1	lcl|NZ_LIHE01000147.1_cds_WP_000646255.1_861	26.493	268	314
WP_017214670.1	lcl|NZ_LIHE01000021.1_cds_WP_000744695.1_1616	25.776	322	314
WP_017214670.1	lcl|NZ_LIHE01000139.1_cds_WP_000723081.1_730	23.958	288	314
WP_017214670.1	lcl|NZ_LIHE01000180.1_cds_WP_000600891.1_1273	24.599	187	314
WP_017214670.1	lcl|NZ_LIHE01000006.1_cds_WP_000649929.1_3077	25.994	327	314
WP_017214671.1	lcl|NZ_LIHE01000147.1_cds_WP_000604524.1_863	91.507	365	365
WP_017214672.1	lcl|NZ_LIHE01000147.1_cds_WP_000884059.1_862	96.757	185	185
WP_017214672.1	lcl|NZ_LIHE01000126.1_cds_WP_000351733.1_564	40.714	140	185
WP_017214673.1	lcl|NZ_LIHE01000147.1_cds_WP_000646255.1_861	94.833	329	329
WP_017214673.1	lcl|NZ_LIHE01000021.1_cds_WP_000744695.1_1616	32.381	315	329
WP_017214673.1	lcl|NZ_LIHE01000180.1_cds_WP_000600891.1_1273	32.911	316	329
WP_017214673.1	lcl|NZ_LIHE01000139.1_cds_WP_000723081.1_730	31.045	335	329
WP_017214673.1	lcl|NZ_LIHE01000010.1_cds_WP_002064390.1_114	30.945	307	329
WP_017214673.1	lcl|NZ_LIHE01000006.1_cds_WP_000649929.1_3077	30.341	323	329
WP_017214673.1	lcl|NZ_LIHE01000010.1_cds_WP_000709511.1_124	27.879	330	329
WP_017214673.1	lcl|NZ_LIHE01000111.1_cds_WP_000601375.1_334	25.333	300	329
WP_017214673.1	lcl|NZ_LIHE01000147.1_cds_WP_001067557.1_858	30.196	255	329
WP_017214673.1	lcl|NZ_LIHE01000034.1_cds_WP_000688698.1_2359	28.623	276	329
WP_017214673.1	lcl|NZ_LIHE01000179.1_cds_WP_000475897.1_1220	28.467	274	329
