WP_017214669.1	lcl|NZ_LMXF01000069.1_cds_WP_000340715.1_2458	97.674	86	106
WP_017214670.1	lcl|NZ_LMXF01000069.1_cds_WP_000410273.1_2457	94.268	314	314
WP_017214670.1	lcl|NZ_LMXF01000005.1_cds_WP_000744700.1_374	25.776	322	314
WP_017214670.1	lcl|NZ_LMXF01000069.1_cds_WP_000646253.1_2454	26.493	268	314
WP_017214670.1	lcl|NZ_LMXF01000002.1_cds_WP_000723090.1_123	23.958	288	314
WP_017214670.1	lcl|NZ_LMXF01000002.1_cds_WP_001033107.1_174	20.755	265	314
WP_017214671.1	lcl|NZ_LMXF01000069.1_cds_WP_000604524.1_2456	91.507	365	365
WP_017214672.1	lcl|NZ_LMXF01000069.1_cds_WP_000884060.1_2455	96.757	185	185
WP_017214672.1	lcl|NZ_LMXF01000109.1_cds_WP_000351733.1_3055	40.714	140	185
WP_017214673.1	lcl|NZ_LMXF01000069.1_cds_WP_000646253.1_2454	94.833	329	329
WP_017214673.1	lcl|NZ_LMXF01000005.1_cds_WP_000744700.1_374	32.063	315	329
WP_017214673.1	lcl|NZ_LMXF01000002.1_cds_WP_000723090.1_123	31.045	335	329
WP_017214673.1	lcl|NZ_LMXF01000069.1_cds_WP_000699346.1_2440	30.488	328	329
WP_017214673.1	lcl|NZ_LMXF01000014.1_cds_WP_001984071.1_834	31.270	307	329
WP_017214673.1	lcl|NZ_LMXF01000001.1_cds_WP_000649924.1_85	30.341	323	329
WP_017214673.1	lcl|NZ_LMXF01000135.1_cds_WP_000709511.1_3304	27.879	330	329
WP_017214673.1	lcl|NZ_LMXF01000069.1_cds_WP_001067558.1_2451	30.588	255	329
WP_017214673.1	lcl|NZ_LMXF01000014.1_cds_WP_000688696.1_814	28.623	276	329
WP_017214673.1	lcl|NZ_LMXF01000002.1_cds_WP_000475901.1_139	28.467	274	329
WP_017214673.1	lcl|NZ_LMXF01000069.1_cds_WP_000410273.1_2457	27.530	247	329
WP_017214673.1	lcl|NZ_LMXF01000034.1_cds_WP_001074783.1_1579	27.547	265	329
WP_017214673.1	lcl|NZ_LMXF01000002.1_cds_WP_001033107.1_174	25.974	308	329
WP_017214673.1	lcl|NZ_LMXF01000010.1_cds_WP_001003562.1_655	23.653	334	329
WP_017214674.1	lcl|NZ_LMXF01000069.1_cds_WP_000774261.1_2453	94.757	267	267
WP_017214674.1	lcl|NZ_LMXF01000002.1_cds_WP_000842258.1_122	26.984	189	267
WP_017214674.1	lcl|NZ_LMXF01000103.1_cds_WP_000667727.1_2979	32.727	110	267
WP_017214674.1	lcl|NZ_LMXF01000012.1_cds_WP_000805357.1_714	33.333	102	267
WP_017214675.1	lcl|NZ_LMXF01000069.1_cds_WP_000612798.1_2452	95.294	510	510
WP_017214675.1	lcl|NZ_LMXF01000003.1_cds_WP_000291586.1_276	26.154	325	510
WP_017214675.1	lcl|NZ_LMXF01000003.1_cds_WP_000364507.1_275	31.111	90	510
WP_017214675.1	lcl|NZ_LMXF01000069.1_cds_WP_000612798.1_2452	95.294	510	510
WP_017214675.1	lcl|NZ_LMXF01000003.1_cds_WP_000291586.1_276	26.154	325	510
WP_017214675.1	lcl|NZ_LMXF01000003.1_cds_WP_000364507.1_275	31.111	90	510
WP_017214676.1	lcl|NZ_LMXF01000069.1_cds_WP_001067558.1_2451	95.758	330	330
WP_017214676.1	lcl|NZ_LMXF01000069.1_cds_WP_000646253.1_2454	28.525	305	330
WP_017214676.1	lcl|NZ_LMXF01000014.1_cds_WP_001984071.1_834	25.547	274	330
WP_017214676.1	lcl|NZ_LMXF01000005.1_cds_WP_000744700.1_374	26.582	316	330
WP_017214676.1	lcl|NZ_LMXF01000010.1_cds_WP_001003562.1_655	28.807	243	330
WP_017214676.1	lcl|NZ_LMXF01000002.1_cds_WP_000723090.1_123	24.625	333	330
WP_017214676.1	lcl|NZ_LMXF01000069.1_cds_WP_000699346.1_2440	28.372	215	330
WP_017214676.1	lcl|NZ_LMXF01000001.1_cds_WP_000649924.1_85	29.688	256	330
WP_017214676.1	lcl|NZ_LMXF01000014.1_cds_WP_000688696.1_814	26.244	221	330
WP_017214677.1	lcl|NZ_LMXF01000069.1_cds_WP_000776640.1_2450	89.405	538	538
WP_017214677.1	lcl|NZ_LMXF01000069.1_cds_WP_000776640.1_2450	89.405	538	538
WP_017214678.1	lcl|NZ_LMXF01000069.1_cds_WP_000424609.1_2449	93.939	264	264
WP_017214678.1	lcl|NZ_LMXF01000026.1_cds_WP_001002663.1_1272	41.152	243	264
WP_020981179.1	lcl|NZ_LMXF01000069.1_cds_WP_002074065.1_2448	93.548	310	310
WP_020981179.1	lcl|NZ_LMXF01000019.1_cds_WP_000501208.1_1036	36.545	301	310
WP_020981179.1	lcl|NZ_LMXF01000045.1_cds_WP_001183723.1_1863	28.629	248	310
WP_020981179.1	lcl|NZ_LMXF01000092.1_cds_WP_000279894.1_2825	25.339	221	310
WP_020981179.1	lcl|NZ_LMXF01000069.1_cds_WP_002074065.1_2448	93.548	310	310
WP_020981179.1	lcl|NZ_LMXF01000019.1_cds_WP_000501208.1_1036	36.545	301	310
WP_020981179.1	lcl|NZ_LMXF01000045.1_cds_WP_001183723.1_1863	28.629	248	310
