WP_017214669.1	lcl|NZ_AOVF01000047.1_cds_WP_000340715.1_684	97.674	86	106
WP_017214670.1	lcl|NZ_AOVF01000047.1_cds_WP_000410273.1_685	94.268	314	314
WP_017214670.1	lcl|NZ_AOVF01000047.1_cds_WP_000093099.1_705	59.677	62	314
WP_017214670.1	lcl|NZ_AOVF01000047.1_cds_WP_000646252.1_688	26.493	268	314
WP_017214670.1	lcl|NZ_AOVF01000125.1_cds_WP_000744700.1_2885	25.776	322	314
WP_017214670.1	lcl|NZ_AOVF01000047.1_cds_WP_000723090.1_767	23.958	288	314
WP_017214670.1	lcl|NZ_AOVF01000047.1_cds_WP_000600889.1_714	24.599	187	314
WP_017214671.1	lcl|NZ_AOVF01000047.1_cds_WP_000604524.1_686	91.507	365	365
WP_017214672.1	lcl|NZ_AOVF01000047.1_cds_WP_000884059.1_687	96.757	185	185
WP_017214672.1	lcl|NZ_AOVF01000084.1_cds_WP_000351733.1_1786	40.714	140	185
WP_017214673.1	lcl|NZ_AOVF01000047.1_cds_WP_000646252.1_688	94.225	329	329
WP_017214673.1	lcl|NZ_AOVF01000125.1_cds_WP_000744700.1_2885	32.063	315	329
WP_017214673.1	lcl|NZ_AOVF01000047.1_cds_WP_000600889.1_714	32.595	316	329
WP_017214673.1	lcl|NZ_AOVF01000047.1_cds_WP_000723090.1_767	31.045	335	329
WP_017214673.1	lcl|NZ_AOVF01000059.1_cds_WP_001984071.1_1033	31.270	307	329
WP_017214673.1	lcl|NZ_AOVF01000076.1_cds_WP_000649925.1_1472	30.341	323	329
WP_017214673.1	lcl|NZ_AOVF01000045.1_cds_WP_000709511.1_679	27.879	330	329
WP_017214673.1	lcl|NZ_AOVF01000047.1_cds_WP_000601375.1_741	25.333	300	329
WP_017214673.1	lcl|NZ_AOVF01000047.1_cds_WP_001067557.1_691	30.196	255	329
WP_017214673.1	lcl|NZ_AOVF01000062.1_cds_WP_000688695.1_1093	28.623	276	329
WP_017214673.1	lcl|NZ_AOVF01000047.1_cds_WP_000475904.1_750	28.467	274	329
WP_017214673.1	lcl|NZ_AOVF01000047.1_cds_WP_000410273.1_685	27.530	247	329
WP_017214673.1	lcl|NZ_AOVF01000078.1_cds_WP_001074785.1_1580	27.925	265	329
WP_017214673.1	lcl|NZ_AOVF01000105.1_cds_WP_001003555.1_2320	23.964	338	329
WP_017214673.1	lcl|NZ_AOVF01000047.1_cds_WP_000487322.1_739	26.398	322	329
WP_017214674.1	lcl|NZ_AOVF01000047.1_cds_WP_000774262.1_689	94.007	267	267
WP_017214674.1	lcl|NZ_AOVF01000047.1_cds_WP_000859505.1_738	26.295	251	267
WP_017214674.1	lcl|NZ_AOVF01000047.1_cds_WP_000800438.1_719	25.630	238	267
WP_017214674.1	lcl|NZ_AOVF01000047.1_cds_WP_000842260.1_768	26.842	190	267
WP_017214674.1	lcl|NZ_AOVF01000095.1_cds_WP_000667727.1_2039	32.727	110	267
WP_017214674.1	lcl|NZ_AOVF01000068.1_cds_WP_000805357.1_1278	33.333	102	267
WP_017214675.1	lcl|NZ_AOVF01000047.1_cds_WP_000612797.1_690	94.706	510	510
WP_017214675.1	lcl|NZ_AOVF01000078.1_cds_WP_000291591.1_1656	26.154	325	510
WP_017214675.1	lcl|NZ_AOVF01000078.1_cds_WP_000364507.1_1655	31.111	90	510
WP_017214675.1	lcl|NZ_AOVF01000047.1_cds_WP_000612797.1_690	94.706	510	510
WP_017214675.1	lcl|NZ_AOVF01000078.1_cds_WP_000291591.1_1656	26.154	325	510
WP_017214675.1	lcl|NZ_AOVF01000078.1_cds_WP_000364507.1_1655	31.111	90	510
WP_017214676.1	lcl|NZ_AOVF01000047.1_cds_WP_001067557.1_691	96.364	330	330
WP_017214676.1	lcl|NZ_AOVF01000047.1_cds_WP_000646252.1_688	28.525	305	330
WP_017214676.1	lcl|NZ_AOVF01000047.1_cds_WP_000600889.1_714	26.692	266	330
WP_017214676.1	lcl|NZ_AOVF01000059.1_cds_WP_001984071.1_1033	25.547	274	330
WP_017214676.1	lcl|NZ_AOVF01000125.1_cds_WP_000744700.1_2885	26.582	316	330
WP_017214676.1	lcl|NZ_AOVF01000105.1_cds_WP_001003555.1_2320	29.218	243	330
WP_017214676.1	lcl|NZ_AOVF01000047.1_cds_WP_000723090.1_767	24.625	333	330
