WP_017214669.1	lcl|NZ_JQPN01000125.1_cds_WP_000340715.1_2656	97.674	86	106
WP_017214670.1	lcl|NZ_JQPN01000125.1_cds_WP_000410266.1_2657	94.268	314	314
WP_017214670.1	lcl|NZ_JQPN01000032.1_cds_WP_000744698.1_992	25.776	322	314
WP_017214670.1	lcl|NZ_JQPN01000125.1_cds_WP_000646254.1_2660	26.119	268	314
WP_017214670.1	lcl|NZ_JQPN01000160.1_cds_WP_000723091.1_3167	24.306	288	314
WP_017214671.1	lcl|NZ_JQPN01000125.1_cds_WP_002132254.1_2658	91.233	365	365
WP_017214672.1	lcl|NZ_JQPN01000125.1_cds_WP_000884059.1_2659	96.757	185	185
WP_017214672.1	lcl|NZ_JQPN01000022.1_cds_WP_000351733.1_603	40.714	140	185
WP_017214673.1	lcl|NZ_JQPN01000125.1_cds_WP_000646254.1_2660	95.137	329	329
WP_017214673.1	lcl|NZ_JQPN01000032.1_cds_WP_000744698.1_992	32.063	315	329
WP_017214673.1	lcl|NZ_JQPN01000160.1_cds_WP_000723091.1_3167	31.343	335	329
WP_017214673.1	lcl|NZ_JQPN01000085.1_cds_WP_002072074.1_2113	30.945	307	329
WP_017214673.1	lcl|NZ_JQPN01000044.1_cds_WP_000649924.1_1332	30.341	323	329
WP_017214673.1	lcl|NZ_JQPN01000178.1_cds_WP_000709508.1_3337	27.576	330	329
WP_017214673.1	lcl|NZ_JQPN01000125.1_cds_WP_001067557.1_2663	30.196	255	329
WP_017214673.1	lcl|NZ_JQPN01000085.1_cds_WP_000688698.1_2093	28.623	276	329
WP_017214673.1	lcl|NZ_JQPN01000163.1_cds_WP_000475901.1_3199	28.467	274	329
WP_017214673.1	lcl|NZ_JQPN01000125.1_cds_WP_000410266.1_2657	27.530	247	329
WP_017214673.1	lcl|NZ_JQPN01000038.1_cds_WP_001074779.1_1156	27.547	265	329
WP_017214673.1	lcl|NZ_JQPN01000013.1_cds_WP_001003560.1_328	23.669	338	329
WP_017214673.1	lcl|NZ_JQPN01000121.1_cds_WP_000378097.1_2632	25.581	172	329
WP_017214674.1	lcl|NZ_JQPN01000125.1_cds_WP_000774259.1_2661	94.382	267	267
WP_017214674.1	lcl|NZ_JQPN01000160.1_cds_WP_000842260.1_3166	26.842	190	267
WP_017214674.1	lcl|NZ_JQPN01000111.1_cds_WP_000667727.1_2496	32.727	110	267
WP_017214674.1	lcl|NZ_JQPN01000043.1_cds_WP_000805357.1_1227	33.333	102	267
WP_017214675.1	lcl|NZ_JQPN01000125.1_cds_WP_000612798.1_2662	95.294	510	510
WP_017214675.1	lcl|NZ_JQPN01000031.1_cds_WP_000291581.1_950	26.154	325	510
WP_017214675.1	lcl|NZ_JQPN01000031.1_cds_WP_000364504.1_949	31.111	90	510
WP_017214675.1	lcl|NZ_JQPN01000125.1_cds_WP_000612798.1_2662	95.294	510	510
WP_017214675.1	lcl|NZ_JQPN01000031.1_cds_WP_000291581.1_950	26.154	325	510
WP_017214675.1	lcl|NZ_JQPN01000031.1_cds_WP_000364504.1_949	31.111	90	510
WP_017214676.1	lcl|NZ_JQPN01000125.1_cds_WP_001067557.1_2663	96.364	330	330
WP_017214676.1	lcl|NZ_JQPN01000125.1_cds_WP_000646254.1_2660	28.852	305	330
WP_017214676.1	lcl|NZ_JQPN01000085.1_cds_WP_002072074.1_2113	25.912	274	330
WP_017214676.1	lcl|NZ_JQPN01000032.1_cds_WP_000744698.1_992	26.582	316	330
WP_017214676.1	lcl|NZ_JQPN01000013.1_cds_WP_001003560.1_328	28.807	243	330
WP_017214676.1	lcl|NZ_JQPN01000160.1_cds_WP_000723091.1_3167	24.324	333	330
WP_017214676.1	lcl|NZ_JQPN01000044.1_cds_WP_000649924.1_1332	29.688	256	330
WP_017214676.1	lcl|NZ_JQPN01000085.1_cds_WP_000688698.1_2093	25.339	221	330
WP_017214677.1	lcl|NZ_JQPN01000125.1_cds_WP_061231847.1_2666	37.937	543	538
WP_017214677.1	lcl|NZ_JQPN01000125.1_cds_WP_061231847.1_2666	37.937	543	538
WP_017214678.1	lcl|NZ_JQPN01000125.1_cds_WP_000342716.1_2667	67.045	264	264
WP_017214678.1	lcl|NZ_JQPN01000257.1_cds_WP_001002662.1_3705	41.152	243	264
WP_020981179.1	lcl|NZ_JQPN01000125.1_cds_WP_001246619.1_2668	89.355	310	310
WP_020981179.1	lcl|NZ_JQPN01000054.1_cds_WP_000501205.1_1529	36.304	303	310
WP_020981179.1	lcl|NZ_JQPN01000081.1_cds_WP_001183714.1_1997	28.968	252	310
WP_020981179.1	lcl|NZ_JQPN01000059.1_cds_WP_000279896.1_1644	24.887	221	310
WP_020981179.1	lcl|NZ_JQPN01000125.1_cds_WP_001246619.1_2668	89.355	310	310
WP_020981179.1	lcl|NZ_JQPN01000054.1_cds_WP_000501205.1_1529	36.304	303	310
WP_020981179.1	lcl|NZ_JQPN01000081.1_cds_WP_001183714.1_1997	28.968	252	310
WP_020981179.1	lcl|NZ_JQPN01000059.1_cds_WP_000279896.1_1644	24.887	221	310
WP_202900251.1	lcl|NZ_JQPN01000142.1_cds_WP_230666105.1_2965	93.233	133	265
WP_202900251.1	lcl|NZ_JQPN01000125.1_cds_WP_001018782.1_2674	88.732	71	265
WP_202900251.1	lcl|NZ_JQPN01000142.1_cds_WP_017861472.1_2964	91.935	62	265
WP_202900251.1	lcl|NZ_JQPN01000143.1_cds_JG81_RS22875_2994	93.548	31	265
WP_202900251.1	lcl|NZ_JQPN01000143.1_cds_JG81_RS22875_2994	80.000	15	265
WP_202900251.1	lcl|NZ_JQPN01000125.1_cds_WP_228003844.1_2673	73.529	34	265
WP_202900251.1	lcl|NZ_JQPN01000249.1_cds_JG81_RS18775_3687	37.374	99	265
WP_202900251.1	lcl|NZ_JQPN01000249.1_cds_JG81_RS22515_3686	51.163	43	265
WP_202900251.1	lcl|NZ_JQPN01000249.1_cds_JG81_RS22515_3686	45.000	20	265
