WP_017214669.1	lcl|NZ_AFLR01000457.1_cds_WP_000340715.1_360	97.674	86	106
WP_017214670.1	lcl|NZ_AFLR01000457.1_cds_WP_000410273.1_359	94.268	314	314
WP_017214670.1	lcl|NZ_AFLR01000020.1_cds_WP_000093099.1_3644	59.677	62	314
WP_017214670.1	lcl|NZ_AFLR01000457.1_cds_WP_000646250.1_356	26.493	268	314
WP_017214670.1	lcl|NZ_AFLR01000299.1_cds_WP_000723090.1_898	23.958	288	314
WP_017214670.1	lcl|NZ_AFLR01000119.1_cds_WP_000744699.1_2648	25.373	268	314
WP_017214670.1	lcl|NZ_AFLR01000106.1_cds_WP_000325242.1_2922	25.309	162	314
WP_017214671.1	lcl|NZ_AFLR01000457.1_cds_WP_000604524.1_358	91.507	365	365
WP_017214672.1	lcl|NZ_AFLR01000457.1_cds_WP_000884059.1_357	96.757	185	185
WP_017214672.1	lcl|NZ_AFLR01000491.1_cds_WP_000351733.1_113	40.714	140	185
WP_017214673.1	lcl|NZ_AFLR01000457.1_cds_WP_000646250.1_356	94.529	329	329
WP_017214673.1	lcl|NZ_AFLR01000299.1_cds_WP_000723090.1_898	31.045	335	329
WP_017214673.1	lcl|NZ_AFLR01000119.1_cds_WP_000744699.1_2648	33.333	261	329
WP_017214673.1	lcl|NZ_AFLR01000255.1_cds_WP_001984071.1_1376	31.270	307	329
WP_017214673.1	lcl|NZ_AFLR01000107.1_cds_WP_000649925.1_2892	30.341	323	329
WP_017214673.1	lcl|NZ_AFLR01000194.1_cds_WP_000601375.1_1676	25.333	300	329
WP_017214673.1	lcl|NZ_AFLR01000307.1_cds_WP_000316026.1_839	28.846	260	329
WP_017214673.1	lcl|NZ_AFLR01000106.1_cds_WP_000325242.1_2922	29.756	205	329
WP_017214673.1	lcl|NZ_AFLR01000457.1_cds_WP_001067555.1_353	31.638	177	329
WP_017214673.1	lcl|NZ_AFLR01000094.1_cds_WP_000519466.1_3137	30.435	207	329
WP_017214673.1	lcl|NZ_AFLR01000194.1_cds_WP_000475904.1_1667	28.467	274	329
WP_017214673.1	lcl|NZ_AFLR01000020.1_cds_WP_000600885.1_3653	37.383	107	329
WP_017214673.1	lcl|NZ_AFLR01000457.1_cds_WP_000410273.1_359	27.530	247	329
WP_017214673.1	lcl|NZ_AFLR01000014.1_cds_WP_001074785.1_3720	27.925	265	329
WP_017214673.1	lcl|NZ_AFLR01000259.1_cds_WP_001003555.1_1324	23.964	338	329
WP_017214673.1	lcl|NZ_AFLR01000194.1_cds_WP_000487322.1_1678	26.398	322	329
WP_017214674.1	lcl|NZ_AFLR01000457.1_cds_WP_000774262.1_355	94.007	267	267
WP_017214674.1	lcl|NZ_AFLR01000106.1_cds_WP_000800438.1_2917	25.630	238	267
WP_017214674.1	lcl|NZ_AFLR01000299.1_cds_WP_000842260.1_897	26.842	190	267
WP_017214674.1	lcl|NZ_AFLR01000250.1_cds_WP_000667727.1_1429	32.727	110	267
WP_017214674.1	lcl|NZ_AFLR01000110.1_cds_WP_000805357.1_2775	33.333	102	267
WP_017214674.1	lcl|NZ_AFLR01000047.1_cds_WP_000859504.1_3415	26.718	131	267
WP_017214675.1	lcl|NZ_AFLR01000457.1_cds_WP_000612797.1_354	94.706	510	510
WP_017214675.1	lcl|NZ_AFLR01000125.1_cds_WP_000291591.1_2480	26.154	325	510
WP_017214675.1	lcl|NZ_AFLR01000125.1_cds_WP_000364507.1_2479	31.111	90	510
WP_017214675.1	lcl|NZ_AFLR01000457.1_cds_WP_000612797.1_354	94.706	510	510
WP_017214675.1	lcl|NZ_AFLR01000125.1_cds_WP_000291591.1_2480	26.154	325	510
WP_017214675.1	lcl|NZ_AFLR01000125.1_cds_WP_000364507.1_2479	31.111	90	510
WP_017214676.1	lcl|NZ_AFLR01000457.1_cds_WP_001067555.1_353	95.694	209	330
WP_017214676.1	lcl|NZ_AFLR01000020.1_cds_LEP2GSC194_RS0101160_3630	97.600	125	330
WP_017214676.1	lcl|NZ_AFLR01000457.1_cds_WP_000646250.1_356	28.525	305	330
WP_017214676.1	lcl|NZ_AFLR01000255.1_cds_WP_001984071.1_1376	25.547	274	330
WP_017214676.1	lcl|NZ_AFLR01000119.1_cds_WP_000744699.1_2648	27.473	273	330
WP_017214676.1	lcl|NZ_AFLR01000259.1_cds_WP_001003555.1_1324	29.218	243	330
WP_017214676.1	lcl|NZ_AFLR01000299.1_cds_WP_000723090.1_898	24.625	333	330
WP_017214676.1	lcl|NZ_AFLR01000107.1_cds_WP_000649925.1_2892	29.688	256	330
WP_017214676.1	lcl|NZ_AFLR01000094.1_cds_WP_000519466.1_3137	28.788	132	330
WP_017214676.1	lcl|NZ_AFLR01000106.1_cds_WP_000325242.1_2922	27.273	154	330
WP_017214676.1	lcl|NZ_AFLR01000194.1_cds_WP_000601375.1_1676	25.540	278	330
WP_017214676.1	lcl|NZ_AFLR01000020.1_cds_WP_000600885.1_3653	30.952	84	330
WP_017214677.1	lcl|NZ_AFLR01000020.1_cds_WP_000689743.1_3633	38.122	543	538
WP_017214677.1	lcl|NZ_AFLR01000020.1_cds_WP_000689743.1_3633	38.122	543	538
WP_017214678.1	lcl|NZ_AFLR01000020.1_cds_WP_000342713.1_3634	67.045	264	264
WP_017214678.1	lcl|NZ_AFLR01000130.1_cds_WP_001002663.1_2379	41.152	243	264
