WP_017214669.1	lcl|NZ_AKWS02000046.1_cds_WP_004462903.1_1491	94.186	86	106
WP_017214670.1	lcl|NZ_AKWS02000046.1_cds_WP_004477867.1_1490	92.038	314	314
WP_017214670.1	lcl|NZ_AKWS02000045.1_cds_WP_004461583.1_1766	25.234	321	314
WP_017214670.1	lcl|NZ_AKWS02000046.1_cds_WP_004490069.1_1475	22.022	277	314
WP_017214670.1	lcl|NZ_AKWS02000046.1_cds_WP_004476514.1_1399	24.199	281	314
WP_017214670.1	lcl|NZ_AKWS02000046.1_cds_WP_002178501.1_1452	24.251	334	314
WP_017214670.1	lcl|NZ_AKWS02000053.1_cds_WP_004490254.1_1086	22.353	170	314
WP_017214670.1	lcl|NZ_AKWS02000044.1_cds_WP_004461234.1_1885	24.519	208	314
WP_017214672.1	lcl|NZ_AKWS02000001.1_cds_WP_004460143.1_3787	36.301	146	185
WP_017214673.1	lcl|NZ_AKWS02000046.1_cds_WP_002178501.1_1452	33.333	336	329
WP_017214673.1	lcl|NZ_AKWS02000046.1_cds_WP_004462894.1_1486	31.548	336	329
WP_017214673.1	lcl|NZ_AKWS02000045.1_cds_WP_004461583.1_1766	30.159	315	329
WP_017214673.1	lcl|NZ_AKWS02000046.1_cds_WP_004490069.1_1475	31.773	299	329
WP_017214673.1	lcl|NZ_AKWS02000044.1_cds_WP_004461234.1_1885	31.833	311	329
WP_017214673.1	lcl|NZ_AKWS02000046.1_cds_WP_004476514.1_1399	30.240	334	329
WP_017214673.1	lcl|NZ_AKWS02000013.1_cds_WP_004472946.1_3149	30.650	323	329
WP_017214673.1	lcl|NZ_AKWS02000053.1_cds_WP_004490254.1_1086	27.859	341	329
WP_017214673.1	lcl|NZ_AKWS02000044.1_cds_WP_004467290.1_1888	27.950	322	329
WP_017214673.1	lcl|NZ_AKWS02000046.1_cds_WP_004490099.1_1429	24.138	290	329
WP_017214673.1	lcl|NZ_AKWS02000063.1_cds_WP_032920079.1_536	26.100	341	329
WP_017214673.1	lcl|NZ_AKWS02000058.1_cds_WP_004470510.1_882	28.030	264	329
WP_017214673.1	lcl|NZ_AKWS02000046.1_cds_WP_004477867.1_1490	25.843	267	329
WP_017214673.1	lcl|NZ_AKWS02000046.1_cds_WP_004490122.1_1431	25.215	349	329
WP_017214673.1	lcl|NZ_AKWS02000063.1_cds_WP_004472818.1_591	27.875	287	329
WP_017214673.1	lcl|NZ_AKWS02000045.1_cds_WP_004489949.1_1673	23.333	330	329
WP_017214674.1	lcl|NZ_AKWS02000046.1_cds_WP_004490115.1_1470	30.472	233	267
WP_017214674.1	lcl|NZ_AKWS02000035.1_cds_WP_004474348.1_2136	35.455	110	267
WP_017214674.1	lcl|NZ_AKWS02000046.1_cds_WP_004476528.1_1398	26.842	190	267
WP_017214674.1	lcl|NZ_AKWS02000046.1_cds_WP_000869621.1_1432	21.951	246	267
WP_017214674.1	lcl|NZ_AKWS02000044.1_cds_WP_016754360.1_1856	37.931	87	267
WP_017214674.1	lcl|NZ_AKWS02000053.1_cds_WP_004490253.1_1087	25.389	193	267
WP_017214675.1	lcl|NZ_AKWS02000021.1_cds_WP_004463881.1_2910	26.300	327	510
WP_017214675.1	lcl|NZ_AKWS02000021.1_cds_WP_004460640.1_2909	32.609	92	510
WP_017214675.1	lcl|NZ_AKWS02000021.1_cds_WP_004463881.1_2910	26.300	327	510
WP_017214675.1	lcl|NZ_AKWS02000021.1_cds_WP_004460640.1_2909	32.609	92	510
WP_017214676.1	lcl|NZ_AKWS02000044.1_cds_WP_004461234.1_1885	26.374	273	330
WP_017214676.1	lcl|NZ_AKWS02000046.1_cds_WP_002178501.1_1452	28.458	253	330
WP_017214676.1	lcl|NZ_AKWS02000045.1_cds_WP_004461583.1_1766	28.623	276	330
WP_017214676.1	lcl|NZ_AKWS02000046.1_cds_WP_004490069.1_1475	24.907	269	330
WP_017214676.1	lcl|NZ_AKWS02000046.1_cds_WP_004476514.1_1399	26.347	334	330
WP_017214676.1	lcl|NZ_AKWS02000046.1_cds_WP_002178821.1_1465	30.469	128	330
WP_017214676.1	lcl|NZ_AKWS02000063.1_cds_WP_032920079.1_536	27.027	222	330
WP_017214676.1	lcl|NZ_AKWS02000045.1_cds_WP_004489949.1_1673	25.514	243	330
WP_017214676.1	lcl|NZ_AKWS02000046.1_cds_WP_004462894.1_1486	27.586	232	330
WP_017214676.1	lcl|NZ_AKWS02000013.1_cds_WP_004472946.1_3149	30.488	246	330
WP_017214676.1	lcl|NZ_AKWS02000046.1_cds_WP_004490099.1_1429	24.901	253	330
WP_017214676.1	lcl|NZ_AKWS02000058.1_cds_WP_004470510.1_882	29.231	130	330
WP_017214676.1	lcl|NZ_AKWS02000053.1_cds_WP_004490254.1_1086	23.741	139	330
WP_017214676.1	lcl|NZ_AKWS02000046.1_cds_WP_004477867.1_1490	22.936	327	330
WP_017214678.1	lcl|NZ_AKWS02000070.1_cds_WP_004490657.1_268	41.975	243	264
WP_020981179.1	lcl|NZ_AKWS02000072.1_cds_WP_004474516.1_225	38.380	284	310
WP_020981179.1	lcl|NZ_AKWS02000007.1_cds_WP_004461490.1_3512	26.829	287	310
WP_020981179.1	lcl|NZ_AKWS02000058.1_cds_WP_004490381.1_847	25.792	221	310
WP_020981179.1	lcl|NZ_AKWS02000072.1_cds_WP_004474516.1_225	38.380	284	310
WP_020981179.1	lcl|NZ_AKWS02000007.1_cds_WP_004461490.1_3512	26.829	287	310
WP_020981179.1	lcl|NZ_AKWS02000058.1_cds_WP_004490381.1_847	25.792	221	310
WP_202900251.1	lcl|NZ_AKWS02000026.1_cds_WP_234305647.1_2577	87.925	265	265
WP_202900251.1	lcl|NZ_AKWS02000004.1_cds_LEP1GSC071_RS21500_3607	42.537	134	265
WP_202900251.1	lcl|NZ_AKWS02000046.1_cds_WP_234305672.1_1478	87.879	33	265
WP_202900251.1	lcl|NZ_AKWS02000026.1_cds_LEP1GSC071_RS12180_2572	42.029	69	265
WP_202900251.1	lcl|NZ_AKWS02000026.1_cds_WP_234305647.1_2577	87.925	265	265
WP_202900251.1	lcl|NZ_AKWS02000004.1_cds_LEP1GSC071_RS21500_3607	42.537	134	265
WP_202900251.1	lcl|NZ_AKWS02000046.1_cds_WP_234305672.1_1478	87.879	33	265
WP_202900251.1	lcl|NZ_AKWS02000026.1_cds_LEP1GSC071_RS12180_2572	42.029	69	265
WP_017214683.1	lcl|NZ_AKWS02000029.1_cds_WP_004462309.1_2381	41.071	56	144
WP_017214684.1	lcl|NZ_AKWS02000046.1_cds_WP_004490029.1_1425	25.806	93	221
WP_017214685.1	lcl|NZ_AKWS02000046.1_cds_WP_000869621.1_1432	48.450	258	260
WP_017214685.1	lcl|NZ_AKWS02000046.1_cds_WP_004490115.1_1470	27.404	208	260
WP_017214685.1	lcl|NZ_AKWS02000044.1_cds_WP_016754360.1_1856	24.074	216	260
WP_017214686.1	lcl|NZ_AKWS02000046.1_cds_WP_004490122.1_1431	43.258	356	374
WP_017214686.1	lcl|NZ_AKWS02000046.1_cds_WP_004476514.1_1399	27.273	330	374
WP_017214686.1	lcl|NZ_AKWS02000013.1_cds_WP_004472946.1_3149	24.779	339	374
WP_017214686.1	lcl|NZ_AKWS02000046.1_cds_WP_004490069.1_1475	25.337	371	374
WP_017214686.1	lcl|NZ_AKWS02000044.1_cds_WP_004467290.1_1888	27.090	299	374
WP_017214686.1	lcl|NZ_AKWS02000053.1_cds_WP_004490254.1_1086	22.917	288	374
WP_017214686.1	lcl|NZ_AKWS02000045.1_cds_WP_004461583.1_1766	23.977	342	374
WP_017214686.1	lcl|NZ_AKWS02000046.1_cds_WP_004462894.1_1486	23.630	292	374
WP_017214686.1	lcl|NZ_AKWS02000039.1_cds_WP_004467770.1_2012	25.294	170	374
WP_017214689.1	lcl|NZ_AKWS02000046.1_cds_WP_004490155.1_1434	55.882	408	413
WP_017214689.1	lcl|NZ_AKWS02000077.1_cds_WP_004468002.1_125	27.619	210	413
WP_020981159.1	lcl|NZ_AKWS02000064.1_cds_WP_004459124.1_488	33.866	313	324
WP_020981159.1	lcl|NZ_AKWS02000046.1_cds_WP_002178823.1_1453	29.032	310	324
WP_020981159.1	lcl|NZ_AKWS02000054.1_cds_WP_004465813.1_1059	35.766	137	324
WP_020981159.1	lcl|NZ_AKWS02000058.1_cds_WP_004473026.1_810	27.559	127	324
WP_020981159.1	lcl|NZ_AKWS02000053.1_cds_WP_004490252.1_1085	29.839	124	324
WP_020981159.1	lcl|NZ_AKWS02000046.1_cds_WP_004490164.1_1421	26.471	170	324
WP_020981159.1	lcl|NZ_AKWS02000046.1_cds_WP_004490137.1_1428	26.496	117	324
WP_017214691.1	lcl|NZ_AKWS02000077.1_cds_WP_004462594.1_124	25.455	110	229
WP_017214692.1	lcl|NZ_AKWS02000046.1_cds_WP_004490043.1_1433	35.380	342	366
WP_020981272.1	lcl|NZ_AKWS02000044.1_cds_WP_004461184.1_1865	34.615	52	236
WP_017214696.1	lcl|NZ_AKWS02000046.1_cds_WP_004477867.1_1490	23.048	269	294
WP_017214696.1	lcl|NZ_AKWS02000046.1_cds_WP_004462894.1_1486	23.977	171	294
WP_017214696.1	lcl|NZ_AKWS02000058.1_cds_WP_004470510.1_882	27.326	172	294
WP_017214696.1	lcl|NZ_AKWS02000045.1_cds_WP_004461583.1_1766	27.389	157	294
WP_017214696.1	lcl|NZ_AKWS02000063.1_cds_WP_032920079.1_536	29.204	113	294
WP_017214698.1	lcl|NZ_AKWS02000045.1_cds_WP_004485991.1_1800	23.529	136	174
WP_017214699.1	lcl|NZ_AKWS02000046.1_cds_WP_004490155.1_1434	24.173	393	416
WP_017214700.1	lcl|NZ_AKWS02000046.1_cds_WP_004490106.1_1451	37.736	265	361
WP_017214700.1	lcl|NZ_AKWS02000046.1_cds_WP_004490022.1_1450	29.333	375	361
WP_017214700.1	lcl|NZ_AKWS02000035.1_cds_WP_004489750.1_2129	29.723	397	361
WP_017214700.1	lcl|NZ_AKWS02000046.1_cds_WP_004490093.1_1422	37.795	254	361
WP_017214700.1	lcl|NZ_AKWS02000046.1_cds_WP_004490086.1_1457	33.427	356	361
WP_017214700.1	lcl|NZ_AKWS02000046.1_cds_WP_004462146.1_1407	32.567	261	361
WP_017214700.1	lcl|NZ_AKWS02000063.1_cds_WP_004460480.1_537	24.242	363	361
WP_017214700.1	lcl|NZ_AKWS02000046.1_cds_WP_004462128.1_1474	30.400	250	361
WP_017214700.1	lcl|NZ_AKWS02000046.1_cds_WP_004490161.1_1455	23.224	366	361
