WP_017214669.1	lcl|NZ_AFKU01000213.1_cds_WP_000340715.1_1851	97.674	86	106
WP_017214670.1	lcl|NZ_AFKU01000213.1_cds_WP_000410273.1_1852	94.268	314	314
WP_017214670.1	lcl|NZ_AFKU01000213.1_cds_WP_000093099.1_1872	59.677	62	314
WP_017214670.1	lcl|NZ_AFKU01000213.1_cds_LEP2GSC130_RS1000000123725_1855	26.493	268	314
WP_017214670.1	lcl|NZ_AFKU01000228.1_cds_WP_000744700.1_1722	25.776	322	314
WP_017214670.1	lcl|NZ_AFKU01000157.1_cds_WP_000723090.1_2505	23.958	288	314
WP_017214670.1	lcl|NZ_AFKU01000213.1_cds_WP_000600889.1_1881	24.599	187	314
WP_017214671.1	lcl|NZ_AFKU01000213.1_cds_WP_000604524.1_1853	91.507	365	365
WP_017214672.1	lcl|NZ_AFKU01000213.1_cds_WP_000884059.1_1854	96.757	185	185
WP_017214672.1	lcl|NZ_AFKU01000131.1_cds_WP_000351733.1_2929	40.714	140	185
WP_017214673.1	lcl|NZ_AFKU01000213.1_cds_LEP2GSC130_RS1000000123725_1855	94.225	329	329
WP_017214673.1	lcl|NZ_AFKU01000228.1_cds_WP_000744700.1_1722	32.063	315	329
WP_017214673.1	lcl|NZ_AFKU01000213.1_cds_WP_000600889.1_1881	32.595	316	329
WP_017214673.1	lcl|NZ_AFKU01000157.1_cds_WP_000723090.1_2505	31.045	335	329
WP_017214673.1	lcl|NZ_AFKU01000401.1_cds_WP_001984071.1_700	31.270	307	329
WP_017214673.1	lcl|NZ_AFKU01000123.1_cds_WP_000649925.1_3089	30.341	323	329
WP_017214673.1	lcl|NZ_AFKU01000025.1_cds_WP_000709511.1_3702	27.879	330	329
WP_017214673.1	lcl|NZ_AFKU01000213.1_cds_WP_000601375.1_1908	25.333	300	329
WP_017214673.1	lcl|NZ_AFKU01000213.1_cds_WP_001067557.1_1858	30.196	255	329
WP_017214673.1	lcl|NZ_AFKU01000109.1_cds_WP_000688695.1_3302	28.623	276	329
WP_017214673.1	lcl|NZ_AFKU01000157.1_cds_WP_000475904.1_2488	28.467	274	329
WP_017214673.1	lcl|NZ_AFKU01000213.1_cds_WP_000410273.1_1852	27.530	247	329
WP_017214673.1	lcl|NZ_AFKU01000178.1_cds_WP_001074785.1_2236	27.925	265	329
WP_017214673.1	lcl|NZ_AFKU01000327.1_cds_WP_001003555.1_1204	23.964	338	329
WP_017214673.1	lcl|NZ_AFKU01000213.1_cds_WP_000487322.1_1906	26.398	322	329
WP_017214674.1	lcl|NZ_AFKU01000213.1_cds_WP_000774262.1_1856	94.007	267	267
WP_017214674.1	lcl|NZ_AFKU01000213.1_cds_WP_000859505.1_1905	26.295	251	267
