WP_017214669.1	lcl|NZ_JADHZR010000023.1_cds_WP_002725873.1_1124	90.698	86	106
WP_017214670.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669917.1_1125	91.935	310	314
WP_017214670.1	lcl|NZ_JADHZR010000025.1_cds_WP_011671202.1_1208	23.457	324	314
WP_017214670.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669955.1_324	22.680	291	314
WP_017214670.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669973.1_2490	24.138	290	314
WP_017214670.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669957.1_322	25.269	186	314
WP_017214670.1	lcl|NZ_JADHZR010000035.1_cds_WP_011670961.1_1669	25.311	241	314
WP_017214670.1	lcl|NZ_JADHZR010000091.1_cds_WP_011670813.1_3283	22.353	170	314
WP_017214672.1	lcl|NZ_JADHZR010000001.1_cds_WP_002750963.1_882	36.986	146	185
WP_017214672.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669938.1_1156	34.463	177	185
WP_017214673.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669955.1_324	31.153	321	329
WP_017214673.1	lcl|NZ_JADHZR010000025.1_cds_WP_011671202.1_1208	31.111	315	329
WP_017214673.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669973.1_2490	30.838	334	329
WP_017214673.1	lcl|NZ_JADHZR010000035.1_cds_WP_011670961.1_1669	30.225	311	329
WP_017214673.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669957.1_322	29.180	305	329
WP_017214673.1	lcl|NZ_JADHZR010000091.1_cds_WP_011670813.1_3283	27.859	341	329
WP_017214673.1	lcl|NZ_JADHZR010000022.1_cds_WP_011671143.1_1078	30.094	319	329
WP_017214673.1	lcl|NZ_JADHZR010000035.1_cds_WP_002754065.1_1666	27.576	330	329
WP_017214673.1	lcl|NZ_JADHZR010000002.1_cds_WP_011671074.1_1452	25.369	339	329
WP_017214673.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669917.1_1125	27.799	259	329
WP_017214673.1	lcl|NZ_JADHZR010000014.1_cds_WP_017859386.1_449	27.170	265	329
WP_017214673.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669959.1_320	26.354	277	329
WP_017214673.1	lcl|NZ_JADHZR010000056.1_cds_WP_011669202.1_2445	23.171	328	329
WP_017214674.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669956.1_323	27.919	197	267
WP_017214674.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669974.1_2489	26.984	189	267
WP_017214674.1	lcl|NZ_JADHZR010000034.1_cds_WP_011670832.1_1626	32.727	110	267
WP_017214674.1	lcl|NZ_JADHZR010000083.1_cds_WP_002766579.1_3135	37.209	86	267
