WP_017214669.1	lcl|NZ_JQRL01000056.1_cds_WP_004462903.1_1901	94.186	86	106
WP_017214670.1	lcl|NZ_JQRL01000056.1_cds_WP_061205762.1_1902	92.038	314	314
WP_017214670.1	lcl|NZ_JQRL01000084.1_cds_WP_004471108.1_2576	25.545	321	314
WP_017214670.1	lcl|NZ_JQRL01000061.1_cds_WP_061205813.1_2049	21.661	277	314
WP_017214670.1	lcl|NZ_JQRL01000093.1_cds_WP_004465060.1_2707	24.199	281	314
WP_017214670.1	lcl|NZ_JQRL01000045.1_cds_WP_004461234.1_1690	24.519	208	314
WP_017214672.1	lcl|NZ_JQRL01000016.1_cds_WP_004460143.1_705	36.301	146	185
WP_017214673.1	lcl|NZ_JQRL01000056.1_cds_WP_004462894.1_1907	31.548	336	329
WP_017214673.1	lcl|NZ_JQRL01000084.1_cds_WP_004471108.1_2576	30.159	315	329
WP_017214673.1	lcl|NZ_JQRL01000061.1_cds_WP_061205813.1_2049	31.773	299	329
WP_017214673.1	lcl|NZ_JQRL01000045.1_cds_WP_004461234.1_1690	31.833	311	329
WP_017214673.1	lcl|NZ_JQRL01000093.1_cds_WP_004465060.1_2707	30.240	334	329
WP_017214673.1	lcl|NZ_JQRL01000006.1_cds_WP_004472946.1_177	30.650	323	329
WP_017214673.1	lcl|NZ_JQRL01000045.1_cds_WP_004467290.1_1687	27.950	322	329
WP_017214673.1	lcl|NZ_JQRL01000102.1_cds_WP_004466638.1_2924	27.419	310	329
WP_017214673.1	lcl|NZ_JQRL01000061.1_cds_WP_061205836.1_2081	24.497	298	329
WP_017214673.1	lcl|NZ_JQRL01000108.1_cds_WP_061206120.1_3005	26.393	341	329
WP_017214673.1	lcl|NZ_JQRL01000035.1_cds_WP_061205628.1_1368	28.030	264	329
WP_017214673.1	lcl|NZ_JQRL01000061.1_cds_WP_004472277.1_2089	28.333	240	329
WP_017214673.1	lcl|NZ_JQRL01000056.1_cds_WP_061205762.1_1902	25.843	267	329
WP_017214673.1	lcl|NZ_JQRL01000007.1_cds_WP_004476349.1_238	23.636	330	329
WP_017214673.1	lcl|NZ_JQRL01000059.1_cds_WP_061205801.1_2035	27.526	287	329
WP_017214673.1	lcl|NZ_JQRL01000061.1_cds_WP_004479573.1_2079	29.825	171	329
WP_017214674.1	lcl|NZ_JQRL01000061.1_cds_WP_004462133.1_2054	25.773	194	267
WP_017214674.1	lcl|NZ_JQRL01000061.1_cds_WP_004477718.1_2078	26.316	209	267
WP_017214674.1	lcl|NZ_JQRL01000078.1_cds_WP_004484915.1_2414	35.455	110	267
WP_017214674.1	lcl|NZ_JQRL01000093.1_cds_WP_004475142.1_2706	26.842	190	267
WP_017214674.1	lcl|NZ_JQRL01000073.1_cds_WP_016754360.1_2341	37.931	87	267
WP_017214674.1	lcl|NZ_JQRL01000102.1_cds_WP_004466593.1_2925	25.389	193	267
WP_017214675.1	lcl|NZ_JQRL01000044.1_cds_WP_004463881.1_1645	26.300	327	510
WP_017214675.1	lcl|NZ_JQRL01000044.1_cds_WP_004460640.1_1644	32.609	92	510
WP_017214675.1	lcl|NZ_JQRL01000044.1_cds_WP_004463881.1_1645	26.300	327	510
WP_017214675.1	lcl|NZ_JQRL01000044.1_cds_WP_004460640.1_1644	32.609	92	510
WP_017214676.1	lcl|NZ_JQRL01000045.1_cds_WP_004461234.1_1690	26.374	273	330
WP_017214676.1	lcl|NZ_JQRL01000084.1_cds_WP_004471108.1_2576	28.623	276	330
WP_017214676.1	lcl|NZ_JQRL01000061.1_cds_WP_061205813.1_2049	26.087	276	330
WP_017214676.1	lcl|NZ_JQRL01000093.1_cds_WP_004465060.1_2707	26.647	334	330
WP_017214676.1	lcl|NZ_JQRL01000108.1_cds_WP_061206120.1_3005	27.027	222	330
WP_017214676.1	lcl|NZ_JQRL01000007.1_cds_WP_004476349.1_238	25.926	243	330
WP_017214676.1	lcl|NZ_JQRL01000056.1_cds_WP_004462894.1_1907	27.586	232	330
WP_017214676.1	lcl|NZ_JQRL01000006.1_cds_WP_004472946.1_177	30.488	246	330
WP_017214676.1	lcl|NZ_JQRL01000061.1_cds_WP_061205836.1_2081	24.254	268	330
WP_017214676.1	lcl|NZ_JQRL01000102.1_cds_WP_004466638.1_2924	23.741	139	330
WP_017214676.1	lcl|NZ_JQRL01000035.1_cds_WP_061205628.1_1368	29.231	130	330
WP_017214676.1	lcl|NZ_JQRL01000056.1_cds_WP_061205762.1_1902	22.936	327	330
WP_017214677.1	lcl|NZ_JQRL01000061.1_cds_WP_061205829.1_2070	36.667	60	538
WP_017214677.1	lcl|NZ_JQRL01000061.1_cds_WP_061205829.1_2070	36.667	60	538
WP_017214678.1	lcl|NZ_JQRL01000055.1_cds_WP_004457662.1_1840	41.975	243	264
WP_020981179.1	lcl|NZ_JQRL01000147.1_cds_WP_016756897.1_3399	37.676	284	310
WP_020981179.1	lcl|NZ_JQRL01000083.1_cds_WP_004466126.1_2541	26.829	287	310
WP_020981179.1	lcl|NZ_JQRL01000053.1_cds_WP_004462208.1_1818	25.792	221	310
WP_020981179.1	lcl|NZ_JQRL01000147.1_cds_WP_016756897.1_3399	37.676	284	310
WP_020981179.1	lcl|NZ_JQRL01000083.1_cds_WP_004466126.1_2541	26.829	287	310
WP_020981179.1	lcl|NZ_JQRL01000053.1_cds_WP_004462208.1_1818	25.792	221	310
WP_202900251.1	lcl|NZ_JQRL01000001.1_cds_JG16_RS20625_9	31.336	217	265
