WP_017214669.1	lcl|NZ_JQQP01000063.1_cds_WP_000340715.1_1977	97.674	86	106
WP_017214670.1	lcl|NZ_JQQP01000063.1_cds_WP_000410273.1_1976	94.268	314	314
WP_017214670.1	lcl|NZ_JQQP01000083.1_cds_WP_000744700.1_2334	25.776	322	314
WP_017214670.1	lcl|NZ_JQQP01000063.1_cds_WP_000646249.1_1973	26.493	268	314
WP_017214670.1	lcl|NZ_JQQP01000012.1_cds_WP_000723090.1_324	23.958	288	314
WP_017214670.1	lcl|NZ_JQQP01000063.1_cds_WP_000600886.1_1943	24.599	187	314
WP_017214670.1	lcl|NZ_JQQP01000063.1_cds_WP_000025487.1_1949	22.393	326	314
WP_017214671.1	lcl|NZ_JQQP01000063.1_cds_WP_000604524.1_1975	91.507	365	365
WP_017214672.1	lcl|NZ_JQQP01000063.1_cds_WP_000884059.1_1974	96.757	185	185
WP_017214672.1	lcl|NZ_JQQP01000038.1_cds_WP_000351733.1_1170	40.714	140	185
WP_017214673.1	lcl|NZ_JQQP01000063.1_cds_WP_000646249.1_1973	94.529	329	329
WP_017214673.1	lcl|NZ_JQQP01000083.1_cds_WP_000744700.1_2334	32.063	315	329
WP_017214673.1	lcl|NZ_JQQP01000063.1_cds_WP_000600886.1_1943	32.595	316	329
WP_017214673.1	lcl|NZ_JQQP01000012.1_cds_WP_000723090.1_324	31.045	335	329
WP_017214673.1	lcl|NZ_JQQP01000076.1_cds_WP_001984071.1_2099	31.270	307	329
WP_017214673.1	lcl|NZ_JQQP01000026.1_cds_WP_000649924.1_794	30.341	323	329
WP_017214673.1	lcl|NZ_JQQP01000140.1_cds_WP_000709511.1_3249	27.879	330	329
WP_017214673.1	lcl|NZ_JQQP01000063.1_cds_WP_000601375.1_1917	25.333	300	329
WP_017214673.1	lcl|NZ_JQQP01000063.1_cds_WP_001067557.1_1970	30.196	255	329
WP_017214673.1	lcl|NZ_JQQP01000076.1_cds_WP_000688696.1_2119	28.623	276	329
WP_017214673.1	lcl|NZ_JQQP01000063.1_cds_WP_000025487.1_1949	24.765	319	329
WP_017214673.1	lcl|NZ_JQQP01000063.1_cds_WP_002079020.1_1947	28.889	270	329
WP_017214673.1	lcl|NZ_JQQP01000063.1_cds_WP_000475901.1_1908	28.467	274	329
WP_017214673.1	lcl|NZ_JQQP01000063.1_cds_WP_000410273.1_1976	27.530	247	329
WP_017214673.1	lcl|NZ_JQQP01000053.1_cds_WP_001074785.1_1653	27.925	265	329
WP_017214673.1	lcl|NZ_JQQP01000182.1_cds_WP_001003557.1_3625	24.096	332	329
WP_017214673.1	lcl|NZ_JQQP01000063.1_cds_WP_000487322.1_1919	26.398	322	329
WP_017214674.1	lcl|NZ_JQQP01000063.1_cds_WP_000774260.1_1972	94.382	267	267
WP_017214674.1	lcl|NZ_JQQP01000063.1_cds_WP_000859505.1_1920	26.295	251	267
WP_017214674.1	lcl|NZ_JQQP01000063.1_cds_WP_000800438.1_1938	25.630	238	267
WP_017214674.1	lcl|NZ_JQQP01000012.1_cds_WP_000842260.1_323	26.842	190	267
WP_017214674.1	lcl|NZ_JQQP01000082.1_cds_WP_000667727.1_2303	32.727	110	267
WP_017214674.1	lcl|NZ_JQQP01000089.1_cds_WP_000805360.1_2443	37.209	86	267
WP_017214675.1	lcl|NZ_JQQP01000063.1_cds_WP_000612793.1_1971	94.706	510	510
WP_017214675.1	lcl|NZ_JQQP01000022.1_cds_WP_000291581.1_654	26.154	325	510
WP_017214675.1	lcl|NZ_JQQP01000022.1_cds_WP_000364504.1_653	31.111	90	510
WP_017214675.1	lcl|NZ_JQQP01000063.1_cds_WP_000612793.1_1971	94.706	510	510
WP_017214675.1	lcl|NZ_JQQP01000022.1_cds_WP_000291581.1_654	26.154	325	510
WP_017214675.1	lcl|NZ_JQQP01000022.1_cds_WP_000364504.1_653	31.111	90	510
WP_017214676.1	lcl|NZ_JQQP01000063.1_cds_WP_001067557.1_1970	96.364	330	330
WP_017214676.1	lcl|NZ_JQQP01000063.1_cds_WP_002079020.1_1947	28.866	291	330
WP_017214676.1	lcl|NZ_JQQP01000063.1_cds_WP_000646249.1_1973	28.525	305	330
WP_017214676.1	lcl|NZ_JQQP01000063.1_cds_WP_000600886.1_1943	26.692	266	330
WP_017214676.1	lcl|NZ_JQQP01000076.1_cds_WP_001984071.1_2099	25.547	274	330
WP_017214676.1	lcl|NZ_JQQP01000083.1_cds_WP_000744700.1_2334	26.582	316	330
WP_017214676.1	lcl|NZ_JQQP01000063.1_cds_WP_000025487.1_1949	30.317	221	330
WP_017214676.1	lcl|NZ_JQQP01000182.1_cds_WP_001003557.1_3625	29.218	243	330
WP_017214676.1	lcl|NZ_JQQP01000012.1_cds_WP_000723090.1_324	24.625	333	330
WP_017214676.1	lcl|NZ_JQQP01000026.1_cds_WP_000649924.1_794	29.688	256	330
WP_017214676.1	lcl|NZ_JQQP01000076.1_cds_WP_000688696.1_2119	26.244	221	330
WP_017214676.1	lcl|NZ_JQQP01000063.1_cds_WP_000601375.1_1917	25.540	278	330
WP_017214677.1	lcl|NZ_JQQP01000063.1_cds_WP_000689746.1_1967	38.122	543	538
WP_017214677.1	lcl|NZ_JQQP01000063.1_cds_WP_000689746.1_1967	38.122	543	538
WP_017214678.1	lcl|NZ_JQQP01000063.1_cds_WP_000342716.1_1966	67.045	264	264
WP_017214678.1	lcl|NZ_JQQP01000075.1_cds_WP_001002663.1_2094	41.152	243	264
WP_020981179.1	lcl|NZ_JQQP01000063.1_cds_WP_001246620.1_1965	88.387	310	310
WP_020981179.1	lcl|NZ_JQQP01000029.1_cds_WP_000501205.1_855	36.304	303	310
WP_020981179.1	lcl|NZ_JQQP01000135.1_cds_WP_001183723.1_3198	28.629	248	310
WP_020981179.1	lcl|NZ_JQQP01000104.1_cds_WP_000279894.1_2679	25.339	221	310
WP_020981179.1	lcl|NZ_JQQP01000063.1_cds_WP_001246620.1_1965	88.387	310	310
WP_020981179.1	lcl|NZ_JQQP01000029.1_cds_WP_000501205.1_855	36.304	303	310
WP_020981179.1	lcl|NZ_JQQP01000135.1_cds_WP_001183723.1_3198	28.629	248	310
WP_020981179.1	lcl|NZ_JQQP01000104.1_cds_WP_000279894.1_2679	25.339	221	310
WP_202900251.1	lcl|NZ_JQQP01000048.1_cds_WP_306795539.1_1463	93.038	158	265
WP_202900251.1	lcl|NZ_JQQP01000048.1_cds_WP_232415564.1_1464	91.935	62	265
WP_202900251.1	lcl|NZ_JQQP01000125.1_cds_JG66_RS21710_3004	37.374	99	265
WP_202900251.1	lcl|NZ_JQQP01000125.1_cds_JG66_RS23610_3005	50.000	44	265
WP_202900251.1	lcl|NZ_JQQP01000125.1_cds_JG66_RS23610_3005	40.000	20	265
WP_202900251.1	lcl|NZ_JQQP01000048.1_cds_WP_306795539.1_1463	93.038	158	265
WP_202900251.1	lcl|NZ_JQQP01000048.1_cds_WP_232415564.1_1464	91.935	62	265
WP_202900251.1	lcl|NZ_JQQP01000125.1_cds_JG66_RS21710_3004	37.374	99	265
