WP_017214669.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277374.1_2144	97.674	86	106
WP_017214670.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277376.1_2145	97.771	314	314
WP_017214670.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277414.1_2172	23.792	269	314
WP_017214670.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276342.1_817	25.466	322	314
WP_017214670.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277382.1_2148	25.000	316	314
WP_017214670.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277515.1_2237	23.793	290	314
WP_017214671.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277378.1_2146	98.904	365	365
WP_017214672.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277380.1_2147	97.838	185	185
WP_017214672.1	lcl|NZ_JAKNBO010000003.1_cds_WP_240279211.1_466	41.429	140	185
WP_017214673.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277382.1_2148	99.088	329	329
WP_017214673.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276342.1_817	31.746	315	329
WP_017214673.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277515.1_2237	30.539	334	329
WP_017214673.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277404.1_2163	30.060	336	329
WP_017214673.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278799.1_1090	31.613	310	329
WP_017214673.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276444.1_973	30.000	320	329
WP_017214673.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276492.1_1080	28.261	322	329
WP_017214673.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277390.1_2151	29.934	304	329
WP_017214673.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276512.1_1112	26.471	340	329
WP_017214673.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277376.1_2145	25.940	266	329
WP_017214673.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277483.1_2220	27.490	251	329
WP_017214673.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277685.1_2426	28.261	276	329
WP_017214673.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277414.1_2172	27.982	218	329
