WP_017214669.1	lcl|NZ_JAHERY010000058.1_cds_WP_000340715.1_2838	97.674	86	106
WP_017214670.1	lcl|NZ_JAHERY010000058.1_cds_WP_000410266.1_2839	94.268	314	314
WP_017214670.1	lcl|NZ_JAHERY010000020.1_cds_WP_000744698.1_1295	25.776	322	314
WP_017214670.1	lcl|NZ_JAHERY010000058.1_cds_WP_000646254.1_2842	26.119	268	314
WP_017214670.1	lcl|NZ_JAHERY010000018.1_cds_WP_000723091.1_1024	24.306	288	314
WP_017214671.1	lcl|NZ_JAHERY010000058.1_cds_WP_000604525.1_2840	90.959	365	365
WP_017214672.1	lcl|NZ_JAHERY010000058.1_cds_WP_000884059.1_2841	96.757	185	185
WP_017214672.1	lcl|NZ_JAHERY010000011.1_cds_WP_000351733.1_377	40.714	140	185
WP_017214673.1	lcl|NZ_JAHERY010000058.1_cds_WP_000646254.1_2842	95.137	329	329
WP_017214673.1	lcl|NZ_JAHERY010000020.1_cds_WP_000744698.1_1295	32.063	315	329
WP_017214673.1	lcl|NZ_JAHERY010000018.1_cds_WP_000723091.1_1024	31.343	335	329
WP_017214673.1	lcl|NZ_JAHERY010000040.1_cds_WP_002072074.1_2241	30.945	307	329
WP_017214673.1	lcl|NZ_JAHERY010000001.1_cds_WP_000649924.1_72	30.341	323	329
WP_017214673.1	lcl|NZ_JAHERY010000040.1_cds_WP_000709508.1_2232	27.576	330	329
WP_017214673.1	lcl|NZ_JAHERY010000058.1_cds_WP_001067557.1_2845	30.196	255	329
WP_017214673.1	lcl|NZ_JAHERY010000031.1_cds_WP_000688696.1_1838	28.623	276	329
WP_017214673.1	lcl|NZ_JAHERY010000094.1_cds_WP_000475901.1_3747	28.467	274	329
WP_017214673.1	lcl|NZ_JAHERY010000058.1_cds_WP_000410266.1_2839	27.530	247	329
WP_017214673.1	lcl|NZ_JAHERY010000022.1_cds_WP_001074779.1_1361	27.547	265	329
WP_017214673.1	lcl|NZ_JAHERY010000007.1_cds_WP_001003560.1_3217	23.669	338	329
WP_017214673.1	lcl|NZ_JAHERY010000049.1_cds_WP_000378097.1_2505	25.581	172	329
WP_017214674.1	lcl|NZ_JAHERY010000058.1_cds_WP_000774259.1_2843	94.382	267	267
WP_017214674.1	lcl|NZ_JAHERY010000018.1_cds_WP_000842260.1_1025	26.842	190	267
WP_017214674.1	lcl|NZ_JAHERY010000057.1_cds_WP_000805357.1_2832	33.333	102	267
WP_017214674.1	lcl|NZ_JAHERY010000031.1_cds_WP_155572209.1_1816	29.897	97	267
WP_017214675.1	lcl|NZ_JAHERY010000058.1_cds_WP_002072162.1_2844	95.294	510	510
WP_017214675.1	lcl|NZ_JAHERY010000056.1_cds_WP_000291581.1_2803	26.154	325	510
WP_017214675.1	lcl|NZ_JAHERY010000056.1_cds_WP_000364504.1_2802	31.111	90	510
WP_017214675.1	lcl|NZ_JAHERY010000058.1_cds_WP_002072162.1_2844	95.294	510	510
WP_017214675.1	lcl|NZ_JAHERY010000056.1_cds_WP_000291581.1_2803	26.154	325	510
WP_017214675.1	lcl|NZ_JAHERY010000056.1_cds_WP_000364504.1_2802	31.111	90	510
WP_017214676.1	lcl|NZ_JAHERY010000058.1_cds_WP_001067557.1_2845	96.364	330	330
WP_017214676.1	lcl|NZ_JAHERY010000058.1_cds_WP_000646254.1_2842	28.852	305	330
WP_017214676.1	lcl|NZ_JAHERY010000040.1_cds_WP_002072074.1_2241	25.912	274	330
WP_017214676.1	lcl|NZ_JAHERY010000020.1_cds_WP_000744698.1_1295	26.582	316	330
WP_017214676.1	lcl|NZ_JAHERY010000007.1_cds_WP_001003560.1_3217	28.807	243	330
WP_017214676.1	lcl|NZ_JAHERY010000018.1_cds_WP_000723091.1_1024	24.324	333	330
WP_017214676.1	lcl|NZ_JAHERY010000001.1_cds_WP_000649924.1_72	29.688	256	330
WP_017214676.1	lcl|NZ_JAHERY010000031.1_cds_WP_000688696.1_1838	26.244	221	330
WP_017214677.1	lcl|NZ_JAHERY010000058.1_cds_WP_000689740.1_2848	38.122	543	538
WP_017214677.1	lcl|NZ_JAHERY010000058.1_cds_WP_000689740.1_2848	38.122	543	538
WP_017214678.1	lcl|NZ_JAHERY010000058.1_cds_WP_000342716.1_2849	67.045	264	264
WP_017214678.1	lcl|NZ_JAHERY010000003.1_cds_WP_001002662.1_1772	41.152	243	264
WP_020981179.1	lcl|NZ_JAHERY010000058.1_cds_WP_001246619.1_2850	89.355	310	310
WP_020981179.1	lcl|NZ_JAHERY010000036.1_cds_WP_000501205.1_2021	36.304	303	310
WP_020981179.1	lcl|NZ_JAHERY010000024.1_cds_WP_001183721.1_1472	28.968	252	310
WP_020981179.1	lcl|NZ_JAHERY010000010.1_cds_WP_000279896.1_177	24.887	221	310
WP_020981179.1	lcl|NZ_JAHERY010000058.1_cds_WP_001246619.1_2850	89.355	310	310
WP_020981179.1	lcl|NZ_JAHERY010000036.1_cds_WP_000501205.1_2021	36.304	303	310
WP_020981179.1	lcl|NZ_JAHERY010000024.1_cds_WP_001183721.1_1472	28.968	252	310
WP_020981179.1	lcl|NZ_JAHERY010000010.1_cds_WP_000279896.1_177	24.887	221	310
WP_202900251.1	lcl|NZ_JAHERY010000053.1_cds_KJT06_RS19460_2727	93.023	129	265
