WP_017214669.1	lcl|NZ_RQFV01000031.1_cds_WP_135612262.1_2159	58.974	78	106
WP_017214670.1	lcl|NZ_RQFV01000031.1_cds_WP_135612261.1_2158	79.032	310	314
WP_017214670.1	lcl|NZ_RQFV01000011.1_cds_WP_135609620.1_1443	25.157	318	314
WP_017214670.1	lcl|NZ_RQFV01000011.1_cds_WP_135609594.1_1415	27.070	314	314
WP_017214670.1	lcl|NZ_RQFV01000031.1_cds_WP_135612253.1_2154	24.064	187	314
WP_017214670.1	lcl|NZ_RQFV01000009.1_cds_WP_004788049.1_3020	23.404	188	314
WP_017214670.1	lcl|NZ_RQFV01000031.1_cds_WP_135612211.1_2129	20.259	232	314
WP_017214672.1	lcl|NZ_RQFV01000031.1_cds_WP_135612227.1_2139	31.176	170	185
WP_017214672.1	lcl|NZ_RQFV01000014.1_cds_WP_004788859.1_3369	33.065	124	185
WP_017214673.1	lcl|NZ_RQFV01000011.1_cds_WP_135609620.1_1443	31.529	314	329
WP_017214673.1	lcl|NZ_RQFV01000031.1_cds_WP_135612253.1_2154	30.000	320	329
WP_017214673.1	lcl|NZ_RQFV01000024.1_cds_WP_135610652.1_112	30.128	312	329
WP_017214673.1	lcl|NZ_RQFV01000009.1_cds_WP_004788049.1_3020	29.326	341	329
WP_017214673.1	lcl|NZ_RQFV01000011.1_cds_WP_135609594.1_1415	27.564	312	329
WP_017214673.1	lcl|NZ_RQFV01000011.1_cds_WP_135609254.1_1015	25.705	319	329
WP_017214673.1	lcl|NZ_RQFV01000031.1_cds_WP_135612211.1_2129	28.159	277	329
WP_017214673.1	lcl|NZ_RQFV01000011.1_cds_WP_100735299.1_1090	31.890	254	329
WP_017214673.1	lcl|NZ_RQFV01000031.1_cds_WP_135612261.1_2158	24.051	316	329
WP_017214673.1	lcl|NZ_RQFV01000031.1_cds_WP_135612140.1_2091	26.217	267	329
WP_017214673.1	lcl|NZ_RQFV01000011.1_cds_WP_135609937.1_1771	25.414	181	329
WP_017214673.1	lcl|NZ_RQFV01000011.1_cds_WP_135609299.1_1082	25.600	250	329
WP_017214673.1	lcl|NZ_RQFV01000009.1_cds_WP_210410278.1_3031	24.675	308	329
WP_017214673.1	lcl|NZ_RQFV01000011.1_cds_WP_135609668.1_1496	28.745	247	329
WP_017214674.1	lcl|NZ_RQFV01000031.1_cds_WP_135612243.1_2149	28.042	189	267
WP_017214674.1	lcl|NZ_RQFV01000031.1_cds_WP_167880831.1_2142	30.412	194	267
WP_017214674.1	lcl|NZ_RQFV01000031.1_cds_WP_135612117.1_2030	23.755	261	267
WP_017214674.1	lcl|NZ_RQFV01000024.1_cds_WP_135610544.1_1	26.901	171	267
WP_017214674.1	lcl|NZ_RQFV01000009.1_cds_WP_135609203.1_3019	27.835	194	267
WP_017214675.1	lcl|NZ_RQFV01000014.1_cds_WP_135610132.1_3391	24.012	329	510
WP_017214675.1	lcl|NZ_RQFV01000014.1_cds_WP_135610134.1_3392	28.302	106	510
WP_017214675.1	lcl|NZ_RQFV01000014.1_cds_WP_135610132.1_3391	24.012	329	510
WP_017214675.1	lcl|NZ_RQFV01000014.1_cds_WP_135610134.1_3392	28.302	106	510
WP_017214676.1	lcl|NZ_RQFV01000031.1_cds_WP_135612253.1_2154	28.674	279	330
WP_017214676.1	lcl|NZ_RQFV01000024.1_cds_WP_135610652.1_112	24.820	278	330
WP_017214676.1	lcl|NZ_RQFV01000011.1_cds_WP_135609620.1_1443	27.536	276	330
WP_017214676.1	lcl|NZ_RQFV01000011.1_cds_WP_100735299.1_1090	31.330	233	330
WP_017214676.1	lcl|NZ_RQFV01000011.1_cds_WP_135609594.1_1415	26.586	331	330
WP_017214676.1	lcl|NZ_RQFV01000031.1_cds_WP_135612211.1_2129	26.538	260	330
WP_017214676.1	lcl|NZ_RQFV01000011.1_cds_WP_135609299.1_1082	26.154	260	330
WP_017214676.1	lcl|NZ_RQFV01000009.1_cds_WP_004788049.1_3020	23.762	303	330
WP_017214676.1	lcl|NZ_RQFV01000011.1_cds_WP_135609668.1_1496	26.087	207	330
WP_017214676.1	lcl|NZ_RQFV01000011.1_cds_WP_135609937.1_1771	30.263	152	330
WP_017214676.1	lcl|NZ_RQFV01000011.1_cds_WP_135609254.1_1015	28.667	150	330
WP_017214678.1	lcl|NZ_RQFV01000024.1_cds_WP_100718239.1_408	37.109	256	264
WP_017214678.1	lcl|NZ_RQFV01000036.1_cds_WP_135612401.1_3457	23.333	300	264
WP_020981179.1	lcl|NZ_RQFV01000011.1_cds_WP_135609851.1_1679	36.213	301	310
WP_020981179.1	lcl|NZ_RQFV01000036.1_cds_WP_135612401.1_3457	29.904	311	310
WP_020981179.1	lcl|NZ_RQFV01000014.1_cds_WP_100721131.1_3303	24.809	262	310
WP_020981179.1	lcl|NZ_RQFV01000011.1_cds_WP_135609851.1_1679	36.213	301	310
WP_020981179.1	lcl|NZ_RQFV01000036.1_cds_WP_135612401.1_3457	29.904	311	310
WP_020981179.1	lcl|NZ_RQFV01000014.1_cds_WP_100721131.1_3303	24.809	262	310
WP_017214683.1	lcl|NZ_RQFV01000036.1_cds_WP_004786001.1_3481	42.857	56	144
WP_017214684.1	lcl|NZ_RQFV01000031.1_cds_WP_135612216.1_2133	32.727	110	221
WP_017214684.1	lcl|NZ_RQFV01000009.1_cds_WP_135609101.1_2828	29.293	99	221
WP_017214684.1	lcl|NZ_RQFV01000014.1_cds_WP_100734476.1_3277	30.476	105	221
WP_017214685.1	lcl|NZ_RQFV01000031.1_cds_WP_135612243.1_2149	26.500	200	260
WP_017214685.1	lcl|NZ_RQFV01000031.1_cds_WP_167880831.1_2142	28.500	200	260
WP_017214685.1	lcl|NZ_RQFV01000024.1_cds_WP_135610544.1_1	24.757	206	260
WP_017214686.1	lcl|NZ_RQFV01000011.1_cds_WP_135609594.1_1415	25.882	340	374
WP_017214686.1	lcl|NZ_RQFV01000031.1_cds_WP_135612253.1_2154	23.934	305	374
WP_017214686.1	lcl|NZ_RQFV01000011.1_cds_WP_135609254.1_1015	25.519	337	374
WP_017214686.1	lcl|NZ_RQFV01000009.1_cds_WP_004788049.1_3020	21.000	300	374
WP_017214686.1	lcl|NZ_RQFV01000011.1_cds_WP_135609620.1_1443	24.609	256	374
WP_017214686.1	lcl|NZ_RQFV01000024.1_cds_WP_135610652.1_112	21.923	260	374
WP_017214689.1	lcl|NZ_RQFV01000031.1_cds_WP_135612225.1_2138	25.773	194	413
WP_020981159.1	lcl|NZ_RQFV01000031.1_cds_WP_135612151.1_2096	33.016	315	324
WP_020981159.1	lcl|NZ_RQFV01000026.1_cds_WP_100720444.1_2760	32.653	147	324
WP_020981159.1	lcl|NZ_RQFV01000031.1_cds_WP_135612164.1_2104	29.592	98	324
WP_017214691.1	lcl|NZ_RQFV01000031.1_cds_WP_135612216.1_2133	29.825	114	229
WP_017214691.1	lcl|NZ_RQFV01000009.1_cds_WP_135609101.1_2828	28.777	139	229
WP_017214691.1	lcl|NZ_RQFV01000031.1_cds_WP_135612162.1_2103	31.507	73	229
WP_020981272.1	lcl|NZ_RQFV01000031.1_cds_WP_135612186.1_2116	26.573	143	236
WP_017214696.1	lcl|NZ_RQFV01000031.1_cds_WP_135612261.1_2158	24.815	270	294
WP_017214696.1	lcl|NZ_RQFV01000011.1_cds_WP_100735299.1_1090	32.941	85	294
WP_017214698.1	lcl|NZ_RQFV01000011.1_cds_WP_100720970.1_1220	28.676	136	174
WP_017214699.1	lcl|NZ_RQFV01000014.1_cds_WP_100734475.1_3276	29.885	174	416
WP_017214700.1	lcl|NZ_RQFV01000031.1_cds_WP_135612191.1_2118	36.550	342	361
WP_017214700.1	lcl|NZ_RQFV01000011.1_cds_WP_004785484.1_1156	28.680	394	361
WP_017214700.1	lcl|NZ_RQFV01000031.1_cds_WP_135612251.1_2153	30.078	256	361
WP_017214700.1	lcl|NZ_RQFV01000024.1_cds_WP_100719471.1_465	23.797	374	361
WP_017214701.1	lcl|NZ_RQFV01000036.1_cds_WP_135612454.1_3512	25.000	112	233
WP_017214701.1	lcl|NZ_RQFV01000011.1_cds_WP_135609356.1_1160	27.119	118	233
WP_017214701.1	lcl|NZ_RQFV01000031.1_cds_WP_135612249.1_2152	21.569	153	233
WP_020981137.1	lcl|NZ_RQFV01000024.1_cds_WP_035982890.1_616	41.558	231	592
WP_020981137.1	lcl|NZ_RQFV01000011.1_cds_WP_135609387.1_1200	40.088	227	592
WP_020981137.1	lcl|NZ_RQFV01000011.1_cds_WP_004786686.1_1134	38.866	247	592
WP_020981137.1	lcl|NZ_RQFV01000024.1_cds_WP_135610656.1_117	34.385	317	592
WP_020981137.1	lcl|NZ_RQFV01000024.1_cds_WP_100739699.1_119	37.445	227	592
WP_020981137.1	lcl|NZ_RQFV01000026.1_cds_WP_135611865.1_2766	30.164	305	592
