WP_017214669.1	lcl|NZ_JADDXK010000017.1_cds_WP_002725873.1_1156	90.698	86	106
WP_017214670.1	lcl|NZ_JADDXK010000017.1_cds_WP_061209188.1_1155	92.013	313	314
WP_017214670.1	lcl|NZ_JADDXK010000259.1_cds_WP_061208146.1_1852	23.457	324	314
WP_017214670.1	lcl|NZ_JADDXK010000304.1_cds_WP_011671706.1_2422	24.138	290	314
WP_017214670.1	lcl|NZ_JADDXK010000155.1_cds_WP_061209097.1_686	22.460	187	314
WP_017214670.1	lcl|NZ_JADDXK010000231.1_cds_WP_061208650.1_1563	25.311	241	314
WP_017214670.1	lcl|NZ_JADDXK010000181.1_cds_WP_002729504.1_974	22.353	170	314
WP_017214672.1	lcl|NZ_JADDXK010000209.1_cds_WP_002750963.1_1380	36.986	146	185
WP_017214673.1	lcl|NZ_JADDXK010000308.1_cds_WP_061208754.1_2483	31.429	350	329
WP_017214673.1	lcl|NZ_JADDXK010000259.1_cds_WP_061208146.1_1852	31.111	315	329
WP_017214673.1	lcl|NZ_JADDXK010000155.1_cds_WP_061209097.1_686	31.773	299	329
WP_017214673.1	lcl|NZ_JADDXK010000304.1_cds_WP_011671706.1_2422	30.838	334	329
WP_017214673.1	lcl|NZ_JADDXK010000231.1_cds_WP_061208650.1_1563	30.225	311	329
WP_017214673.1	lcl|NZ_JADDXK010000181.1_cds_WP_002729504.1_974	27.859	341	329
WP_017214673.1	lcl|NZ_JADDXK010000094.1_cds_WP_061207995.1_3262	29.781	319	329
WP_017214673.1	lcl|NZ_JADDXK010000231.1_cds_WP_002754065.1_1560	27.576	330	329
WP_017214673.1	lcl|NZ_JADDXK010000273.1_cds_WP_061208029.1_2090	22.789	294	329
WP_017214673.1	lcl|NZ_JADDXK010000017.1_cds_WP_061209188.1_1155	27.530	247	329
WP_017214673.1	lcl|NZ_JADDXK010000036.1_cds_WP_061208022.1_2568	27.737	274	329
WP_017214673.1	lcl|NZ_JADDXK010000262.1_cds_WP_002751102.1_1916	27.170	265	329
WP_017214673.1	lcl|NZ_JADDXK010000049.1_cds_IP954_RS02375_2707	30.201	149	329
WP_017214673.1	lcl|NZ_JADDXK010000273.1_cds_WP_061208031.1_2088	30.460	174	329
WP_017214673.1	lcl|NZ_JADDXK010000213.1_cds_WP_061208495.1_1460	30.233	129	329
WP_017214673.1	lcl|NZ_JADDXK010000135.1_cds_WP_193825486.1_457	25.556	180	329
WP_017214674.1	lcl|NZ_JADDXK010000155.1_cds_WP_061209102.1_681	24.681	235	267
WP_017214674.1	lcl|NZ_JADDXK010000273.1_cds_WP_061208032.1_2087	24.701	251	267
WP_017214674.1	lcl|NZ_JADDXK010000304.1_cds_WP_061208084.1_2423	26.984	189	267
WP_017214674.1	lcl|NZ_JADDXK010000251.1_cds_WP_193825501.1_1776	36.047	86	267
WP_017214674.1	lcl|NZ_JADDXK010000253.1_cds_WP_002766579.1_1800	37.209	86	267
WP_017214674.1	lcl|NZ_JADDXK010000181.1_cds_WP_061209013.1_973	24.868	189	267
WP_017214675.1	lcl|NZ_JADDXK010000270.1_cds_WP_061207534.1_2023	25.449	334	510
WP_017214675.1	lcl|NZ_JADDXK010000270.1_cds_WP_002751286.1_2024	31.111	90	510
WP_017214675.1	lcl|NZ_JADDXK010000270.1_cds_WP_061207534.1_2023	25.449	334	510
WP_017214675.1	lcl|NZ_JADDXK010000270.1_cds_WP_002751286.1_2024	31.111	90	510
WP_017214676.1	lcl|NZ_JADDXK010000231.1_cds_WP_061208650.1_1563	27.473	273	330
WP_017214676.1	lcl|NZ_JADDXK010000155.1_cds_WP_061209097.1_686	26.103	272	330
WP_017214676.1	lcl|NZ_JADDXK010000304.1_cds_WP_011671706.1_2422	26.582	316	330
WP_017214676.1	lcl|NZ_JADDXK010000259.1_cds_WP_061208146.1_1852	28.159	277	330
WP_017214676.1	lcl|NZ_JADDXK010000094.1_cds_WP_061207995.1_3262	26.791	321	330
WP_017214676.1	lcl|NZ_JADDXK010000308.1_cds_WP_061208754.1_2483	27.155	232	330
WP_017214676.1	lcl|NZ_JADDXK010000049.1_cds_IP954_RS02375_2707	29.213	89	330
WP_017214676.1	lcl|NZ_JADDXK010000049.1_cds_IP954_RS02375_2707	27.434	113	330
WP_017214676.1	lcl|NZ_JADDXK010000135.1_cds_WP_193825486.1_457	25.306	245	330
WP_017214676.1	lcl|NZ_JADDXK010000273.1_cds_WP_061208029.1_2090	25.000	268	330
WP_017214676.1	lcl|NZ_JADDXK010000181.1_cds_WP_002729504.1_974	24.648	142	330
WP_017214676.1	lcl|NZ_JADDXK010000262.1_cds_WP_002751102.1_1916	25.833	240	330
