WP_017214669.1	lcl|NZ_AOGY02000051.1_cds_WP_002983174.1_1829	59.155	71	106
WP_017214670.1	lcl|NZ_AOGY02000051.1_cds_WP_002982922.1_1828	80.000	310	314
WP_017214670.1	lcl|NZ_AOGY02000007.1_cds_WP_002976093.1_3828	28.481	316	314
WP_017214670.1	lcl|NZ_AOGY02000070.1_cds_WP_002988752.1_678	23.765	324	314
WP_017214670.1	lcl|NZ_AOGY02000039.1_cds_WP_002980664.1_2330	22.680	194	314
WP_017214672.1	lcl|NZ_AOGY02000051.1_cds_WP_002982621.1_1811	28.916	166	185
WP_017214672.1	lcl|NZ_AOGY02000065.1_cds_WP_002987403.1_966	31.515	165	185
WP_017214673.1	lcl|NZ_AOGY02000051.1_cds_WP_002983227.1_1785	32.911	316	329
WP_017214673.1	lcl|NZ_AOGY02000070.1_cds_WP_002988752.1_678	31.210	314	329
WP_017214673.1	lcl|NZ_AOGY02000014.1_cds_WP_002976825.1_3574	29.126	309	329
WP_017214673.1	lcl|NZ_AOGY02000039.1_cds_WP_002980664.1_2330	29.032	341	329
WP_017214673.1	lcl|NZ_AOGY02000007.1_cds_WP_002976093.1_3828	29.236	301	329
WP_017214673.1	lcl|NZ_AOGY02000051.1_cds_WP_002982626.1_1800	27.660	282	329
WP_017214673.1	lcl|NZ_AOGY02000014.1_cds_WP_002976810.1_3399	25.392	319	329
WP_017214673.1	lcl|NZ_AOGY02000051.1_cds_WP_002982922.1_1828	26.115	314	329
WP_017214673.1	lcl|NZ_AOGY02000051.1_cds_WP_002982416.1_1780	27.536	276	329
WP_017214673.1	lcl|NZ_AOGY02000061.1_cds_WP_002985453.1_1322	28.175	252	329
WP_017214673.1	lcl|NZ_AOGY02000051.1_cds_WP_002982668.1_1779	22.957	257	329
WP_017214673.1	lcl|NZ_AOGY02000062.1_cds_WP_002986389.1_1205	25.414	181	329
WP_017214673.1	lcl|NZ_AOGY02000051.1_cds_WP_002982959.1_1747	24.719	267	329
WP_017214673.1	lcl|NZ_AOGY02000061.1_cds_WP_002985415.1_1330	24.096	249	329
WP_017214673.1	lcl|NZ_AOGY02000039.1_cds_WP_198288770.1_2341	24.675	308	329
WP_017214673.1	lcl|NZ_AOGY02000070.1_cds_WP_002988390.1_625	31.746	126	329
WP_017214673.1	lcl|NZ_AOGY02000051.1_cds_WP_002982783.1_1790	34.524	84	329
WP_017214674.1	lcl|NZ_AOGY02000051.1_cds_WP_002982350.1_1788	24.359	234	267
WP_017214674.1	lcl|NZ_AOGY02000051.1_cds_WP_002982282.1_1686	23.372	261	267
WP_017214674.1	lcl|NZ_AOGY02000051.1_cds_WP_157356625.1_1814	24.314	255	267
WP_017214674.1	lcl|NZ_AOGY02000039.1_cds_WP_002980730.1_2329	27.411	197	267
WP_017214674.1	lcl|NZ_AOGY02000014.1_cds_WP_083901906.1_3464	26.901	171	267
WP_017214675.1	lcl|NZ_AOGY02000065.1_cds_WP_002987454.1_988	24.012	329	510
WP_017214675.1	lcl|NZ_AOGY02000065.1_cds_WP_002987371.1_989	29.245	106	510
WP_017214675.1	lcl|NZ_AOGY02000065.1_cds_WP_002987454.1_988	24.012	329	510
WP_017214675.1	lcl|NZ_AOGY02000065.1_cds_WP_002987371.1_989	29.245	106	510
WP_017214676.1	lcl|NZ_AOGY02000014.1_cds_WP_002976825.1_3574	24.101	278	330
WP_017214676.1	lcl|NZ_AOGY02000061.1_cds_WP_002985453.1_1322	29.323	266	330
WP_017214676.1	lcl|NZ_AOGY02000070.1_cds_WP_002988752.1_678	27.174	276	330
WP_017214676.1	lcl|NZ_AOGY02000007.1_cds_WP_002976093.1_3828	26.807	332	330
WP_017214676.1	lcl|NZ_AOGY02000051.1_cds_WP_002982626.1_1800	26.894	264	330
WP_017214676.1	lcl|NZ_AOGY02000051.1_cds_WP_002983227.1_1785	26.296	270	330
WP_017214676.1	lcl|NZ_AOGY02000061.1_cds_WP_002985415.1_1330	25.000	256	330
WP_017214676.1	lcl|NZ_AOGY02000039.1_cds_WP_002980664.1_2330	23.547	327	330
WP_017214676.1	lcl|NZ_AOGY02000062.1_cds_WP_002986389.1_1205	30.065	153	330
