WP_017214669.1	lcl|NZ_JQGT01000117.1_cds_WP_020985020.1_2580	88.372	86	106
WP_017214670.1	lcl|NZ_JQGT01000117.1_cds_WP_010578412.1_2579	90.127	314	314
WP_017214670.1	lcl|NZ_JQGT01000117.1_cds_WP_010578410.1_2576	26.493	268	314
WP_017214670.1	lcl|NZ_JQGT01000099.1_cds_WP_010577394.1_2253	25.545	321	314
WP_017214670.1	lcl|NZ_JQGT01000046.1_cds_WP_078123854.1_1177	24.911	281	314
WP_017214670.1	lcl|NZ_JQGT01000004.1_cds_WP_020983205.1_127	24.691	243	314
WP_017214670.1	lcl|NZ_JQGT01000003.1_cds_WP_010576694.1_41	21.765	170	314
WP_017214671.1	lcl|NZ_JQGT01000117.1_cds_WP_020984893.1_2578	86.849	365	365
WP_017214672.1	lcl|NZ_JQGT01000117.1_cds_WP_010578411.1_2577	95.676	185	185
WP_017214672.1	lcl|NZ_JQGT01000084.1_cds_WP_010578083.1_2013	34.932	146	185
WP_017214673.1	lcl|NZ_JQGT01000117.1_cds_WP_010578410.1_2576	93.009	329	329
WP_017214673.1	lcl|NZ_JQGT01000046.1_cds_WP_078123854.1_1177	30.838	334	329
WP_017214673.1	lcl|NZ_JQGT01000099.1_cds_WP_010577394.1_2253	30.794	315	329
WP_017214673.1	lcl|NZ_JQGT01000004.1_cds_WP_020983205.1_127	30.547	311	329
WP_017214673.1	lcl|NZ_JQGT01000007.1_cds_WP_020985000.1_188	28.696	345	329
WP_017214673.1	lcl|NZ_JQGT01000003.1_cds_WP_010576694.1_41	28.274	336	329
WP_017214673.1	lcl|NZ_JQGT01000138.1_cds_WP_010577591.1_2838	30.094	319	329
WP_017214673.1	lcl|NZ_JQGT01000004.1_cds_WP_039940969.1_130	27.950	322	329
WP_017214673.1	lcl|NZ_JQGT01000117.1_cds_WP_010578407.1_2573	29.139	302	329
WP_017214673.1	lcl|NZ_JQGT01000104.1_cds_WP_020984967.1_2373	23.469	294	329
WP_017214673.1	lcl|NZ_JQGT01000139.1_cds_WP_010577666.1_2884	26.549	339	329
WP_017214673.1	lcl|NZ_JQGT01000007.1_cds_WP_010578375.1_181	24.839	310	329
WP_017214673.1	lcl|NZ_JQGT01000007.1_cds_WP_020984848.1_183	28.148	270	329
WP_017214673.1	lcl|NZ_JQGT01000117.1_cds_WP_010578412.1_2579	28.000	250	329
WP_017214673.1	lcl|NZ_JQGT01000001.1_cds_WP_010578958.1_4	27.376	263	329
WP_017214673.1	lcl|NZ_JQGT01000104.1_cds_WP_020984891.1_2365	27.083	240	329
WP_017214673.1	lcl|NZ_JQGT01000015.1_cds_WP_010577477.1_424	23.171	328	329
WP_017214673.1	lcl|NZ_JQGT01000104.1_cds_WP_010578343.1_2375	30.460	174	329
WP_017214673.1	lcl|NZ_JQGT01000164.1_cds_WP_020983113.1_3109	28.287	251	329
WP_017214674.1	lcl|NZ_JQGT01000117.1_cds_WP_020984930.1_2575	89.888	267	267
