WP_017214669.1	lcl|NZ_JQPR01000001.1_cds_WP_000340713.1_1	95.349	86	106
WP_017214670.1	lcl|NZ_JQPR01000001.1_cds_WP_000412665.1_2	95.820	311	314
WP_017214670.1	lcl|NZ_JQPR01000001.1_cds_WP_000699347.1_6	23.642	313	314
WP_017214670.1	lcl|NZ_JQPR01000039.1_cds_WP_000744700.1_1205	25.776	322	314
WP_017214670.1	lcl|NZ_JQPR01000181.1_cds_WP_000723090.1_3304	23.958	288	314
WP_017214670.1	lcl|NZ_JQPR01000001.1_cds_WP_000723077.1_15	21.661	277	314
WP_017214670.1	lcl|NZ_JQPR01000001.1_cds_WP_001168408.1_40	24.324	333	314
WP_017214672.1	lcl|NZ_JQPR01000067.1_cds_WP_000351733.1_1770	40.714	140	185
WP_017214673.1	lcl|NZ_JQPR01000001.1_cds_WP_001168408.1_40	33.036	336	329
WP_017214673.1	lcl|NZ_JQPR01000001.1_cds_WP_000699347.1_6	30.659	349	329
WP_017214673.1	lcl|NZ_JQPR01000039.1_cds_WP_000744700.1_1205	32.063	315	329
WP_017214673.1	lcl|NZ_JQPR01000181.1_cds_WP_000723090.1_3304	31.045	335	329
WP_017214673.1	lcl|NZ_JQPR01000001.1_cds_WP_000723077.1_15	31.773	299	329
WP_017214673.1	lcl|NZ_JQPR01000029.1_cds_WP_001984071.1_904	31.270	307	329
WP_017214673.1	lcl|NZ_JQPR01000023.1_cds_WP_000649923.1_636	30.341	323	329
WP_017214673.1	lcl|NZ_JQPR01000330.1_cds_WP_000709511.1_4024	27.879	330	329
WP_017214673.1	lcl|NZ_JQPR01000029.1_cds_WP_000688695.1_884	28.623	276	329
WP_017214673.1	lcl|NZ_JQPR01000001.1_cds_WP_000697617.1_63	23.529	289	329
WP_017214673.1	lcl|NZ_JQPR01000001.1_cds_WP_000412665.1_2	26.217	267	329
WP_017214673.1	lcl|NZ_JQPR01000001.1_cds_WP_000377752.1_61	25.915	355	329
WP_017214673.1	lcl|NZ_JQPR01000014.1_cds_WP_001074781.1_406	27.925	265	329
WP_017214673.1	lcl|NZ_JQPR01000079.1_cds_WP_001003557.1_2012	24.096	332	329
WP_017214674.1	lcl|NZ_JQPR01000001.1_cds_WP_000432841.1_21	30.472	233	267
WP_017214674.1	lcl|NZ_JQPR01000181.1_cds_WP_000842260.1_3303	26.842	190	267
WP_017214674.1	lcl|NZ_JQPR01000200.1_cds_WP_000667727.1_3459	32.727	110	267
WP_017214674.1	lcl|NZ_JQPR01000001.1_cds_WP_000869621.1_60	21.951	246	267
WP_017214674.1	lcl|NZ_JQPR01000075.1_cds_JG85_RS09695_1928	33.333	102	267
WP_017214675.1	lcl|NZ_JQPR01000131.1_cds_WP_000291585.1_2779	26.154	325	510
WP_017214675.1	lcl|NZ_JQPR01000131.1_cds_WP_000364507.1_2778	31.111	90	510
WP_017214675.1	lcl|NZ_JQPR01000131.1_cds_WP_000291585.1_2779	26.154	325	510
WP_017214675.1	lcl|NZ_JQPR01000131.1_cds_WP_000364507.1_2778	31.111	90	510
WP_017214676.1	lcl|NZ_JQPR01000001.1_cds_WP_001168408.1_40	28.458	253	330
WP_017214676.1	lcl|NZ_JQPR01000029.1_cds_WP_001984071.1_904	25.547	274	330
WP_017214676.1	lcl|NZ_JQPR01000001.1_cds_WP_000723077.1_15	23.792	269	330
WP_017214676.1	lcl|NZ_JQPR01000039.1_cds_WP_000744700.1_1205	26.582	316	330
WP_017214676.1	lcl|NZ_JQPR01000079.1_cds_WP_001003557.1_2012	29.218	243	330
WP_017214676.1	lcl|NZ_JQPR01000181.1_cds_WP_000723090.1_3304	24.625	333	330
WP_017214676.1	lcl|NZ_JQPR01000001.1_cds_WP_000048849.1_26	31.250	128	330
WP_017214676.1	lcl|NZ_JQPR01000001.1_cds_WP_000699347.1_6	25.000	256	330
WP_017214676.1	lcl|NZ_JQPR01000023.1_cds_WP_000649923.1_636	29.688	256	330
WP_017214676.1	lcl|NZ_JQPR01000029.1_cds_WP_000688695.1_884	26.244	221	330
WP_017214676.1	lcl|NZ_JQPR01000001.1_cds_WP_000697617.1_63	25.591	254	330
WP_017214676.1	lcl|NZ_JQPR01000001.1_cds_WP_000377752.1_61	27.119	177	330
WP_017214678.1	lcl|NZ_JQPR01000209.1_cds_WP_001002663.1_3534	41.152	243	264
WP_020981179.1	lcl|NZ_JQPR01000015.1_cds_WP_000501205.1_442	36.304	303	310
WP_020981179.1	lcl|NZ_JQPR01000054.1_cds_WP_061217191.1_1548	28.968	252	310
WP_020981179.1	lcl|NZ_JQPR01000017.1_cds_WP_000279894.1_488	25.339	221	310
WP_020981179.1	lcl|NZ_JQPR01000015.1_cds_WP_000501205.1_442	36.304	303	310
WP_020981179.1	lcl|NZ_JQPR01000054.1_cds_WP_061217191.1_1548	28.968	252	310
WP_020981179.1	lcl|NZ_JQPR01000017.1_cds_WP_000279894.1_488	25.339	221	310
WP_202900251.1	lcl|NZ_JQPR01000017.1_cds_WP_236714075.1_550	93.233	133	265
WP_202900251.1	lcl|NZ_JQPR01000001.1_cds_WP_033108779.1_38	91.729	133	265
WP_202900251.1	lcl|NZ_JQPR01000001.1_cds_WP_004769865.1_39	98.261	115	265
WP_202900251.1	lcl|NZ_JQPR01000017.1_cds_WP_017861472.1_549	91.935	62	265
WP_202900251.1	lcl|NZ_JQPR01000001.1_cds_JG85_RS23300_66	43.137	102	265
