WP_017214669.1	lcl|NZ_RQFX01000189.1_cds_WP_035983633.1_812	61.538	78	106
WP_017214670.1	lcl|NZ_RQFX01000189.1_cds_WP_135748742.1_809	80.323	310	314
WP_017214670.1	lcl|NZ_RQFX01000192.1_cds_WP_135748906.1_640	27.389	314	314
WP_017214670.1	lcl|NZ_RQFX01000192.1_cds_WP_135748927.1_667	24.843	318	314
WP_017214670.1	lcl|NZ_RQFX01000189.1_cds_WP_135748743.1_810	23.846	260	314
WP_017214670.1	lcl|NZ_RQFX01000254.1_cds_WP_135749866.1_2639	23.404	188	314
WP_017214672.1	lcl|NZ_RQFX01000230.1_cds_WP_135749621.1_465	30.909	165	185
WP_017214673.1	lcl|NZ_RQFX01000192.1_cds_WP_135748927.1_667	31.529	314	329
WP_017214673.1	lcl|NZ_RQFX01000189.1_cds_WP_135748743.1_810	29.240	342	329
WP_017214673.1	lcl|NZ_RQFX01000129.1_cds_WP_135748100.1_1418	30.128	312	329
WP_017214673.1	lcl|NZ_RQFX01000254.1_cds_WP_135749866.1_2639	29.167	336	329
WP_017214673.1	lcl|NZ_RQFX01000192.1_cds_WP_135748906.1_640	28.344	314	329
WP_017214673.1	lcl|NZ_RQFX01000208.1_cds_WP_135696004.1_3312	25.705	319	329
WP_017214673.1	lcl|NZ_RQFX01000222.1_cds_WP_135749550.1_3161	29.572	257	329
WP_017214673.1	lcl|NZ_RQFX01000189.1_cds_WP_135748742.1_809	24.367	316	329
WP_017214673.1	lcl|NZ_RQFX01000120.1_cds_WP_135747942.1_796	25.660	265	329
WP_017214673.1	lcl|NZ_RQFX01000242.1_cds_WP_135749799.1_973	26.519	181	329
WP_017214673.1	lcl|NZ_RQFX01000098.1_cds_WP_135747765.1_3484	31.548	168	329
WP_017214673.1	lcl|NZ_RQFX01000204.1_cds_WP_135749044.1_3060	24.800	250	329
WP_017214673.1	lcl|NZ_RQFX01000254.1_cds_WP_208727372.1_2628	24.675	308	329
WP_017214673.1	lcl|NZ_RQFX01000073.1_cds_WP_135747429.1_3730	22.264	265	329
WP_017214674.1	lcl|NZ_RQFX01000120.1_cds_WP_135693628.1_735	23.755	261	267
WP_017214674.1	lcl|NZ_RQFX01000206.1_cds_WP_135749127.1_2766	33.065	124	267
WP_017214674.1	lcl|NZ_RQFX01000073.1_cds_WP_135747430.1_3731	23.944	213	267
WP_017214674.1	lcl|NZ_RQFX01000108.1_cds_WP_135747821.1_2684	28.125	192	267
WP_017214674.1	lcl|NZ_RQFX01000189.1_cds_WP_135748744.1_811	24.339	189	267
WP_017214674.1	lcl|NZ_RQFX01000254.1_cds_WP_135749867.1_2640	27.835	194	267
WP_017214675.1	lcl|NZ_RQFX01000230.1_cds_WP_135749640.1_487	24.620	329	510
WP_017214675.1	lcl|NZ_RQFX01000230.1_cds_WP_135693237.1_488	27.358	106	510
WP_017214675.1	lcl|NZ_RQFX01000230.1_cds_WP_135749640.1_487	24.620	329	510
WP_017214675.1	lcl|NZ_RQFX01000230.1_cds_WP_135693237.1_488	27.358	106	510
WP_017214676.1	lcl|NZ_RQFX01000129.1_cds_WP_135748100.1_1418	25.540	278	330
WP_017214676.1	lcl|NZ_RQFX01000192.1_cds_WP_135748927.1_667	27.536	276	330
WP_017214676.1	lcl|NZ_RQFX01000222.1_cds_WP_135749550.1_3161	30.342	234	330
WP_017214676.1	lcl|NZ_RQFX01000192.1_cds_WP_135748906.1_640	26.205	332	330
WP_017214676.1	lcl|NZ_RQFX01000204.1_cds_WP_135749044.1_3060	27.165	254	330
WP_017214676.1	lcl|NZ_RQFX01000189.1_cds_WP_135748743.1_810	26.718	262	330
WP_017214676.1	lcl|NZ_RQFX01000208.1_cds_WP_135749161.1_3299	33.333	111	330
WP_017214676.1	lcl|NZ_RQFX01000189.1_cds_WP_135748741.1_808	28.906	128	330
WP_017214676.1	lcl|NZ_RQFX01000254.1_cds_WP_135749866.1_2639	23.762	303	330
WP_017214676.1	lcl|NZ_RQFX01000242.1_cds_WP_135749799.1_973	30.921	152	330
WP_017214676.1	lcl|NZ_RQFX01000098.1_cds_WP_135747765.1_3484	26.341	205	330
WP_017214676.1	lcl|NZ_RQFX01000208.1_cds_WP_135696004.1_3312	28.667	150	330
WP_017214678.1	lcl|NZ_RQFX01000089.1_cds_WP_100741966.1_2192	37.500	256	264
WP_017214678.1	lcl|NZ_RQFX01000219.1_cds_WP_135749488.1_1931	24.000	300	264
WP_020981179.1	lcl|NZ_RQFX01000094.1_cds_WP_135747739.1_2744	35.906	298	310
WP_020981179.1	lcl|NZ_RQFX01000219.1_cds_WP_135749488.1_1931	30.263	304	310
WP_020981179.1	lcl|NZ_RQFX01000230.1_cds_WP_135749572.1_400	24.427	262	310
WP_020981179.1	lcl|NZ_RQFX01000094.1_cds_WP_135747739.1_2744	35.906	298	310
WP_020981179.1	lcl|NZ_RQFX01000219.1_cds_WP_135749488.1_1931	30.263	304	310
WP_020981179.1	lcl|NZ_RQFX01000230.1_cds_WP_135749572.1_400	24.427	262	310
WP_017214683.1	lcl|NZ_RQFX01000219.1_cds_WP_135694130.1_1955	42.857	56	144
