WP_017214669.1	lcl|NZ_RQFA01000066.1_cds_WP_135590643.1_423	87.209	86	106
WP_017214670.1	lcl|NZ_RQFA01000066.1_cds_WP_135590644.1_422	79.032	310	314
WP_017214670.1	lcl|NZ_RQFA01000066.1_cds_WP_135590646.1_420	24.231	260	314
WP_017214670.1	lcl|NZ_RQFA01000080.1_cds_WP_135593681.1_155	24.308	325	314
WP_017214670.1	lcl|NZ_RQFA01000066.1_cds_WP_135590671.1_393	24.294	177	314
WP_017214672.1	lcl|NZ_RQFA01000032.1_cds_WP_135590804.1_1151	38.776	147	185
WP_017214673.1	lcl|NZ_RQFA01000080.1_cds_WP_135593681.1_155	30.476	315	329
WP_017214673.1	lcl|NZ_RQFA01000066.1_cds_WP_135590646.1_420	30.189	318	329
WP_017214673.1	lcl|NZ_RQFA01000066.1_cds_WP_135590671.1_393	29.393	313	329
WP_017214673.1	lcl|NZ_RQFA01000048.1_cds_WP_135593996.1_2628	31.511	311	329
WP_017214673.1	lcl|NZ_RQFA01000080.1_cds_WP_135593453.1_279	31.646	316	329
WP_017214673.1	lcl|NZ_RQFA01000041.1_cds_WP_135595207.1_3748	28.446	341	329
WP_017214673.1	lcl|NZ_RQFA01000048.1_cds_WP_135591407.1_2519	28.529	333	329
WP_017214673.1	lcl|NZ_RQFA01000066.1_cds_WP_246057568.1_399	23.333	300	329
WP_017214673.1	lcl|NZ_RQFA01000066.1_cds_WP_135590644.1_422	25.079	315	329
WP_017214673.1	lcl|NZ_RQFA01000008.1_cds_WP_135592711.1_2842	28.030	264	329
WP_017214673.1	lcl|NZ_RQFA01000046.1_cds_WP_135590287.1_2145	23.460	341	329
WP_017214673.1	lcl|NZ_RQFA01000080.1_cds_WP_135593870.1_64	26.727	333	329
WP_017214673.1	lcl|NZ_RQFA01000026.1_cds_WP_135590112.1_1598	22.222	234	329
WP_017214673.1	lcl|NZ_RQFA01000033.1_cds_WP_135591491.1_3245	29.688	256	329
WP_017214673.1	lcl|NZ_RQFA01000066.1_cds_WP_246057566.1_392	28.834	163	329
WP_017214674.1	lcl|NZ_RQFA01000066.1_cds_WP_135590652.1_414	27.731	238	267
WP_017214674.1	lcl|NZ_RQFA01000066.1_cds_WP_135593078.1_391	23.438	256	267
WP_017214674.1	lcl|NZ_RQFA01000015.1_cds_WP_135594705.1_3007	26.425	193	267
WP_017214674.1	lcl|NZ_RQFA01000041.1_cds_WP_210412877.1_3749	28.571	189	267
WP_017214674.1	lcl|NZ_RQFA01000046.1_cds_WP_135594508.1_2063	25.000	208	267
WP_017214675.1	lcl|NZ_RQFA01000032.1_cds_WP_135594136.1_1302	26.706	337	510
WP_017214675.1	lcl|NZ_RQFA01000032.1_cds_WP_135594138.1_1303	28.889	90	510
