WP_017214669.1	lcl|NZ_JQHH01000022.1_cds_WP_004753574.1_436	94.186	86	106
WP_017214670.1	lcl|NZ_JQHH01000022.1_cds_WP_004779581.1_435	94.194	310	314
WP_017214670.1	lcl|NZ_JQHH01000023.1_cds_WP_004753565.1_444	25.776	322	314
WP_017214670.1	lcl|NZ_JQHH01000106.1_cds_WP_082281213.1_1784	22.069	290	314
WP_017214670.1	lcl|NZ_JQHH01000106.1_cds_WP_004766668.1_1806	23.843	281	314
WP_017214670.1	lcl|NZ_JQHH01000106.1_cds_WP_004780151.1_1786	22.093	258	314
WP_017214672.1	lcl|NZ_JQHH01000070.1_cds_WP_004752075.1_1119	41.429	140	185
WP_017214672.1	lcl|NZ_JQHH01000022.1_cds_WP_004779567.1_404	35.028	177	185
WP_017214673.1	lcl|NZ_JQHH01000106.1_cds_WP_082281213.1_1784	30.841	321	329
WP_017214673.1	lcl|NZ_JQHH01000023.1_cds_WP_004753565.1_444	31.746	315	329
WP_017214673.1	lcl|NZ_JQHH01000106.1_cds_WP_004766668.1_1806	30.240	334	329
WP_017214673.1	lcl|NZ_JQHH01000183.1_cds_WP_004766600.1_2727	32.362	309	329
WP_017214673.1	lcl|NZ_JQHH01000115.1_cds_WP_020762466.1_1897	31.153	321	329
WP_017214673.1	lcl|NZ_JQHH01000106.1_cds_WP_004780151.1_1786	29.126	309	329
WP_017214673.1	lcl|NZ_JQHH01000183.1_cds_WP_004766610.1_2736	28.261	322	329
WP_017214673.1	lcl|NZ_JQHH01000183.1_cds_WP_004766589.1_2707	27.566	341	329
WP_017214673.1	lcl|NZ_JQHH01000106.1_cds_WP_082281223.1_1789	28.102	274	329
WP_017214673.1	lcl|NZ_JQHH01000022.1_cds_WP_004779581.1_435	24.684	316	329
WP_017214673.1	lcl|NZ_JQHH01000182.1_cds_WP_004766127.1_2671	28.519	270	329
WP_017214673.1	lcl|NZ_JQHH01000002.1_cds_WP_004765661.1_19	24.590	244	329
WP_017214673.1	lcl|NZ_JQHH01000146.1_cds_WP_082281339.1_2318	25.000	268	329
WP_017214673.1	lcl|NZ_JQHH01000252.1_cds_WP_020764095.1_3299	29.688	128	329
WP_017214674.1	lcl|NZ_JQHH01000106.1_cds_WP_004780153.1_1785	26.891	238	267
WP_017214674.1	lcl|NZ_JQHH01000106.1_cds_WP_004766678.1_1807	26.455	189	267
WP_017214674.1	lcl|NZ_JQHH01000143.1_cds_WP_020763320.1_2269	27.835	194	267
WP_017214674.1	lcl|NZ_JQHH01000009.1_cds_WP_016761591.1_142	36.047	86	267
WP_017214675.1	lcl|NZ_JQHH01000071.1_cds_WP_004751764.1_1221	25.519	337	510
WP_017214675.1	lcl|NZ_JQHH01000071.1_cds_WP_004766128.1_1220	31.111	90	510
WP_017214675.1	lcl|NZ_JQHH01000071.1_cds_WP_004751764.1_1221	25.519	337	510
WP_017214675.1	lcl|NZ_JQHH01000071.1_cds_WP_004766128.1_1220	31.111	90	510
WP_017214676.1	lcl|NZ_JQHH01000183.1_cds_WP_004766600.1_2727	25.830	271	330
WP_017214676.1	lcl|NZ_JQHH01000106.1_cds_WP_082281213.1_1784	24.088	274	330
WP_017214676.1	lcl|NZ_JQHH01000106.1_cds_WP_004766668.1_1806	25.000	348	330
WP_017214676.1	lcl|NZ_JQHH01000023.1_cds_WP_004753565.1_444	26.449	276	330
WP_017214676.1	lcl|NZ_JQHH01000002.1_cds_WP_004765661.1_19	28.395	243	330
WP_017214676.1	lcl|NZ_JQHH01000115.1_cds_WP_020762466.1_1897	29.020	255	330
WP_017214676.1	lcl|NZ_JQHH01000183.1_cds_WP_004766589.1_2707	25.792	221	330
WP_017214678.1	lcl|NZ_JQHH01000217.1_cds_WP_004778714.1_3025	42.387	243	264
WP_020981179.1	lcl|NZ_JQHH01000163.1_cds_WP_020762689.1_2511	36.634	303	310
WP_020981179.1	lcl|NZ_JQHH01000049.1_cds_WP_004765094.1_822	25.649	308	310
WP_020981179.1	lcl|NZ_JQHH01000081.1_cds_WP_004752420.1_1419	24.887	221	310
WP_020981179.1	lcl|NZ_JQHH01000163.1_cds_WP_020762689.1_2511	36.634	303	310
WP_020981179.1	lcl|NZ_JQHH01000049.1_cds_WP_004765094.1_822	25.649	308	310
WP_020981179.1	lcl|NZ_JQHH01000081.1_cds_WP_004752420.1_1419	24.887	221	310
WP_202900251.1	lcl|NZ_JQHH01000106.1_cds_WP_256858892.1_1787	96.581	117	265
WP_202900251.1	lcl|NZ_JQHH01000268.1_cds_WP_143464443.1_3391	91.463	82	265
WP_202900251.1	lcl|NZ_JQHH01000106.1_cds_JH19_RS22050_1788	97.368	76	265
WP_202900251.1	lcl|NZ_JQHH01000189.1_cds_WP_143464419.1_2752	90.566	53	265
WP_202900251.1	lcl|NZ_JQHH01000245.1_cds_JH19_RS17520_3232	95.745	47	265
WP_202900251.1	lcl|NZ_JQHH01000264.1_cds_WP_252837146.1_3370	88.000	50	265
WP_202900251.1	lcl|NZ_JQHH01000264.1_cds_JH19_RS22760_3372	93.182	44	265
WP_202900251.1	lcl|NZ_JQHH01000048.1_cds_JH19_RS22385_786	88.462	26	265
WP_202900251.1	lcl|NZ_JQHH01000243.1_cds_JH19_RS22720_3207	88.462	26	265
WP_202900251.1	lcl|NZ_JQHH01000233.1_cds_JH19_RS22710_3138	88.462	26	265
WP_202900251.1	lcl|NZ_JQHH01000054.1_cds_JH19_RS22425_894	88.462	26	265
WP_202900251.1	lcl|NZ_JQHH01000264.1_cds_JH19_RS23055_3369	100.000	24	265
WP_202900251.1	lcl|NZ_JQHH01000433.1_cds_JH19_RS22880_3850	88.000	25	265
WP_202900251.1	lcl|NZ_JQHH01000373.1_cds_JH19_RS22860_3768	88.000	25	265
WP_202900251.1	lcl|NZ_JQHH01000292.1_cds_JH19_RS22790_3539	88.000	25	265
WP_202900251.1	lcl|NZ_JQHH01000159.1_cds_JH19_RS22630_2471	88.000	25	265
WP_202900251.1	lcl|NZ_JQHH01000154.1_cds_JH19_RS22625_2410	88.000	25	265
WP_202900251.1	lcl|NZ_JQHH01000136.1_cds_JH19_RS22585_2179	88.000	25	265
WP_202900251.1	lcl|NZ_JQHH01000069.1_cds_JH19_RS22455_1100	88.000	25	265
WP_202900251.1	lcl|NZ_JQHH01000047.1_cds_JH19_RS22380_769	88.000	25	265
WP_202900251.1	lcl|NZ_JQHH01000041.1_cds_JH19_RS22375_678	88.000	25	265
WP_202900251.1	lcl|NZ_JQHH01000300.1_cds_JH19_RS22805_3580	87.500	24	265
WP_202900251.1	lcl|NZ_JQHH01000291.1_cds_JH19_RS23070_3538	87.500	24	265
WP_202900251.1	lcl|NZ_JQHH01000074.1_cds_JH19_RS22465_1270	76.923	26	265
WP_202900251.1	lcl|NZ_JQHH01000092.1_cds_JH19_RS22490_1569	86.364	22	265
WP_202900251.1	lcl|NZ_JQHH01000378.1_cds_WP_218669091.1_3777	94.737	19	265
WP_202900251.1	lcl|NZ_JQHH01000198.1_cds_WP_256858904.1_2819	90.909	22	265
WP_202900251.1	lcl|NZ_JQHH01000021.1_cds_JH19_RS22335_399	85.000	20	265
WP_202900251.1	lcl|NZ_JQHH01000013.1_cds_JH19_RS22295_223	85.000	20	265
WP_202900251.1	lcl|NZ_JQHH01000232.1_cds_WP_256858911.1_3128	94.737	19	265
WP_202900251.1	lcl|NZ_JQHH01000236.1_cds_WP_143464434.1_3152	94.737	19	265
WP_202900251.1	lcl|NZ_JQHH01000106.1_cds_WP_256858892.1_1787	96.581	117	265
WP_202900251.1	lcl|NZ_JQHH01000268.1_cds_WP_143464443.1_3391	91.463	82	265
WP_202900251.1	lcl|NZ_JQHH01000106.1_cds_JH19_RS22050_1788	97.368	76	265
WP_202900251.1	lcl|NZ_JQHH01000189.1_cds_WP_143464419.1_2752	90.566	53	265
WP_202900251.1	lcl|NZ_JQHH01000245.1_cds_JH19_RS17520_3232	95.745	47	265
WP_202900251.1	lcl|NZ_JQHH01000264.1_cds_WP_252837146.1_3370	88.000	50	265
WP_202900251.1	lcl|NZ_JQHH01000264.1_cds_JH19_RS22760_3372	93.182	44	265
WP_202900251.1	lcl|NZ_JQHH01000048.1_cds_JH19_RS22385_786	88.462	26	265
WP_202900251.1	lcl|NZ_JQHH01000243.1_cds_JH19_RS22720_3207	88.462	26	265
WP_202900251.1	lcl|NZ_JQHH01000233.1_cds_JH19_RS22710_3138	88.462	26	265
WP_202900251.1	lcl|NZ_JQHH01000054.1_cds_JH19_RS22425_894	88.462	26	265
WP_202900251.1	lcl|NZ_JQHH01000264.1_cds_JH19_RS23055_3369	100.000	24	265
WP_202900251.1	lcl|NZ_JQHH01000433.1_cds_JH19_RS22880_3850	88.000	25	265
WP_202900251.1	lcl|NZ_JQHH01000373.1_cds_JH19_RS22860_3768	88.000	25	265
