WP_017214669.1	lcl|NZ_AOUV01000133.1_cds_WP_000340715.1_3313	97.674	86	106
WP_017214670.1	lcl|NZ_AOUV01000133.1_cds_WP_000712240.1_3312	93.949	314	314
WP_017214670.1	lcl|NZ_AOUV01000139.1_cds_WP_000744700.1_3594	25.776	322	314
WP_017214670.1	lcl|NZ_AOUV01000133.1_cds_WP_000646251.1_3309	26.119	268	314
WP_017214670.1	lcl|NZ_AOUV01000133.1_cds_WP_000723084.1_3225	24.306	288	314
WP_017214670.1	lcl|NZ_AOUV01000133.1_cds_WP_000600886.1_3281	24.599	187	314
WP_017214670.1	lcl|NZ_AOUV01000133.1_cds_WP_000025488.1_3287	22.393	326	314
WP_017214671.1	lcl|NZ_AOUV01000133.1_cds_WP_000604524.1_3311	91.507	365	365
WP_017214672.1	lcl|NZ_AOUV01000133.1_cds_WP_000884057.1_3310	96.216	185	185
WP_017214672.1	lcl|NZ_AOUV01000110.1_cds_WP_000351733.1_2542	40.714	140	185
WP_017214673.1	lcl|NZ_AOUV01000133.1_cds_WP_000646251.1_3309	95.137	329	329
WP_017214673.1	lcl|NZ_AOUV01000139.1_cds_WP_000744700.1_3594	32.063	315	329
WP_017214673.1	lcl|NZ_AOUV01000133.1_cds_WP_000600886.1_3281	32.595	316	329
WP_017214673.1	lcl|NZ_AOUV01000133.1_cds_WP_000723084.1_3225	31.343	335	329
WP_017214673.1	lcl|NZ_AOUV01000053.1_cds_WP_001984071.1_897	31.270	307	329
WP_017214673.1	lcl|NZ_AOUV01000139.1_cds_WP_000649927.1_3433	30.341	323	329
WP_017214673.1	lcl|NZ_AOUV01000023.1_cds_WP_000709512.1_282	27.879	330	329
WP_017214673.1	lcl|NZ_AOUV01000133.1_cds_WP_000601375.1_3252	25.333	300	329
WP_017214673.1	lcl|NZ_AOUV01000133.1_cds_WP_001067556.1_3306	30.196	255	329
WP_017214673.1	lcl|NZ_AOUV01000053.1_cds_WP_000688700.1_877	28.623	276	329
WP_017214673.1	lcl|NZ_AOUV01000133.1_cds_WP_000025488.1_3287	25.078	319	329
WP_017214673.1	lcl|NZ_AOUV01000133.1_cds_WP_000707057.1_3285	28.519	270	329
WP_017214673.1	lcl|NZ_AOUV01000133.1_cds_WP_000475906.1_3242	27.737	274	329
WP_017214673.1	lcl|NZ_AOUV01000133.1_cds_WP_000712240.1_3312	27.530	247	329
WP_017214673.1	lcl|NZ_AOUV01000109.1_cds_WP_001074785.1_2304	27.925	265	329
WP_017214673.1	lcl|NZ_AOUV01000035.1_cds_WP_001003550.1_589	24.324	333	329
WP_017214673.1	lcl|NZ_AOUV01000133.1_cds_WP_000487324.1_3254	27.245	323	329
WP_017214674.1	lcl|NZ_AOUV01000133.1_cds_WP_000774258.1_3308	94.007	267	267
WP_017214674.1	lcl|NZ_AOUV01000133.1_cds_WP_000859505.1_3255	26.295	251	267
WP_017214674.1	lcl|NZ_AOUV01000133.1_cds_WP_000800436.1_3276	26.050	238	267
WP_017214674.1	lcl|NZ_AOUV01000133.1_cds_WP_000842260.1_3224	26.842	190	267
WP_017214674.1	lcl|NZ_AOUV01000004.1_cds_WP_000667727.1_24	32.727	110	267
WP_017214674.1	lcl|NZ_AOUV01000124.1_cds_WP_000805358.1_2986	33.333	102	267
WP_017214675.1	lcl|NZ_AOUV01000133.1_cds_WP_000602735.1_3307	94.510	510	510
WP_017214675.1	lcl|NZ_AOUV01000027.1_cds_WP_000291595.1_352	26.462	325	510
WP_017214675.1	lcl|NZ_AOUV01000027.1_cds_WP_000364507.1_353	31.111	90	510
WP_017214675.1	lcl|NZ_AOUV01000133.1_cds_WP_000602735.1_3307	94.510	510	510
WP_017214675.1	lcl|NZ_AOUV01000027.1_cds_WP_000291595.1_352	26.462	325	510
WP_017214675.1	lcl|NZ_AOUV01000027.1_cds_WP_000364507.1_353	31.111	90	510
WP_017214676.1	lcl|NZ_AOUV01000133.1_cds_WP_001067556.1_3306	96.061	330	330
WP_017214676.1	lcl|NZ_AOUV01000133.1_cds_WP_000707057.1_3285	28.522	291	330
WP_017214676.1	lcl|NZ_AOUV01000133.1_cds_WP_000646251.1_3309	28.852	305	330
WP_017214676.1	lcl|NZ_AOUV01000133.1_cds_WP_000600886.1_3281	26.692	266	330
WP_017214676.1	lcl|NZ_AOUV01000053.1_cds_WP_001984071.1_897	25.547	274	330
WP_017214676.1	lcl|NZ_AOUV01000139.1_cds_WP_000744700.1_3594	26.582	316	330
WP_017214676.1	lcl|NZ_AOUV01000133.1_cds_WP_000723084.1_3225	24.625	333	330
WP_017214676.1	lcl|NZ_AOUV01000133.1_cds_WP_000025488.1_3287	30.317	221	330
WP_017214676.1	lcl|NZ_AOUV01000035.1_cds_WP_001003550.1_589	29.218	243	330
WP_017214676.1	lcl|NZ_AOUV01000139.1_cds_WP_000649927.1_3433	29.688	256	330
WP_017214676.1	lcl|NZ_AOUV01000053.1_cds_WP_000688700.1_877	26.244	221	330
WP_017214676.1	lcl|NZ_AOUV01000133.1_cds_WP_000601375.1_3252	25.540	278	330
WP_017214677.1	lcl|NZ_AOUV01000133.1_cds_WP_000776640.1_3305	89.405	538	538
WP_017214677.1	lcl|NZ_AOUV01000133.1_cds_WP_000776640.1_3305	89.405	538	538
WP_017214678.1	lcl|NZ_AOUV01000133.1_cds_WP_000424610.1_3304	94.318	264	264
WP_017214678.1	lcl|NZ_AOUV01000061.1_cds_WP_001002665.1_1030	40.741	243	264
WP_020981179.1	lcl|NZ_AOUV01000133.1_cds_WP_025176350.1_3303	92.581	310	310
WP_020981179.1	lcl|NZ_AOUV01000087.1_cds_WP_000501205.1_1831	36.304	303	310
WP_020981179.1	lcl|NZ_AOUV01000073.1_cds_WP_001183723.1_1390	28.629	248	310
WP_020981179.1	lcl|NZ_AOUV01000141.1_cds_WP_000279897.1_3631	25.339	221	310
WP_020981179.1	lcl|NZ_AOUV01000133.1_cds_WP_025176350.1_3303	92.581	310	310
WP_020981179.1	lcl|NZ_AOUV01000087.1_cds_WP_000501205.1_1831	36.304	303	310
WP_020981179.1	lcl|NZ_AOUV01000073.1_cds_WP_001183723.1_1390	28.629	248	310
WP_020981179.1	lcl|NZ_AOUV01000141.1_cds_WP_000279897.1_3631	25.339	221	310
